KEY,"French"
CS_CHE_H1_1_001,"May!! Jouons!!"
CS_CHE_H1_1_002,"Bonbons de Carotte! Avez-vous des Bonbons de Carotte?!"
CS_CHE_H1_1_003,"Bonbons de Carotte? Je n'ai jamais entendu parler de ça... Mais j'ai du chocolat par contre."
CS_CHE_H1_1_004,"Le Chocolat c'est bon aussi!"
CS_CHE_H1_1_005,"Hum hum...eh, qui est cette grande fille là-bas? Je ne l'ai jamais vue auparavant!"
CS_CHE_H1_1_006,"Ah, vous parlez de Yanne?"
CS_CHE_H1_1_007,"Elle est géniale vous savez! Elle a même le titre de 'Poufendeuse de Dragon'!"
CS_CHE_H1_1_008,"Il y a quelques années, il y avait ce dragon méchant et effrayant nommé Svelta la Hargneuse. Elle l'a tuée toute seule, sans aucune aide!"
CS_CHE_H1_1_009,"Hargneuse? Était-elle toujours en colère?"
CS_CHE_H1_1_010,"Certains Dragons sont corrompus et deviennent fous. Ils sèment le chaos au lieu de protéger le monde, comme ils le devraient."
CS_CHE_H1_1_011,"May, j'ai posé dehors les Écailles de Dragon, Peaux et autre composants requis."
CS_CHE_H1_1_012,"Merci, eheh."
CS_CHE_H1_1_013,"Les Dragons sont ces gros lézards énormes, c'est ça? Wow! Tu es vraiment forte, grande soeur!!"
CS_CHE_H1_1_014,"Ne laisse pas le forgeron traverser le chemin et venir t'attraper en train de dire ça, ok?"
CS_CHE_H1_1_015,"Hehe, Jin est quelqu'un de bien, donc ça devrait aller."
CS_CHE_H1_1_016,"D'ailleurs, May! Quelque chose à l'air différent! La Boutique, et vos vêtements aussi!"
CS_CHE_H1_1_017,"Oh, il y a eu beaucoup de demandes à cause d'Halloween ce soir."
CS_CHE_H1_1_018,"Alors j'ai tout donné!"
CS_CHE_H1_1_019,"Avec ce niveau de compétence, vous ne devriez pas être là à vous occuper d'une boutique générale. Vous pourriez avoir beaucoup de réussite et devenir un célèbre tailleur, sans aucun doute."
CS_CHE_H1_1_020,"Ahaha, eh bien, faire des vêtements est plus qu'un hobby."
CS_CHE_H1_1_021,"Wow, c'est mignon!"
CS_CHE_H1_1_022,"J'en veux uneI Quelque chose pour moi?"
CS_CHE_H1_1_023,"Ah, il devrait y avoir plusieurs tenues à votre taille. Voulez-vous en essayer?"
CS_CHE_H1_1_024,"Yes! Donnez, donnez!"
CS_CHE_H1_1_025,"Ok, juste une seconde, je vais apporter quelques costumes!"
CS_CHE_H1_1_027,"Aaaaaah!"
CS_CHE_H1_1_028,"May!! Est-ce que quelque chose est arrivé?!"
CS_CHE_H1_1_030,"...Pas de réponse. On ne peut rien faire, là. Entrons."
CS_CHE_H1_1_031,"Eh? Je ne vois rien!!"
CS_CHE_H1_1_032,"...La puissance des Ténèbres? Non, c'est un eu différent..."
CS_CHE_H1_1_034,"Grande soeur, c'est..."
CS_CHE_H1_1_035,"...Oui, on dirait."
CS_CHE_H1_1_036,"On toooooooommmmbe!!!"
CS_CHE_H1_2_001,"...Ugh... Où sommes-nous...?"
CS_CHE_H1_2_002,"Ouuuh, ça fait mal... Je me suis tapé la tête!"
CS_CHE_H1_2_003,"Mais où est May...ah!"
CS_CHE_H1_2_004,"Elle est seulement inconsciente. Heureusement, elle n'est pas blessée."
CS_CHE_H1_2_005,"May! Il ne faut pas dormir dehors! Vous allez attraper froid!"
CS_CHE_H1_2_006,"Ugh....ummm....heu? Yanne...? Luna...?"
CS_CHE_H1_2_007,"Où sommes-nous? Je cherchais mes costumes..."
CS_CHE_H1_2_008,"J'étais en train de farfouiller dans les pendries, mais environ six manquaient, donc..."
CS_CHE_H1_2_009,"Attendez, nous parlerons plus tard. Je sens quelque chose... de menaçant."
CS_CHE_H1_3_001,"Bizarre. Ces monstres avec des citrouilles... Ce ne sont pas des morts-vivants normaux."
CS_CHE_H1_3_002,"Ils semblent très différents des morts-vivants que l'on voit habituellement chez nous."
CS_CHE_H1_3_003,"Grande soeur, ils sont toujours les méchants, non? Je peux leur taper dessus, non?"
CS_CHE_H1_3_004,"Pourtant, ils ont des têtes plutôt mignonnes!"
CS_CHE_H1_3_005,"Allons les enlever pour les afficher à la Boutique de May!"
CS_CHE_H1_3_006,"Ahaha, j'ai déjà plein d'accessoires avec des citrouilles à la Boutique, donc..."
CS_CHE_H1_3_007,"Ils ont beau être différents, ils restent hostiles. Filons."
CS_CHE_H1_4_001,"Tsss, stop une seconde. C'est..."
CS_CHE_H1_4_002,"...Qu'est-ce que c'est que ça?"
CS_CHE_H1_4_003,"Je ne sais pas... mais on dirait des esprits maléfiques. Ils ont probablement pris la forme des gens de notre monde, quoique..."
CS_CHE_H1_4_004,"Il y en a un qui sort du lot, aussi!"
CS_CHE_H1_4_006,"Eh? Qu'est-ce que c'est?"
CS_CHE_H1_4_007,"Ahahaha... hum... c'est un des costumes manquants que je cherchais à la Boutique."
CS_CHE_H1_4_008,"Hum, on dirait une momie du désert d'Aegina, non?"
CS_CHE_H1_4_009,"Elle ne porte que des bandages! Est-ce qu'elle est blessée?"
CS_CHE_H1_4_010,"Ahahaha..."
