KEY,ChineseTraditional
NEWBIE_ATTENDANCE_NAME_1_1,3星米芮安
NEWBIE_ATTENDANCE_DESC_1_1,米芮安歡迎各位。\n跟3星米芮安同行吧！\n（若已持有此英雄，將改發\n200個專屬武器碎片。）
NEWBIE_ATTENDANCE_NAME_1_2,500萬金幣
NEWBIE_ATTENDANCE_DESC_1_2,購買道具與強化裝備時\n可使用金幣。
NEWBIE_ATTENDANCE_NAME_2_1,體力藥水
NEWBIE_ATTENDANCE_DESC_2_1,可補充章節戰鬥、戰役\n所需要的體力。
NEWBIE_ATTENDANCE_NAME_2_2,正義晶元
NEWBIE_ATTENDANCE_DESC_2_2,使用正義晶元可使騎士、戰士、牧師覺醒至更高的階段。\n覺醒可以在英雄殿堂內進行。
NEWBIE_ATTENDANCE_NAME_2_3,武力晶元
NEWBIE_ATTENDANCE_DESC_2_3,使用武力晶元可使戰士、\n弓箭手、魔法師覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_2_4,智慧晶元
NEWBIE_ATTENDANCE_DESC_2_4,使用智慧晶元可使刺客、\n機械工、魔法師覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_2_5,戰略晶元
NEWBIE_ATTENDANCE_DESC_2_5,使用戰略晶元可使騎士、\n弓箭手、機械工覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_2_6,忍耐晶元
NEWBIE_ATTENDANCE_DESC_2_6,使用忍耐晶元可使騎士、\n刺客、牧師覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_2_7,和諧晶元
NEWBIE_ATTENDANCE_DESC_2_7,使用和諧晶元可使弓箭手、\n魔法師、牧師覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_2_8,幸運晶元
NEWBIE_ATTENDANCE_DESC_2_8,使用幸運晶元可使戰士、刺客、機械工覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_3_1,經驗藥水（特大）
NEWBIE_ATTENDANCE_DESC_3_1,使用經驗藥水可以提升英雄等級。
NEWBIE_ATTENDANCE_NAME_3_2,500萬金幣
NEWBIE_ATTENDANCE_DESC_3_2,購買道具與強化裝備時可使用金幣。
NEWBIE_ATTENDANCE_NAME_4_1,500萬金幣
NEWBIE_ATTENDANCE_DESC_4_1,購買道具與強化裝備時可使用金幣。
NEWBIE_ATTENDANCE_NAME_4_2,正義晶元
NEWBIE_ATTENDANCE_DESC_4_2,使用正義晶元可使騎士、戰士、牧師覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_4_3,武力晶元
NEWBIE_ATTENDANCE_DESC_4_3,使用武力晶元可使戰士、弓箭手、魔法師覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_4_4,智慧晶元
NEWBIE_ATTENDANCE_DESC_4_4,使用智慧晶元可使刺客、機械工、魔法師覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_4_5,戰略晶元
NEWBIE_ATTENDANCE_DESC_4_5,使用戰略晶元可使騎士、弓箭手、機械工覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_4_6,忍耐晶元
NEWBIE_ATTENDANCE_DESC_4_6,使用忍耐晶元可使騎士、刺客、牧師覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_4_7,和諧晶元
NEWBIE_ATTENDANCE_DESC_4_7,使用和諧晶元可使弓箭手、魔法師、牧師覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_4_8,幸運晶元
NEWBIE_ATTENDANCE_DESC_4_8,使用幸運晶元可使戰士、刺客、機械工覺醒至更高的階段。\n覺醒可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_5_1,T6神速的黑暗傳說裝備選擇券
NEWBIE_ATTENDANCE_DESC_5_1,可從坦克／攻擊手／助手之中選擇，並獲得T6神速的黑暗傳說裝備寶箱。\nT6神速的黑暗傳說裝備寶箱由4種T6神速的黑暗傳說裝備組成，裝備具有對坦克／攻擊手／助手有用的屬性。
NEWBIE_ATTENDANCE_NAME_5_2,經驗藥水（最高級)
NEWBIE_ATTENDANCE_DESC_5_2,使用經驗藥水可以提升英雄等級。
NEWBIE_ATTENDANCE_NAME_6_1,神秘符石：英雄
NEWBIE_ATTENDANCE_DESC_6_1,將符石鑲嵌在裝備上可發揮更強大的效果。
NEWBIE_ATTENDANCE_NAME_6_2,魔法粉末
NEWBIE_ATTENDANCE_DESC_6_2,可使用魔法粉末強化裝備屬性或讓裝備晉階，進而提升階級。
NEWBIE_ATTENDANCE_NAME_6_3,1000萬金幣
NEWBIE_ATTENDANCE_DESC_6_3,購買道具與強化裝備時可使用金幣。
NEWBIE_ATTENDANCE_NAME_7_1,時裝選擇券（校園制服）
NEWBIE_ATTENDANCE_DESC_7_1,可以讓英雄呈現不同的造型。
NEWBIE_ATTENDANCE_NAME_7_2,正義精華
NEWBIE_ATTENDANCE_DESC_7_2,對5星騎士、戰士、牧師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_7_3,武力精華
NEWBIE_ATTENDANCE_DESC_7_3,對5星戰士、弓箭手、魔法師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_7_4,智慧精華
NEWBIE_ATTENDANCE_DESC_7_4,對5星刺客、機械工、魔法師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_7_5,戰略精華
NEWBIE_ATTENDANCE_DESC_7_5,對5星騎士、弓箭手、機械工英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_7_6,忍耐精華
NEWBIE_ATTENDANCE_DESC_7_6,對5星騎士、刺客、牧師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_7_7,和諧精華
NEWBIE_ATTENDANCE_DESC_7_7,對5星弓箭手、魔法師、牧師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_7_8,幸運精華
NEWBIE_ATTENDANCE_DESC_7_8,對5星戰士、刺客、機械工英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_8_1,5星瑟琳
NEWBIE_ATTENDANCE_DESC_8_1,瑟琳歡迎各位。\n和5星瑟琳同行吧！\n（若已持有此英雄，將改發250個專屬武器碎片。）
NEWBIE_ATTENDANCE_NAME_8_2,瑟琳專屬武器
NEWBIE_ATTENDANCE_DESC_8_2,此為瑟琳的專屬武器\n「綠風諾托司」。\n讓英雄配備專屬武器、專屬寶物，體驗看看更強大、更有個性的英雄！
NEWBIE_ATTENDANCE_NAME_8_3,米芮安專屬武器
NEWBIE_ATTENDANCE_DESC_8_3,此為米芮安的專屬武器\n「無限加速的黎文帝納」。\n讓英雄配備專屬武器、專屬寶物，體驗看看更強大、更有個性的英雄！
NEWBIE_ATTENDANCE_NAME_9_1,無限之石
NEWBIE_ATTENDANCE_DESC_9_1,使用無限之石和精華可以突破5星英雄。\n突破後將習得專屬天賦。\n突破可以在英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_9_2,正義精華
NEWBIE_ATTENDANCE_DESC_9_2,對5星騎士、戰士、牧師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_9_3,武力精華
NEWBIE_ATTENDANCE_DESC_9_3,對5星戰士、弓箭手、魔法師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_9_4,智慧精華
NEWBIE_ATTENDANCE_DESC_9_4,對5星刺客、機械工、魔法師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_9_5,戰略精華
NEWBIE_ATTENDANCE_DESC_9_5,對5星騎士、弓箭手、機械工英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_9_6,忍耐精華
NEWBIE_ATTENDANCE_DESC_9_6,對5星騎士、刺客、牧師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_9_7,和諧精華
NEWBIE_ATTENDANCE_DESC_9_7,對5星弓箭手、魔法師、牧師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_9_8,幸運精華
NEWBIE_ATTENDANCE_DESC_9_8,對5星戰士、刺客、機械工英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_10_1,經驗藥水(高濃縮)
NEWBIE_ATTENDANCE_DESC_10_1,使用經驗藥水可以提升英雄等級。
NEWBIE_ATTENDANCE_NAME_10_2,1000萬金幣
NEWBIE_ATTENDANCE_DESC_10_2,購買道具與強化裝備時可使用金幣。
NEWBIE_ATTENDANCE_NAME_11_1,體力藥水
NEWBIE_ATTENDANCE_DESC_11_1,可以補充章節戰鬥、戰役所需要的體力。
NEWBIE_ATTENDANCE_NAME_11_2,正義精華
NEWBIE_ATTENDANCE_DESC_11_2,對5星騎士、戰士、牧師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_11_3,武力精華
NEWBIE_ATTENDANCE_DESC_11_3,對5星戰士、弓箭手、魔法師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_11_4,智慧精華
NEWBIE_ATTENDANCE_DESC_11_4,對5星刺客、機械工、魔法師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_11_5,戰略精華
NEWBIE_ATTENDANCE_DESC_11_5,對5星騎士、弓箭手、機械工英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_11_6,忍耐精華
NEWBIE_ATTENDANCE_DESC_11_6,對5星騎士、刺客、牧師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_11_7,和諧精華
NEWBIE_ATTENDANCE_DESC_11_7,對5星弓箭手、魔法師、牧師英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_11_8,幸運精華
NEWBIE_ATTENDANCE_DESC_11_8,對5星戰士、刺客、機械工英雄使用精華和無限之石可使英雄突破。突破後將額外習得專屬天賦。突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_12_1,神器碎片
NEWBIE_ATTENDANCE_DESC_12_1,收集神器碎片後拿到挑戰之塔可透過復原獲得神器。
NEWBIE_ATTENDANCE_NAME_12_2,無限之石
NEWBIE_ATTENDANCE_DESC_12_2,對5星英雄使用精華和無限之石可使英雄突破。\n突破後將額外習得專屬天賦。\n突破可至英雄殿堂進行。
NEWBIE_ATTENDANCE_NAME_13_1,T7傳說裝備選擇券－飾品
NEWBIE_ATTENDANCE_DESC_13_1,選擇希望的屬性以提高戰鬥效率。
NEWBIE_ATTENDANCE_NAME_13_2,T7傳說裝備選擇券－輔助裝備
NEWBIE_ATTENDANCE_DESC_13_2,選擇希望的屬性以提高戰鬥效率。
NEWBIE_ATTENDANCE_NAME_13_3,T7傳說裝備選擇券－防具
NEWBIE_ATTENDANCE_DESC_13_3,選擇希望的屬性以提高戰鬥效率。
NEWBIE_ATTENDANCE_NAME_13_4,T7傳說裝備選擇券－法珠
NEWBIE_ATTENDANCE_DESC_13_4,選擇希望的屬性以提高戰鬥效率。
NEWBIE_ATTENDANCE_NAME_14_1,武器符石寶箱 : 上古
NEWBIE_ATTENDANCE_DESC_14_1,已從上古級別符石中篩選出8種適合武器的符石！
NEWBIE_ATTENDANCE_NAME_14_2,重鑄券
NEWBIE_ATTENDANCE_DESC_14_2,使用重鑄券可以隨機變更裝備屬性。
NEWBIE_ATTENDANCE_NAME_15_1,5星英雄選擇券
NEWBIE_ATTENDANCE_DESC_15_1,可選取1位5星英雄。
NEWBIE_ATTENDANCE_NAME_15_2,新手用專屬武器選擇券2
NEWBIE_ATTENDANCE_DESC_15_2,可以指定獲得一件特定英雄才能使用的專屬武器。\n穿戴專屬武器的英雄會變得更強。
VERONICAS_SPECIAL_PACKAGE_1,3星英雄\n選擇券
VERONICAS_SPECIAL_PACKAGE_2,隨機專屬武器\n兌換券
VERONICAS_SPECIAL_PACKAGE_3,晶元組合
VERONICAS_SPECIAL_PACKAGE_4,神秘技能書
VERONICAS_SPECIAL_PACKAGE_5,金幣
VERONICAS_SPECIAL_PACKAGE_6,經驗藥水\n（最高級）
VERONICAS_SPECIAL_PACKAGE_7,無限之石
VERONICAS_SPECIAL_PACKAGE_8,武器符石箱：上古
VERONICAS_SPECIAL_PACKAGE_9,精華組合
VERONICAS_SPECIAL_PACKAGE_10,特殊道具召喚10次
VERONICAS_SPECIAL_PACKAGE_11,經驗藥水\n（最高級）
VERONICAS_SPECIAL_PACKAGE_12,無限之石
VERONICAS_SPECIAL_PACKAGE_13,隨機專屬寶物召喚券
VERONICAS_SPECIAL_PACKAGE_14,專屬武器選擇券
COMEBACK_ATTENDANCE_1,晶元組合
COMEBACK_ATTENDANCE_2,金幣
COMEBACK_ATTENDANCE_3,經驗值加成卷軸（1日）
COMEBACK_ATTENDANCE_4,金幣加成卷軸（1日）
COMEBACK_ATTENDANCE_5,無限之石
COMEBACK_ATTENDANCE_6,武器符石箱：上古\nx2
COMEBACK_ATTENDANCE_7,精華組合
7DAYS_SPECIAL_ATTENDANCE_1,晶元與召喚券
7DAYS_SPECIAL_ATTENDANCE_2,2種鑰匙
7DAYS_SPECIAL_ATTENDANCE_3,隨機專屬武器兌換券
7DAYS_SPECIAL_ATTENDANCE_4,裝備強化材料
7DAYS_SPECIAL_ATTENDANCE_5,時裝選擇券（校園制服）
7DAYS_SPECIAL_ATTENDANCE_6,2種神秘符石
7DAYS_SPECIAL_ATTENDANCE_7,5星英雄選擇券
8CHAPTER_SPECIAL_ATTENDANCE_1,晶元選擇券x200\n3000萬金幣
8CHAPTER_SPECIAL_ATTENDANCE_2,時裝選擇券（～世界服裝）\n體力藥水x15
8CHAPTER_SPECIAL_ATTENDANCE_3,T6傳說裝備選擇券－防具\n無限之石
8CHAPTER_SPECIAL_ATTENDANCE_4,T6傳說裝備選擇券－輔助裝備\n神秘技能書x200
8CHAPTER_SPECIAL_ATTENDANCE_5,T6傳說裝備選擇券－飾品\n無限之石
8CHAPTER_SPECIAL_ATTENDANCE_6,T6傳說裝備選擇券－法珠\n精華選擇券x30
8CHAPTER_SPECIAL_ATTENDANCE_7,隨機專屬武器券\n經驗值加成卷軸1日x3\n金幣加成卷軸1日x3
MAY_SPECIAL_PACKAGE_1,3星英雄\n選擇券
MAY_SPECIAL_PACKAGE_2,隨機專屬武器\n兌換券
MAY_SPECIAL_PACKAGE_3,晶元組合
MAY_SPECIAL_PACKAGE_4,神秘技能書
MAY_SPECIAL_PACKAGE_5,金幣
MAY_SPECIAL_PACKAGE_6,經驗藥水\n（最高級）
MAY_SPECIAL_PACKAGE_7,無限之石
MAY_SPECIAL_PACKAGE_8,武器符石箱：上古
MAY_SPECIAL_PACKAGE_9,精華組合
MAY_SPECIAL_PACKAGE_10,特殊道具召喚10次
MAY_SPECIAL_PACKAGE_11,經驗藥水\n（最高級）
MAY_SPECIAL_PACKAGE_12,無限之石
MAY_SPECIAL_PACKAGE_13,上古附魔箱
MAY_SPECIAL_PACKAGE_14,隨機專屬武器\n兌換券
COMEBACK_ATTENDANCE_RENEWAL_1,"特殊道具召喚10次 x1\n20,000,000 金幣"
COMEBACK_ATTENDANCE_RENEWAL_2,所有晶元 x150\n所有技能書 x100
COMEBACK_ATTENDANCE_RENEWAL_3,"所有精華 x50\n經驗藥水（特大）x2,500"
COMEBACK_ATTENDANCE_RENEWAL_4,T7 傳說裝備選擇券 （屬性2）x4\n特殊道具召喚10次 x1
COMEBACK_ATTENDANCE_RENEWAL_5,"T7 傳說裝備選擇券 （屬性2）x4\n神器碎片x1,000"
COMEBACK_ATTENDANCE_RENEWAL_6,隨機專屬寶物召喚券x1\n無限之石x2
COMEBACK_ATTENDANCE_RENEWAL_7,3星英雄選擇券（包含艾希莉卡、克洛、希婭）x1\n隨機專屬武器兌換券 x1
2019_MAY_NEWBIE_ATTENDANCE_1,3星英雄\n選擇券
2019_MAY_NEWBIE_ATTENDANCE_2,隨機專屬武器\n兌換券
2019_MAY_NEWBIE_ATTENDANCE_3,晶元組合
2019_MAY_NEWBIE_ATTENDANCE_4,神秘技能書
2019_MAY_NEWBIE_ATTENDANCE_5,金幣
2019_MAY_NEWBIE_ATTENDANCE_6,經驗藥水\n（最高級）
2019_MAY_NEWBIE_ATTENDANCE_7,無限之石
2019_MAY_NEWBIE_ATTENDANCE_8,武器符石箱：上古
