KEY,Portuguese
E_C19_September_Gau01_01,"Hã?! Yanne, o que está fazendo aqui?"
E_C19_September_Gau01_02,Preparando uma festa surpresa!\nVirão muitos convidados à noite.
E_C19_September_Gau01_03,Hã? Hoje é algum dia especial?
E_C19_September_Gau01_04,Sim. É aniversário do Gau.
E_C19_September_Gau01_05,Hmmm... Hoje é aniversário do tio Gau?
E_C19_September_Gau01_06,Uma vez ele comentou enquanto tomávamos cerveja.
E_C19_September_Gau01_07,Nem sabia disso e desafiei ele para ver quem colhia mais morangos silvestres...
E_C19_September_Gau01_08,Hmmm... Será que foi por isso que ele parecia chateado?
E_C19_September_Gau01_09,Ele parecia aborrecido?
E_C19_September_Gau01_10,Ele quase não falou comigo e pareceu um pouco deprimido a manhã toda.
E_C19_September_Gau01_11,Será que ainda é o sentimento de culpa?
E_C19_September_Gau01_12,Hein? Sentimento de culpa? No dia do seu aniversário?
E_C19_September_Gau01_13,Gau comentou uma vez que causou tumulto no dia do seu aniversário e seus amigos acabaram feridos.
E_C19_September_Gau01_14,Acho que essa lembrança ainda o atormenta.
E_C19_September_Gau01_15,O tio Gau??! Mas ele é tão bonzinho!!
E_C19_September_Gau01_16,Ele não consegue machucar nem um passarinho...
E_C19_September_Gau01_17,"Ah, Rodina. Mas é claro que você não sabe..."
E_C19_September_Gau01_18,Agora pode parecer que o Gau é um tio barbudo de bom coração mas...
E_C19_September_Gau01_19,"no passado, ele era temido e conhecido como o guerreiro mais cruel do reino bárbaro."
E_C19_September_Gau01_20,Ahhhhh... não acredito!
E_C19_September_Gau01_21,Ele já era famoso quando eu era criança.
E_C19_September_Gau01_22,"Quando passava o bárbaro do machado duplo, todos trancavam as portas de suas casas."
E_C19_September_Gau01_23,O tio Gau... Ainda não acredito.
E_C19_September_Gau01_24,E a história do orfanato que ele construiu então...?
E_C19_September_Gau01_25,Hmmm... Será que não foi uma tentativa de compensar pelos erros que cometeu?
E_C19_September_Gau01_26,Eu sempre achei que o tio Gau fosse um homem tranquilo e de bom coração...
E_C19_September_Gau01_27,Não sabia que ele tinha um remorso tão grande...
E_C19_September_Gau01_28,"Espero que ele possa se perdoar aos poucos e,"
E_C19_September_Gau01_29,não se achar o único responsável por reconstruir o extinto reino bárbaro...
E_C19_September_Gau01_30,Apesar de que ainda existem pessoas que se lembram do Gau daquela época...
E_C19_September_Gau01_31,"Rodina, você o conhece, não?"
E_C19_September_Gau01_32,Ele tem um coração de ouro.
E_C19_September_Gau01_33,É verdade!
E_C19_September_Gau01_34,Ele é tão caloroso que seria capaz de derreter uma montanha de gelo inteirinha!
E_C19_September_Gau01_35,"Hahaha, por isso mesmo preparei uma festa surpresa com convidados especiais!"
E_C19_September_Gau01_36,Só não pude convidar Kasel e seus companheiros porque estão muito longe daqui.
E_C19_September_Gau01_37,Vamos nos divertir bastante na festa de hoje!
E_C19_September_Gau01_38,Iupi!! Posso ajudar em alguma coisa?
E_C19_September_Gau01_39,"Bom, como já preparei bastante carne e cerveja,"
E_C19_September_Gau01_40,"que tal colher um pouco daqueles morangos silvestres que o Gau gosta, Rodina?"
E_C19_September_Gau01_41,Sim!!! Então vou colher vários morangos silvestres!
E_C19_September_Gau01_42,E vou pedir a ajuda do Pavel para fazer um bolo de sorvete de morango silvestre!!
E_C19_September_Gau01_43,Ótimo!
E_C19_September_Gau01_44,Ah... Mas...
E_C19_September_Gau01_45,Será que o tio Gau virá para comer o bolo?
E_C19_September_Gau01_46,Não se preocupe! Convidei a única pessoa capaz de controlar o Gau!
E_C19_September_Gau01_47,Será que fui muito frio com a Rodina...?
E_C19_September_Gau01_48,Uf... Mas agora não estou com cabeça para nada.
E_C19_September_Gau01_49,Naquele dia... por que agi daquele jeito...?
