KEY,Portuguese
CS_CHE_H1_1_001,May~!! Vamos brincar!!
CS_CHE_H1_1_002,Cenoura do amor! Você tem alguma?!
CS_CHE_H1_1_003,"Cenoura do amor? Nunca ouvi falar...bem, eu tenho chocolate."
CS_CHE_H1_1_004,Chocolate serve também!
CS_CHE_H1_1_005,"Nom nom...eh, quem é aquela senhorita alta ali? Eu nunca a vi!"
CS_CHE_H1_1_006,"Ah, você fala de Yanne?"
CS_CHE_H1_1_007,"Ela é incrível, você sabe! Ela até tem o título de 'Caçadora de Dragões'!"
CS_CHE_H1_1_008,"Havia um dragão maligno chamado Svelta, o Louco há alguns anos. Ela matou o dragão sozinha, sem nenhuma ajuda!"
CS_CHE_H1_1_009,Louco? O quê? Ele estava sempre com raiva?
CS_CHE_H1_1_010,"Alguns dragões se corrompem e ficam loucos. Eles causam estrago em vez de proteger o mundo, como eles deveriam."
CS_CHE_H1_1_011,"May, eu coloquei as Escamas de Dragão, Pele e outros materiais solicitados,"
CS_CHE_H1_1_012,Obrigado... hehe.
CS_CHE_H1_1_013,"Dragões são aqueles lagartos enormes, não é? Uau! Você é muito forte, irmãzinha grande!!"
CS_CHE_H1_1_014,"Não deixe o ferreiro do outro lado da rua pegar você dizendo isso, ok?"
CS_CHE_H1_1_015,"Hehe, Jin é uma boa pessoa, então está tudo bem."
CS_CHE_H1_1_016,"Por acaso, May! Algo está diferente! A loja, e suas roupas também!"
CS_CHE_H1_1_017,"Oh, havia várias solicitações de trajes devido ao festival de Halloween hoje à noite."
CS_CHE_H1_1_018,"Então, dei o máximo de mim!"
CS_CHE_H1_1_019,"Com este nível de poder, você não precisaria continuar neste negócio de loja. Você seria um alfaiate famoso, sem dúvidas."
CS_CHE_H1_1_020,"Haha, bem, fazer roupas é mais que um hobby."
CS_CHE_H1_1_021,"Uau, que fofo!"
CS_CHE_H1_1_022,Eu quero! Tem alguma pra mim?
CS_CHE_H1_1_023,"Ah, deve haver vários trajes do seu tamanho. Quer experimentar?"
CS_CHE_H1_1_024,Sim! Me dá!
CS_CHE_H1_1_025,"Ok... espera um segundo, eu vou trazer alguns trajes!"
CS_CHE_H1_1_027,Aaaaaah!
CS_CHE_H1_1_028,May!! Aconteceu alguma coisa?!
CS_CHE_H1_1_030,"...Sem resposta. Não tem saída, vamos entrar."
CS_CHE_H1_1_031,Eh? Não consigo ver!!
CS_CHE_H1_1_032,"..O poder da escuridão? Não, é um pouco diferente..."
CS_CHE_H1_1_034,"Irmãzinha alta, isso é..."
CS_CHE_H1_1_035,"...É, parece que sim."
CS_CHE_H1_1_036,Estamos caiiiiiiiiiiiindo...!!!
CS_CHE_H1_2_001,....Ugh...onde estamos..?
CS_CHE_H1_2_002,"Uuuu, machucou... Bati minha cabeça!"
CS_CHE_H1_2_003,Mas onde está May...ah!
CS_CHE_H1_2_004,"Ela está inconsciente. Ainda bem, está não se machucou."
CS_CHE_H1_2_005,May! Nada de dormir do lado de fora! Você vai pegar um resfriado!
CS_CHE_H1_2_006,Ugh....ummm....huh? Yanne...? Luna...?
CS_CHE_H1_2_007,Onde está? Eu estava procurando meus trajes...
