KEY,German
E_C19_Jan_Fray01_01,Ich bin wieder zurück ... Sogar im selben Jahr ...
E_C19_Jan_Fray01_02,"Dadurch werden meine Erinnerungen auch nicht zurückkehren, aber ..."
E_C19_Jan_Fray01_03,"Bist du nicht Frey, die von den Leuten Priesterin des Lichts genannt wird?"
E_C19_Jan_Fray01_04,"Großgelehrte Elidoras, die Dienerin Luas grüßt dich."
E_C19_Jan_Fray01_05,"Hahaha, mir geht es gut und das verdanke ich dir."
E_C19_Jan_Fray01_06,"Du bist mittlerweile eine junge Dame geworden ... Als ich dich zum ersten mal traf, warst du noch ein kleines Baby."
E_C19_Jan_Fray01_07,Ein Baby? Hast du ...
E_C19_Jan_Fray01_08,Hat Iris es dir nicht gesagt?
E_C19_Jan_Fray01_09,"Ich bin es, die dich als erste unter diesem Weltenbaum fand."
E_C19_Jan_Fray01_10,"Ich ... Alles, was man mir erzählt hat, war, dass ich unter dem Weltenbaum gefunden wurde."
E_C19_Jan_Fray01_11,"Es ist seltsam, dass Iris dir nichts erzählt hat. Ich erinnere mich an jenen Tag, als wäre es gestern gewesen."
E_C19_Jan_Fray01_12,Es war ein außergewöhnlich warmer Wintertag.
E_C19_Jan_Fray01_13,Ich spazierte frühmorgens um den Weltenbaum herum.
E_C19_Jan_Fray01_14,Und ... da lagst du. Ein golden glänzender Engel.
E_C19_Jan_Fray01_15,Ein Engel?
E_C19_Jan_Fray01_16,"Allerdings, ein Engel! Ich sah die Wurzeln des Weltenbaumes in heiligem Licht schimmern."
E_C19_Jan_Fray01_17,"Ich ging darauf zu und dann sah ich ein bezauberndes Baby, das golden schimmerte."
E_C19_Jan_Fray01_18,"Ich hielt das Baby für einen Engel, aber ich konnte keine Flügel entdecken."
E_C19_Jan_Fray01_19,"Die Aura, die das Baby umgab, war in keiner Weise normal."
E_C19_Jan_Fray01_20,.......................................
E_C19_Jan_Fray01_21,Dann trat ich eilig mit Iris in Kontakt.
E_C19_Jan_Fray01_22,"Ich hörte, dass du in das Waisenhaus gebracht wurdest, das vom Hauptmann der Heiligen Ritter geführt wurde."
E_C19_Jan_Fray01_23,Ja. Ich wurde von meinem Großvater Ricardo aufgezogen.
E_C19_Jan_Fray01_24,Clause und Kasel waren ebenfalls bei mir.
E_C19_Jan_Fray01_25,"Aber ... wie kann es sein, dass Priesterin Iris mir nichts davon erzählt hat?"
E_C19_Jan_Fray01_26,Es muss einen Grund geben.
