KEY,English
E_C19_Oct_Laudia01_01,That wave has been taken care of.
E_C19_Oct_Laudia01_02,"I’m finished here too. *Sigh...* The monsters may have lessened in number, but this really never ends..."
E_C19_Oct_Laudia01_03,And it will continue as the Demons keep on expanding their territory... This must be hard on you.
E_C19_Oct_Laudia01_04,"I'm okay. It is my duty to look after this desert, after all."
E_C19_Oct_Laudia01_05,"Anyway, I think this should be enough for today. Why don’t you head back now?"
E_C19_Oct_Laudia01_06,"It is your birthday today, Laudia."
E_C19_Oct_Laudia01_07,"It’s alright. Just like you, I also share this duty."
E_C19_Oct_Laudia01_08,But-
E_C19_Oct_Laudia01_09,I’m really okay. I was heading somewhere anyway.
E_C19_Oct_Laudia01_10,Heading somewhere??
E_C19_Oct_Laudia01_11,"Well, a place I frequented ever since I was a kid... Do you want to come along?"
E_C19_Oct_Laudia01_12,"It must be a special place. Yes, I would like to come along, if you don’t mind."
E_C19_Oct_Laudia01_13,I didn't know a place like this existed...
E_C19_Oct_Laudia01_14,It's very well maintained. Is this a place for ritual?
E_C19_Oct_Laudia01_15,"Nothing like that, but yes, I’ve been maintaining this place regularly."
E_C19_Oct_Laudia01_16,"This is sort of like a secret base I used when I was a kid. Oh boy, this is going to be a long story."
E_C19_Oct_Laudia01_17,Please do tell. I’m curious.
E_C19_Oct_Laudia01_18,"Well, so I heard this when I was really young..."
E_C19_Oct_Laudia01_19,"You’ve heard of it, right? The legend of the God Dragon who sleeps in the Shrine of Flow."
E_C19_Oct_Laudia01_20,Yes. I heard the story a lot during my bedtime when I was young.
E_C19_Oct_Laudia01_21,"I was young back then, so I didn't realize at all that it was a story of something that had actually happened."
E_C19_Oct_Laudia01_22,I just admired the God Dragon in the story because she is someone beautiful who blesses the desert with rain.
E_C19_Oct_Laudia01_23,"I thought that if the God Dragon ever wakes up, she will need a place to stay..."
E_C19_Oct_Laudia01_24,"Thinking back to it now, it’s really absurd."
E_C19_Oct_Laudia01_25,"Well... You were just a kid back then. Besides, Laias herself might actually think of this story as something pleasantly funny."
E_C19_Oct_Laudia01_26,"Thank you. So anyway, my search for a cool place led me here."
E_C19_Oct_Laudia01_27,‘I will play with the God Dragon here when she wakes up!’ I told myself that as I started cleaning this place.
E_C19_Oct_Laudia01_28,It was not until I got a bit older when I realized.
E_C19_Oct_Laudia01_29,Realize what?
E_C19_Oct_Laudia01_30,That this place is too small for the God Dragon to stay.
E_C19_Oct_Laudia01_31,Ahaha. True.
