KEY,Thai
E_C19_Oct_Laudia01_01,ทางนั้นเรียบร้อยแล้ว
E_C19_Oct_Laudia01_02,ทางนี้ก็เรียบร้อยแล้ว ฮ่าฮ่า... ถึงจะบอกว่ามอนสเตอร์ลดลงไปเยอะ แต่ก็ยังต้องปราบกันไม่จบไม่สิ้นแฮะ
E_C19_Oct_Laudia01_03,พวกปีศาจคงเรียกพลังออกมาอย่างต่อเนื่อง... ลำบากเลยนะ
E_C19_Oct_Laudia01_04,ไม่เป็นไร เป็นสิ่งที่ข้าต้องทำตั้งแต่แรกอยู่แล้ว
E_C19_Oct_Laudia01_05,แค่นี้ก็น่าจะพอแล้ว งั้นเรากลับกันไหม
E_C19_Oct_Laudia01_06,เพราะวันนี้เป็นวันเกิด Laudia ยังไงล่ะ
E_C19_Oct_Laudia01_07,ไม่เป็นไร ข้าเองก็เหมือนกับ Zafir นี่เป็นสิ่งที่ต้องทำอยู่แล้ว
E_C19_Oct_Laudia01_08,แต่ว่า...
E_C19_Oct_Laudia01_09,ไม่เป็นไรจริงๆ ข้ามีที่ที่จะไปน่ะ
E_C19_Oct_Laudia01_10,ที่ที่จะไปงั้นหรอ
E_C19_Oct_Laudia01_11,อืม เป็นที่ที่เคยไปตั้งแต่เด็กๆ... ถ้าไม่เป็นไร จะไปด้วยกันไหมล่ะ
E_C19_Oct_Laudia01_12,ดูท่าทางจะเป็นสถานที่พิเศษแฮะ ถ้างั้นก็ไปกันเถอะ
E_C19_Oct_Laudia01_13,มีสถานที่แบบนี้ด้วยหรอเนี่ย...
E_C19_Oct_Laudia01_14,เป็นที่ที่มีการดูแลอย่างดีเลยแฮะ เป็นสถานที่ที่ใช้ทำพิธีงั้นหรอ
E_C19_Oct_Laudia01_15,ไม่ใช่แบบนั้นหรอก ถึงจะมีการดูแลอย่างดี
E_C19_Oct_Laudia01_16,เป็นที่ที่เอาไว้ใช้แบบลับๆ... เรื่องมันยาวน่ะ
E_C19_Oct_Laudia01_17,ถ้าไม่เป็นไร ช่วยเล่าให้ฟังหน่อย ข้าอยากรู้น่ะ
E_C19_Oct_Laudia01_18,คือว่า เป็นเรื่องเล่าตอนที่ข้ายังเด็กมากๆ...
E_C19_Oct_Laudia01_19,ท่านเองก็เคยได้ยินใช่ไหมล่ะ เรื่องท่านมังกรเทพเจ้าที่หลับใหลอยู่ที่แท่นบูชาแห่งพลังไหลเวียน
E_C19_Oct_Laudia01_20,อ้อ ขอรับ เป็นเรื่องที่ได้ยินบ่ิอยๆ ก่อนนอนสมัยเด็ก
E_C19_Oct_Laudia01_21,เพราะตอนนั้นเป็นเด็ก ก็เลยไม่คิดว่าเป็นเรื่องจริง
E_C19_Oct_Laudia01_22,ข้าคิดถึงแต่ท่านมังกรเทพเจ้าที่งดงามที่ประทานฝนลงมายังทะเลทราย ข้าก็เลยใฝ่ฝัน
E_C19_Oct_Laudia01_23,และก็คิดว่าเมื่อท่านมังกรเทพเจ้าตื่น จะต้องสร้างสถานที่เพื่อเป็นที่อยู่ให้ท่าน
E_C19_Oct_Laudia01_24,ถึงตอนนี้มาคิดดูอีกทีแล้วก็คงเป็นแค่เรื่องที่เป็นไปไม่ได้
E_C19_Oct_Laudia01_25,อืม... เพราะเป็นเรื่องเล่าสมัยเด็ก หากท่าน Laias ได้ฟังก็คงจะยิ้มใช่ไหมล่ะ
E_C19_Oct_Laudia01_26,ขอบใจนะ ที่มาถึงสถานที่้เท่ๆ แบบนี้
E_C19_Oct_Laudia01_27,เพราะคิดว่าหากท่านมังกรเทพเจ้าตื่น ก็คงจะมาเที่ยวที่นี่ ก็เลยเริ่มทำความสะอาด
E_C19_Oct_Laudia01_28,แต่แล้วก็นึกได้ถึงเรื่องอื่นที่ใหญ่กว่า
E_C19_Oct_Laudia01_29,อะไรหรอ
E_C19_Oct_Laudia01_30,ที่นี่น่ะ คงจะเล็กเกินไปสำหรับท่านมังกรเทพเจ้า
E_C19_Oct_Laudia01_31,ฮ่าฮ่า... นั่นน่ะสิ
