KEY,Vietnamese
E_C19_Jun_Fluss01_01,Trời lạnh quá! Mới sáng sớm đã phải lên núi tuyết này làm gì không biết nữa!
E_C19_Jun_Fluss01_02,Ớ? Rodina?!
E_C19_Jun_Fluss01_03,"Chào buổi sáng, Mitra. Đã lâu không gặp."
E_C19_Jun_Fluss01_04,"Nghe nói anh đã nghỉ hưu, nhưng tôi không ngờ lại gặp anh ở đây."
E_C19_Jun_Fluss01_05,"Hừm, tôi không nghĩ mình lại gặp nhau ở nơi này, chứ không phải ở Hội thi bắn súng toàn Đế chế."
E_C19_Jun_Fluss01_06,Ngọn gió nào đưa cô tới đây?
E_C19_Jun_Fluss01_07,"Hôm nay, tôi đến đây để giúp Fluss."
E_C19_Jun_Fluss01_08,Ơ? Cô cũng đến giúp à?
E_C19_Jun_Fluss01_09,"Ôi chà! Tôi đến hơi muộn. Hai người đã có mặt rồi, vậy là chỉ cần chờ một người nữa."
E_C19_Jun_Fluss01_10,"Ê! Chuyện này là sao? Tôi đến theo lệnh của lão già, nhưng chẳng được giải thích cụ thể gì.."
E_C19_Jun_Fluss01_11,"Ráng chờ chút nữa thôi. Ồ, cô ấy đến rồi!"
E_C19_Jun_Fluss01_12,Xin lỗi nhaaaa! Luna tới trễ hả?
E_C19_Jun_Fluss01_13,(Đáng yêu quá trời!)
E_C19_Jun_Fluss01_14,Ôi không. Cô nhóc này là sao? Chúng ta đang làm gì đây?
E_C19_Jun_Fluss01_15,"Hôm nay, mọi người sẽ giúp tôi làm một việc!"
E_C19_Jun_Fluss01_16,Chúng ta sẽ đi tìm Hoa hồng vĩnh cửu chỉ mọc trên ngọn núi tuyết này.
E_C19_Jun_Fluss01_17,"Trước hết, Luna ơi? Em có thể nhớ mùi hoa hồng và tìm dưới lớp tuyết không?"
E_C19_Jun_Fluss01_18,Được chứ! Luna ngửi được mùi qua cả tuyết mà! Ôi! Ở kia cũng có mùi hoa hồng nữa!
E_C19_Jun_Fluss01_19,Xem ra anh chỉ cần cô nhóc đó là đủ. Thế bọn tôi tới đây làm gì?
E_C19_Jun_Fluss01_20,"Không đơn giản thế đâu. Sẵn sàng đi, anh sẽ sớm biết thôi."
E_C19_Jun_Fluss01_21,????
E_C19_Jun_Fluss01_22,Ở đây! Hoa hồng ở đây! Á! Quái vật! Biến đi!
E_C19_Jun_Fluss01_23,Mau đi thôi nào!
E_C19_Jun_Fluss01_24,Chết tiệt! Cô nhóc không sao chứ?
E_C19_Jun_Fluss01_25,"Này, loài quái vật gì vậy?"
E_C19_Jun_Fluss01_26,Ta nghĩ giống như là người canh gác Hoa hồng vĩnh cửu ấy.
E_C19_Jun_Fluss01_27,"Để lấy được Hoa hồng, chúng ta sẽ buộc phải đánh bại kẻ địch này. Cho tôi thấy tài nghệ của mọi người đi nào."
E_C19_Jun_Fluss01_28,Chúng ta nhọc công như vậy chỉ để hái vài bông hoa sao?
