KEY,ChineseSimplified
Sub1_Ophelia_1_1,我做了一个梦。
Sub1_Ophelia_1_2,整个世界都被黑暗笼罩的那种不想再做的梦。
Sub1_Ophelia_1_3,当时的我只能袖手旁观看着世界被黑暗笼罩。
Sub1_Ophelia_1_4,我做了一个梦。
Sub1_Ophelia_1_5,像孩子一样瘫坐在地上痛哭流涕的那时候，他如光一般靠了过来。
Sub1_Ophelia_1_6,他一伸出手，
Sub1_Ophelia_1_7,花就被染上许多颜色，
Sub1_Ophelia_1_8,大地和天空也找回了该有的色彩，
Sub1_Ophelia_1_9,太阳则是驱赶了黑暗。
Sub1_Ophelia_1_10,当从梦境中醒来时，
Sub1_Ophelia_1_11,我记不得脸庞，
Sub1_Ophelia_1_12,也想不起声音。
Sub1_Ophelia_1_13,但唯独记得他轻轻拍打我后背时的温暖。
Sub1_Ophelia_1_14,所以我必须要见到他。
Sub1_Ophelia_1_15,我的里程碑。
Sub1_Ophelia_1_16,我的星星。
Sub1_Ophelia_1_17,我的命运。
Sub1_Ophelia_2_1,嗯…已经离开星尘一个月了。
Sub1_Ophelia_2_2,现在团长应该越过大陆了吧？
Sub1_Ophelia_2_3,这次朝圣…还梦到了那位，感觉会有好事发生！
Sub1_Ophelia_2_4,你们也一样吧，孩子们？
Sub1_Ophelia_2_5,孩子们～～～好痒～！哈哈！
Sub1_Ophelia_2_6,魔法塔罗马车。请您往世界树吧~！
Sub1_Ophelia_3_1,大家听过星之私语吗？
Sub1_Ophelia_3_2,那些神秘又娓娓动听的声音，
Sub1_Ophelia_3_3,因为今天，
Sub1_Ophelia_3_4,只要是占星术师，都会聚集在这片天空底下，
Sub1_Ophelia_3_5,因为占星术的起始圣地，就是世界树。
Sub1_Ophelia_3_6,哇…好多人啊。也是，今天是特别的日子嘛。
Sub1_Ophelia_3_7,魔女，欧菲莉亚。
Sub1_Ophelia_3_8,作为继承占星历史的预言者，向世界树祈祷。
Sub1_Ophelia_3_9,助我今后也可以继续透过人们的眼睛看到光芒，
Sub1_Ophelia_3_10,然后…希望我的爱人是世界上最帅的…
Sub1_Ophelia_3_11,够了啦～只要来这里你就这样…这里可是很虔诚的地方。
Sub1_Ophelia_3_12,嗯…？维雷基亚！！你去哪儿！
Sub1_Ophelia_3_13,在这迷路会很危险的！！！
Sub1_Ophelia_3_14,维雷基亚，你在这里吗？
Sub1_Ophelia_3_15,…那道光是…
Sub1_Ophelia_3_16,嗯…？！是魔法阵吗…？
Sub1_Ophelia_3_17,啊…！
Sub1_Ophelia_3_18,我早就知道你会来。
Sub1_Ophelia_3_19,最后出现在我梦中的少女…
Sub1_Ophelia_3_20,你是谁…
Sub1_Ophelia_4_1,啊…头好疼…到底发生什么事了…
Sub1_Ophelia_4_2,这里又是哪里…
Sub1_Ophelia_4_3,大家都没事吧？
Sub1_Ophelia_4_4,……
Sub1_Ophelia_4_5,嗯…？
Sub1_Ophelia_4_6,大家…为什么这么安静啊？
Sub1_Ophelia_4_7,孩子们？是不是又在逗我？
Sub1_Ophelia_4_8,哎呀，不要这样嘛～～～
Sub1_Ophelia_4_9,我不喜欢这样，大家快回答我。
Sub1_Ophelia_4_10,情诱！维雷基亚！信誓！帕诺力特！吉甘蒂斯！！
Sub1_Ophelia_4_11,那个…
Sub1_Ophelia_4_12,…？
Sub1_Ophelia_4_13,怎么会这样…
Sub1_Ophelia_4_14,朋友们被消失都是我的错。
Sub1_Ophelia_4_15,我应该一直注意它们的…都是我的错…
Sub1_Ophelia_4_16,嗯…那个…如果可以的话…我想帮你…
