KEY,Portuguese
Sub1_Theo_1_1_1,Livro de Theo
Sub1_Theo_1_1_2,Eu percebi depois que conheci você.
Sub1_Theo_1_1_3,Que este mundo é um lugar lindo.
Sub1_Theo_1_1_4,Tudo que eu sabia era como lutar.
Sub1_Theo_1_1_5,Você era a minha pele e o meu sol. 
Sub1_Theo_1_1_6,"Aquele dia, eu me ajoelhei à sua frente,"
Sub1_Theo_1_1_7,"Você estava tão linda em meio a todas aquelas flores, "
Sub1_Theo_1_1_8,"Apesar de todas as cores vibrantes e todas aquelas belas flores, "
Sub1_Theo_1_1_9,suas bochechas coradas
Sub1_Theo_1_1_10,foi o que fisgou meu coração.
Sub1_Theo_1_1_11,Meu nome é Theo Phil Grayum. 
Sub1_Theo_1_1_12,"Sou seu cavaleiro e sua lança, e ei de viver por você."
Sub1_Theo_1_1_13,"O dia em que eu disse adeus ao meu passado,"
Sub1_Theo_1_1_14,"e saudei um novo começo contigo,"
Sub1_Theo_1_1_15,"o dia em que você segurou minha mão calejada pelos anos de manuseio da lança,"
Sub1_Theo_1_1_16,"Eu estava coberto de sangue,"
Sub1_Theo_1_1_17,e mesmo assim você me deu um abraço caloroso. 
Sub1_Theo_1_1_18,"Naquele dia, eu tomei minha decisão."
Sub1_Theo_1_1_19,Eu deixaria meu passado para trás e ficaria ao seu lado.
Sub1_Theo_1_1_20,"Sim, o céu na minha jornada de volta até você era sempre claro. "
Sub1_Theo_1_1_21,Até o vento que bagunçava meus cabelos
Sub1_Theo_1_1_22,me lembrava do seu toque suave.
Sub1_Theo_1_1_23,"Sim... E naquele dia,"
Sub1_Theo_1_1_24,"aquele dia, eu percebi que lhe perdi."
Sub1_Theo_1_1_25,"Foi um momento breve,"
Sub1_Theo_1_1_26,mas eu percebi que
Sub1_Theo_1_1_27,aqueles dias maravilhosos nunca mais voltariam.
Sub1_Theo_1_1_28,"Aquele dia, você adormeceu."
Sub1_Theo_1_1_29,Eu desejei com fervor poder adormecer ao seu lado. 
Sub1_Theo_1_1_30,... E realizei meu pedido.
Sub1_Theo_1_1_31,Quero encontrar você...
Sub1_Theo_2_1_1,Minha cara lança. As pessoas estão em perigo.
Sub1_Theo_2_1_2,"Por favor, vá deter o Golem Furioso."
Sub1_Theo_2_1_3,Mas Minha Senhora!
Sub1_Theo_2_1_4,"Não se preocupe comigo, vou proteger este lugar. "
Sub1_Theo_2_1_5,Estarei aqui quando voltar.
Sub1_Theo_2_1_6,Mas!
Sub1_Theo_2_1_7,Theo...
Sub1_Theo_2_2_1,"Agora que você partiu, não há mais nada aqui."
Sub1_Theo_2_2_2,Os últimos 100 anos não deixaram nada para trás.
Sub1_Theo_2_2_3,A República Gray... 
Sub1_Theo_2_2_4,Não há mais vestígios da grande República Gray.
Sub1_Theo_2_2_5,...!?
Sub1_Theo_2_3_1,Mesmo sendo o poder da Espada Sagrada...
Sub1_Theo_2_3_2,não acredito que perdi para um pirralho...
Sub1_Theo_2_3_3,"E aquele traidor levou minha preciosa filha, minha obra-prima..."
Sub1_Theo_2_3_4,Não há mais corpos... 
Sub1_Theo_2_3_5,Os da República Gray teriam sido ideais...
Sub1_Theo_2_3_6,"Se eu soubesse, teria pegado alguns para os experimentos."
Sub1_Theo_2_4_1,Você... 
Sub1_Theo_2_4_2,Você... 
Sub1_Theo_2_4_3,VOCÊ!!!
Sub1_Theo_2_4_4,Q-quê!?
Sub1_Theo_2_5_1,Quê!
Sub1_Theo_2_5_2,E-essa lança vermelha...!?
Sub1_Theo_2_5_3,Esse símbolo... Não pode ser você!
Sub1_Theo_2_6_1,Vou matar você!
Sub1_Theo_2_6_2,S-sem chance!
Sub1_Theo_2_6_3,Malduk se lembrava.
Sub1_Theo_2_6_4,"O homem que não cedia, nem perante os oficiais."
Sub1_Theo_2_6_5,"Ele apoiou esses oficiais a distância,"
Sub1_Theo_2_6_6,então ele se lembrava daquela cena.
Sub1_Theo_2_6_7,O terrível raio vermelho que caiu centenas de vezes do céu.
Sub1_Theo_2_6_8,A forma com que se assemelhava a um fantasma que brandia sua lança contra os Demônios.
Sub1_Theo_2_6_9,Por quê!? Por que você está aqui?
Sub1_Theo_2_6_10,Era para você ter morrido há cem anos!
Sub1_Theo_2_7_1,Aaaah!!!
Sub1_Theo_2_7_2,V-você ainda é só um humano!
Sub1_Theo_2_7_3,!? O ferimento feito pela sua lança não está cicatrizando.
Sub1_Theo_2_7_4,D-droga! Até o mana está se dispersando!?
Sub1_Theo_2_8_1,P-pare!
Sub1_Theo_2_8_2,Cale-se!
Sub1_Theo_2_8_3,Aaaah!!!
Sub1_Theo_2_8_4,Não vou perdoar você. Nunca vou perdoar você.
Sub1_Theo_2_8_5,O país... E o povo... Eles confiaram em você...
Sub1_Theo_2_8_6,E a minha amada!
Sub1_Theo_2_8_7,"Vou matar você... Sim, vou matar você."
Sub1_Theo_2_8_8,Todos vocês que estavam presentes naquele dia!
Sub1_Theo_2_8_9,Vou encontrar e matar todos vocês!
Sub1_Theo_2_8_10,A-ah! 
Sub1_Theo_2_8_11,Jane Gray está viva!
Sub1_Theo_2_8_12,!?
Sub1_Theo_2_8_13,Quê...?
Sub1_Theo_2_8_14,"Sim, ela está viva!"
Sub1_Theo_2_8_15,Ela...
Sub1_Theo_2_8_16,Está... viva...?
Sub1_Theo_2_8_17,Ela está viva...
Sub1_Theo_2_8_18,Ela está viva.
Sub1_Theo_2_8_19,Não é mais apenas um desejo inatingível.
Sub1_Theo_2_8_20,Não tenho mais que viver uma vida sem sentido.
Sub1_Theo_2_8_21,"Não tenho mais que continuar esta jornada perigosa, mergulhado no vazio."
Sub1_Theo_2_8_22,"Sim. Jane Gray recebeu uma nova vida, graças ao poder dele."
Sub1_Theo_2_8_23,Onde ela está...?
Sub1_Theo_2_8_24,Também não sei.
Sub1_Theo_2_8_25,Me responda!
Sub1_Theo_2_8_26,E-Epis! Aquele traidor e o pirralho com a Espada Sagrada a levaram.
Sub1_Theo_2_8_27,...
Sub1_Theo_2_8_28,E-eu não sei de mais nada! 
Sub1_Theo_2_8_29,É mesmo...?
Sub1_Theo_2_8_30,Então morra.
Sub1_Theo_2_8_31,Q-quê!?
Sub1_Theo_2_9_1,!!
Sub1_Theo_2_9_2,Maldito! Se não fosse por este ferimento da Espada Sagrada!
Sub1_Theo_2_10_1,Pare!
Sub1_Theo_2_10_2,!?
Sub1_Theo_2_10_3,Quem é você?
Sub1_Theo_2_10_4,"Ha ha, qual é a sensação de acordar de um doce sonho? Príncipe."
Sub1_Theo_2_10_5,... Você é Shamilla.
Sub1_Theo_2_10_6,"Ha ha, você não se esqueceu de mim, mesmo depois de todo este tempo."
Sub1_Theo_2_10_7,É bom ver você de novo. 
Sub1_Theo_2_10_8,Parece que ele está bem surpreso com o seu aparecimento... Ha ha.
Sub1_Theo_2_10_9,Não estou surpreso... Ha ha ha! Que bom que escondi você.
Sub1_Theo_2_10_10,"Se ele tivesse encontrado você, teria lhe usado para os seus experimentos."
Sub1_Theo_2_10_11,"Sabe, essa sua seriedade não mudou depois de todo esse tempo."
Sub1_Theo_2_10_12,É sério... Você é... Ha ha ha! Estou tão empolgada!
Sub1_Theo_2_10_13,... Por que você me impediu?
Sub1_Theo_2_10_14,"Malduk, aquele cretino! Ele é um perigoso traidor da República."
Sub1_Theo_2_10_15,"Ah, por que a cara assustadora...?"
Sub1_Theo_2_10_16,Que pena. Eh. Mas eu tenho uma utilidade para ele.
Sub1_Theo_2_10_17,O que também é interessante é o fato de ele ter se tornado um Demônio bem quando o portão se abriu. 
Sub1_Theo_2_10_18,Não posso deixá-lo morrer nas suas mãos agora.
Sub1_Theo_2_10_19,Mas vou lhe contar algo interessante.
Sub1_Theo_3_1_1,O inverno passou e veio a primavera.
Sub1_Theo_3_1_2,Outro inverno se passou e várias outras primaveras vieram...
Sub1_Theo_3_1_3,mas eu ainda não consigo me esquecer daquele dia de primavera em que conheci você.
Sub1_Theo_3_2_1,A nevasca ofuscava a minha visão.
Sub1_Theo_3_2_2,O vento forte e cortante
Sub1_Theo_3_2_3,"passava por mim, voltando a deixar meu corpo cansado em farrapos."
Sub1_Theo_3_2_4,Faz mais de um dia e meio desde que ele saiu para ir até o topo da montanha. 
Sub1_Theo_3_2_5,"Na metade da subida, parecia que a própria montanha estava rejeitando a aproximação do homem,"
Sub1_Theo_3_2_6,empurrando Theo para longe.
Sub1_Theo_3_2_7,"O vento cortante continuou atrapalhando-o e machucando suas bochechas,"
Sub1_Theo_3_2_8,e a terra coberta de neve não tinha piedade dos seus passos. 
Sub1_Theo_3_2_9,"As bochechas pálidas de Theo ficaram vermelhas pelo frio,"
Sub1_Theo_3_2_10,e seu cabelo estava desgrenhado por conta da agitação da neve.
Sub1_Theo_3_3_1,"Com cada passo que Theo dava, o caminho gélido e coberto de neve ruía. "
Sub1_Theo_3_3_2,"A neve encobria seus rastros, tornando difícil ver de onde ele tinha vindo. "
Sub1_Theo_3_3_3,"Se havia algum caminho extremo demais para atravessar, ele se desviava."
Sub1_Theo_3_3_4,Theo seguiu em frente mesmo com a montanha tentando afastá-lo. 
Sub1_Theo_3_3_5,O cheiro do mestre pelo qual você está procurando está vindo da Montanha Gélida da Terra dos Ventos.
Sub1_Theo_3_3_6,"Espero que você me divirta um pouco lá, ha ha."
Sub1_Theo_3_3_7,Parecia que o vento carregava a risada de Shamilla.
Sub1_Theo_3_4_1,O teto da caverna era alto o suficiente para que vinte pessoas se pusessem uma sobre a outra.
Sub1_Theo_3_4_2,Era tão amplo que mesmo se alguém corresse por horas não seria o suficiente para abranger todo o local.
Sub1_Theo_3_4_3,Não era um lugar que você chamaria de caverna.
Sub1_Theo_3_4_4,"O salão era rodeado de pilares de gelo que reluziam como cristais,"
Sub1_Theo_3_4_5,e as colunas de gelo natural contribuíam para o clima de mistério. 
Sub1_Theo_3_5_1,... É aqui mesmo. Ela estava certa.
Sub1_Theo_3_5_2,O que um humano faz aqui?
Sub1_Theo_3_5_3,!?
Sub1_Theo_3_5_4,Essa voz... Uma voz arrepiante ressoou pela caverna.
Sub1_Theo_3_5_5,Cabelos que se pareciam com uma cachoeira prateada cobriam sua nuca pálida. 
Sub1_Theo_3_5_6,"Os dois chifres em sua cabeça combinavam com o seu ar de desinteresse,"
Sub1_Theo_3_5_7,e seus olhos indiferentes fizeram Theo ficar imobilizado no lugar.
Sub1_Theo_3_5_8,"Você é... um feiticeiro... Não, você não é humano. Um Demônio...?"
Sub1_Theo_3_5_9,Perguntei por que você está aqui.
Sub1_Theo_3_5_10,Estou procurando... Quero encontrar alguém...
Sub1_Theo_3_5_11,"Fiquei adormecido por muito tempo, e ainda não consegui vê-la."
Sub1_Theo_3_5_12,E por que está procurando por ela aqui?
Sub1_Theo_3_5_13,Ouvi falar que há uma mulher adormecida aqui.
Sub1_Theo_3_5_14,...
Sub1_Theo_3_5_15,"Não sei quem lhe disse isso, mas ela não é a pessoa pela qual você está procurando."
Sub1_Theo_3_5_16,...
Sub1_Theo_3_5_17,Só uma vez... 
Sub1_Theo_3_5_18,"Só quero vê-la uma vez. Por favor, deixe-me vê-la com os meus próprios olhos."
Sub1_Theo_3_5_19,Por favor.
Sub1_Theo_3_5_20,E por que eu deveria fazer o que você diz?
Sub1_Theo_3_5_21,Peço desculpas se meu comportamento lhe incomodou. Só me deixe vê-la uma vez. 
Sub1_Theo_3_5_22,Coloquei minha vida em risco para vir até aqui.
Sub1_Theo_3_5_23,Vou dizer isso mais uma vez. Ela não é a pessoa pela qual você está procurando.
Sub1_Theo_3_5_24,...
Sub1_Theo_3_5_25,...
Sub1_Theo_3_5_26,... Você vai mesmo me negar isso? Faz tanto tempo...
Sub1_Theo_3_5_27,que não a vejo... Faz anos.
Sub1_Theo_3_5_28,"Não tenho interesse em assuntos humanos, nem no tempo que você perdeu."
Sub1_Theo_3_5_29,...
Sub1_Theo_3_5_30,Não sou tão paciente.
Sub1_Theo_3_5_31,"Agora, se esqueça do que viu aqui e volte."
Sub1_Theo_3_5_32,Há coisas que é possível saber mesmo sem um duelo de espadas. 
Sub1_Theo_3_5_33,O garoto é forte.
Sub1_Theo_3_5_34,Era óbvio que o garoto era muito mais forte que ele.
Sub1_Theo_3_5_35,Mas...
Sub1_Theo_3_5_36,Você morrerá.
Sub1_Theo_3_5_37,Eu... já estou morto.
Sub1_Theo_3_5_38,Tsc.
Sub1_Theo_3_5_39,O garoto sabia que um homem que possuía
Sub1_Theo_3_5_40,convicção para abrir mão de sua vida era algo muito perigoso.
Sub1_Theo_3_5_41,E o que ele sentia no homem era uma emoção da qual já tinha se esquecido. 
Sub1_Theo_3_5_42,Aquilo era... provavelmente... anseio... 
Sub1_Theo_3_5_43,Pelo menos era esse o nome que ele dava muito tempo atrás. 
Sub1_Theo_3_5_44,Então lhe matarei novamente.
Sub1_Theo_3_6_1,Andarta! Andraste!
Sub1_Theo_3_7_1,"Não, isso não é o suficiente..."
Sub1_Theo_3_7_2,"Lamente, Legios!"
Sub1_Theo_3_8_1,!?
Sub1_Theo_3_8_2,Hein...?
Sub1_Theo_3_8_3,... Que incômodo.
Sub1_Theo_3_8_4,Realmente incômodo. 
Sub1_Theo_3_8_5,Era tão incômodo
Sub1_Theo_3_8_6,que foi o suficiente para fazê-lo esquecer do seu desinteresse.
Sub1_Theo_3_8_7,Achar que era capaz lutar contra ele... 
Sub1_Theo_3_8_8,era algo que ninguém deste continente havia ousado fazer. 
Sub1_Theo_3_8_9,Nem o império que estivera de olho nele foi capaz de obrigá-lo a fazer algo.
Sub1_Theo_3_8_10,E este homem estava fazendo isso por aquela única mulher? 
Sub1_Theo_3_8_11,Não entendo...
Sub1_Theo_3_8_12,"Bem, é apenas uma vez. Se tentar qualquer gracinha..."
Sub1_Theo_3_8_13,vou simplesmente congelá-lo para que você não possa nem morrer.
Sub1_Theo_3_9_1,"Quando acordei, era o décimo nono inverno. \nHoje, talvez seja o centésimo."
Sub1_Theo_3_9_2,O que eu descobri naquele vazio foi a gélida câmara de pedra e seu espaço desocupado...
Sub1_Theo_3_9_3,Não me importa como foi que voltei a abrir os olhos.
Sub1_Theo_3_9_4,"... Tenho que lhe encontrar para que você possa me cumprimentar como fazia toda primavera, quando havia passado o inverno."
Sub1_Theo_3_9_5,...
Sub1_Theo_3_9_6,A mulher que eu vi pela primeira vez na vida... 
Sub1_Theo_3_9_7,"tinha seus olhos fechados dentro do gelo, como se estivesse dormindo. "
Sub1_Theo_3_9_8,Eu disse que não era ela.
Sub1_Theo_3_9_9,Entendo...
Sub1_Theo_3_9_10,Eu meio que sabia. O garoto provavelmente estava certo. 
Sub1_Theo_3_9_11,"Dava para ver que ele tinha certeza,"
Sub1_Theo_3_9_12,"mas eu não quis abrir mão daquele restinho de esperança,"
Sub1_Theo_3_9_13,e devo ter implorado como uma criança desesperada.
Sub1_Theo_3_9_14,Obrigado por ouvir meu pedido insistente.
Sub1_Theo_3_9_15,Humpf.
Sub1_Theo_3_9_16,Você sabe alguma coisa sobre ela...?
Sub1_Theo_3_9_17,... Não estou interessado.
Sub1_Theo_3_9_18,Ela foi a mulher que liderou a República Gray há cem anos.
Sub1_Theo_3_9_19,Acabei de dizer que não me importo.
Sub1_Theo_3_9_20,"Jane Gray, uma moça esbelta com olhos vermelhos e cabelos brancos como a neve. "
Sub1_Theo_3_9_21,Por favor... A mais simples pista já ajudaria.
Sub1_Theo_3_9_22,Estou com o corpo e a mente cansados. 
Sub1_Theo_3_9_23,Esta longa jornada não parecia que acabaria tão cedo...
Sub1_Theo_3_9_24,"Está me corroendo, pouco a pouco."
Sub1_Theo_3_9_25,Não estou interessado numa república arruinada.
Sub1_Theo_3_9_26,E não me importo com um simples humano.
Sub1_Theo_3_9_27,"... Bem, suponho que..."
Sub1_Theo_3_9_28,Você é um ser eterno...
Sub1_Theo_3_9_29,Nossas vidas devem ser como grãos de areia para você.
Sub1_Theo_3_9_30,...
Sub1_Theo_3_9_31,"Meu nobre, por favor, perdoe minha indelicadeza até o momento."
Sub1_Theo_3_9_32,Humpf. Isso parece sarcasmo.
Sub1_Theo_3_9_33,E você fala como se soubesse quem eu sou.
Sub1_Theo_3_9_34,"Sim, sua aparência e esse poder esmagador... Seria impossível não saber."
Sub1_Theo_3_9_35,Eu também sei que a minha vida está em suas mãos.
Sub1_Theo_3_9_36,"... (Você sabia, e mesmo assim apontou aquela lança para mim...)"
Sub1_Theo_3_9_37,Vou lhe fazer uma pergunta.
Sub1_Theo_3_9_38,"Por favor, prossiga."
Sub1_Theo_3_9_39,Por que você está indo a esses extremos para procurar aquela mulher?
