KEY,"German"
TUTORIAL_TEXT_1,"\n\nZeigt die TP-Balken und MP-Kugeln aller Helden.\n\nSobald ein Held genug Mana hat, kann er Skills benutzen."
TUTORIAL_TEXT_2,"\n\nDu hast genug Manapunkte (MP).\n\nProbiere den Skill aus!"
TUTORIAL_TEXT_3,"Diese Helden sind für den Kampf verfügbar."
TUTORIAL_TEXT_4,"Berühre 'Kampfbereit'."
TUTORIAL_TEXT_4_1,"Berühre 'Kampfbereit'."
TUTORIAL_TEXT_5,"Berühre 'Kampf beginnen', um in den Kampf zu ziehen."
TUTORIAL_TEXT_6,"Lege bessere Ausrüstung an oder verstärke deine jetztige Ausr.\n\nBessere Ausr. erhöht die Fähigkeiten deiner Helden!"
TUTORIAL_TEXT_7,"Sammle Skillbücher, um Skills zu verbessern!\nDas macht die Kämpfe einfacher!"
TUTORIAL_TEXT_8,"Willkommen im Schloss Orvel!"
TUTORIAL_TEXT_9,"Du kannst unterschiedliche Items im Shop kaufen."
TUTORIAL_TEXT_10,"Wenn du die Monster im Kerker besiegst,\n\nkannst du das Skillbuch jeder Klasse erhalten."
TUTORIAL_TEXT_11,"Kämpfe gegen andere Spieler in der Arena und zeige ihnen deine Macht!"
TUTORIAL_TEXT_12,"Willkommen in Mays Gemischtwarenladen."
TUTORIAL_TEXT_13,"Berühre 'Shop benutzen' in der Mitte des Bildschirms."
TUTORIAL_TEXT_14,"Du hast den Shop betreten."
TUTORIAL_TEXT_15,"Das Item-Angebot ändert sich jede Stunde.\n\nFür Rubine kannst du sofort nach neuen Items suchen."
TUTORIAL_TEXT_16,"Komme oft vorbei, um dir das Angebot anzuschauen."
TUTORIAL_TEXT_17,"Willkommen im Kerker."
TUTORIAL_TEXT_18,"Berühre 'Dungeon betreten' in der Mitte des Bildschirms."
TUTORIAL_TEXT_19,"Du kannst jeden Tag einen anderen Bereich des Kerkers betreten.\n\nJedes Gebiet hat Klassen-spezifische Items!"
TUTORIAL_TEXT_20,"Eroberungs-Missionen sind nun verfügbar.\n\nBegebe deinen Helden zur Stelle der Eroberungs-Mission."
TUTORIAL_TEXT_21,"Berühre 'Kampfvorbereitung'."
TUTORIAL_TEXT_22,"Überprüfe die Details der Eroberungs-Mission und berühre 'Kampfbereit'."
TUTORIAL_TEXT_23,"Überprüfe deom Deck und berühre 'Beginne Kampf'"
TUTORIAL_TEXT_24,"Missionsziele werden\n\nrechts oben auf dem Bildschirm angezeigt und aktualisiert."
TUTORIAL_TEXT_25,"Du hast die Mission abgeschlossen! Kehre zum ersten Bildschirm zurück."
TUTORIAL_TEXT_26,"Berühre den Quest-Button."
TUTORIAL_TEXT_27,"Du kannst von der Quest-Liste Belohnungen erhalten,\n\nnachdem du die Eroberungs-Mission erfüllt hast."
TUTORIAL_TEXT_28,"Willkommen in der Halle der Helden."
TUTORIAL_TEXT_29,"Die Halle der Helden besteht aus dem Raum der Prüfungen,\n\nder für die Erweckung der Helden benötigt wird,"
TUTORIAL_TEXT_30,"und dem Raum der Reinigung, \n\nin dem die Dunkelheit deiner Prüfungen gereinigt wird."
TUTORIAL_TEXT_31,"Willkommen im Raum der Prüfungen."
TUTORIAL_TEXT_32,"Im Raum der Prüfungen kannst du die versiegelte \n\nDunkelheit erhalten, die für Helden-Erweckungen benötigt wird."
TUTORIAL_TEXT_33,"Berühre 'Dungeon betreten', um einzutreten."
TUTORIAL_TEXT_34,"Wähle den Helden der passenden Klasse für jeden Raum,\n\nbevor du eintrittst."
TUTORIAL_TEXT_35,"Wähle einen Helden und wähle Eintreten."
TUTORIAL_TEXT_36,"Um die Tür zum Raum der Prüfungen zu öffnen, \n\nbrauchst du die richtigen Fragmente."
TUTORIAL_TEXT_37,"Berühre den Öffnen-Knopf, um den Raum zu entsiegeln, \n\nsobald du du genug Fragmente gesammelt hast."
TUTORIAL_TEXT_38,"Durchstehe die Prüfungen und besiege deine innere Dunkelheit!"
TUTORIAL_TEXT_39,"Willkommen im Raum der Reinigung."
TUTORIAL_TEXT_40,"Die versiegelte Dunkelheit kann im Raum der Prüfungen gereinigt werden,\n\nbevor es zur Erweckung von Helden benutzt werden kann."
TUTORIAL_TEXT_41,"Helden mit der Versiegelten Dunkelheit können eintreten, \n\nindem sie Betreten berühren."
TUTORIAL_TEXT_42,"Warnung:\nDas Reinigen der Versiegelte Dunkelheit \n\nkostet eine beträchtliche Menge an Gold."
TUTORIAL_TEXT_43,"Berühre 'Reinigen',\n\num mit der Reinigung der Versiegelten Dunkelheit zu beginnen."
TUTORIAL_TEXT_44,"Berühre wiederholt 'Reinigen',\n\nbis die Versiegelte Dunkelheit vollständig gereinigt ist."
TUTORIAL_TEXT_45,"In diesem Bereich wirst du gegen diese Monster kämpfen."
TUTORIAL_TEXT_46,"Hier werden die Kampfbelohnungen angezeigt."
TUTORIAL_TEXT_47,"Hier werden die Helden angezeigt, die in den Kampf ziehen."
TUTORIAL_TEXT_48,"Move the hero to Schwarzschießpulver-Lager."
TUTORIAL_TEXT_49,"Von nun an kannst du spielen, wie immer du magst.\n\nBewege deine Helden zum markierten Bereich, \num mit der Story fortzufahren."
TUTORIAL_TEXT_50,"Du hast Kasel der Dunkelheit besiegt \n\nund seine Versiegelte Dunkelheit erhalten."
TUTORIAL_TEXT_51,"Bewegen deinen Helden zum Kampfgebiet 1-1."
TUTORIAL_TEXT_52,"Bewegen deinen Helden zum Kampfgebiet 1-2."
TUTORIAL_TEXT_53,"Bewegen deinen Helden zum Kampfgebiet 1-3."
TUTORIAL_TEXT_54,"Du hast alle Vorbereitungen abgeschlossen, \n\num dein Abenteuer als Held zu beginnen."
TUTORIAL_TEXT_55,"Bewege deinen Helden zur Halle der Helden."
TUTORIAL_TEXT_56,"Helden, die Fragmente besitzen\nkönnen sich dem Raum der Prüfungen stellen.\nWähle Kasel und fahre zur nächsten Stufe fort."
TUTORIAL_TEXT_57,"Du musst das Siegel entfernen, um fortzufahren."
TUTORIAL_TEXT_58,"Benutze 5 Fragmente der Gerechtigkeit."
TUTORIAL_TEXT_59,"Benutze 5 Fragmente der Macht."
TUTORIAL_TEXT_60,"Benutze 5 Fragmente des Glücks."
TUTORIAL_TEXT_61,"Wähle den Helden, dessen Versiegelte Dunkelheit du reinigen willst."
TUTORIAL_TEXT_62,"Berühre 'Reinigen', um die Reinigung zu beginnen.\n\nDieser Prozess kostet Gold."
TUTORIAL_TEXT_63,"Berühre Erwecken, um 2-Sterne Kasel zu erhalten!"
TUTORIAL_TEXT_64,"Sobald dein Held erweckt wurde, gehe zum Turm der Prüfungen."
