KEY,French
Sub1_Ophelia_1_1,J’ai fait un songe.
Sub1_Ophelia_1_2,"Un songe auquel je ne souhaite plus rêver, où le monde se retrouvait entièrement plongé dans les ténèbres."
Sub1_Ophelia_1_3,"À ce moment-là, je n'eus pas d'autres choix que d'assister, impuissante, à la scène où les ténèbres submergeaient le monde."
Sub1_Ophelia_1_4,J’ai fait un songe.
Sub1_Ophelia_1_5,"Alors qu'effondrée, je pleurais comme une enfant, l'homme surgit à mes côtés comme un rayon de soleil."
Sub1_Ophelia_1_6,"Dès qu’il tendit la main,"
Sub1_Ophelia_1_7,"les fleurs s'imprégnèrent de multiples couleurs,"
Sub1_Ophelia_1_8,"la terre et le ciel retrouvèrent leur verdure et clarté,"
Sub1_Ophelia_1_9,et le soleil repoussa les ténèbres.
Sub1_Ophelia_1_10,"Lorsque je me réveille,"
Sub1_Ophelia_1_11,je ne peux me rappeler de son visage.
Sub1_Ophelia_1_12,Je ne peux me rappeler de sa voix.
Sub1_Ophelia_1_13,"Cependant, il m'est impossible d'oublier la chaleur transmise par sa main, lorsqu'il m'avait tapoté le dos."
Sub1_Ophelia_1_14,"Ainsi, je dois absolument le rencontrer."
Sub1_Ophelia_1_15,Mon repère.
Sub1_Ophelia_1_16,Mon étoile.
Sub1_Ophelia_1_17,Mon destin.
Sub1_Ophelia_2_1,Hmm... Cela fait déjà un mois que je me suis séparée de Stardust.
Sub1_Ophelia_2_2,Est-ce que notre chef de troupe aurait-il déjà traversé le continent ?
Sub1_Ophelia_2_3,"Pour ce pèlerinage... J’ai rêvé de lui, et j'ai comme un bon pressentiment, sans raison particulière !"
Sub1_Ophelia_2_4,"Vous aussi, n'est-ce pas, les enfants ?"
Sub1_Ophelia_2_5,Les enfants ! Vous me chatouillez ! Haha !
Sub1_Ophelia_2_6,Chariot du Tarot Magique. Hâtons-nous vers l’Arbre-Monde !!
Sub1_Ophelia_3_1,N'avez-vous jamais entendu les murmures des étoiles ?
Sub1_Ophelia_3_2,Ces chuchotements purs et mystérieux
Sub1_Ophelia_3_3,"Parce qu'aujourd'hui,"
Sub1_Ophelia_3_4,Tous les astrologues se réuniront sous le ciel de ce lieu.
Sub1_Ophelia_3_5,"Ici, à l’Arbre-Monde, la terre sainte qui fut le commencement de l’astrologie."
Sub1_Ophelia_3_6,"Waaaa... Il y a du monde. Bien entendu, cela n'a rien d'étonnant, un jour comme aujourd'hui."
Sub1_Ophelia_3_7,"Ophelia, la sorcière."
Sub1_Ophelia_3_8,"En tant qu'étoile et en tant qu'héritière de l'histoire de la prémonition, j'adresse une prière à l’Arbre-Monde."
Sub1_Ophelia_3_9,"Aidez-moi afin que je puisse, même à l'avenir, continuer à voir la lumière dans les yeux d'autrui,"
Sub1_Ophelia_3_10,et... que l'amoureux qui m'est destiné soit le plus beau du...
Sub1_Ophelia_3_11,"Allez-vous vous taire... Vous vous comportez ainsi à chacune de nos visites en ce lieu... Nous sommes dans un endroit pieux, je vous rappelle."
Sub1_Ophelia_3_12,Hein... ? Vellekia !!! Où vas-tu ?!
Sub1_Ophelia_3_13,Il est dangereux de se perdre ici !!!
Sub1_Ophelia_3_14,"Vellekia, es-tu là ?"
Sub1_Ophelia_3_15,... Quelle est cette lumière... ?
Sub1_Ophelia_3_16,Hein.. ?! Serait-ce un cercle magique... ?
Sub1_Ophelia_3_17,Ah... !
Sub1_Ophelia_3_18,Je savais que tu viendrais.
Sub1_Ophelia_3_19,"Toi, jeune fille, qui es devenue mon dernier rêve..."
Sub1_Ophelia_3_20,Qui êtes-vous... ?
Sub1_Ophelia_4_1,Ah... Ma tête... Mais que s'est-il passé... ?
Sub1_Ophelia_4_2,Quel est cet endroit.. ?
Sub1_Ophelia_4_3,Êtes-vous tous sains et saufs ?
Sub1_Ophelia_4_4,......
Sub1_Ophelia_4_5,Ah... ?
Sub1_Ophelia_4_6,Vous tous... Pourquoi êtes-vous aussi silencieux ?
Sub1_Ophelia_4_7,Les enfants ? Arrêtez avec vos farces... !
Sub1_Ophelia_4_8,"Hé, allons... !!!"
Sub1_Ophelia_4_9,"Je n’aime pas ce genre de plaisanterie, alors répondez-moi sur-le-champ."
Sub1_Ophelia_4_10,Elliciad ! Vellekia ! Carta ! Panelity ! Gigantes !!
Sub1_Ophelia_4_11,Euh...
Sub1_Ophelia_4_12,... ?
Sub1_Ophelia_4_13,Comment une telle chose a-t-elle pu...
