KEY,Spanish
SKILL_NAME_110,Cuchilla del Juicio
SKILL_NAME_111,Cuchilla del Juicio II
SKILL_NAME_112,Cuchilla del Juicio III
SKILL_NAME_113,Cuchilla del Juicio IV
SKILL_NAME_140,Valiente Dash
SKILL_NAME_141,Valiente Dash II
SKILL_NAME_142,Valiente Dash III
SKILL_NAME_143,Valiente Dash IV
SKILL_NAME_130,Agente de Dios
SKILL_NAME_131,Agente de Dios II
SKILL_NAME_132,Agente de Dios III
SKILL_NAME_133,Agente de Dios IV
SKILL_NAME_120,Golpe de Diosa
SKILL_NAME_121,Golpe de Diosa II
SKILL_NAME_122,Golpe de Diosa III
SKILL_NAME_123,Golpe de Diosa IV
SKILL_NAME_150,Renacimiento de la Luz
SKILL_NAME_3303810,Cuchilla del Juicio
SKILL_NAME_3303820,Destrucción
SKILL_NAME_3303830,Llegada del Señor oscuro
SKILL_DESC_110,Causa [ffc800]{1}[-] de Daño físico 2 veces a los enemigos frontales en un círculo y los derriba durante [64ffff]{2}[-] segundo(s).
SKILL_DESC_111,Aumento el Daño en [64ff64]{1}[-] %.
SKILL_DESC_112,Aumento el Daño en [64ff64]{1}[-] %.
SKILL_DESC_113,Aumento el Daño en [64ff64]{1}[-] %.
SKILL_DESC_140,Ataca al objetivo 3 veces y embiste contra ellos desde atrás para infligir [ffc800]{1}[-] de Daño físico.
SKILL_DESC_141,Aumento el Daño en [64ff64]{1}[-] %.
SKILL_DESC_142,Aumento el Daño en [64ff64]{1}[-] %.
SKILL_DESC_143,Incrementa el daño un [64ff64]{1}[-]%.
SKILL_DESC_130,"Causa [ffc800]{1}[-] Daño Fis. a los enemigos cercanos y los aturde durante [64ffff]3[-] segundos. Además, por[64ffff]{2} [-] seg, el ATQ se incrementa en [ffc800]{3}[-] y la Tasa de Evasión se incrementa en [64ff64]{4}[-], mientras obtienes inmunidad al Ctrl de Masas. Este estado no se puede disipar."
SKILL_DESC_131,aumenta la tasa de Ataque en [64ff64]{1}[-] %.
SKILL_DESC_132,aumenta la tasa de Ataque en [64ff64]{1}[-] %.
SKILL_DESC_133,la velocidad Aumenta en [64ff64]{1}[-] de duracion
SKILL_DESC_120,Incrementa todas tus defensas en [64ff64]{1}[-] y tu evasión en [64ff64]{2}[-]. Si tu evasión es efectiva el daño de tus ataques comunes incrementará un [64ff64]{4}[-]% durante [64ffff]{3}[-] segundos.
SKILL_DESC_121,Incrementa el aumento de defensa un [64ff64]{1}[-]%.
SKILL_DESC_122,Incrementa el aumento de defensa un [64ff64]{1}[-]%.
SKILL_DESC_123,Incrementa el aumento de defensa un [64ff64]{1}[-]%.
