KEY,"Vietnamese"
E_C19_August_Phillop01_01,"Chúc mừng sinh nhật anh, Phillop!"
E_C19_August_Phillop01_02,"Chúc mừng sinh nhật! Haha!"
E_C19_August_Phillop01_03,"Xin cảm ơnnnnn những người bạn Barbarian!"
E_C19_August_Phillop01_04,"Làm thế nào mà biết tôi thích uống rượu vậy, khà khà!"
E_C19_August_Phillop01_05,"Tin tửu lượng của vua người lùn không phải dạng vừa lan đi khắp nơi rồi."
E_C19_August_Phillop01_06,"Nếu không phải là Barbarian thì ai có thể chịu được tửu lượng nổi tiếng của vua lùn cơ chứ!"
E_C19_August_Phillop01_07,"Coi như tôi tặng quà sinh nhật, cứ uống thoải mái vào nhé!"
E_C19_August_Phillop01_08,"Tôi kiếm được kha khá tiền đấy."
E_C19_August_Phillop01_09,"Đừng xem thường Phillop này nha!"
E_C19_August_Phillop01_10,"Cô bảo cô nghèo kiết xác thì tôi cũng tin chắc? Hahaha!"
E_C19_August_Phillop01_drink1,"Ly thứ nhất"
E_C19_August_Phillop01_drink2,"Ly thứ 5"
E_C19_August_Phillop01_drink3,"Ly thứ 13"
E_C19_August_Phillop01_11,"Ở bên kia ngọn đồi Trina, biệt đội rồng ma quái kéo đến tận lần thứ 35!!!"
E_C19_August_Phillop01_12,"Tôi phóng chiếc rìu này!! Cho bay đầu hết!!!"
E_C19_August_Phillop01_13,"Nhìn mấy thằng đần đó hồn xiêu phách lạc bỏ chạy trông buồn cười làm sao!! Hahaha!!!"
E_C19_August_Phillop01_14,"Hồi nãy không phải anh nói lần thứ 28 là lần cuối sao?"
E_C19_August_Phillop01_15,"Hahaha, chắc là ông chú nghe nhầm rồi! Lần thứ 35 mới là lần cuối!"
E_C19_August_Phillop01_16,"Ừm... Cái tin đồn tửu lượng tốt ấy hình như là tự ông ấy dựng lên thì phải?"
E_C19_August_Phillop01_17,"Nhưng này, tôi đã đại thắng trở về rồi đấy!!"
E_C19_August_Phillop01_18,"Mấy đứa con gái tôi nó nói người tôi đầy mùi mồ hôi nên đuổi tôi đi chỗ khác!!!"
E_C19_August_Phillop01_19,"Cha chúng mà chúng lại thế đấy! Huhuhu!!"
E_C19_August_Phillop01_20,"Gau, chúng ta về đi!"
E_C19_August_Phillop01_21,"Đừng nên uống thêm nữa."
E_C19_August_Phillop01_22,"Nhưng... ông ấy đang khóc thế kia... Làm sao bỏ ông ấy lại một mình được..."
E_C19_August_Phillop01_23,"Khoan đã!!!"
E_C19_August_Phillop01_24,"Giật cả mình!"
E_C19_August_Phillop01_25,"Tôi còn chuyện quan trọng chưa nói!!"
E_C19_August_Phillop01_26,"Đây là chuyện vô cùng bí mật, nên tôi sẽ nói nhỏ thôi!"
E_C19_August_Phillop01_27,"Nhất định, chỉ có cô cậu biết thôi đó."
E_C19_August_Phillop01_29,"Ở phía bên kia ngọn đồi Trina, biệt đội rồng ma quái kéo tới tận lần thứ 41 rồi,"
E_C19_August_Phillop01_30,"Tính tiền đây cho em với chị Juno ơi!"
E_C19_August_Phillop01_31,"Ông ấy say quá rồi, chị đưa ông về phòng giúp em với nhé!"
E_C19_August_Phillop01_32,"Ơ hơ... Ông Phillop! Ông lại uống nhiều thế này nữa à?"
E_C19_August_Phillop01_33,"Mau tỉnh lại mà về nhà đi chứ!!"
E_C19_August_Phillop01_34,"Đúng vậy, phải về chứ! Còn cả núi việc cần xử lý mà. Ực!"
E_C19_August_Phillop01_35,"Làm vua của một nước đúng là mệt mỏi!"
E_C19_August_Phillop01_36,"Có quá nhiều thứ phải suy nghĩ! Huhuhu!"
E_C19_August_Phillop01_37,"Nếu được sinh ra lần nữa, ta tuyệt đối sẽ không làm vua đâu. Ực!"
E_C19_August_Phillop01_38,"Nếu được sinh ra lần nữa...!!"
E_C19_August_Phillop01_39,"Ừ, ta hát hay!!"
E_C19_August_Phillop01_40,"Ca sĩ!!! Ta sẽ trở thành ca sĩ hát hay nhất của tộc người lùn!!!"
E_C19_August_Phillop01_41,"Trời ơi, tôi biết rồi, tôi biết rồi!"
E_C19_August_Phillop01_42,"Juno! Cho đây thêm một món bít tết nữa!"
E_C19_August_Phillop01_43,"Dạ... Tới ngay!"
E_C19_August_Phillop01_44,"Haizzz, ông đợi một tí. Không được đụng vào rượu đấy!"
E_C19_August_Phillop01_45,"Hãy tiêu diệt hết kẻ địchhh! Hãy giương caooo niềm kiêu hãnh của người lùnnn!!♬"
E_C19_August_Phillop01_46,"Ôi trời!"
E_C19_August_Phillop01_47,"Ồn ào chết đi được, đúng là!"
E_C19_August_Phillop01_48,"Cái lão già đó 100 năm trước hay bây giờ cũng chẳng có khác gì nhau hết!"
E_C19_August_Phillop01_49,"Uống cái này rồi thì hát trong mơ cho đã đi nhé!"
E_C19_August_Phillop01_50,"Ohh... Rượu cao cấp này là gì đây!?"
E_C19_August_Phillop01_51,"Khà... Đúng là ngon thật!!! Kakaka!"
E_C19_August_Phillop01_52,"Ohh!"
E_C19_August_Phillop01_53,"Ta là Phillop, người đỉnh nhất của người lùn đây!"
E_C19_August_Phillop01_54,"Rồng điên và rồng quỷ đều là món mồi của ta!"
E_C19_August_Phillop01_55,"Ngươi có vênh váo thế nào thì..."
E_C19_August_Phillop01_56,"Đầu ta cũng cứng hơn đấy!!!"
E_C19_August_Phillop01_57,"Đầu ta cứng hơn..."
E_C19_August_Phillop01_58,"Ông dậy đi!"
E_C19_August_Phillop01_59,"Ơ hơ... Rốt cục ông mơ thấy gì mà..."
E_C19_August_Phillop01_60,"Khò khò..."
E_C19_August_Cleo01_01,"Đêm hôm qua"
E_C19_August_Cleo01_02,"Anh Roi! Hôm nay ngày mấy vậy?"
E_C19_August_Cleo01_03,"Em tự mà xem đi. Em nghĩ lúc nào anh cũng xem giúp cho em được hả?"
E_C19_August_Cleo01_04,"Hôm nay là 30... À không, 31 rồi chứ."
E_C19_August_Cleo01_05,"Hừm. Thế hả? Đúng không? Em biết rồi!"
E_C19_August_Cleo01_06,"...Anh bảo là em TỰ mà xem đi. Mà em có xem đâu."
E_C19_August_Cleo01_07,"Kasel, Frey. Có rảnh không?"
E_C19_August_Cleo01_08,"Có chuyện gì vậy?"
E_C19_August_Cleo01_09,"Tôi có chuyện muốn nhờ tí."
E_C19_August_Cleo01_10,"Hôm sau"
E_C19_August_Cleo01_11,"Frey này! "
E_C19_August_Cleo01_12,"Hôm nay ấy... là ngày gì vậy ta?"
E_C19_August_Cleo01_13,"Hôm nay á?! Xem nào? Mình cũng không biết nữa!"
E_C19_August_Cleo01_14,"Đúng rồi. Là ngày phải vào rừng nhặt ít củi!"
E_C19_August_Cleo01_15,"Hahaha! Đúng là Frey không biết nói dối mà!"
E_C19_August_Cleo01_16,"Dù gì mọi người cũng đang huyên náo hết cả lên."
E_C19_August_Cleo01_17,"Chúc mừng như bình thường thôi là được rồi. Tiệc bất ngờ nữa chứ!"
E_C19_August_Cleo01_18,"À, thì phải kì công chuẩn bị cỡ đó mới giống tiệc sinh nhật của một phù thủy tối cao thiên tài chứ nhỉ!"
E_C19_August_Cleo01_19,"A! Cleo!"
E_C19_August_Cleo01_20,"Kasel! Sau lưng cậu là cái gì vậy?"
E_C19_August_Cleo01_21,"Là... là chất nhờn! Tôi định làm bánh flan."
E_C19_August_Cleo01_22,"Frey!! Mình đã tìm chất nhờn về rồi nè!!"
E_C19_August_Cleo01_23,"Phụt, hai người này dễ thương ghê!"
E_C19_August_Cleo01_24,"Hình như ai nấy cũng lẳng lặng chuẩn bị quà sinh nhật cho mình."
E_C19_August_Cleo01_25,"Hay là mình giả vờ không biết gì rồi ra ngoài tí ta?"
E_C19_August_Cleo01_26,"(Ơ...?)"
E_C19_August_Cleo01_27,"Mọi người ơi! Mình về rồi!"
E_C19_August_Cleo01_28,"Về rồi hả? Cậu ăn tối rồi mới về hay sao đó?"
E_C19_August_Cleo01_29,"Định gọi cậu mà không thấy đâu nên mọi người ăn trước rồi."
E_C19_August_Cleo01_30,"Hở!?!?"
E_C19_August_Cleo01_31,"Bọn mình chừa phần riêng cho cậu rồi nên nhớ ăn nha!"
E_C19_August_Cleo01_32,"Khoan đã! Ăn trước rồi ấy hả?!"
E_C19_August_Cleo01_33,"Còn tiệc thì sao??"
E_C19_August_Cleo01_34,"Tiệc ư? Có gì để ăn mừng hả...?"
E_C19_August_Cleo01_35,"Thì đương nhiên là tiệc sinh...!!"
E_C19_August_Cleo01_36,"(Không lí nào mà lại ăn cơm trước?)"
E_C19_August_Cleo01_37,"(A ha! Định lừa mình nên mới nói là đã ăn trước rồi phải không?)"
E_C19_August_Cleo01_38,"Không sao đâu Frey. Mình ăn ở ngoài rồi!"
E_C19_August_Cleo01_39,"Thế à? Vậy thì mình dọn nhé."
E_C19_August_Cleo01_40,"Ờ, ừ!!"
E_C19_August_Cleo01_41,"(Làm đến mức này thì mình cũng phải giả vờ ngạc nhiên tí cho lịch sự chứ nhỉ?)"
E_C19_August_Cleo01_42,"(Định đến lúc nào mới chúc mừng đây? Hay là bây giờ?)"
E_C19_August_Cleo01_43,"... (Bây giờ đúng không!?)"
E_C19_August_Cleo01_44,"...!! (Bây giờ à!?)"
E_C19_August_Cleo01_45,"(Gì vậy...? Sắp đến nửa đêm rồi còn gì?)"
E_C19_August_Cleo01_46,"(Hay là mọi người đều không biết hôm nay là sinh nhật mình...?)"
E_C19_August_Cleo01_47,"(Nhưng anh Roi biết sinh nhật mình mà...? Rõ ràng là ai cũng biết mà...)"
E_C19_August_Cleo01_48,"..."
E_C19_August_Cleo01_49,"Gì chứ... Bạn bè mà vậy sao..."
E_C19_August_Cleo01_50,"Cả ngày nay không có mình mà vẫn vui vẻ..."
E_C19_August_Cleo01_51,"Rốt cục... chẳng một ai quan tâm đến sinh nhật mình cả..."
E_C19_August_Cleo01_52,"Chúc mừng sinh nhật nha, Cleo!!!"
E_C19_August_Cleo01_53,"Gì... Gì thế..."
E_C19_August_Cleo01_54,"Cleo... Cậu đang khóc hả?!"
E_C19_August_Cleo01_55,"Thiệt tình...! Mình đã nói là sợ Cleo tổn thương rồi mà!"
E_C19_August_Cleo01_56,"Chuyện là... là như thế này Cleo à..."
E_C19_August_Cleo01_57,"Hôm nay là ngày mồng 1 tháng 8."
E_C19_August_Cleo01_58,"Lúc em hỏi thì anh nói là ngày 31 mà?!"
E_C19_August_Cleo01_59,"Anh nói rồi còn gì. Anh kêu em tự xem ngày tháng đi đó."
E_C19_August_Cleo01_60,"Anh Roi đã báo cho bọn tôi biết trước về sinh nhật của Cleo rồi."
E_C19_August_Cleo01_61,"Mọi người muốn họp lại để cùng chúc mừng nhưng anh Roi lại không cho..."
E_C19_August_Cleo01_62,"Gì... Gì cơ!?! Tại sao!?! Anh Roi, sao anh lại thế hả!?"
E_C19_August_Cleo01_63,"..."
E_C19_August_Cleo01_64,"(Em không còn phải đơn độc như ngày xưa nữa nên anh muốn em bớt bất an đi.)"
E_C19_August_Cleo01_65,"(Nhưng sao mà anh có thể trực tiếp nói ra lời đó được...)"
E_C19_August_Cleo01_66,"Ý anh là anh không biết chúc mừng như thế nào ngoài cách này."
E_C19_August_Cleo01_67,"Anh! Cái tên này!!!"
E_C19_August_Cleo01_68,"Bình tĩnh nào Cleo!!"
E_C19_August_Cleo01_69,"Thiệt tình, anh Roi cũng quá đáng thiệt!!"
E_C19_August_Cleo01_70,"Dù có xấu hổ thì cũng nói cho tình cảm một tí! Xin lỗi một tiếng nữa!!"
E_C19_August_Cleo01_71,"Huh!"
E_C19_August_Cleo01_72,"Ah! Cleo!!"
E_C19_August_Cleo01_73,"Cháy... cháy hết luôn rồi!! Bình tĩnh lại nào!!"
E_C19_August_Cleo01_74,"Em sẽ nướng cháy anh!!!! Em sẽ cho anh thành món nướng tiệc sinh nhật của em luôn!!!!!!"
E_C19_Aug_Dosarta01_1,"Hôm nay cũng thật là nhàm chán... Chẳng có gì thú vị..."
E_C19_Aug_Dosarta01_2,"Chị khi nào mới đến nhỉ? Bảo là đến mà. Hic..."
E_C19_Aug_Dosarta01_3,"Lần này cũng tốn công vô ích nữa rồi."
E_C19_Aug_Dosarta01_4,"Không lẽ trên đời này không có món quà nào hợp với Epigael sao... Haa..."
E_C19_Aug_Dosarta01_5,"Ư?"
E_C19_Aug_Dosarta01_6,"Tiên!? Sao lại có Tiên ở đây được nhỉ!?"
E_C19_Aug_Dosarta01_7,"Ơ?... A!!"
E_C19_Aug_Dosarta01_8,"Xin chào!! Woa! Anh đến đây để tạo cổ vật phải không? Đúng không?"
E_C19_Aug_Dosarta01_9,"Cổ vật ư?"
E_C19_Aug_Dosarta01_10,"Mà cô có biết ta là ai không mà bắt chuyện vậy hả?"
E_C19_Aug_Dosarta01_11,"Dĩ nhiên là biết rồi! Anh là Tiên bóng tối! Còn tôi là Dosarta - công chúa của hoàng tộc Tiên!"
E_C19_Aug_Dosarta01_12,"À, vậy thì hãy giao cho tôi! Tôi sẽ tạo ra cổ vật thật đẹp cho anh!!"
E_C19_Aug_Dosarta01_13,"Gì vậy trời... Haa..."
E_C19_Aug_Dosarta01_14,"..."
E_C19_Aug_Dosarta01_15,"Ừm, anh cũng không thích cái này hả? Vậy còn cái này?"
E_C19_Aug_Dosarta01_16,"Hay có cái này nữa! A, còn cái này nữa..."
E_C19_Aug_Dosarta01_17,"Khoan, đợi đã. Đủ rồi."
E_C19_Aug_Dosarta01_18,"(Đau đầu thật... Mình cứ nghĩ là Tiên thì sẽ đều giống đám nhóc đó...)"
E_C19_Aug_Dosarta01_19,"(Ai ngờ cũng có người như cô này. Hay là qua 100 năm thì tính cách của Tiên cũng thay đổi?)"
E_C19_Aug_Dosarta01_20,"(Không biết nên nói là thoải mái hơn, hay là dễ dãi hơn nữa.)"
E_C19_Aug_Dosarta01_21,"(Nhưng đúng là tay nghề khá thật. Cỡ này thì mình tặng cho Epigael cũng được đó chứ.)"
E_C19_Aug_Dosarta01_22,"(Nhưng mà nên trả bằng gì đây nhỉ...)"
E_C19_Aug_Dosarta01_23,"Tiên bóng tối gì đó ơi?"
E_C19_Aug_Dosarta01_24,"..."
E_C19_Aug_Dosarta01_25,"(Làm... Làm sao đây... Hình như không có món nào anh ấy vừa ý...)"
E_C19_Aug_Dosarta01_26,"(Hiếm lắm mới có một vị khách như thế này... Làm người ta thất vọng thì... hic...)"
E_C19_Aug_Dosarta01_27,"Hic... Hic hic... Tôi xin lỗi..."
E_C19_Aug_Dosarta01_28,"Hả?"
E_C19_Aug_Dosarta01_29,"...Đợi đã, sao cô lại khóc?"
E_C19_Aug_Dosarta01_30,"Tôi xin lỗi... Tôi muốn làm cho anh một món quà thật đẹp, hức... Nhưng hình như anh không vừa ý..."
