KEY,Japanese
SKILL_NAME_110,審判の刃
SKILL_NAME_111,審判の刃 II
SKILL_NAME_112,審判の刃 III
SKILL_NAME_113,審判の刃 IV
SKILL_NAME_140,勇敢な突撃
SKILL_NAME_141,勇敢な突撃 II
SKILL_NAME_142,勇敢な突撃 III
SKILL_NAME_143,勇敢な突撃 IV
SKILL_NAME_130,神の代理人
SKILL_NAME_131,神の代理人 II
SKILL_NAME_132,神の代理人 III
SKILL_NAME_133,神の代理人 IV
SKILL_NAME_120,女神の一撃
SKILL_NAME_121,女神の一撃 II
SKILL_NAME_122,女神の一撃 III
SKILL_NAME_123,女神の一撃 IV
SKILL_NAME_150,光の蘇生
SKILL_NAME_3303810,審判の日
SKILL_NAME_3303820,破滅
SKILL_NAME_3303830,魔王降臨
SKILL_DESC_110,自分の前方の円型範囲内の敵を2回攻撃し、[ffc800]{1}[-]の物理ダメージを与え[64ffff]{2}[-]秒間、転倒させます。
SKILL_DESC_111,ダメージ量が[64ff64]{1}[-]%増加します。
SKILL_DESC_112,ダメージ量が[64ff64]{1}[-]%増加します。
SKILL_DESC_113,ダメージ量が[64ff64]{1}[-]%増加します。
SKILL_DESC_140,敵対象を3回攻撃し、対象の背後に突進して[ffc800]{1}[-]の物理ダメージを与えます。
SKILL_DESC_141,ダメージ量が[64ff64]{1}[-]%増加します。
SKILL_DESC_142,ダメージ量が[64ff64]{1}[-]%増加します。
SKILL_DESC_143,ダメージが[64ff64]{1}[-]%増加します。
SKILL_DESC_130,周りの敵に[ffc800]{1}[-]の物理ダメージを与えて[64ffff]3[-]秒間気絶させます。さらに、[64ffff]{2}[-]秒間自分の攻撃力が[ffc800]{3}[-]増加し、回避率が[64ff64]{4}[-]増加します。また、状態異常を完全に無効化します。この状態は解除できません。
SKILL_DESC_131,攻撃力の増加量が[64ff64]{1}[-]%増加します。
SKILL_DESC_132,攻撃力の増加量が[64ff64]{1}[-]%増加します。
SKILL_DESC_133,効果時間中、速度が[64ff64]{1}[-]増加します。
SKILL_DESC_120,自分のすべての防御力が[64ff64]{1}[-]増加し、回避率が[64ff64]{2}[-]増加します。自分が回避に成功すると[64ffff]{3}[-]秒間、通常攻撃のダメージが[64ff64]{4}[-]%増加します。
SKILL_DESC_121,防御力の増加値が[64ff64]{1}[-]%増加します。
SKILL_DESC_122,防御力の増加値が[64ff64]{1}[-]%増加します。
SKILL_DESC_123,防御力の増加値が[64ff64]{1}[-]%増加します。
SKILL_DESC_90000010,攻撃するたび、35%の確率で攻撃力の160%の物理ダメージを与えます。
SKILL_DESC_90000011,攻撃するたび、35%の確率で攻撃力の192%の物理ダメージを与えます。
SKILL_DESC_90000012,攻撃するたび、35%の確率で攻撃力の230%の物理ダメージを与えます。
SKILL_DESC_90000013,攻撃するたび、35%の確率で攻撃力の276%の物理ダメージを与えます。
SKILL_DESC_90000014,攻撃するたび、35%の確率で攻撃力の331%の物理ダメージを与えます。
SKILL_DESC_90000015,攻撃するたび、35%の確率で攻撃力の400%の物理ダメージを与えます。
SKILL_NAME_210,奇跡の光
SKILL_NAME_211,奇跡の光 II
SKILL_NAME_212,奇跡の光 III
SKILL_NAME_213,奇跡の光 IV
SKILL_NAME_230,光の祝福
SKILL_NAME_231,光の祝福 II
SKILL_NAME_232,光の祝福 III
SKILL_NAME_233,光の祝福 IV
SKILL_NAME_240,天罰
SKILL_NAME_241,天罰 II
SKILL_NAME_242,天罰 III
SKILL_NAME_243,天罰 IV
SKILL_NAME_220,女神の加護
SKILL_NAME_221,女神の加護 II
SKILL_NAME_222,女神の加護 III
SKILL_NAME_223,女神の加護 IV
SKILL_NAME_250,光の守護
SKILL_NAME_3303910,破滅の光
SKILL_NAME_3303920,破滅の祝福
SKILL_NAME_3303930,天罰
SKILL_DESC_210,HPが最も低い味方のHPを[ffc800]{1}[-]回復します。
SKILL_DESC_211,回復量が[64ff64]{1}[-]%増加します。
SKILL_DESC_212,回復量が[64ff64]{1}[-]%増加します。
SKILL_DESC_213,対象のデバフをすべて取り除きます。
SKILL_DESC_230,味方全員に、[64ffff]{1}[-]秒間[ffc800]{2}[-]のダメージを吸収するシールドを展開します。シールドが張られている間は、すべての状態異常が無効化されます。
SKILL_DESC_231,シールドのダメージ吸収量が[64ff64]{1}[-]%増加します。
SKILL_DESC_232,シールドのダメージ吸収量が[64ff64]{1}[-]%増加します。
SKILL_DESC_233,効果時間中、対象の回復力を[64ff64]{1}[-]%増加させます。
SKILL_DESC_240,対象の敵とその周囲範囲内の敵を6回攻撃して合計[ffc800]{1}[-]の魔法ダメージを与えます。ダメージを受けた対象は[64ffff]{2}[-]秒間、暗闇状態になりすべての被ダメージが{3}%増加します。
SKILL_DESC_241,ダメージ量が[64ff64]{1}[-]%増加します。
SKILL_DESC_242,ダメージ量が[64ff64]{1}[-]%増加します。
SKILL_DESC_243,クリティカル率が[64ff64]{1}[-]増加します。
SKILL_DESC_220,15秒ごとに最もHPが低い味方[64ffff]1[-]体の魔法防御力を[64ffff]{1}[-]秒間、[64ff64]{2}[-]増加させます。
SKILL_DESC_221,魔法防御力の増加値が[64ff64]{1}[-]%増加します。
SKILL_DESC_222,魔法防御力の増加値が[64ff64]{1}[-]%増加します。
SKILL_DESC_223,効果時間中、対象のHPを[64ff64]{1}[-]%回復します。
SKILL_DESC_90000020,8秒ごとにHPが最も低い味方4人のHPを攻撃力の80%だけ回復させ、8秒間、最も攻撃力が高い味方のクリティカル率を300、クリティカルダメージを20%増加させます。
SKILL_DESC_90000021,8秒ごとにHPが最も低い味方4人のHPを攻撃力の96%だけ回復させ、8秒間、最も攻撃力が高い味方のクリティカル率を300、クリティカルダメージを24%増加させます。
