KEY,Portuguese
Sub1_Crow_1_1_1,Tudo começou naquela época.
Sub1_Crow_1_1_2,Era para estarmos apenas em uma missão de rotina.
Sub1_Crow_1_2_1,"Ei, velhote!"
Sub1_Crow_1_2_2,O que aconteceu com o seu uniforme?
Sub1_Crow_1_2_3,Eu gosto dele assim. É muito mais confortável.
Sub1_Crow_1_2_4,"Bem, acho que não tem problema."
Sub1_Crow_1_2_5,Aposto que você sabe qual será a missão de hoje.
Sub1_Crow_1_2_6,"Como sempre, se o alvo é alguém, nós o matamos e se é algo, nós o roubamos, não é?"
Sub1_Crow_1_2_7,...
Sub1_Crow_1_2_8,"Nossa, mas quanta frieza."
Sub1_Crow_1_2_9,Você sabe muito bem que a missão começa em 10 minutos.
Sub1_Crow_1_2_10,É bom você repassar a missão em sua cabeça antes de começarmos.
Sub1_Crow_1_2_11,"Você é sempre tão sério! Tudo que temos que fazer é atirar, avançar, atirar de novo e depois sair de cena."
Sub1_Crow_1_2_12,...
Sub1_Crow_1_2_13,Missão recebida às 2310.
Sub1_Crow_1_2_14,"Destinatário: líder do Primeiro Esquadrão da Unidade dos Cães de Caça, Segundo Tenente Mitra."
Sub1_Crow_1_2_15,Missão iniciando às 2300. Previsão de chegada: 2400. Recolher objetivo no Ponto 3 e entregá-lo à unidade de transporte à 0110.
Sub1_Crow_1_2_16,"Em caso de falha, retornar ao primeiro ponto por volta de 0040 e aguardar até segunda ordem."
Sub1_Crow_1_2_17,Entendido.
Sub1_Crow_1_2_18,Vamos.
Sub1_Crow_1_3_1,"Veja só, estamos fazendo todas essas missões perigosas para eles, colocando nossas vidas em risco."
Sub1_Crow_1_3_2,Estamos sempre fazendo o trabalho sujo nas sombras. Por que eles nunca agradecem?
Sub1_Crow_1_3_3,"Não que eu esteja reclamando, mas nós literalmente estamos fazendo todo o trabalho sujo."
Sub1_Crow_1_3_4,...
Sub1_Crow_1_3_5,"Bem, pelo menos eu posso atirar nos outros o quanto eu quiser..."
Sub1_Crow_1_3_6,"Acho que já vale só por isso, na verdade."
Sub1_Crow_1_3_7,"Quando você conversa com o Jacks, começa a reparar em outras coisas que vão além do combate."
Sub1_Crow_1_3_8,"Pois é, isso não é uma coisa da qual eu costumo reclamar. É estranho."
Sub1_Crow_1_3_9,Aquele cara é bem estranho. Ele nunca se cansa de me chamar e me receber toda hora.
Sub1_Crow_1_3_10,"Segundo ele, é pra lidar com possíveis estresses pós-traumáticos depois da operação."
Sub1_Crow_1_3_11,A Pansirone nunca mencionou nada a respeito.
Sub1_Crow_1_3_12,É porque ela sempre foge e se esconde dele! E parece que o Jacks também desistiu dela.
Sub1_Crow_1_3_13,"Falando nisso, pare de me mandar em missões com aquela pirralha."
Sub1_Crow_1_3_14,Aquela esquisitona ficou maluca da última vez e tentou matar tudo! Até nossos aliados!
Sub1_Crow_1_3_15,"Qual é, desde quando você se importa com seus aliados?"
Sub1_Crow_1_3_16,"É, não me importo. Mas me importo com minha vida, é esse o problema."
Sub1_Crow_1_3_17,Hmm...
Sub1_Crow_1_3_18,"Já que é assim, vou te mandar com o Kibera..."
Sub1_Crow_1_3_19,"Não, não, eu adoro a Pansirone, sério!"
Sub1_Crow_1_3_20,"Ou, eu poderia ficar com você, velhote, do jeitinho que estou agora."
Sub1_Crow_1_3_21,Que estranho...
Sub1_Crow_1_3_22,"Soldados comuns não conseguiriam realizar uma operação como essa, mas me incomoda terem nos mandado."
Sub1_Crow_1_3_23,"Mas não é legal? Uma dupla de atiradores em uma missão dessas. Ah, e falando nisso..."
Sub1_Crow_1_3_24,...
Sub1_Crow_1_3_25,"Está me ouvindo? Ei, velhote?"
Sub1_Crow_1_3_26,Está vindo.
Sub1_Crow_1_3_27,"Gente, que estraga prazeres."
Sub1_Crow_1_4_1,Identificando alvo...
Sub1_Crow_1_4_2,Alvo verificado.
Sub1_Crow_1_4_3,É impressão minha ou aquele pingente brilhou?
Sub1_Crow_1_4_4,Hã? O que é isso? Uma poção?
Sub1_Crow_1_4_5,É... sangue.
Sub1_Crow_1_4_6,Sangue? Por que diabos teria sangue ali? Será que alguém colocou dentro?
Sub1_Crow_1_4_7,Mas o quê? O sangue se moveu!
Sub1_Crow_1_4_8,...
Sub1_Crow_1_4_9,"Ugh, isso é bizarro!"
Sub1_Crow_1_4_10,Alvo capturado. Indo contatar a unidade de transporte.
Sub1_Crow_1_4_11,A Princesa Rubra jamais iria querer isso.
Sub1_Crow_1_4_12,Mas por que
Sub1_Crow_1_4_13,você está tentando despertar o...
Sub1_Crow_1_4_14,??
Sub1_Crow_1_4_15,Ei! Está me ouvindo?
Sub1_Crow_1_4_16,Não é nada.
Sub1_Crow_1_4_17,...
Sub1_Crow_2_1_1,A lua estava cheia
Sub1_Crow_2_1_2,no dia que retornamos de nossa missão de rotina.
Sub1_Crow_2_1_3,"Naquele dia,"
Sub1_Crow_2_1_4,o mundo desapareceu.
Sub1_Crow_2_1_5,É tarde demais!
Sub1_Crow_2_1_6,Quem está aí?
Sub1_Crow_2_1_7,Ei! É perigoso ir por aí!
Sub1_Crow_2_1_8,"Ei, você não pode ir..."
Sub1_Crow_2_1_9,Segurem ele!
Sub1_Crow_2_1_10,Parem ele! Não deixem que ele entre!
Sub1_Crow_2_1_11,Você quer morrer?
Sub1_Crow_2_1_12,Tudo já está completamente destruído!
Sub1_Crow_2_1_13,"Lá, lá..."
Sub1_Crow_2_1_14,O fogo era forte demais para ser apagado por humanos.
Sub1_Crow_2_1_15,Tudo que eu podia fazer era assistir.
Sub1_Crow_2_1_16,As chamas estalando feito a língua de uma serpente...
Sub1_Crow_2_1_17,A serpente que devorou toda minha esperança em uma só mordida.
Sub1_Crow_2_1_18,Tudo que eu podia fazer era assistir.
Sub1_Crow_2_1_19,"Paralisado diante do fogo,"
Sub1_Crow_2_1_20,eu não conseguia dar um passo sequer.
Sub1_Crow_2_1_21,Somente quando o fogo queimou a última fagulha de minha vida
Sub1_Crow_2_1_22,eu consegui cair no chão.
Sub1_Crow_2_1_23,"Passei pelo lugar onde antes estava a porta,"
Sub1_Crow_2_1_24,somente para perceber que o fogo não perdoou nada.
Sub1_Crow_2_1_25,Nada...
Sub1_Crow_2_1_26,Uma coisa sequer.
Sub1_Crow_2_1_27,Não havia...
Sub1_Crow_2_1_28,uma coisa sequer.
Sub1_Crow_2_1_29,Misericórdia! A mãe e o bebê estavam na casa.
Sub1_Crow_2_1_30,Ele deve estar devastado...
Sub1_Crow_2_1_31,Ele é o marido?
Sub1_Crow_2_1_32,Nunca o havia visto...
Sub1_Crow_2_1_33,Ouvi dizer que ele é um soldado e raramente vinha para casa.
Sub1_Crow_2_1_34,Isso não teria acontecido se ele estivesse em casa...
Sub1_Crow_2_1_35,Nesse momento...
Sub1_Crow_2_1_36,Ele está falando com os soldados para descobrir quem fez isso.
Sub1_Crow_2_1_37,Ele está em condições pra fazer isso?
Sub1_Crow_2_1_38,Encontre todos que foram vistos na redondeza na hora do incêndio.
Sub1_Crow_2_1_39,A água foi completamente inútil contra o fogo.
Sub1_Crow_2_1_40,Isso com certeza não é algo comum.
Sub1_Crow_2_1_41,Esse cheiro não vai desaparecer tão cedo.
Sub1_Crow_2_1_42,"Seja lá quem fez isso, queria que parecesse um incêndio criminoso comum."
Sub1_Crow_2_1_43,"Encontre as pessoas que compraram tecidos,"
Sub1_Crow_2_1_44,e também as rotas para obter materiais inflamáveis incomuns.
Sub1_Crow_2_1_45,Use cães militares para rastrear qualquer um que cheire a material explosivo.
Sub1_Crow_2_1_46,O que acabei de ouvir?
