KEY,Vietnamese
E_C19_July_Maria01_1,Vậy ngươi thực sự nghĩ cách này sẽ thành công sao?
E_C19_July_Maria01_2,*Cười khúc khích* Dĩ nhiên rồi. Bất kể ngươi lên kế hoạch gì cũng đều sẽ thành công cả.
E_C19_July_Maria01_3,"Ngươi biết đấy, cô ấy cũng rất quan trọng và đặc biệt với ta."
E_C19_July_Maria01_4,Ta sẽ không làm trò với cô ấy như ngươi đâu.
E_C19_July_Maria01_5,......
E_C19_July_Maria01_6,Cơ mà ta vẫn hơi tò mò. Sao ngươi không ăn mừng cùng cô ấy?
E_C19_July_Maria01_7,"Ta là một Quỷ rồng, đã tàn sát và ăn thịt Rồng thiêng Oricana."
E_C19_July_Maria01_8,Ta đâu có tư cách để ăn mừng sinh nhật với một người cao quý như thế.
E_C19_July_Maria01_9,"*Cười khúc khích* Ngươi thực sự nghĩ vậy ư? Sao thế, ngươi đáng yêu mà."
E_C19_July_Maria01_10,Im ngay.
E_C19_July_Maria01_11,"Ta xong việc với ngươi rồi đó. Những gì nợ ngươi, ta đã trả hết. Đi đi."
E_C19_July_Maria01_12,*Cười khúc khích* Sao ta có thể bỏ đi lúc này được chứ?
E_C19_July_Maria01_13,"Sắp có kịch hay, sao ta bỏ lỡ được?"
E_C19_July_Maria01_14,"Ngươi đã đi đâu thế, Morrah? Nãy giờ ta tìm ngươi khắp nơi."
E_C19_July_Maria01_15,"Xin thứ lỗi, tôi tới đây để mang cho người một món quà."
E_C19_July_Maria01_16,Quà ư?
E_C19_July_Maria01_17,Hy vọng người sẽ thích nó.
E_C19_July_Maria01_18,Hự...!
E_C19_July_Maria01_19,Chờ đã! Gì thế này?
E_C19_July_Maria01_20,"Morrah, dừng lại!"
E_C19_July_Maria01_21,Maria...
E_C19_July_Maria01_22,Ngươi là ai...?
E_C19_July_Maria01_23,"Là ta, Oricana đây."
E_C19_July_Maria01_24,Với sự giúp sức của bản thể đang nắm giữ linh hồn ta
E_C19_July_Maria01_25,"và người bạn của cô,"
E_C19_July_Maria01_26,ta có thể có chút thời gian với cô.
E_C19_July_Maria01_27,Oricana...
E_C19_July_Maria01_28,Chúc mừng sinh nhật cô.
E_C19_July_Maria01_29,Ta mừng vì có thể đích thân nói với cô câu đó.
E_C19_July_Maria01_30,"Cảm ơn người, Oricana."
E_C19_July_Maria01_31,Vậy thì cười lên đi. Ta muốn thấy cô cười.
E_C19_July_Maria01_32,"Ta sẽ dõi theo cô trên chuyến hành trình,"
E_C19_July_Maria01_33,chờ đến ngày cô tìm được hạnh phúc của đời mình.
E_C19_July_Maria01_34,Oricana! Đừng đi!
E_C19_July_Maria01_35,A...!
E_C19_July_Maria01_36,Ngươi là...
E_C19_July_Maria01_37,Hự...
E_C19_July_Maria01_38,Đầu ta sắp nổ tung rồi. Maria đâu?
E_C19_July_Maria01_39,"Maria, người không sao chứ?"
E_C19_July_Maria01_40,Vậy người có thích món quà mà tôi chuẩn bị không?
E_C19_July_Maria01_41,......
E_C19_July_Maria01_42,Maria...?
E_C19_July_Maria01_43,Morrah.
E_C19_July_Maria01_44,Không phải là ta không thích món quà của ngươi.
E_C19_July_Maria01_45,Ta đã có thể nói chuyện với Oricana. Dù chỉ vài câu ngắn ngủi thôi nhưng ta rất hạnh phúc.
E_C19_July_Maria01_46,Maria...!
E_C19_July_Maria01_47,Để ta nói nốt.
E_C19_July_Maria01_48,"Điều đó quá nguy hiểm! Người đã buộc ý thức của Oricana trỗi dậy, phải không?"
E_C19_July_Maria01_49,Và ta biết chắc ai đã bày ra trò này.
E_C19_July_Maria01_50,"Ngươi có thể hủy hoại ý thức của chính mình đấy! Còn giờ, ta có ra lệnh cho ngươi mạo hiểm để tặng quà cho ta không hả?"
E_C19_July_Maria01_51,Tôi... tôi xin lỗi!
E_C19_July_Maria01_52,Tôi nghĩ bản thể Oricana xuất hiện sẽ có ý nghĩa nhiều hơn với người vào ngày đặc biệt này.
E_C19_July_Maria01_53,"Tôi đã không suy xét thấu đáo. Tôi xin lỗi, Maria."
E_C19_July_Maria01_54,Có ngươi ở đây với ta là được rồi.
E_C19_July_Maria01_55,Sao cơ?
E_C19_July_Maria01_56,Nếu ngươi ăn mừng cùng ta thì ta cũng vui như thế thôi. Quà cáp đâu có quan trọng.
E_C19_July_Maria01_57,"Ngươi mới chính là người đã chăm sóc ta, chứ không phải Oricana."
E_C19_July_Maria01_58,Maria...
E_C19_July_Maria01_59,"Vậy nên, ta cấm ngươi sau này làm chuyện nguy hiểm như thế nữa. Rõ chưa?"
E_C19_July_Maria01_60,Ta không bao giờ muốn thấy ngươi tự làm mình tổn thương.
E_C19_July_Maria01_61,Tôi sẽ khắc cốt ghi tâm những lời này của người. Và...
E_C19_July_Maria01_62,"Chúc mừng sinh nhật người, Maria!"
E_C19_Jul_Ophelia01_01,Anh Esker đâu rồi...?
E_C19_Jul_Ophelia01_02,"Mọi người đang bận rộn chuẩn bị, vậy mà anh ấy lại lặn mất tăm!"
E_C19_Jul_Ophelia01_03,"Ophelia, anh ở đây!"
E_C19_Jul_Ophelia01_04,Esker!
E_C19_Jul_Ophelia01_05,Lonian cử em đi tìm anh hả?
E_C19_Jul_Ophelia01_06,"Ờ, không có anh thì chúng ta không thể tập luyện."
E_C19_Jul_Ophelia01_07,Anh ta bảo anh quay về mau!
E_C19_Jul_Ophelia01_08,"Rồi, rồi. Lại đây."
E_C19_Jul_Ophelia01_09,Hở? Chúng ta phải quay về ngay!
E_C19_Jul_Ophelia01_10,Esker!
E_C19_Jul_Ophelia01_11,*Phù*... Chúng ta phải đi bao xa nữa?
E_C19_Jul_Ophelia01_12,Em nghĩ chúng ta đi quá xa gánh hát rồi. Anh biết đường về chứ?
E_C19_Jul_Ophelia01_13,Gắng lên.
E_C19_Jul_Ophelia01_14,"Ồ, đến rồi!"
E_C19_Jul_Ophelia01_15,Sao chúng ta lại đến đây...?
E_C19_Jul_Ophelia01_16,A!
E_C19_Jul_Ophelia01_17,Quái vật đá kìa!
E_C19_Jul_Ophelia01_18,Mau quay về kẻo nó nhìn thấy ta đấy...
E_C19_Jul_Ophelia01_19,Hả? Chúng ta đến đây vì nó mà. Sao lại quay về chứ?
E_C19_Jul_Ophelia01_20,"Hả, chúng ta đến đây vì quái vật đá? Tại sao?"
E_C19_Jul_Ophelia01_21,Esker... Lần này anh định làm gì thế...?
E_C19_Jul_Ophelia01_22,"Ha ha, không có gì đặc biệt."
E_C19_Jul_Ophelia01_23,Anh sẽ tặng em một thứ đặc biệt nếu em hạ gục được nó.
E_C19_Jul_Ophelia01_24,"Cố lên, Ophelia."
E_C19_Jul_Ophelia01_25,E-Esker! Anh ơi! Đừng bỏ em một mình!
E_C19_Jul_Ophelia01_26,…
E_C19_Jul_Ophelia01_27,"Xin... chào, Ngài Quái vật đá?"
E_C19_Jul_Ophelia01_28,"Esker bảo ta làm hại ngài, nhưng..."
E_C19_Jul_Ophelia01_29,Thực lòng ta không muốn đâu...
E_C19_Jul_Ophelia01_30,Ky ya!
E_C19_Jul_Ophelia01_31,"*Bíp, bíp, bíp!*"
E_C19_Jul_Ophelia01_32,"Bình tĩnh nào, Ngài Quái vật đá!"
E_C19_Jul_Ophelia01_33,Esker! Eskerrrrr!
E_C19_Jul_Ophelia01_34,Esker! Sao anh có thể...!?
E_C19_Jul_Ophelia01_35,"Carta, Vellekia! "
E_C19_Jul_Ophelia01_36,"*Bép, bíp, bíp!*"
E_C19_Jul_Ophelia01_37,"*Phù*... Ta xin lỗi, Ngài Quái vật đá..."
E_C19_Jul_Ophelia01_38,"Ôi chao, kỹ năng của em tiến bộ nhiều đấy!"
E_C19_Jul_Ophelia01_39,Giờ em có thể tách khỏi gánh hát được rồi đó.
E_C19_Jul_Ophelia01_40,Esker! Anh đùa ác quá đấy...
E_C19_Jul_Ophelia01_41,"Đợi đã, anh sẽ lấy cái đó sau."
E_C19_Jul_Ophelia01_42,"Đi thôi, ta có được thứ ta cần rồi."
