KEY,ChineseTraditional
E_C19_Nov_Aisha01_01,愛紗小姐，祝您生日快樂！
E_C19_Nov_Aisha01_02,您越來越漂亮了，讓我的禮物都相形失色了。
E_C19_Nov_Aisha01_03,再加上這氣派又美麗的花園派對…
E_C19_Nov_Aisha01_04,和達芙尼爾家的千金真的很相配呢。
E_C19_Nov_Aisha01_05,您太過獎了，真的很感謝大家在百忙之中還抽空前來。
E_C19_Nov_Aisha01_06,愛紗小姐，能請您和我共舞一曲嗎？
E_C19_Nov_Aisha01_07,謝謝，但還有其他客人在等呢。
E_C19_Nov_Aisha01_08,那要不要去那邊走一走？
E_C19_Nov_Aisha01_09,我得繼續接待客人才行，可能有點困難。
E_C19_Nov_Aisha01_10,但感謝妳的心意。
E_C19_Nov_Aisha01_11,真是沒時間休息…所以我就說別辦什麼生日派對了。
E_C19_Nov_Aisha01_12,要不是爸爸堅持一定要辦一個盛大的派對…
E_C19_Nov_Aisha01_13,啊，普莉西…
E_C19_Nov_Aisha01_14,您在這裡啊，愛紗小姐！祝您生日快樂！
E_C19_Nov_Aisha01_15,謝、謝謝，真的好久不見了呢。
E_C19_Nov_Aisha01_16,嚇到了嗎？對不起，因為見到您我太高興了…
E_C19_Nov_Aisha01_17,沒關係，最近過得還好嗎？
E_C19_Nov_Aisha01_18,唉…真是…我也想聽到某人的祝福，都還沒聽到…
E_C19_Nov_Aisha01_19,明明是我的生日耶，這算什麼嘛…
E_C19_Nov_Aisha01_20,您累了嗎？也是，畢竟人這麼多。
E_C19_Nov_Aisha01_21,沒事的，大家都是來為我慶祝生日的嘛。
E_C19_Nov_Aisha01_22,當然要好好接待他們。
E_C19_Nov_Aisha01_23,這次生日本來想安安靜靜地過…
E_C19_Nov_Aisha01_24,那也沒辦法，這些也是我該做的事。
E_C19_Nov_Aisha01_25,小姐應該很緊張，卻還是很堅強地在接待客人呢。
E_C19_Nov_Aisha01_26,真不愧是貴族家的千金，無可挑剔啊。
E_C19_Nov_Aisha01_27,不好意思！請幫我一下！
E_C19_Nov_Aisha01_28,好的！
E_C19_Nov_Aisha01_29,話說普莉西拉，妳今天有祝小姐生日快樂了嗎？
E_C19_Nov_Aisha01_30,還沒有，我看小姐一直很忙，我也就…
E_C19_Nov_Aisha01_31,也是…這也沒辦法，小姐會理解的。
E_C19_Nov_Aisha01_32,要真是那樣就好了…
E_C19_Nov_Aisha01_33,沒辦法啊…也不能放著客人不管去跟她說話。
E_C19_Nov_Aisha01_34,禮物是都準備好了…但不知道能不能在今天之內送給她。
E_C19_Nov_Aisha01_35,普莉西拉！過來這裡一下！
E_C19_Nov_Aisha01_36,馬上過去！
E_C19_Nov_Aisha01_37,已經這麼晚了啊…
E_C19_Nov_Aisha01_38,辦派對也不是件簡單的事呢…
E_C19_Nov_Aisha01_39,啊，真是的！這該死的派對到底什麼時候結束啊！
E_C19_Nov_Aisha01_40,小姐還好嗎…看起來很累的樣子…
E_C19_Nov_Aisha01_41,今天真的很開心，下次在我家宅邸辦的派對也歡迎大家來玩！
E_C19_Nov_Aisha01_42,謝謝，請慢走。
E_C19_Nov_Aisha01_43,呃呃，結束了…好累…終於可以休息了…
E_C19_Nov_Aisha01_44,現在幾點了？離午夜還有30分鐘吧…
E_C19_Nov_Aisha01_45,等等，已經這麼晚了嗎？！
E_C19_Nov_Aisha01_46,辛苦了，明天再來整理，今天就先休息吧。
E_C19_Nov_Aisha01_47,雖然今天也剩沒幾分鐘了…
E_C19_Nov_Aisha01_48,知道…什麼？現在幾點了？
E_C19_Nov_Aisha01_49,離午夜還有10分鐘…
E_C19_Nov_Aisha01_50,啊，小姐！請稍等我一下！
E_C19_Nov_Aisha01_51,普莉西拉！來得正好！那個，我…
E_C19_Nov_Aisha01_52,不好意思，但您能過來一下嗎？
E_C19_Nov_Aisha01_53,嗯？
E_C19_Nov_Aisha01_54,您應該已經很累了，真抱歉。
E_C19_Nov_Aisha01_55,但我有句話一定要現在跟您說…
E_C19_Nov_Aisha01_56,嗯嗯，沒關係。普莉西拉妳才是，妳還好嗎？不累嗎？
E_C19_Nov_Aisha01_57,我沒事，更重要的是，
E_C19_Nov_Aisha01_58,生日快樂，小姐，這是我一點小小的心意…
E_C19_Nov_Aisha01_59,我希望能在今天結束之前交給您。
E_C19_Nov_Aisha01_60,不管是什麼我都很喜歡！因為是普莉西拉妳送我的啊！
E_C19_Nov_Aisha01_61,這是我今天收到最棒的禮物了，真的很謝謝妳！
E_C19_Nov_May01_01,呵呵呵～呵呵～
E_C19_Nov_May01_02,梅伊姐姐，看起來心情很好呢。
E_C19_Nov_May01_03,因為就快要到她生日了嘛，所以越來越期待吧。
E_C19_Nov_May01_04,今年要送什麼才好呢…
E_C19_Nov_May01_05,露娜！露娜有想做的事！
E_C19_Nov_May01_06,我想送梅伊姐姐「驚喜」當禮物！
E_C19_Nov_May01_07,「驚喜」嗎？
E_C19_Nov_May01_08,嗯！要說是什麼的話…
E_C19_Nov_May01_09,D-2
E_C19_Nov_May01_10,哇，這個好可愛，多少錢啊？
E_C19_Nov_May01_11,嗯…等生日再買來當作生日禮物好了！！
E_C19_Nov_May01_12,製作煙火？哇…真神奇，一定很有趣。
E_C19_Nov_May01_13,但現在沒有時間…
E_C19_Nov_May01_14,D-1
E_C19_Nov_May01_15,啊…嗚哇…我真的超想要這個的…
E_C19_Nov_May01_16,錢包…呃呃…會超支嗎？
E_C19_Nov_May01_17,是什麼啊？
