KEY,Korean
Sub1_Rephy_1_1_1,푸른 별의 인도자
Sub1_Rephy_1_1_2,모든 생명에는 영혼이 있단다.
Sub1_Rephy_1_1_3,삶이 끝나도 영혼만은 
Sub1_Rephy_1_1_4,이 빛의 세계에 남아 있지.
Sub1_Rephy_1_1_5,"그리고 모두 영혼의 고향, "
Sub1_Rephy_1_1_6,푸른 별로 돌아간단다.
Sub1_Rephy_1_1_7,푸른 별의 여왕 아시피아님의 
Sub1_Rephy_1_1_8,안식의 정원에서 평온히 쉬는 거지. 
Sub1_Rephy_1_1_9,다시 루아님의 부름으로 
Sub1_Rephy_1_1_10,빛의 세계로 돌아갈 때까지 말이다. 
Sub1_Rephy_1_1_11,물론 모든 영혼이 그렇게 될 순 없지.
Sub1_Rephy_1_1_12,무사히 별빛 다리를 건넌 
Sub1_Rephy_1_1_13,순백의 영혼만이 푸른 별로 갈 수 있단다.
Sub1_Rephy_1_1_14,별빛 다리에서 길 잃은 영혼은 
Sub1_Rephy_1_1_15,그대로 어둠에 물들어버리지.
Sub1_Rephy_1_1_16,그래서 우리 영혼의 인도자가 필요한 거다. 
Sub1_Rephy_1_1_17,"그들이 길을 잃지 않도록, "
Sub1_Rephy_1_1_18,항상 '어스름 언덕'에 등불을...
Sub1_Rephy_1_1_19,.............................................
Sub1_Rephy_1_1_20,듣고 있는 거냐....
Sub1_Rephy_1_1_21,레피....레피!....레피!!!!!!!
Sub1_Rephy_1_2_1,앙?! 나 안 잤어. 안 잤다고!
Sub1_Rephy_1_2_2,레피!!! 이 녀석!!! 벌써 몇 번째냐! 
Sub1_Rephy_1_2_3,지금 우리 타미아 족의 가장 중요한 역할을 말하는데 졸다니...
Sub1_Rephy_1_2_4,아냐~아냐~ 레피는 다~ 들었어.
Sub1_Rephy_1_2_5,우리가 푸른 별의 파수꾼이 준 이 '신의 등불'로 '어스름 언덕'을 화아아아아악!!
Sub1_Rephy_1_2_6,불 지르면 되는 거야?
Sub1_Rephy_1_2_7,무슨 뚱딴지같은 소릴 하는 게야!
Sub1_Rephy_1_2_8,똑바로 잘 들어라!! 어스름 언덕에서 붉을 밝힌다!!! 등대처럼 환~~ 하게 말이닷!!!
Sub1_Rephy_1_2_9,그래야 별빛 다리가 다시 빛나 길 잃은 영혼들이 푸른 별까지 무사히 갈 수 있다고....
Sub1_Rephy_1_2_10,Zzzzzz......Zzzzzzzzz......................
