KEY,Korean
E_C19_Jun_Fluss01_01,아..... 추워. 도대체 무슨 일로 이 새벽에 설산까지 오라는 거야.
E_C19_Jun_Fluss01_02,응? 넌!!! 로지나?
E_C19_Jun_Fluss01_03,안녕하십니까. 미트라 씨. 오랜만에 뵙습니다. 
E_C19_Jun_Fluss01_04,"퇴역하셨단 이야긴 들었습니다만, 이곳에서 다시 뵙는군요. "
E_C19_Jun_Fluss01_05,후후... 제국 사격대회에서 보다 이런 곳에서 또 만날 줄은 몰랐네.
E_C19_Jun_Fluss01_06,그런데 무슨 볼일이야?
E_C19_Jun_Fluss01_07,전 오늘 플루스님을 도와드리러 왔습니다.
E_C19_Jun_Fluss01_08,엉? 너도?
E_C19_Jun_Fluss01_09,이런~ 내가 조금 늦었군. 이미 둘은 왔고 한 명만 더 오면 되는 건가?
E_C19_Jun_Fluss01_10,"이봐! 무슨 의뢰야? 꼰대 명령으로 오긴 했지만, 아직 내용도 모른다고~"
E_C19_Jun_Fluss01_11,훗! 잠시만 기다리지. 아! 마침 오는군!
E_C19_Jun_Fluss01_12,미~~~안!!! 루나 늦은 거야?
E_C19_Jun_Fluss01_13,(귀.... 귀여워!!!!!)
E_C19_Jun_Fluss01_14,아... 아니지. 이 꼬마는 뭐야? 지금 뭐 하는 건데?
E_C19_Jun_Fluss01_15,"오늘 제군들, 아니 여러분이 날 도와 할 일은 바로 이것!"
E_C19_Jun_Fluss01_16,이 설산에서만 자라는 불멸의 장미를 찾는 일이다. 
E_C19_Jun_Fluss01_17,우선 루나? 이 장미 냄새를 기억한 후 눈밭에서 찾아주겠니?
E_C19_Jun_Fluss01_18,응~~ 루나는 눈 속에서도 냄새 잘 맡아~ 아! 저쪽에서 또 난다!
E_C19_Jun_Fluss01_19,특별한 장미를 찾는다면 저 꼬마만 있어도 되는 거 아냐? 우리까지 왜?
E_C19_Jun_Fluss01_20,그렇게 간단한 문제가 아니다. 이제 곧 알게 될 테니 장전해 두라고.
E_C19_Jun_Fluss01_21,????
E_C19_Jun_Fluss01_22,여기 장미꽃 있어~! 으아아아앙!!!! 저리 가! 괴물아!!!
E_C19_Jun_Fluss01_23,자! 어서 가자고!
E_C19_Jun_Fluss01_24,젠장!!! 꼬마야! 괜찮냐?
E_C19_Jun_Fluss01_25,이봐! 저 괴물은 뭐야? 
E_C19_Jun_Fluss01_26,불멸의 장미를 지키는 수호자랄까? 
E_C19_Jun_Fluss01_27,장미를 얻으려면 필연적으로 제거해야 할 적이지. 그럼 제군들! 실력 좀 볼까?
E_C19_Jun_Fluss01_28,고작... 저 장미를 얻는 게 의뢰라고?
E_C19_Jun_Fluss01_29,꺾여도 아름다움을 잃지 않는 장미에게 고작이라고 하면 실례지. 
E_C19_Jun_Fluss01_30,명령... 따르겠습니다.
E_C19_Jun_Fluss01_31,꼰대가 나한테 가라고 할 때부터 알아봤어.... 역시 귀찮은 일이잖아. 젠장...
E_C19_Jun_Fluss01_32,루나도 싸울 거야!
