KEY,Japanese
Sub1_Theo_1_1_1,テオの書
Sub1_Theo_1_1_2,あなたに出会って私は気づいた。
Sub1_Theo_1_1_3,この世界がこんなにも美しかったことに。
Sub1_Theo_1_1_4,戦うことでしか自らの存在を確かめることのできなかった私にとって
Sub1_Theo_1_1_5,あなたはまるで太陽のような存在だった。
Sub1_Theo_1_1_6,世を彩る宝石は多々あるけれど
Sub1_Theo_1_1_7,どんな宝石よりも美しく輝くあなたの前に、ひざまずいたあの日......。
Sub1_Theo_1_1_8,色鮮やかに咲き乱れ、その姿を誇る花々の中で
Sub1_Theo_1_1_9,私を見つめるあなたの頬は赤く染まり
Sub1_Theo_1_1_10,それを見上げる私の呼吸も永遠に止まってしまうかと思ったあの日......。
Sub1_Theo_1_1_11,――私の名はテオ・フィル・グレイウム。
Sub1_Theo_1_1_12,今日から私はあなたのためだけに生き、あなたのために戦う槍となろう。
Sub1_Theo_1_1_13,あなたと出会ったあの日に
Sub1_Theo_1_1_14,私は新しい自分へと生まれ変わったのだ。
Sub1_Theo_1_1_15,誰のものとも知れぬ血を浴び、呆然とたたずんでいた私の手を取り
Sub1_Theo_1_1_16,あなたはそっと、優しく抱きしめてくれた。
Sub1_Theo_1_1_17,槍を握り続けた私の手は硬く、あなたの手は花びらのように柔らかかった。
Sub1_Theo_1_1_18,その時に、私は誓ったのだ。
Sub1_Theo_1_1_19,過去の自分をすべて捨てることになっても、あなたを守り抜こうと。
Sub1_Theo_1_1_20,あなたのもとへと帰る途中、見上げた空はいつも青く澄んでいた。
Sub1_Theo_1_1_21,顔を撫でていく風にさえ、あなたの暖かい手を思い出す。
Sub1_Theo_1_1_22,そんな自分が少し恥ずかしくて、けれど確かに幸福で......。
Sub1_Theo_1_1_23,――それなのにあの日、すべては変わってしまった。
Sub1_Theo_1_1_24,あなたを失って、私は初めて気づいた。
Sub1_Theo_1_1_25,長くはない私の人生の中で
Sub1_Theo_1_1_26,これまで過ごしてきた数千の日々の中で
Sub1_Theo_1_1_27,もっとも輝いていたのは、あなたと共に過ごした日々なのだと。
Sub1_Theo_1_1_28,あなたが覚めることのない、永遠の眠りについたあの日。
Sub1_Theo_1_1_29,私もその横で眠ってしまいたいと、どれほど願ったことだろう。
Sub1_Theo_1_1_30,そしてその願いは叶ったのだ――。
Sub1_Theo_1_1_31,――あなたに会いたい――
Sub1_Theo_2_1_1,私の忠実なる騎士よ。民があなたの助けを必要としています。
Sub1_Theo_2_1_2,暴走するゴーレムを止め、どうか人々を救ってください。
Sub1_Theo_2_1_3,ですがレディ......！
Sub1_Theo_2_1_4,私のことなら心配しないで。ちゃんと待っていますから。
Sub1_Theo_2_1_5,あなたが私のもとへと戻るまで。
Sub1_Theo_2_1_6,しかし......！
Sub1_Theo_2_1_7,テオ――。
Sub1_Theo_2_2_1,あなたのいないこの場所には、もう何も残ってはいない......。
Sub1_Theo_2_2_2,100年もの時間はすべてを奪い去ってしまったのか......。
Sub1_Theo_2_2_3,私の国は......
Sub1_Theo_2_2_4,グレイ公国は、完全に消えてしまったんだな......。
Sub1_Theo_2_2_5,――！？
Sub1_Theo_2_3_1,なんということだ......。
Sub1_Theo_2_3_2,聖剣の使い手とはいえ、あんな子供に後れをとるとは......。
Sub1_Theo_2_3_3,おまけにあの裏切り者め、我が娘まで......！
Sub1_Theo_2_3_4,この辺りには、もう使えそうな死体もないようだな。
Sub1_Theo_2_3_5,公国の民でもいればよかったのだが......。
Sub1_Theo_2_3_6,こんなことなら、何人か残しておくべきだったか。
Sub1_Theo_2_4_1,き......
Sub1_Theo_2_4_2,貴様......
Sub1_Theo_2_4_3,貴様――っ！！！！！
Sub1_Theo_2_4_4,ガハッ――！
Sub1_Theo_2_5_1,な、なんだ！？
Sub1_Theo_2_5_2,その赤い槍......まさか......！
Sub1_Theo_2_5_3,その紋章......やはり貴様は......！
Sub1_Theo_2_6_1,殺してやる――！！
Sub1_Theo_2_6_2,いや......だがなぜここにいるのだ......！？
Sub1_Theo_2_6_3,マルドゥクの脳裏に、ある人物の姿がよみがえる。
Sub1_Theo_2_6_4,それは魔族を相手にグレイ公国を守り、最後まで戦った１人の男。
Sub1_Theo_2_6_5,しょせんは人間、魔族の敵ではない。
Sub1_Theo_2_6_6,そんな思い込みを覆す、恐ろしいまでの強さを誇る公国の騎士。
Sub1_Theo_2_6_7,天から落ちる数百本の赤い稲妻。
Sub1_Theo_2_6_8,その只中で、槍を構えた彼は鬼神の如き働きを見せていた――。
Sub1_Theo_2_6_9,なぜ貴様が生きているのだ......！
Sub1_Theo_2_6_10,100年前に死んだはずの貴様が......っ！！
Sub1_Theo_2_7_1,うぐ......っ......！
Sub1_Theo_2_7_2,おのれ......人間風情が......！
Sub1_Theo_2_7_3,なぜ......なぜ貴様の槍につけられた傷は塞がらないのだ......！
Sub1_Theo_2_7_4,このままでは魔力を集めることも......！
Sub1_Theo_2_8_1,や、やめろ......！！
Sub1_Theo_2_8_2,黙れ！　その薄汚い口を開くな！
Sub1_Theo_2_8_3,ぐぁっ！！！
Sub1_Theo_2_8_4,許さない......絶対に、貴様だけは許せない！
Sub1_Theo_2_8_5,国だけでなく、貴様のことを信じていた国民を......
Sub1_Theo_2_8_6,何より彼女のことを......！！
Sub1_Theo_2_8_7,今度こそ殺してやる！！
Sub1_Theo_2_8_8,あの日、我が祖国を滅ぼした者たち全員を！！
Sub1_Theo_2_8_9,１人残らず殺してやる――！
Sub1_Theo_2_8_10,ま......待て！
Sub1_Theo_2_8_11,ジェーン・グレイは死んではいないぞ――！
Sub1_Theo_2_8_12,――！！
Sub1_Theo_2_8_13,今......なんと言った......？
Sub1_Theo_2_8_14,ジェーン・グレイはまだ生きていると言ったのだ。
Sub1_Theo_2_8_15,ジェーン様が......
Sub1_Theo_2_8_16,生きている......だと......？
Sub1_Theo_2_8_17,あなたが永遠の眠りについたあの日
Sub1_Theo_2_8_18,私の生きる意味もまた、永遠に失われた......。
Sub1_Theo_2_8_19,思い出だけを道連れに、虚しいばかりの旅をずっと続けてきたが
Sub1_Theo_2_8_20,あなたが生きているのなら
