KEY,Korean
Sub1_Viska_Title,약육강식
Sub1_Viska_1_1_1,마족이 다시 난동을 부리고 있다는 그 소문이 진짜인가?
Sub1_Viska_1_1_2,원정대 소문은 아직 못 들었어? 굉장히 강력한 마족들도 나타나서 살육을 일삼고 있다던데.
Sub1_Viska_1_1_3,그 뿐만이 아니야. 루아교단 성기사단도 매일 출동할 정도로 사건이 많아졌다더라고.
Sub1_Viska_1_1_4,우리 같은 하급 병사들이 어떻게 할 수 있는 일은 아닌거 같은데...
Sub1_Viska_1_1_5,그래서 수호기사단의 데미아님께서 직접 명령하셨잖아. 
Sub1_Viska_1_1_6,"어지간한 상황이 아닌 이상은, 싸우지 말고 바로 도망치라고."
Sub1_Viska_1_1_7,"당연한 거지. 스켈레톤이나 좀비 같은 하급 마족 하나 둘 정도는 대응이 가능하겠지만,"
Sub1_Viska_1_1_8,보통 언데드는 군대 단위로 움직이니까...
Sub1_Viska_1_1_9,게다가 고위급 마족이라면 전투는 완전히 논외지.
Sub1_Viska_1_1_10,어쨌든 마족이 나타나면...보고가 우선이야.
Sub1_Viska_1_1_11,...?!...잠깐만...뭔가 소리가 들리지 않아?
Sub1_Viska_1_1_12,부스럭거리는 소리가...거기 누구냐!!
Sub1_Viska_1_1_13,"흐아암, 냄새가 점점 가까워져 오는데...슬슬 움직여볼까..."
Sub1_Viska_1_1_14,"어라, 오르벨리아 병사 아저씨들이네. 안녕?"
Sub1_Viska_1_1_15,으음? 여기 주변의 마을 아이인가?
Sub1_Viska_1_1_16,"꼬마야, 어디서 왔니? 요즘 바깥은 마족들이 많아서 위험한데, 얼른 집으로 돌아가렴."
Sub1_Viska_1_1_17,혹시 길을 모르면 데려다줄까?
Sub1_Viska_1_1_18,"응? 아니, 그럴 필요는 없어. 그보다 말이야..."
Sub1_Viska_1_1_19,...?
Sub1_Viska_1_1_20,아저씨들이야말로 위험한거 아냐?
Sub1_Viska_1_1_21,마족이 요즘 난동부린다며? 죽을 수도 있다고?
Sub1_Viska_1_1_22,"뭐, 우린 이게 일이니까..."
Sub1_Viska_1_1_23,"이왕 이렇게 된 거, 한가지 좋은 걸 알려줄게."
Sub1_Viska_1_1_24,저 멀리 북쪽을 봐봐. 뭔가 보이지 않아?
Sub1_Viska_1_1_25,"으음...? 아니, 잘 안보이는데..."
Sub1_Viska_1_1_26,"아니, 잘 보면 연기같은게 나는 거 같기도..."
Sub1_Viska_1_1_27,저거 북쪽 바다에 가까운 라임 마을 쪽이잖아?
Sub1_Viska_1_1_28,"호오, 바다 쪽의 라임 마을, 이라. 맛있을거 같은 이름이네~"
Sub1_Viska_1_1_29,"어쨌든, 저기 있는 마을은 곧 있으면 괴멸이야."
Sub1_Viska_1_1_30,아마 곧 있으면 여기까지도 들어닥칠걸?
Sub1_Viska_1_1_31,"...저급한 언데드들의 대군이, 말이야."
Sub1_Viska_1_1_32,"...에이 설마, 언데드 따위가 바다를 넘어올 배를 만든다는 건..."
Sub1_Viska_1_1_33,설령 그렇다 해도 넌 그걸 어떻게 알았...
Sub1_Viska_1_1_34,!!!!
Sub1_Viska_1_1_35,"거봐, 벌써 여기까지 왔잖아."
Sub1_Viska_1_1_36,"아저씨들, 얼른 도망가는게 좋지 않을까?"
Sub1_Viska_1_1_37,진짜로 바다를 건너오다니...해군은 뭘 하는 거야!!
Sub1_Viska_1_1_38,넌 얼른 수도에 돌아가서 데미아님께 보고해! 
Sub1_Viska_1_1_39,너는 어쩌고!
Sub1_Viska_1_1_40,어린 여자아이를 혼자 둘 순 없잖아?! 가장 가까운 요새로 데려가겠어!
Sub1_Viska_1_1_41,"자, 이리 오렴."
Sub1_Viska_1_1_42,괜찮을 거야. 아저씨가 안전하게 지켜줄게!!
Sub1_Viska_1_1_43,...
Sub1_Viska_1_1_44,"거참, 역시 인간은 귀찮은 생명체야~"
Sub1_Viska_1_1_45,제 몸 하나 간수 못하는 것들이 남을 신경쓰고 말이야.
Sub1_Viska_1_1_46,...?!
Sub1_Viska_1_1_47,"...마, 마족?!"
Sub1_Viska_1_1_48,"전혀 눈치채지 못했어? 크크큭...뭐, 그럴 만도 하지."
Sub1_Viska_1_1_49,확실히 이 몸의 주인은 본래 인간이었으니까. 키히히히!!
Sub1_Viska_1_1_50,"게다가, 작고 귀여운 여자아이잖아? 방심할 만도 하지~"
Sub1_Viska_1_1_51,사악한 마족놈! 어린 여자 아이의 몸을 빼앗다니...!
Sub1_Viska_1_1_52,"뺏어? 킥킥킥, 그런 소리를 하면 섭하지."
Sub1_Viska_1_1_53,내가 아니었다면 이 아이는 벌써 까마귀밥 신세였다고~
Sub1_Viska_1_1_54,"나랑 계약을 맺지 않았더라면, 다른 마족에게 당한 상처 때문에 죽었을 테니까."
Sub1_Viska_1_1_55,생명의 은인이라는 말이 더 어울리지 않을까? 크크큭...
Sub1_Viska_1_1_56,"뭐, 그건 그렇다 치고."
Sub1_Viska_1_1_57,너희같이 약해빠진 것들을 죽이는 취미는 없단 말이지.
Sub1_Viska_1_1_58,"물론, 너희들이 나한테 덤빈다...라면 이야기는 다르겠지만."
Sub1_Viska_1_1_59,"좋아. 지금부터 10초의 시간을 주지. 도망칠 건지, 싸울 건지 정해~"
Sub1_Viska_1_1_60,하지만 덤빌 거라면...죽을 각오로 덤비라고? 키히히!!!
Sub1_Viska_1_1_61,히...히익...!!
Sub1_Viska_1_1_62,"...역시. 자아, 그럼 방해물은 사라졌고..."
Sub1_Viska_1_1_63,슬슬 배도 고픈데...
Sub1_Viska_1_1_64,혹시 몰라? 언데드들을 지휘하는 상급 마족이 있을지도...
Sub1_Viska_1_1_65,기대해도 괜찮겠지~? 후후후...
Sub1_Viska_1_1_66,그럼 어디... 사냥을 시작해볼까~
Sub1_Viska_1_2_1,"너희 같은 하급 언데드 따위, 한입거리조차 되지 않는다고!!"
Sub1_Viska_1_2_2,먹어도 배는 차지도 않고!
Sub1_Viska_1_2_3,맛도 없고! 영양가도 없고!
Sub1_Viska_1_2_4,"무엇보다도, 더 강해질 수가 없다고!"
Sub1_Viska_1_2_5,더 강한 놈은 어디야? 없어?!
Sub1_Viska_1_2_6,없으면 전부 죽여버릴 뿐이야! 캬하하하!!
Sub1_Viska_1_3_1,"호오, 네 놈이 대장인가? "
Sub1_Viska_1_3_2,꽤 크지만...역시 허접한 언데드일 뿐.
Sub1_Viska_1_3_3,"맛도 없어 보이고, 전혀 대장의 그릇이라고 보기 어려운걸..."
Sub1_Viska_1_3_4,...카카칵..!!!
Sub1_Viska_1_3_5,"크크큭, 역시 저급한 언데드는 상종할 바가 못 돼."
Sub1_Viska_1_3_6,자신보다 고위 마족인 나를 알아보지도 못하다니 - 
Sub1_Viska_1_3_7,"주제를 모르고 덤비는군, 쓰레기!!"
Sub1_Viska_1_4_1,"퉤퉤퉤....아우 정말, 더럽게 맛없네."
Sub1_Viska_1_4_2,"뭐, 좋아. 잡아먹은 영혼으로부터 필요한 정보는 얻었어."
Sub1_Viska_1_4_3,놈들의 주인의 이름은 말두크...라.
Sub1_Viska_1_4_4,"말두크라는 이름, 어둠의 세계에서는 들어본 적 없는 놈이었는데..."
Sub1_Viska_1_4_5,이쪽 세계에서 마족이 된 경우인가? 리치가 되자마자 앙그문드의 책사가 되었다던가...
Sub1_Viska_1_4_6,나름 강할거 같은데? 언데드라는 건 마음에 걸리지만...
Sub1_Viska_1_4_7,"뭐, 상관 없어. 어차피 앙그문드, 그리고 그의 최측근을 다 잡아먹고 흡수하는게 목표였으니까..."
Sub1_Viska_1_4_8,"어쨌든, 갈루아 평원으로 가야 하는 건가? 바다는 혼자서 못 건널 것 같고..."
Sub1_Viska_1_4_9,"에이, 몰라!"
Sub1_Viska_1_4_10,쭉 걸어가다보면 언젠간 도달하겠지. 룰루랄라~
Sub1_Viska_2_1_1,"흐응, 강렬한 기운을 품은 숲이군..."
Sub1_Viska_2_1_2,마족인 나하고는 안 맞는 기운이지만...
Sub1_Viska_2_1_3,으음?
Sub1_Viska_2_1_4,저쪽 방향에서 희미하지만 언데드의 냄새도 나는 거 같은데...
Sub1_Viska_2_1_5,"흐응, 역시나 내 코는 속일 수 없지."
