KEY,"Korean"
NEWBIE_ATTENDANCE_NAME_1_1,"스태미나 물약"
NEWBIE_ATTENDANCE_DESC_1_1,"스태미나 물약은 챕터 전투, 레이드에서 필요한 스태미나를 채울 수 있습니다."
NEWBIE_ATTENDANCE_NAME_1_2,"정의의 파편"
NEWBIE_ATTENDANCE_DESC_1_2,"정의의 파편을 사용하면 기사, 전사, 사제 영웅을 더 높은 단계로 각성할 수 있습니다.\n각성은 영웅의 전당에서 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_1_3,"무력의 파편"
NEWBIE_ATTENDANCE_DESC_1_3,"무력의 파편을 사용하면 전사, 궁수, 마법사 영웅을 더 높은 단계로 각성할 수 있습니다.\n각성은 영웅의 전당에서 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_1_4,"지혜의 파편"
NEWBIE_ATTENDANCE_DESC_1_4,"지혜의 파편을 사용하면 암살자, 기계공, 마법사 영웅을 더 높은 단계로 각성할 수 있습니다.\n각성은 영웅의 전당에서 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_1_5,"전략의 파편"
NEWBIE_ATTENDANCE_DESC_1_5,"전략의 파편을 사용하면 기사, 궁수, 기계공 영웅을 더 높은 단계로 각성할 수 있습니다.\n각성은 영웅의 전당에서 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_1_6,"인내의 파편"
NEWBIE_ATTENDANCE_DESC_1_6,"인내의 파편을 사용하면 기사, 암살자, 사제 영웅을 더 높은 단계로 각성할 수 있습니다.\n각성은 영웅의 전당에서 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_1_7,"조화의 파편"
NEWBIE_ATTENDANCE_DESC_1_7,"조화의 파편을 사용하면 궁수, 마법사, 사제 영웅을 더 높은 단계로 각성할 수 있습니다.\n각성은 영웅의 전당에서 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_1_8,"행운의 파편"
NEWBIE_ATTENDANCE_DESC_1_8,"행운의 파편을 사용하면 전사, 암살자, 기계공 영웅을 더 높은 단계로 각성할 수 있습니다.\n각성은 영웅의 전당에서 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_1_9,"100만 골드"
NEWBIE_ATTENDANCE_DESC_1_9,"골드는 아이템을 구매하고 장비를 강화할 때 사용할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_2_1,"500만 골드"
NEWBIE_ATTENDANCE_DESC_2_1,"골드는 아이템을 구매하고 장비를 강화할 때 사용할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_2_2,"경험의 물약 (중)"
NEWBIE_ATTENDANCE_DESC_2_2,"경험의 물약을 사용하면 영웅의 레벨을 올릴 수 있습니다."
NEWBIE_ATTENDANCE_NAME_3_1,"초보자용 랜덤 전용무기 쿠폰"
NEWBIE_ATTENDANCE_DESC_3_1,"특정 영웅만 사용할 수 있는 전용 무기 중 하나를 랜덤하게 획득할 수 있습니다.\n전용 무기를 가진 영웅은 더욱 더 강해집니다."
NEWBIE_ATTENDANCE_NAME_4_1,"3성 영웅선택권"
NEWBIE_ATTENDANCE_DESC_4_1,"3성 영웅 중 한 명과 함께 할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_5_1,"500만 골드"
NEWBIE_ATTENDANCE_DESC_5_1,"골드는 아이템을 구매하고 장비를 강화할 때 사용할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_5_2,"경험의 물약 (중)"
NEWBIE_ATTENDANCE_DESC_5_2,"경험의 물약을 사용하면 영웅의 레벨을 올릴 수 있습니다."
NEWBIE_ATTENDANCE_NAME_6_1,"T4 전설장비 선택권 - 장신구"
NEWBIE_ATTENDANCE_DESC_6_1,"원하는 옵션을 선택하여 전투를 더 효율적으로 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_6_2,"T4 전설장비 선택권 - 보조장비"
NEWBIE_ATTENDANCE_DESC_6_2,"원하는 옵션을 선택하여 전투를 더 효율적으로 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_6_3,"T4 전설장비 선택권 - 방어구"
NEWBIE_ATTENDANCE_DESC_6_3,"원하는 옵션을 선택하여 전투를 더 효율적으로 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_7_1,"왕실금고 열쇠묶음"
NEWBIE_ATTENDANCE_DESC_7_1,"왕실 금고에 5번 더 도전할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_7_2,"지하감옥 열쇠묶음"
NEWBIE_ATTENDANCE_DESC_7_2,"지하 감옥에 5번 더 도전할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_7_3,"상급던전 열쇠묶음"
NEWBIE_ATTENDANCE_DESC_7_3,"상급 던전에 5번 더 도전할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_7_4,"경험의 물약 (중)"
NEWBIE_ATTENDANCE_DESC_7_4,"경험의 물약을 사용하면 영웅의 레벨을 올릴 수 있습니다."
NEWBIE_ATTENDANCE_NAME_8_1,"T5 전설장비 선택권 - 장신구"
NEWBIE_ATTENDANCE_DESC_8_1,"원하는 옵션을 선택하여 전투를 더 효율적으로 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_8_2,"T5 전설장비 선택권 - 보조장비"
NEWBIE_ATTENDANCE_DESC_8_2,"원하는 옵션을 선택하여 전투를 더 효율적으로 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_8_3,"T5 전설장비 선택권 - 방어구"
NEWBIE_ATTENDANCE_DESC_8_3,"원하는 옵션을 선택하여 전투를 더 효율적으로 진행할 수 있습니다."
NEWBIE_ATTENDANCE_NAME_8_4,"T5 전설장비 선택권 - 보주"
