KEY,Portuguese
Sub1_Ophelia_1_1,Tive um pesadelo.
Sub1_Ophelia_1_2,O mundo inteiro estava sendo contaminado pela escuridão.
Sub1_Ophelia_1_3,Nada pude fazer além de observar o mundo ser dominado pela escuridão.
Sub1_Ophelia_1_4,Tive um sonho.
Sub1_Ophelia_1_5,"Estava arrasada, chorando como uma criança, quando ele veio ao meu lado como um raio de luz."
Sub1_Ophelia_1_6,"Assim que ele estendeu a sua mão,"
Sub1_Ophelia_1_7,"as flores ganharam muitas cores,"
Sub1_Ophelia_1_8,"a planície recuperou o verde, e o céu, o azul,"
Sub1_Ophelia_1_9,e o sol fez a escuridão se afastar.
Sub1_Ophelia_1_10,"Acordei do sonho, mas..."
Sub1_Ophelia_1_11,Não me lembro do seu rosto.
Sub1_Ophelia_1_12,Não me lembro da sua voz.
Sub1_Ophelia_1_13,Mas não me esqueço do seu calor que me acalentou.
Sub1_Ophelia_1_14,"Por isso, definitivamente tenho que encontrá-lo."
Sub1_Ophelia_1_15,Meu guia.
Sub1_Ophelia_1_16,Minha estrela.
Sub1_Ophelia_1_17,Meu destino.
Sub1_Ophelia_2_1,Hum... Já passou um mês desde que me afastei do Stardust.
Sub1_Ophelia_2_2,O capitão já deve ter atravessado o continente.
Sub1_Ophelia_2_3,Estou com um bom pressentimento sobre esta peregrinação... até sonhei com ele hoje!
Sub1_Ophelia_2_4,"Ei crianças, vocês também, né?"
Sub1_Ophelia_2_5,Ei! Isso faz cócegas! Hihi!
Sub1_Ophelia_2_6,"Carruagem encantada, vamos depressa para a Árvore do Mundo!"
Sub1_Ophelia_3_1,Já ouviu estrelas sussurrarem?
Sub1_Ophelia_3_2,Aquelas vozes místicas e límpidas
Sub1_Ophelia_3_3,Porque hoje
Sub1_Ophelia_3_4,Todos os astrólogos se reunirão aqui para ver o céu...
Sub1_Ophelia_3_5,neste santuário onde a astrologia teve início: a Árvore do Mundo.
Sub1_Ophelia_3_6,"Uau... Tem muita gente. Bem, hoje era de se esperar."
Sub1_Ophelia_3_7,Bruxa Ophelia.
Sub1_Ophelia_3_8,"Como sucessora da história profética recebida das estrelas, dirijo-me em oração à Árvore do Mundo."
Sub1_Ophelia_3_9,Ajude-me a ver a luz dentro dos olhos das pessoas...
Sub1_Ophelia_3_10,"e... o rosto dele, o mais belo deste mundo..."
Sub1_Ophelia_3_11,Façam silêncio. É sempre a mesma coisa quando viemos aqui... Aqui é um local sagrado.
Sub1_Ophelia_3_12,Hein...? Vellekia!! Aonde vai?!
Sub1_Ophelia_3_13,É perigoso se perder por aqui!!!
Sub1_Ophelia_3_14,"Vellekia, você está aí?"
Sub1_Ophelia_3_15,O que é aquela luz...?
Sub1_Ophelia_3_16,Hã..?! É um círculo mágico...?
Sub1_Ophelia_3_17,Ah...!
Sub1_Ophelia_3_18,Sabia que virias.
Sub1_Ophelia_3_19,Menina que se tornou meu último sonho...
Sub1_Ophelia_3_20,Quem é você...?
Sub1_Ophelia_4_1,"Ai... Minha cabeça... Afinal, o que aconteceu...?"
Sub1_Ophelia_4_2,Que lugar é este?
Sub1_Ophelia_4_3,Estão todos bem?
Sub1_Ophelia_4_4,...
Sub1_Ophelia_4_5,Hã...?
Sub1_Ophelia_4_6,Vocês todos... Por que estão tão quietos?
Sub1_Ophelia_4_7,"Ei, pessoal? É alguma brincadeira?"
Sub1_Ophelia_4_8,"Já deu, né?"
Sub1_Ophelia_4_9,"Não gosto de brincadeiras desse tipo. Respondam, logo."
Sub1_Ophelia_4_10,Elliciad! Vellekia! Carta! Panelity! Gigantes!!
Sub1_Ophelia_4_11,Com licença...
Sub1_Ophelia_4_12,...?
Sub1_Ophelia_4_13,O que aconteceu...
Sub1_Ophelia_4_14,Meus amigos sumiram por minha culpa.
Sub1_Ophelia_4_15,Não deveria tê-los perdido... É tudo minha culpa....
Sub1_Ophelia_4_16,Hmmm... Eu... poderia... ajudar em algo...?
Sub1_Ophelia_4_17,"Não, está bem..."
Sub1_Ophelia_4_18,Pode me dizer como se faz para sair daqui?
Sub1_Ophelia_4_19,Preciso achar uma maneira de fazer meus amigos voltarem.
Sub1_Ophelia_4_20,Mas é que... o caminho no interior da Árvore do Mundo é complicado e perigoso.
Sub1_Ophelia_4_21,Acho que... ir comigo... seria melhor...
Sub1_Ophelia_4_22,Então você está extraindo seivas aqui?
Sub1_Ophelia_4_23,Isso... Dizem que folhas jovens... tem o poder de estimular o cérebro...
Sub1_Ophelia_4_24,Para gerar ideias... Ah... Hum... É que eu sou escritor...
Sub1_Ophelia_4_25,Escritor? É mesmo? Que incrível!
Sub1_Ophelia_4_26,Hehe... Estou escrevendo um romance....
Sub1_Ophelia_4_27,Eu também gosto bastante de romances.
Sub1_Ophelia_4_28,Principalmente ‘A inocente arte do amor I’ de Wild Glasses.
Sub1_Ophelia_4_29,E o final do livro? Como é que alguém pode pensar assim?
Sub1_Ophelia_4_30,Ahahaha... Eu também conheço bem... esse escritor...
Sub1_Ophelia_4_31,"Ah! Hum... Ophelia, você disse que é astróloga?"
Sub1_Ophelia_4_32,"Ah, sim! Consulto cartas de tarô para as pessoas que encontro no caminho da peregrinação."
Sub1_Ophelia_4_33,Meus amiguinhos se alegravam toda vez que lia a sorte das pessoas...
Sub1_Ophelia_4_34,Não se desanime... Deve ter uma forma...
Sub1_Ophelia_4_35,"Hum... Se não se importa, poderia me contar mais sobre a sua história no caminho...?"
Sub1_Ophelia_5_1,Uau... então você está à procura do destino...
Sub1_Ophelia_5_2,"Mais exatamente, a pessoa do meu destino..."
Sub1_Ophelia_5_3,Hein...? Era esse tipo de destino que você se referia?
Sub1_Ophelia_5_4,"Achei que o destino fosse salvar o mundo, ou algo assim..."
Sub1_Ophelia_5_5,Hihi... O amor de uma garota é mais importante que salvar o mundo.
Sub1_Ophelia_5_6,(Partir numa viagem para encontrar seu amor...)
Sub1_Ophelia_5_7,(É perfeito para o tema do segundo livro.)
Sub1_Ophelia_5_8,Ahaha... Entendi...
Sub1_Ophelia_5_9,Mas de nada adianta falar destas coisas se meus amiguinhos não estão aqui...
