KEY,Portuguese
E_C19_Dec_Pavel01_01,...
E_C19_Dec_Pavel01_02,"Vendo agora, o que sinto... são sentimentos mistos."
E_C19_Dec_Pavel01_03,"Mesmo sendo tudo em vão, não quero deixar escapar..."
E_C19_Dec_Pavel01_04,Essas sensações vagas... não querem sair da minha cabeça.
E_C19_Dec_Pavel01_05,"(Aqui, neste solo gelado, o corpo de Arlette descansará para sempre.)"
E_C19_Dec_Pavel01_06,(Esse cadáver frio e que não mexe... será a sua forma para sempre.)
E_C19_Dec_Pavel01_07,(Mas...)
E_C19_Dec_Pavel01_08,Está frio...
E_C19_Dec_Pavel01_09,Jamais imaginei que sentiria o ar gelado deste lugar...
E_C19_Dec_Pavel01_10,Esse frio que atravessa até mesmo os ossos está penetrando por todo meu corpo...
E_C19_Dec_Pavel01_11,"Quando despertei, o nonagésimo inverno estava se aproximando."
E_C19_Dec_Pavel01_12,"E... e hoje, já estamos no centésimo inverno."
E_C19_Dec_Pavel01_13,Então foi isso...
E_C19_Dec_Pavel01_14,"Mesmo sabendo que poderia morrer, erguer a espada contra mim..."
E_C19_Dec_Pavel01_15,... foi um ato desesperado...
E_C19_Dec_Pavel01_16,... de alguém cujo coração se despedaçava mais a medida que o tempo passava de forma cruel...
E_C19_Dec_Pavel01_17,Porém a saudade que ele sente e...
E_C19_Dec_Pavel01_18,"a saudade que sinto neste momento, são coisas completamente diferentes."
E_C19_Dec_Pavel01_19,E tão grande quanto essa diferença
E_C19_Dec_Pavel01_20,deve ser a dimensão da dor que cada um deve suportar...
E_C19_Dec_Pavel01_21,(O desejo de encontrar a pessoa querida que está viva em algum lugar...)
E_C19_Dec_Pavel01_22,(... e a necessidade de se despedir de alguém que não poderá reencontrar...)
E_C19_Dec_Pavel01_23,Preocupo-me com você.
E_C19_Dec_Pavel01_24,"Estamos juntos agora, mas..."
E_C19_Dec_Pavel01_25,Depois que partirmos... você ficará sozinho novamente.
E_C19_Dec_Pavel01_26,(Sim... lembro-me bem.)
E_C19_Dec_Pavel01_27,(Você estava abatida quando apareceu com sobreviventes de uma nação que havia sido destruído.)
E_C19_Dec_Pavel01_28,(Mas você era diferente dos outros humanos.)
E_C19_Dec_Pavel01_29,"(Mesmo eu querendo expulsá-los por estarem atrapalhando, você sempre me tratou com gentileza.)"
E_C19_Dec_Pavel01_30,"(Confesso que muitas vezes fiquei impaciente e irritado, mas...)"
E_C19_Dec_Pavel01_31,"(... considero o tempo que passamos conversando, até que muito bom.)"
E_C19_Dec_Pavel01_32,Agora me lembro que você me contava...
E_C19_Dec_Pavel01_33,"... sobre o que havia no biscoito de hoje, sobre quando começou a gostar do Kyle..."
E_C19_Dec_Pavel01_34,... sobre o lugar que Kyle e Maria te levaram para passear...
E_C19_Dec_Pavel01_35,"Vendo agora, eram só assuntos pessoais."
E_C19_Dec_Pavel01_36,"(É até estranho, mas... o que ela contava não era entediante.)"
E_C19_Dec_Pavel01_37,"Hum, Pavel..."
E_C19_Dec_Pavel01_38,Um dia... alguém que consiga te compreender...
E_C19_Dec_Pavel01_39,O que foi isso? Tenho a impressão de que era uma memória muito importante...
E_C19_Dec_Pavel01_40,Tem alguém aí?
E_C19_Dec_Pavel01_41,"Sem sinais da Lewisia, por enquanto..."
E_C19_Dec_Pavel01_42,Quanto à Rodina...
E_C19_Dec_Pavel01_43,Hehehe... ainda bem que encontramos mais rápido do que imaginávamos.
E_C19_Dec_Pavel01_44,Espero que Pavel goste!
E_C19_Dec_Pavel01_45,Rodina.
E_C19_Dec_Pavel01_46,"Pavel, você chegou rápido! Ainda bem, estava mesmo querendo..."
E_C19_Dec_Pavel01_47,Pavel?
E_C19_Dec_Pavel01_48,"Em dias que a tempestade de vento está mais forte, como hoje, é melhor retornar mais cedo."
E_C19_Dec_Pavel01_49,"Pavel, por acaso está preocupado comigo?"
E_C19_Dec_Pavel01_50,Não precisa se preocupar. Me atrasei porque tinha negócios a tratar na aldeia.
E_C19_Dec_Pavel01_51,"Mas antes de tudo, gostaria de te entregar uma coisa."
E_C19_Dec_Pavel01_52,Entregar-me algo?
E_C19_Dec_Pavel01_53,"Feliz aniversário, Pavel! Preparei especialmente para você, pois parecia solitário esses dias."
E_C19_Dec_Pavel01_54,Aniversário...?
E_C19_Dec_Pavel01_55,"Você comentou há algum tempo, não lembra?"
