KEY,"Spanish"
E_C19_Jun_Fluss01_01,"¡Qué frío! ¡Por qué tenemos que venir a esta montaña nevada tan temprano!"
E_C19_Jun_Fluss01_02,"¿Eh? ¡¿Rodina?!"
E_C19_Jun_Fluss01_03,"Buenos días, Mitra. Cuánto tiempo sin vernos."
E_C19_Jun_Fluss01_04,"Escuché que te habías retirado, pero no esperaba verte aquí."
E_C19_Jun_Fluss01_05,"Hm, hm, no imaginaba encontrarme contigo fuera del concurso de tiro del Imperio."
E_C19_Jun_Fluss01_06,"¿Qué te trae por aquí?"
E_C19_Jun_Fluss01_07,"Vine a ayudar a Fluss hoy."
E_C19_Jun_Fluss01_08,"¿Eh? ¿Tú también?"
E_C19_Jun_Fluss01_09,"Oh, se me hace tarde. Ustedes dos ya están aquí, así que solo falta alguien más."
E_C19_Jun_Fluss01_10,"Oye, ¿de qué se trata esto? Vine aquí porque el anciano me lo ordenó, pero no me contó más detalles…"
E_C19_Jun_Fluss01_11,"Espera solo un poco más. ¡Oh, ya llegó!"
E_C19_Jun_Fluss01_12,"¡Perdonen! ¿Luna llegó tarde?"
E_C19_Jun_Fluss01_13,"(¡Es tan tierna!)"
E_C19_Jun_Fluss01_14,"Oh, no. ¿Qué hace esta niña aquí? ¿Qué vamos a hacer?"
E_C19_Jun_Fluss01_15,"¡Todos ustedes me ayudarán a hacer esto!"
E_C19_Jun_Fluss01_16,"Encontraremos la Rosa de la inmortalidad, que solo crece en esta montaña nevada."
E_C19_Jun_Fluss01_17,"Primero: Luna, ¿puedes recordar su aroma y detectarla debajo de la nieve?"
E_C19_Jun_Fluss01_18,"¡De acuerdo! ¡Luna también puede oler debajo de la nieve! ¡Oh, y puedo oler allí también!"
E_C19_Jun_Fluss01_19,"Parece que solo necesitan a esa niña para encontrar la flor. ¿Por qué estamos nosotros aquí?"
E_C19_Jun_Fluss01_20,"No es tan sencillo, ya lo verás. Prepárense."
E_C19_Jun_Fluss01_21,"¿?"
E_C19_Jun_Fluss01_22,"¡Aquí, la rosa está aquí! ¡Aaaah! ¡Vete, monstruo!"
E_C19_Jun_Fluss01_23,"¡Vamos, de prisa!"
E_C19_Jun_Fluss01_24,"¡Maldición! ¿Estás bien, niña?"
E_C19_Jun_Fluss01_25,"Oigan, ¿qué es ese monstruo?"
E_C19_Jun_Fluss01_26,"Diría que es como un guardián que protege a la Rosa de la inmortalidad."
E_C19_Jun_Fluss01_27,"Es un enemigo que tendremos que derrotar inevitablemente para obtener la rosa. Demuestren sus habilidades."
E_C19_Jun_Fluss01_28,"¿Haremos todo esto solo por una flor?"
E_C19_Jun_Fluss01_29,"Es grosero hablar así sobre la rosa que nunca pierde su belleza, incluso después de quitarle los pétalos."
E_C19_Jun_Fluss01_30,"Seguiré… tu orden."
E_C19_Jun_Fluss01_31,"Era claro que habría problemas si el anciano me ordenaba venir. Rayos, qué fastidio."
E_C19_Jun_Fluss01_32,"¡Luna también peleará!"
E_C19_Jun_Fluss01_33,"Hm, hm, realmente son los mejores del Imperio."
E_C19_Jun_Fluss01_34,"¡Bien, vamos a buscar la siguiente rosa!"
E_C19_Jun_Fluss01_35,"Esa misma noche."
E_C19_Jun_Fluss01_36,"No sé quién eres."
E_C19_Jun_Fluss01_37,"Solo… sé que eres una señora noble de una historia que me contó mi abuelo…"
E_C19_Jun_Fluss01_38,"Gracias a tu sacrificio, mi familia y yo podemos estar aquí hoy."
E_C19_Jun_Fluss01_39,"Aunque no pueda verte,"
E_C19_Jun_Fluss01_40,"pero te admiro y te respeto con todo mi corazón."
E_C19_Jun_Fluss01_41,"Por favor, celebra mi cumpleaños conmigo. Señora inmortal…"
E_C19_Jun_Shea01_01,"¡Hoy es el día, señor Schute!"
E_C19_Jun_Shea01_02,"¡Así es, Shea! Me siento bastante nervioso. ¿Estás lista?"
E_C19_Jun_Shea01_03,"¡Por supuesto! Hice una promesa con el Señor Schute el año pasado."
E_C19_Jun_Shea01_04,"En el cumpleaños número 16, cantaré una canción en esta plaza."
E_C19_Jun_Shea01_05,"Uh, ummm. Fa sostenido es aquí, y sol es…"
E_C19_Jun_Shea01_06,"¡Ay, mis oídos! ¡Ja, ja, mira cómo te tiemblan los dedos! No te preocupes, podemos hacerlo como lo ensayamos."
E_C19_Jun_Shea01_07,"Pero tiemblo mucho cuando me paro frente a una multitud."
E_C19_Jun_Shea01_08,"Calma, Shea. Nos queda tiempo, así que practiquemos un poco más."
E_C19_Jun_Shea01_09,"De acuerdo, vamos a un lugar tranquilo."
E_C19_Jun_Shea01_10,"¡Aquí puedo cantar lo que quiera!"
E_C19_Jun_Shea01_11,"*Crujido*, *Ruido*, *Ruido*... *Crujido*"
E_C19_Jun_Shea01_12,"¡Alguien viene!"
E_C19_Jun_Shea01_13,"Escucho… esta melodía celestial…"
E_C19_Jun_Shea01_14,"Este lugar me atemoriza. Pero nadie vendrá aquí, ¿verdad, señor Schute?"
E_C19_Jun_Shea01_15,"Hmm, percibo una energía demoníaca intensa, pero eso es bueno para que desarrolles el coraje. ¡Comencemos!"
E_C19_Jun_Shea01_16,"¡Empecemos!"
E_C19_Jun_Shea01_17,"*Golpe* *Pasos*"
E_C19_Jun_Shea01_18,"¿Qué? ¡Realmente viene alguien!"
E_C19_Jun_Shea01_19,"¡No puede ser! ¡Detesto a los fantasmas!"
E_C19_Jun_Shea01_20,"Recién… Esa melodía era una canción de cuna de mi madre."
E_C19_Jun_Shea01_21,"*Tos* ¡Shea! ¿Dónde estamos? ¿Esto es una tormenta de arena?"
E_C19_Jun_Shea01_22,"Lo siento, señor Schute. Buscaba un lugar sin gente y terminamos aquí."
E_C19_Jun_Shea01_23,"¡Vamos a practicar una última vez! Luego, regresemos a la plaza."
E_C19_Jun_Shea01_24,"*Golpe*, *Ruido*, *Ruido* ¡Kyaaa!"
E_C19_Jun_Shea01_25,"¡Yahhh! ¿D… dragón?"
E_C19_Jun_Shea01_26,"¡Oye, no te asustes! Solo quería saber el nombre de la canción. ¡Espera!"
E_C19_Jun_Shea01_27,"¿Qué sucedió? ¡Ya es de noche!"
E_C19_Jun_Shea01_28,"No queda nadie. Señor Schute, yo quería… *sollozo* actuar frente a muchas personas…"
E_C19_Jun_Shea01_29,"Debería darme por vencida con el canto. No puedo ser una barda."
E_C19_Jun_Shea01_30,"No existen bardos tan tímidos como yo… Nadie lo es."
E_C19_Jun_Shea01_31,"Shea…"
E_C19_Jun_Shea01_32,"¡No digas eso!"
E_C19_Jun_Shea01_33,"Ninguna otra musa en los cielos tiene una voz como la tuya."
E_C19_Jun_Shea01_34,"¡Es cierto! Tu canción… me recuerda a las que mi madre solía cantarme."
E_C19_Jun_Shea01_35,"No recuerdo la última vez que mi corazón sintió tanta paz. Realmente me conmovió escuchar tu canción."
E_C19_Jun_Shea01_36,"¡Oye! Ni se te ocurra pensar en abandonar el canto."
E_C19_Jun_Shea01_37,"¡Tu canción fue la mejor! Aunque, bueno… Laias canta, eh, mejor. ¡Ejem!"
E_C19_Jun_Shea01_38,"Se los agradezco…"
E_C19_Jun_Shea01_39,"¿Pero quiénes son ustedes?"
E_C19_Jun_Shea01_40,"(¿Un ángel, un demonio y un dragón? Ni el emperador podría juntar a este grupo, Shea)."
E_C19_Jun_Shea01_41,"(¡Hemos sumado a 3 fanáticos al club! ¡Je, je!)"
E_C19_Jun_Nicky01_01,"¡Es hoy!"
E_C19_Jun_Nicky01_02,"¿Debería limpiar?"
E_C19_Jun_Nicky01_03,"Gracias por asistir al evento hoy, que solo ocurre una vez al año."
E_C19_Jun_Nicky01_04,"¡Damas y caballeros, bienvenidos al campeonato de lucha con disfraz!"
E_C19_Jun_Nicky01_05,"¡Les presento a la campeona del año pasado, Bella vikinga!"
E_C19_Jun_Nicky01_06,"Patéticos. ¡Fuera, tontos!"
E_C19_Jun_Nicky01_07,"¡Aaaah! ¡Aplástalos!"
E_C19_Jun_Nicky01_08,"¡Y ahora el retador!"
E_C19_Jun_Nicky01_09,"La desafío a ella."
E_C19_Jun_Nicky01_10,"¡Ella es…! ¡La principiante que fue la primera subcampeona 2 años atrás!"
E_C19_Jun_Nicky01_11,"¡Aquí viene con Novia de la primavera!"
E_C19_Jun_Nicky01_12,"¡He estado esperando este momento! ¡Nic… Quiero decir, Bella vikinga!"
E_C19_Jun_Nicky01_13,"Solo pido que no me aburras."
