KEY,German
Sub1_Ophelia_1_1,Ich träumte.
Sub1_Ophelia_1_2,"Ein Traum, in dem die ganze Welt der Dunkelheit verfallen ist. Ein Traum, das ich nicht wieder träumen möchte."
Sub1_Ophelia_1_3,"Ich konnte nichts dagegen tun, außer dem Ganzen einfach zuzusehen."
Sub1_Ophelia_1_4,Ich träumte.
Sub1_Ophelia_1_5,"Von der Person, die wie ein Licht in mein Leben kam und wie ein Kind sitzend neben mir weinte."
Sub1_Ophelia_1_6,Er streckte die Hand aus
Sub1_Ophelia_1_7,und färbte Blumen in vielen Farben.
Sub1_Ophelia_1_8,Land und Himmel bekamen ihre eigene Farbe zurück
Sub1_Ophelia_1_9,und die Sonne ließ die Dunkelheit verschwinden.
Sub1_Ophelia_1_10,"Als ich aufwachte,"
Sub1_Ophelia_1_11,erinnerte ich mich nicht mehr an sein Gesicht.
Sub1_Ophelia_1_12,Erinnerte ich mich nicht mehr an seine Stimme.
Sub1_Ophelia_1_13,"Aber ich konnte die Wärme nicht vergessen, als er meinen Rücken tätschelte."
Sub1_Ophelia_1_14,Daher muss ich ihn unbedingt treffen.
Sub1_Ophelia_1_15,Mein Meilenstein. 
Sub1_Ophelia_1_16,Mein Stern.
Sub1_Ophelia_1_17,Mein Schicksal.
Sub1_Ophelia_2_1,"Hmm ... Es ist schon ein Monat her, dass ich mich von Stardust verabschiedet habe."
Sub1_Ophelia_2_2,"Sie müssten inzwischen den Kontinent durchquert haben, nicht wahr?"
Sub1_Ophelia_2_3,Diese Pilgerreise ... Auch diesmal habe ich von ihm geträumt und es fühlt sich gut an!
Sub1_Ophelia_2_4,"Glaubt ihr nicht auch, Leute?"
Sub1_Ophelia_2_5,Hey! Es kitzelt! Haha!
Sub1_Ophelia_2_6,Magische Tarot-Kutsche. Ab zum Weltenbaum!
Sub1_Ophelia_3_1,Hast du jemals ein Flüstern von Sternen gehört?
Sub1_Ophelia_3_2,Diese mystisch klaren Töne
Sub1_Ophelia_3_3,Denn heute
Sub1_Ophelia_3_4,Jeder Astrologe wird sich hier unter diesem Himmel versammeln.
Sub1_Ophelia_3_5,"Am Weltenbaum, dem heiligen Ort, an dem die erste Astrologie begann."
Sub1_Ophelia_3_6,Wow ... Da sind ja viele Menschen. Heute ist aber auch ein besonderer Tag. 
Sub1_Ophelia_3_7,Hexe Ophelia
Sub1_Ophelia_3_8,"ist hier, um als Nachfolge der Geschichte der Sternen-Prophezeiung zum Weltenbaum zu beten."
Sub1_Ophelia_3_9,"Bitte hilft mir, das Licht in den Menschen zu sehen,"
Sub1_Ophelia_3_10,und ... möge mein Zukünftiger gut aussehen ...
Sub1_Ophelia_3_11,"Sei ruhig! Du machst das jedes Mal, wenn du hierher kommst ... Das hier ist ein ehrfürchtiger Ort. "
Sub1_Ophelia_3_12,Huh ...? Vellekia!! Wohin gehst du!!!
Sub1_Ophelia_3_13,Es ist gefährlich hier verloren zu gehen!!!
Sub1_Ophelia_3_14,"Vellekia, bist du da?"
Sub1_Ophelia_3_15,... Was ist das für ein Licht ...
Sub1_Ophelia_3_16,Hä ...?! Ist das ein magischer Kreis ...?
Sub1_Ophelia_3_17,Ah ...!
Sub1_Ophelia_3_18,"Ich wusste, dass du kommen wirst."
Sub1_Ophelia_3_19,"Das Mädchen, das mein letzter Traum war ..."
Sub1_Ophelia_3_20,Wer bist du ...
Sub1_Ophelia_4_1,Ah ... Mein Kopf ... Was ist gerade passiert ...
Sub1_Ophelia_4_2,Wo bin ich ...
Sub1_Ophelia_4_3,Geht es allen gut?
Sub1_Ophelia_4_4,...
Sub1_Ophelia_4_5,Ohh ...?
Sub1_Ophelia_4_6,Warum seid ... ihr so leise?
Sub1_Ophelia_4_7,Leute? Das ist nicht der richtige Zeitpunkt für eure Scherze!
Sub1_Ophelia_4_8,Hört schon auf!!
Sub1_Ophelia_4_9,"Ich mag solche Scherze nicht, bitte antwortet mir."
Sub1_Ophelia_4_10,Elliciad! Vellekia! Carta! Panelity! Gigantes!!
Sub1_Ophelia_4_11,Hallo ...
Sub1_Ophelia_4_12,...?
Sub1_Ophelia_4_13,Dieser Vorfall ...
Sub1_Ophelia_4_14,"Es ist meine Schuld, dass meine Freunde verschwunden sind."
Sub1_Ophelia_4_15,Ich hätte sie nicht verlieren sollen ... Es ist alles meine Schuld ...
Sub1_Ophelia_4_16,Hmm ... Hey ... Vielleicht kann ich ... Euch helfen? 
Sub1_Ophelia_4_17,Nein ...
Sub1_Ophelia_4_18,Aber könnt Ihr mir helfen hier rauszukommen?
Sub1_Ophelia_4_19,"Ich muss einen Weg finden, meine Freunde zurückzubekommen."
Sub1_Ophelia_4_20,Hmm ... Die Wege innerhalb des Weltenbaums sind kompliziert und gefährlich ...
Sub1_Ophelia_4_21,Daher ... Daher wäre es besser...wenn Ihr mit mir kommt ...
Sub1_Ophelia_4_22,Warum habt Ihr hier Baumsaft geholt?
Sub1_Ophelia_4_23,"Die jungen Blätter ... haben die Fähigkeit, das Gehirn zu stimulieren ..."
Sub1_Ophelia_4_24,Und um mich inspirieren zu lassen ... Ah ... Uhmm ... Ich bin ein Schriftsteller ...
Sub1_Ophelia_4_25,"Oh, Schriftsteller, das ist cool!"
Sub1_Ophelia_4_26,"Haha ... Es ist ein bisschen peinlich, aber ich schreibe einen Liebesroman."
Sub1_Ophelia_4_27,Wow! Zufällig mag ich auch Liebesromane.
Sub1_Ophelia_4_28,Vor allem die 『Erste Liebe wie ein unreifer Apfel Nr.1』 von Wild Glasses!!!
Sub1_Ophelia_4_29,Das Ende war so ... Wie könnte nur jemand sowas tun!
Sub1_Ophelia_4_30,Hahaha ... Ich kenne den Schriftsteller ... sehr gut ...
Sub1_Ophelia_4_31,"Ach ja. Ihr sagtet Ihr seid eine Astrologin, nicht wahr?"
Sub1_Ophelia_4_32,"Ja genau! Auf meinen Pilgerreisen, lese ich die Karte von Menschen."
Sub1_Ophelia_4_33,"Meine Freunde freuten sich riesig, als die Leute mich baten, ihre Tarotkarte zu legen ..."
Sub1_Ophelia_4_34,Kopf hoch ... Es muss einen Weg geben ...
Sub1_Ophelia_4_35,"Uhmm ... Wenn Ihr damit einverstanden seid, könnt Ihr mir mehr erzählen, Ophelia?"
Sub1_Ophelia_5_1,Wow ... Ihr folgt also Eurem Schicksal ...
Sub1_Ophelia_5_2,"Genauer gesagt, suche ich nach meinem Seelenpartner ..."
Sub1_Ophelia_5_3,Ach ... so!! Diese Art von Schicksal!
Sub1_Ophelia_5_4,Ich dachte Ihr würdet gegen die Weltkrise kämpfen wollen oder so ...
Sub1_Ophelia_5_5,"Haha, die Liebe eines Mädchens ist wichtiger als eine Weltkrise."
Sub1_Ophelia_5_6,(Reisen nur für die Liebe ...)
Sub1_Ophelia_5_7,(Das wäre perfekt für mein Band 2.)
Sub1_Ophelia_5_8,Hahaha ... OK ...
Sub1_Ophelia_5_9,"Aber das alles hat keinen Sinn, wenn ich meine Freunde nicht wiederfinde."
Sub1_Ophelia_5_10,"Hmm ... Also kann man sagen, dass ... eure Freunde in gewisser Weise ..."
Sub1_Ophelia_5_11,den Elementaren ähneln ...
Sub1_Ophelia_5_12,Elementare ... Klingt zwar kompliziert ...
Sub1_Ophelia_5_13,Aber nur ich kann sie sehen.
Sub1_Ophelia_5_14,"Hmm? Ihr seid nicht gerade überrascht von dem, was ich sage."
Sub1_Ophelia_5_15,"Die meisten Leute nehmen das nicht ernst und denken, dass ich scherze."
Sub1_Ophelia_5_16,Hmm ... Ich bin Euch in gewisser Weise ähnlich ... 
Sub1_Ophelia_5_17,Ich bin ein Gnom.
Sub1_Ophelia_5_18,"Gnom ...! Oh, deshalb sind Eure Ohren ..."
Sub1_Ophelia_5_19,Haha ... Das ist mir ein bisschen peinlich ...
Sub1_Ophelia_5_20,Ah ... Jedenfalls habe ich zum ersten Mal von solchen Freunden gehört.
Sub1_Ophelia_5_21,In der Bibliothek gab es auch keine Bücher zu diesem Thema ...
Sub1_Ophelia_5_22,Bibliothek?
Sub1_Ophelia_5_23,Ah ... Habe ich Euch nicht gesagt ...?
Sub1_Ophelia_5_24,"Schriftsteller ist mein zweiter Job, von Hauptberuf bin ich Schreiber beim Schloss Orvel ..."
Sub1_Ophelia_5_25,Oh? Der Schreiber von Schloss Orvel?!
Sub1_Ophelia_5_26,"Die Schlossbibliothek, die alle Bücher hat?"
Sub1_Ophelia_5_27,"Haha ... Dank Prinzessin Scarlet, die ein Bücherwurm ist ... "
Sub1_Ophelia_5_28,"Ich hörte, die königliche Großbibliothek ist eine Schatzinsel des Wissens."
Sub1_Ophelia_5_29,"Vielleicht finde ich dort heraus, wo meine Freunde sind. "
Sub1_Ophelia_5_30,"Leo, kann ich mit Euch in die Bibliothek gehen?"
Sub1_Ophelia_5_31,"Ich möchte herausfinden, wo meine Freunde geblieben sind. "
Sub1_Ophelia_5_32,Uhmm ... Uh ... Die königliche Bibliothek ist nicht für jeden zugänglich.
Sub1_Ophelia_5_33,Hahaha ... Dann ... Dann ich ... Ich werde um Erlaubnis bitten.
Sub1_Ophelia_5_34,(Jawohl!)
Sub1_Ophelia_6_1_1,Wow ... Es ist riesig ...
Sub1_Ophelia_6_1_2,Ich bin wahnsinnig aufgeregt ...!
Sub1_Ophelia_6_1_3,"Ich war manchmal wegen den Aufführungen in der Hauptstadt ... aber ich hätte nie gedacht, dass ich in die Schlossbibliothek kommen würde."
Sub1_Ophelia_6_1_4,"Hier ist ... das erste Gebäude, das beim Bau des Schlosses entworfen wurde."
Sub1_Ophelia_6_1_5,"Dank den Königen zuvor, die es mochten zu lesen ... ist jetzt die Schlossbibliothek ein riesiger Ort ..."
Sub1_Ophelia_6_1_6,"wo seltene Bücher der ganzen Welt gesammelt sind, die schwer zu finden waren."
Sub1_Ophelia_6_1_7,"Während des Dämonenkriegs ... war ich hier, um die Bücher zu beschützen. "
Sub1_Ophelia_6_1_8,(Oh mein Gott! Der Dämonenkrieg! Wie alt ist er?)
Sub1_Ophelia_6_1_9,Beeindruckend ... Bei der Größe dürfte
Sub1_Ophelia_6_1_10,mein Lieblingsbuch von Wild Glasses leicht zu finden sein!
Sub1_Ophelia_6_1_11,Hahaha ... Vielleicht ...
Sub1_Ophelia_6_1_12,"Da seid Ihr ja, Schreiber Leo."
Sub1_Ophelia_6_1_13,"Ah ... Ihr seid hier gewesen. Schreiber Leo, fühlt sich sehr geehrt von Eurer Anwesenheit, Prinzessin."
Sub1_Ophelia_6_1_14,"Ah ...! Hexe Ophelia, fühlt sich auch sehr geehrt von der Anwesenheit der Prinzessin, Eure Hoheit."
Sub1_Ophelia_6_1_15,Hexe?
Sub1_Ophelia_6_1_16,"(Ah ... Hätte ich nicht erwähnen sollen, dass ich eine Hexe bin?)"
Sub1_Ophelia_6_1_17,Uhmm ... Sie ist keine schlechte Person ...
Sub1_Ophelia_6_1_18,"Ich habe sie getroffen, als ich draußen unterwegs war ..."
Sub1_Ophelia_6_1_19,"Sie sagte, dass sie unbedingt das Buch finden wollte und ... da konnte ich nicht nein sagen ..."
Sub1_Ophelia_6_1_20,"Wenn Ihr es erlaubt ... Dann ... Dann habe ich mir gedacht, dass es ... in Ordnung wäre ... ihr bei der Suche zu helfen ..."
Sub1_Ophelia_6_1_21,"Es ist ungewöhnlich, dass Ihr um etwas bittet."
Sub1_Ophelia_6_1_22,"Aber sie vertrauen ihr, also vertraue ich ihr auch."
Sub1_Ophelia_6_1_23,"Ich hoffe, dass du dein gewünschtes Buch hier findest. "
Sub1_Ophelia_6_1_24,"Vielen Dank, Prinzessin!!"
Sub1_Ophelia_6_1_25,... Ich habe etwas mit Ihnen über die Krankheit meines Vaters zu besprechen.
Sub1_Ophelia_6_1_26,"Ich denke, dass Ihr mir die Antwort geben könntet."
Sub1_Ophelia_6_1_27,Wenn es auch nur die kleinste Chance gäbe ...
Sub1_Ophelia_6_1_28,"Hier gibt es aber weder einen Weg, noch ein Buch darüber, wie ich meine Freunde wiederfinde ..."
Sub1_Ophelia_6_1_29,Ihr habt ... das Buch nicht gefunden ...
Sub1_Ophelia_6_1_30,Hmm ... Vielleicht ist es in dem Sperrgebiet ...
Sub1_Ophelia_6_1_31,Sperrgebiet?
Sub1_Ophelia_6_1_32,"Bücher, die selten zu finden sind, werden in dem Sperrgebiet verwaltet ..."
Sub1_Ophelia_6_1_33,"Sollten solche Bücher verloren gehen, wird dies dem Land großen Schaden hinzufügen."
Sub1_Ophelia_6_1_34,"Außerdem unterscheiden sich diese Bücher von normalen Bücher ... Sie machen nämlich, was auch immer sie wollen ..."
Sub1_Ophelia_6_1_35,Ack! Das hätte ich nicht sagen sollen ... Bitte vergisst es!
Sub1_Ophelia_6_1_36,"Nein, Leo! Danke, dass Ihr es mir verraten habt!"
Sub1_Ophelia_6_1_37,Ich werden diesen Ort sofort durchsuchen!
Sub1_Ophelia_6_1_38,Es tut mir Leid ... Aber Ihr dürft wirklich nicht dahin.
Sub1_Ophelia_6_1_39,Al...so ... Kommt gut nach Hause ...
Sub1_Ophelia_6_1_40,Ich kann nicht ... einfach so aufgeben.
Sub1_Ophelia_6_1_41,"Sie sind meine Familie, die an meiner Seite waren, seit ich ein Kind war."
Sub1_Ophelia_6_1_42,Ich kann sie nicht ... einfach so gehen lassen.
Sub1_Ophelia_6_1_43,Bitte. Ich bitte Euch.
Sub1_Ophelia_6_1_44,"Ich würde alles tun, wenn es nur die geringste Chance gäbe, sie zu finden."
Sub1_Ophelia_6_1_45,Das Betreten des Sperrgebiets ist ein schweres Verbrechen.
Sub1_Ophelia_6_1_46,Prinzessin!
Sub1_Ophelia_6_1_47,Allerdings.
Sub1_Ophelia_6_1_48,Haben mich deine Worte vorhin beeindruckt.
Sub1_Ophelia_6_1_49,... Ich kann dir nicht viel Zeit geben.
Sub1_Ophelia_6_2_1,Das ist aber gruselig hier ... Die Stimmung ist ja ganz anders als vorhin.
Sub1_Ophelia_6_2_2,"Nein, nein. Ich habe überhaupt keine Angst!"
Sub1_Ophelia_6_2_3,Meine Freunde. Ich werde euch schon retten.
Sub1_Ophelia_6_2_4,Uhmm ... Seid vorsichtig ... 
Sub1_Ophelia_6_2_5,Die Bücher im Sperrgebiet sind verzaubert ...
Sub1_Ophelia_6_2_6,"Sie verfügen über schlechte Charakterzüge ... Daher greifen sie an, wenn sie sauer oder schlecht gelaunt sind ..."
Sub1_Ophelia_6_2_7,Deswegen kann nur ich als Schreiber der Bibliothek hierhin ...
Sub1_Ophelia_6_2_8,Hä?! Bücher können angreifen ...?
Sub1_Ophelia_6_2_9,Dann muss ich echt vorsichtig sein!!
