KEY,Portuguese
CONVERSATION_TU_256_1,Pare! Aqui é uma área restrita.
CONVERSATION_TU_256_2,É necessário permissão para entrar aqui!
CONVERSATION_TU_256_3,Meu nome é Kasel e sou um escudeiro.
CONVERSATION_TU_256,Este lugar está uma confusão... O que houve?
CONVERSATION_TU_257,Parece que você ainda não ouviu a notícia. Um cofre antigo foi descoberto no subsolo.
CONVERSATION_TU_257_1,"Especula-se que seja da antiga Família Real. Uma equipe de análise foi enviada mas,"
CONVERSATION_TU_257_2,uma aparição inesperada de monstros está causando problemas.
CONVERSATION_TU_258,"Monstros no reino, não posso acreditar..."
CONVERSATION_TU_259,"Exceto os escudeiros, a maioria dos cavaleiros foi enviada para conter os monstros."
CONVERSATION_TU_260,Todas as atividades da Ordem dos Cavaleiros estão suspensas até que a situação fique sob controle.
CONVERSATION_TU_261,"Kasel, não é melhor voltarmos?"
CONVERSATION_TU_262,Não deve ser fácil realizar qualquer trabalho de cavalaria nesta situação.
CONVERSATION_TU_263,Hmm...
CONVERSATION_TU_264,"Apesar de ser um mero escudeiro, quero contribuir como se fosse um cavaleiro."
CONVERSATION_TU_265,Tem alguma coisa que eu possa fazer?
CONVERSATION_TU_266,Estávamos recrutando pessoas com habilidades para conter os monstros.
CONVERSATION_TU_266_1,"Quanto mais voluntários participarem, mais rápido a Ordem dos Cavaleiros voltará ao normal."
CONVERSATION_TU_266_2,"Além disso, o imperador disse que dará uma boa recompensa caso os monstros sejam contidos."
CONVERSATION_TU_266_3,"Portanto, sugiro que você também participe."
CONVERSATION_TU_267,Deixe-me ver… Uhu! Faltam apenas 7 anos para acabar o meu turno!
CONVERSATION_TU_268,"Uau, tem uma torre antiga neste lugar. Que estranho."
CONVERSATION_TU_269,"O quê? Humanos?! Vocês são humanos, certo?"
CONVERSATION_TU_270,Não acredito que estou vendo humanos que tanto ouvi falar em histórias.
CONVERSATION_TU_271,"Há quanto tempo, Dosarta."
CONVERSATION_TU_272,"Selene, minha irmã! Como estou feliz em te ver!"
CONVERSATION_TU_273,Mas quem são essas pessoas que estão ao seu lado…?
CONVERSATION_TU_274,"Dosarta, cumprimente-os. Estes são o Guerreiro da Espada Sagrada e seus companheiros."
CONVERSATION_TU_275,"Guerreiro da... Espada? É sério, Selene?"
CONVERSATION_TU_276,Uau! Nunca imaginei que encontraria uma pessoa tão importante aqui!
CONVERSATION_TU_277,"Hahahaha... Imagina, não sou tão importante assim."
CONVERSATION_TU_278,"Um minuto... Dosarta chamou a princesa Selene de irmã, então ela também...?"
CONVERSATION_TU_279,"Sim, Dosarta é minha irmã mais nova."
CONVERSATION_TU_280,"Este lugar, a Torre do Desafio, é uma área protegida pela família real dos elfos."
CONVERSATION_TU_281,Os filhos da família real dos elfos se revezam a cada 20 anos para vigiar a Torre do Desafio.
CONVERSATION_TU_282,20 anos...?
CONVERSATION_TU_283,"Não se assuste. Para os elfos, 20 anos seriam como 2 anos para os humanos."
CONVERSATION_TU_284,"Mas Selene, o Guerreiro da Espada Sagrada veio até aqui porque..."
CONVERSATION_TU_285,Sim. Quer dizer que está na hora de abrir a Torre do Desafio.
CONVERSATION_TU_286,Então… eles virão regularmente à torre? Agora não ficarei mais entediada!
CONVERSATION_TU_287,"Ei, vocês duas. Me desculpe por interromper a conversa, mas será que vocês poderiam nos explicar sobre a Torre do Desafio?"
CONVERSATION_TU_288,Porque é a primeira vez que escuto sobre a existência de uma torre tão alta na Floresta de Elidora.
CONVERSATION_TU_289,"A Torre do Desafio existe há muito tempo, mesmo antes da história passar a ser escrita."
CONVERSATION_TU_290,"Nossa família real dos elfos vem pesquisando sobre a torre por muitos anos,"
CONVERSATION_TU_291,mas ainda não conseguimos desvendar quando e por que ela foi construída.
CONVERSATION_TU_292,"Mas enquanto investigávamos a torre, encontramos fragmentos de artefatos antigos."
CONVERSATION_TU_293,Conseguimos juntar os fragmentos e recuperar a forma do objeto.
CONVERSATION_TU_294,"E ainda descobrimos que esses artefatos, além de serem especiais, possuem um grande poder "
CONVERSATION_TU_295,Especiais e... poderosos?
CONVERSATION_TU_296,"Como o Guerreiro da Espada Sagrada está aqui, vou contar toda a história."
CONVERSATION_TU_297,"Há um século, Kyle, o rei de Orvelia, estava à procura de uma força poderosa para enfrentar os demônios."
CONVERSATION_TU_298,Então o rei escutou os rumores sobre este lugar e começou a subir a torre.
CONVERSATION_TU_299,Dentro da torre existem monstros terríveis por todos os andares.
CONVERSATION_TU_300,"Dizem que são criaturas que sentem a diferença de energia no ambiente,"
CONVERSATION_TU_301,"e para ter acesso aos fragmentos dos artefatos, é necessário passar pelas criaturas."
CONVERSATION_TU_302,Energia diferente no ambiente...? Então eles são monstros do além?
CONVERSATION_TU_303,Ainda não sabemos os detalhes. São apenas hipóteses dos cientistas que estudaram a torre.
CONVERSATION_TU_304,"Bom, de qualquer maneira, o rei Kyle conseguiu juntar todos os fragmentos espalhados dos artefatos,"
CONVERSATION_TU_305,"e com a ajuda da família real dos elfos, conseguiu restaurar os artefatos."
CONVERSATION_TU_306,"Depois disso, todos os seres vivos de Elidora passaram a admirar o rei Kyle por ter enfrentado sozinho as criaturas das trevas."
CONVERSATION_TU_307,"E em homenagem ao espírito desafiador do rei, este local passou a ser chamado de 'Torre do Desafio'."
CONVERSATION_TU_308,Que história incrível.
CONVERSATION_TU_309,"Sim, mas as criaturas das trevas deste lugar continuam fortes e implacáveis."
CONVERSATION_TU_310,"A notícia do heroísmo do rei Kyle espalhou-se rapidamente e diversos aventureiros apareceram,"
CONVERSATION_TU_311,"mas infelizmente todos eles falharam. No pior dos casos, o desafiante perdeu a própria vida."
CONVERSATION_TU_312,"Por isso nós, da família real dos elfos, estamos até hoje vigiando esse local para não deixar ninguém entrar na torre."
CONVERSATION_TU_313,"Porém, agora que, juntamente com a ameaça dos demônios, a Espada Sagrada Aea se revelou,"
CONVERSATION_TU_314,nossa missão é abrir as portas da torre e fornecer ao guerreiro a oportunidade de recuperar os artefatos.
CONVERSATION_TU_315,"Espero que este lugar ofereça uma boa oportunidade para refinar ainda mais as suas habilidades, guerreiro."
CONVERSATION_TU_316,"Kyle, o Rei de Orvelia, disse que precisava de uma força poderosa para enfrentar os demônios."
CONVERSATION_TU_317,"Assim, entrou na torre e"
CONVERSATION_TU_318,enfrentou os seres que haviam perdido a sanidade e gritavam 'meu precioso'.
CONVERSATION_TU_319,"De lá, retirou os fragmentos dos artefatos e depois os restaurou."
CONVERSATION_TU_320,Parece que o Rei Kyle não foi amaldiçoado.
CONVERSATION_TU_321,Alguns fragmentos que o Rei Kyle trouxe não puderam ser recuperados e foram enviados para análise.
CONVERSATION_TU_322,"Descobriram que os artefatos, uma vez quebrados, não continham mais a maldição."
CONVERSATION_TU_323,Quer dizer que a maldição não se manifesta mesmo depois do artefato ser restaurado.
CONVERSATION_TU_324,"Melhor dizer que a maldição se manifesta apenas dentro da torre, e se o artefato estiver inteiro."
CONVERSATION_TU_325,"Apesar de ainda não haver um estudo conclusivo, agora parece não haver mais artefatos inteiros."
CONVERSATION_TU_326,"E como ainda há muitos mortos-vivos com a maldição do 'meu precioso',"
CONVERSATION_TU_327,fechamos as portas da torre e passamos a vigiá-la.
CONVERSATION_TU_328,"Mas agora que a Espada Sagrada reapareceu, evidenciando que o mundo está em perigo,"
CONVERSATION_TU_329,os guerreiros devem abrir as portas da torre e iniciar o desafio.
CONVERSATION_CHPT01,Capítulo 1: O Início da Jornada
CONVERSATION_1,"700 EC, Reino de Orvelia, Planícies do Rei"
CONVERSATION_SILENCE,...
CONVERSATION_SURPRISE,!!!
CONVERSATION_FLINCH,...!
CONVERSATION_INTRO_51,"Há cerca de um século, um mago abriu o Portão do Demônio"
CONVERSATION_INTRO_52,por onde saíram demônios que invadiram todo o continente.
CONVERSATION_INTRO_53,"Angmund, o Senhor das Trevas e líder dos demônios"
CONVERSATION_INTRO_54,"proclamou-se soberano rei do mundo,"
CONVERSATION_INTRO_55,"enchendo-o de sangue, lágrimas e clamores."
