KEY,ChineseTraditional
Sub1_Ophelia_1_1,我做了一個夢。
Sub1_Ophelia_1_2,一個全世界都被黑暗吞噬的夢，一個再也不想做的夢。
Sub1_Ophelia_1_3,我當時只能眼睜睜看著世界被黑暗吞噬。
Sub1_Ophelia_1_4,我做了一個夢。
Sub1_Ophelia_1_5,那個人如同陽光般走向像孩子般癱坐在那哭著的我。
Sub1_Ophelia_1_6,他一伸出手，
Sub1_Ophelia_1_7,花就染上各式各樣的顏色，
Sub1_Ophelia_1_8,天空與大地也找回該有的色彩，
Sub1_Ophelia_1_9,太陽則是驅趕了黑暗。
Sub1_Ophelia_1_10,夢醒時分，
Sub1_Ophelia_1_11,我記不得臉龐，
Sub1_Ophelia_1_12,也想不起聲音。
Sub1_Ophelia_1_13,但是卻忘不了那隻手輕拍我的時候有多溫暖。
Sub1_Ophelia_1_14,所以我一定得見到他才行。
Sub1_Ophelia_1_15,我的目標。
Sub1_Ophelia_1_16,我的星星。
Sub1_Ophelia_1_17,我的命運。
Sub1_Ophelia_2_1,嗯…已經離開星塵一個月了呢。
Sub1_Ophelia_2_2,團長現在應該已經越過大陸了吧？
Sub1_Ophelia_2_3,這次朝聖…還夢到了他，感覺是好預兆呢！
Sub1_Ophelia_2_4,你們也這麼想吧？對吧？
Sub1_Ophelia_2_5,孩子們～～～好癢喔～！哈哈！
Sub1_Ophelia_2_6,魔法塔羅馬車。快點往世界樹出發吧～！
Sub1_Ophelia_3_1,有聽過星之低語嗎？
Sub1_Ophelia_3_2,那些神祕又清脆的聲音，
Sub1_Ophelia_3_3,因為今天，
Sub1_Ophelia_3_4,只要是占星術師，都會聚集在這片天空底下，
Sub1_Ophelia_3_5,因為占星術最初發源的聖地就是世界樹。
Sub1_Ophelia_3_6,哇…好多人喔，也是，像今天這種日子人多也很正常。
Sub1_Ophelia_3_7,魔女，歐菲莉亞。
Sub1_Ophelia_3_8,作為繼承占星歷史的預言者，來向世界樹祈禱。
Sub1_Ophelia_3_9,請您幫助我讓我可以繼續透過人們的眼睛看到光芒，
Sub1_Ophelia_3_10,然後…希望那個人在這個世上是最帥…
Sub1_Ophelia_3_11,安靜～每次來這裡就這樣…這裡可是很神聖的地方。
Sub1_Ophelia_3_12,哦…？維雷基亞！！你要去哪！！！
Sub1_Ophelia_3_13,在這裡迷路會很危險的！！！
Sub1_Ophelia_3_14,維雷基亞，你在那裡嗎？
Sub1_Ophelia_3_15,…那道光是…
Sub1_Ophelia_3_16,嗯…？！是魔法陣嗎…？
Sub1_Ophelia_3_17,啊…！
Sub1_Ophelia_3_18,我早就知道妳會來。
Sub1_Ophelia_3_19,最後出現在我夢中的少女…
Sub1_Ophelia_3_20,你是誰…
Sub1_Ophelia_4_1,啊…頭好痛…到底發生什麼事了…
Sub1_Ophelia_4_2,這裡又是哪裡…
Sub1_Ophelia_4_3,大家都沒事吧?
Sub1_Ophelia_4_4,……
Sub1_Ophelia_4_5,哦…？
Sub1_Ophelia_4_6,大家…怎麼這麼安靜？
Sub1_Ophelia_4_7,孩子們？你們在開玩笑吧？
Sub1_Ophelia_4_8,唉唷，幹嘛這樣啦～～～
Sub1_Ophelia_4_9,我不喜歡這種玩笑，快點回答我喔。
Sub1_Ophelia_4_10,情誘！維雷基亞！信誓！帕尼利蒂！基甘泰斯！！
Sub1_Ophelia_4_11,那個…
Sub1_Ophelia_4_12,……？
Sub1_Ophelia_4_13,怎麼會這樣…
Sub1_Ophelia_4_14,朋友們會消失都是我的錯。
Sub1_Ophelia_4_15,我應該一直注意它們的…都是我的錯…
Sub1_Ophelia_4_16,呃…那個…如果妳不介意的話…我想幫妳…
Sub1_Ophelia_4_17,沒關係…
Sub1_Ophelia_4_18,請問您能告訴我從這出去的路嗎？
Sub1_Ophelia_4_19,我得想辦法把朋友們找回來。
Sub1_Ophelia_4_20,嗯…世界樹內部的路很複雜也很危險…
Sub1_Ophelia_4_21,跟…跟我一起走的話…應該會比較好…
Sub1_Ophelia_4_22,您在這裡採集樹液嗎？
Sub1_Ophelia_4_23,對…嫩葉…具備能刺激大腦的力量…
Sub1_Ophelia_4_24,為了要獲取靈感…啊…我…現在在當作家…
Sub1_Ophelia_4_25,天啊，作家？也太帥了吧！
Sub1_Ophelia_4_26,嘿嘿…雖然有點害羞，我現在正在寫一部愛情小說。
Sub1_Ophelia_4_27,我也很愛看愛情小說耶。
Sub1_Ophelia_4_28,特別是粗獷眼鏡男作家的《像青蘋果般的純愛No.1》！！！
Sub1_Ophelia_4_29,結局真的是…怎麼能夠想出那種劇情啊！
Sub1_Ophelia_4_30,啊哈哈…我也很清楚…那位作家呢…
Sub1_Ophelia_4_31,啊，歐菲莉亞妳說妳是占星術師嗎？
Sub1_Ophelia_4_32,嗯嗯，對！我一邊朝聖，一邊幫遇到的人算塔羅牌。
Sub1_Ophelia_4_33,朋友們在幫人們占卜的時候都感到格外幸福…
Sub1_Ophelia_4_34,請您打起精神…一定會有辦法的。
Sub1_Ophelia_4_35,那個…如果您不介意的話，可以再多告訴我一點關於您的事嗎…？
Sub1_Ophelia_5_1,哇…您在尋找您的命運啊…
Sub1_Ophelia_5_2,說得更準確一點，我在尋找我命定的那個人…
Sub1_Ophelia_5_3,什麼…？妳說的命運是那個意思嗎？
Sub1_Ophelia_5_4,我以為妳說的是要對抗世界危機的那種命運…
Sub1_Ophelia_5_5,呵呵，對少女來說，愛情比世界危機還要更重要。
Sub1_Ophelia_5_6,（就為了愛情而踏上旅程…）
Sub1_Ophelia_5_7,（很適合當第二季的素材。）
Sub1_Ophelia_5_8,啊哈…原來如此…
Sub1_Ophelia_5_9,但朋友不在的話，講這些話也沒什麼意義…
Sub1_Ophelia_5_10,嗯…統整一下您說的故事…那些朋友們…
Sub1_Ophelia_5_11,感覺跟精怪很相似呢…
Sub1_Ophelia_5_12,精怪…這有點複雜。
Sub1_Ophelia_5_13,因為這些朋友只有我能看見…
Sub1_Ophelia_5_14,咦？話說您對這種神祕的事似乎一點都不感到驚訝呢。
Sub1_Ophelia_5_15,大部分的人聽到我這樣說，都會以為我在開玩笑…
