KEY,"Korean"
Sub1_Dimael_1_1_1,"100년 전 그 치욕의 날. "
Sub1_Dimael_1_1_2,"결코 잊을 수 없는 기억. 잊어서는 안되는 기억. \n"
Sub1_Dimael_1_1_3,"세상은 쥐 죽은 듯 조용했고, 모든 것은 부서져 내렸다. "
Sub1_Dimael_1_1_4,"스스로 세상과 단절했던 우리는 그 누구에게도 도움받지 못했다."
Sub1_Dimael_1_1_5,"그들의 칼날은 내 부모의 가슴마저도 꿰뚫었다."
Sub1_Dimael_1_1_6,"그날 우리는 처참히 패배했다. "
Sub1_Dimael_1_1_7,"디마엘, 시간이 없어! 이대로 가면 전부 몰살이다."
Sub1_Dimael_1_1_8,"일단 요새로 피신해야해!"
Sub1_Dimael_1_1_9,"먼저 가!"
Sub1_Dimael_1_1_10,"퇴각할 시간을 벌어보겠다. "
Sub1_Dimael_1_1_11,"더 이상은 무리다!"
Sub1_Dimael_1_1_12,"아직 피난하지 못한 자들을 데리고 우리도 서둘러야 해!"
Sub1_Dimael_1_1_13,"안돼! 요새 입구를 봉쇄하지 않으면, 얼마 안가서 그곳으로도 몰려들 거야!"
Sub1_Dimael_1_1_14,"말 좀 들어! 죽을 지도 모른다고!"
Sub1_Dimael_1_1_15,"어차피 죽을 거라면, 내 부모를 죽인 이 쓰레기들이랑 함께 뼈를 묻겠다!"
Sub1_Dimael_1_1_16,"고집불통 같으니라고!"
Sub1_Dimael_1_1_17,"그럼 나도 남겠다. 너를 두고 갈 수 없어."
Sub1_Dimael_1_1_18,"가라니까!"
Sub1_Dimael_1_2_1,"이 요새 너머로는... 단 한 발짝도 넘어갈 수 없다!"
Sub1_Dimael_1_2_2,"지독한 놈이군."
Sub1_Dimael_1_2_3,"용기를 가상히 여겨 살려주겠다. 비켜라."
Sub1_Dimael_1_2_4,"쓸 데 없는 소리 하지 말고 어서 덤벼!"
Sub1_Dimael_1_2_5,"큭큭...걸레짝 같은 몰골로 할 말은 아니지."
Sub1_Dimael_1_2_6,"우리 종족은... 한낱 마물 따위에게 무릎 꿇지 않는다. "
Sub1_Dimael_1_2_7,"아둔하기는.. 지상은 앙그문드님의 손아귀에 들어가기 직전이다."
Sub1_Dimael_1_2_8,"빛을 등지고 그림자에 숨은 변절자들이여."
