KEY,ChineseSimplified
E_C19_Nov_Aisha01_01,爱纱小姐，祝你生日快乐！
E_C19_Nov_Aisha01_02,你越来越漂亮了，甚至让我的礼物看起来很平凡。
E_C19_Nov_Aisha01_03,还有这既精彩又美丽的庭园宴会场…
E_C19_Nov_Aisha01_04,很适合达芙尼尔家族的千金。
E_C19_Nov_Aisha01_05,过奖，感谢大家在百忙之中来到这里。
E_C19_Nov_Aisha01_06,爱纱小姐，要不要跟我跳支舞？
E_C19_Nov_Aisha01_07,谢谢，可是那边还有其他客人在等我。
E_C19_Nov_Aisha01_08,那要不要去那边走一走？
E_C19_Nov_Aisha01_09,我要继续接待客人，所以不太行呢。
E_C19_Nov_Aisha01_10,但感谢你的心意。
E_C19_Nov_Aisha01_11,没法歇会儿…所以说过我不需要什么生日派对。
E_C19_Nov_Aisha01_12,若不是爸爸说非得要办个盛大的派对…
E_C19_Nov_Aisha01_13,啊，普莉西…
E_C19_Nov_Aisha01_14,原来在这儿，爱纱小姐！祝你生日快乐！
E_C19_Nov_Aisha01_15,感，感谢你。好久不见。
E_C19_Nov_Aisha01_16,你是不是被我吓到了？对不起。看到你太高兴就…
E_C19_Nov_Aisha01_17,没事，最近过得怎么样？
E_C19_Nov_Aisha01_18,啊…真是…还没听到那个人给我的祝福呢…
E_C19_Nov_Aisha01_19,今天是我的生日，怎么能这样…
E_C19_Nov_Aisha01_20,累吗？也是，因为人这么多。
E_C19_Nov_Aisha01_21,没事，大家都是为了祝贺我的生日而来的。
E_C19_Nov_Aisha01_22,理应要接待。
E_C19_Nov_Aisha01_23,本来想安静地过这次生日…
E_C19_Nov_Aisha01_24,但没办法，这也是该做的事。
E_C19_Nov_Aisha01_25,小姐应该很紧张，但还是坚持着接待客人们呢。
E_C19_Nov_Aisha01_26,果然是完美的贵族千金。
E_C19_Nov_Aisha01_27,不好意思！请帮我一下！
E_C19_Nov_Aisha01_28,好的！
E_C19_Nov_Aisha01_29,可是普莉西拉，今天有跟小姐说过生日快乐了吗？
E_C19_Nov_Aisha01_30,还没，爱纱小姐很忙，我也…
E_C19_Nov_Aisha01_31,也是…那就没办法，爱纱小姐也会理解的。
E_C19_Nov_Aisha01_32,希望她能够理解…
E_C19_Nov_Aisha01_33,没办法…不能不管客人就去跟她说话。
E_C19_Nov_Aisha01_34,虽然准备了礼物…但今天内可以给她吗？
E_C19_Nov_Aisha01_35,普莉西拉！暂时过来一下！
E_C19_Nov_Aisha01_36,现在就去！
E_C19_Nov_Aisha01_37,时间已经这么晚了…
E_C19_Nov_Aisha01_38,原来开个派对也不简单…
E_C19_Nov_Aisha01_39,啊，真是！这派对到底什么时候结束！
E_C19_Nov_Aisha01_40,爱纱小姐还好吗…看起来很累…
E_C19_Nov_Aisha01_41,今天过的真愉快，下次来参加我宅邸开的派对吧！
E_C19_Nov_Aisha01_42,谢谢，慢走。
E_C19_Nov_Aisha01_43,哎呀，终于结束了…好累…现在可以休息了…
E_C19_Nov_Aisha01_44,现在几点？离子夜还有30分钟吗…
E_C19_Nov_Aisha01_45,等等，时间已经这么晚了？！
E_C19_Nov_Aisha01_46,辛苦了，明天会做整理，所以今天就先休息吧。
E_C19_Nov_Aisha01_47,虽然今天也只剩下几分钟…
E_C19_Nov_Aisha01_48,知道了…什么？现在几点？
E_C19_Nov_Aisha01_49,离子夜还剩10分钟…
E_C19_Nov_Aisha01_50,爱、爱纱小姐！请你稍等！
E_C19_Nov_Aisha01_51,普莉西拉！来得正好！那个，我…
E_C19_Nov_Aisha01_52,很抱歉，但你能过来一下吗？
E_C19_Nov_Aisha01_53,嗯？
E_C19_Nov_Aisha01_54,你应该已经很累了吧，抱歉。
E_C19_Nov_Aisha01_55,但我有话必须要现在跟你说…
E_C19_Nov_Aisha01_56,嗯，没事，普莉西拉没关系吗？不累吗？
E_C19_Nov_Aisha01_57,我没事，更重要的是，
E_C19_Nov_Aisha01_58,祝你生日快乐，爱纱小姐。虽然不是什么了不起的东西…
E_C19_Nov_Aisha01_59,但今天结束之前，想送给你。
E_C19_Nov_Aisha01_60,什么都可以！因为是普莉西拉给我的！
E_C19_Nov_Aisha01_61,这是我今天收到最好的礼物了，真的谢谢你！
E_C19_Nov_May01_01,嘻嘻嘻～嘻嘻～
E_C19_Nov_May01_02,梅伊姐，看起来很开心。
E_C19_Nov_May01_03,因为她的生日快到了吧，所以越来越期待。
E_C19_Nov_May01_04,今年给她做什么好呢…
E_C19_Nov_May01_05,露娜！露娜有想要做的事！
E_C19_Nov_May01_06,我想给梅伊姐送「惊喜礼物」！
E_C19_Nov_May01_07,「惊喜礼物」？
E_C19_Nov_May01_08,嗯！惊喜礼物就是…
E_C19_Nov_May01_09,D-2
E_C19_Nov_May01_10,啊，这个很可爱，多少钱呢？
E_C19_Nov_May01_11,嗯…等生日再买来当做生日礼物好了！
E_C19_Nov_May01_12,制作烟花？哇…很神奇呢，看起来很有意思。
E_C19_Nov_May01_13,可是现在没有时间，那就…
E_C19_Nov_May01_14,D-1
E_C19_Nov_May01_15,啊…呜哇…真的好想要这个。
E_C19_Nov_May01_16,钱包…嗯…会不会太奢侈了？
E_C19_Nov_May01_17,那是什么呀？
E_C19_Nov_May01_18,你好，露娜！我说的就是那个。
E_C19_Nov_May01_19,嗯…你想要吗？要不卖红萝卜？
E_C19_Nov_May01_20,卖红萝卜来买的话，感觉太勉强了…
E_C19_Nov_May01_21,嗯…
E_C19_Nov_May01_22,没事，要不稍微减少生活费来攒钱吧。
E_C19_Nov_May01_23,还是趁着生日，下定决心把存款…
E_C19_Nov_May01_24,嗯？
E_C19_Nov_May01_25,啊，没事！露娜现在要去哪儿？
E_C19_Nov_May01_26,露娜是要去森林玩儿！梅伊姐也要去吗？
E_C19_Nov_May01_27,现在要回店里看看…下次一起玩儿吧。
E_C19_Nov_May01_28,好的！下次见！拜拜！
E_C19_Nov_May01_29,D-Day
E_C19_Nov_May01_30,哇啊～今天天气真好。
E_C19_Nov_May01_31,真是万幸！
E_C19_Nov_May01_32,打扰一下，来了信！
E_C19_Nov_May01_33,信件？
E_C19_Nov_May01_34,没写上寄信人的名字，是谁寄的呢？
E_C19_Nov_May01_35,嗯…哦？邀请函…？
E_C19_Nov_May01_36,哦哦哦～？！制作烟火邀请函？！
E_C19_Nov_May01_37,今天本来就想要参加的！
E_C19_Nov_May01_38,…到底会是谁？
E_C19_Nov_May01_39,嘻嘻～嘻嘻嘻～
E_C19_Nov_May01_40,是这里吧？我看看…
E_C19_Nov_May01_41,恭喜你！这是给制作既大又酷的烟花的人
E_C19_Nov_May01_42,额外提供的礼物！
E_C19_Nov_May01_43,啊…？
E_C19_Nov_May01_44,这儿原本就有这种活动吗？
E_C19_Nov_May01_45,哎，就这样吧，可能是从今天开始的吧。
E_C19_Nov_May01_46,哇啊！谢谢！
E_C19_Nov_May01_47,朱诺姐说过给我做晚饭，先…
E_C19_Nov_May01_48,嗯？这次来了包裹…？
E_C19_Nov_May01_49,寄件人是…「每天谢谢」？
E_C19_Nov_May01_50,是谁呢…似懂非懂…
E_C19_Nov_May01_51,所以这是什么…呃啊？！
E_C19_Nov_May01_52,啊…
E_C19_Nov_May01_53,啊啊～？！？！？！
E_C19_Nov_May01_54,欢迎，梅伊！祝你生日快乐！
E_C19_Nov_May01_55,梅伊姐，欢迎！祝你生日快乐！我带来了红萝卜！
E_C19_Nov_May01_56,谢谢，朱诺姐！露娜也来了啊！谢谢！
E_C19_Nov_May01_57,那个，姐。今天过得开心吗？
E_C19_Nov_May01_58,嗯？当然！过得可开心了！
E_C19_Nov_May01_59,对吧！开心吧！真是万幸！
E_C19_Nov_Requina01_1,嘻嘻嘻～今天早上也很开心！
E_C19_Nov_Requina01_2,来，快点吃完早饭，去开店吧！
