KEY,"Korean"
E_C19_Feb_Lewisia01_01,"붉은 만월… 오늘이었나?"
E_C19_Feb_Lewisia01_02,"후후후…"
E_C19_Feb_Lewisia01_03,"오늘은 살짝 변덕을 부리고 싶어지는걸~"
E_C19_Feb_Lewisia01_04,"(잠시 후)"
E_C19_Feb_Lewisia01_05,"레이… 아.. 아니 레위시아 무슨 일로 불렀지… 요?"
E_C19_Feb_Lewisia01_06,"후후. 편하게 불러도 괜찮아 가우. 레이도 나인 것은 변함없으니까."
E_C19_Feb_Lewisia01_07,"그.. 그럼 예전처럼 레… 레이라고 부르도록 할게…"
E_C19_Feb_Lewisia01_08,"훗."
E_C19_Feb_Lewisia01_09,"레위시아! 초대라니, 대체 무슨 바람이 분 겐가? 게다가 어린 바바리안 친구도 있군."
E_C19_Feb_Lewisia01_10,"네가 초대라니 별일이 다 있군. "
E_C19_Feb_Lewisia01_11,"필롭, 파벨 어서 와."
E_C19_Feb_Lewisia01_12,"(드워프 왕과 빙룡의 마법사...)"
E_C19_Feb_Lewisia01_13,"제가 마지막 손님가요? 레위시아?"
E_C19_Feb_Lewisia01_14,"어서 와, 로레인."
E_C19_Feb_Lewisia01_15,"(숲의 현자….)"
E_C19_Feb_Lewisia01_16,"오랜만이에요. 레위시아"
E_C19_Feb_Lewisia01_17,"초대를 받고 오는 동안 생각해 보니, 이즈음이 그대의 생일인 것으로 기억합니다."
E_C19_Feb_Lewisia01_18,"레이의 생일….! "
E_C19_Feb_Lewisia01_19,"그래. 오늘은 나에게 붉은 달이 보이는 날. "
E_C19_Feb_Lewisia01_20,"오랜 시간 인간들 속에서 섞여 지내다 보니 살짝 인간적인 감성이 생긴 것 같아."
E_C19_Feb_Lewisia01_21,"갑자기 인간들의 생일 축하란 것을 한번 받아보고 싶어지더라구."
E_C19_Feb_Lewisia01_22,"인간들의 생일 축하를 받고 싶어 초대한 이들 중에서 "
E_C19_Feb_Lewisia01_23,"인간은 이 어린 친구 말고는 없다는 건 아이러니한 점이구만. 하하하하하."
E_C19_Feb_Lewisia01_24,"후후후. 그래서 가우는 내 소중한 인연인 것이지."
E_C19_Feb_Lewisia01_25,"고아원에 잠시 머물던 시절에도 가우는 어린 아이들의 생일을 잘 챙겨줬었거든."
E_C19_Feb_Lewisia01_26,"저.. 저도 세상을 구한 영웅들과 같은 자리에 있을 수 있어 영광입니다."
E_C19_Feb_Lewisia01_27,"후후후… 착하고 순수한 청년이로군요. 얼음의 정령들의 가호가 강하게 느껴지는 것을 보니."
E_C19_Feb_Lewisia01_28,"어… 어… "
E_C19_Feb_Lewisia01_29,"아직 힘이 부족한 아이일 뿐이다."
E_C19_Feb_Lewisia01_30,"슬슬 본론으로 들어가는 것이 어떤가?"
E_C19_Feb_Lewisia01_31,"아참! 그랬지요."
E_C19_Feb_Lewisia01_32,"순수한 붉은빛의 지배자에게 숲의 엘프와 정령들을 대표해 축하를 전해드립니다."
E_C19_Feb_Lewisia01_33,"하아… 로레인. 그런 인사는 공식석상에서 해줬으면 좋을 것 같아."
E_C19_Feb_Lewisia01_34,"덕분에 갑자기 분위기가 딱딱해져 버렸는걸?"
E_C19_Feb_Lewisia01_35,"어머 그럴 의도는 없었는데….."
E_C19_Feb_Lewisia01_36,"그럼 간단히. 생일 축하드려요~ 레위시아. 이건 선물이에요."
E_C19_Feb_Lewisia01_37,"어린 정령의 기운이 담긴 이슬을 모은 것이에요. 마력 회복에 도움이 될 겁니다."
E_C19_Feb_Lewisia01_38,"하하하. 로레인도 나랑 같은 생각을 했었군."
E_C19_Feb_Lewisia01_39,"나도 여행 중에 순수한 마력이 담긴 마력석을 얻어서 레위시아를 만나면 건네줄 생각을 했단 말이지."
E_C19_Feb_Lewisia01_40,"축하한다네. 레위시아. 받게나."
E_C19_Feb_Lewisia01_41,"축하한다. 받아라. 빙룡의 마력이 담긴 눈결정이다."
E_C19_Feb_Lewisia01_42,"따로 더 설명할 필요는 없겠군."
E_C19_Feb_Lewisia01_43,"어… 엇 선물은 미처 준비하지 못했지만, 생일 축하해. 레이."
E_C19_Feb_Lewisia01_44,"저들은 오랜 인연이었고 나의 사정을 알고 있어서 미리 선물을 준비해 둔 것이었겠지."
E_C19_Feb_Lewisia01_45,"마침 타이밍이 맞았을 뿐이야. 선물을 바라고 한 건 아니니까 부담 갖지 않았으면 해."
E_C19_Feb_Lewisia01_46,"이번 초대는 인간들처럼 생일 축하를 받고 싶어서였으니."
E_C19_Feb_Lewisia01_47,"하지만….."
E_C19_Feb_Lewisia01_48,"다음 번 생일에는 내가 꼭 선물을 챙겨 주도록 할게!"
E_C19_Feb_Lewisia01_49,"후후… 좋아! 가우의 그 마음 꼭 기억해 둘게."
E_C19_Feb_Lewisia01_50,"그럼 이제 본격적인 생일잔치로 넘어가 보도록 할까? 오늘 밤을 마음껏 즐기도록 해~"
E_C19_Feb_Sonia01_01,"미리안느~"
E_C19_Feb_Sonia01_02,"미리안느~"
E_C19_Feb_Sonia01_03,"으음…어디 간 거지?"
E_C19_Feb_Sonia01_04,"(탁!)"
E_C19_Feb_Sonia01_05,"미리안느?"
E_C19_Feb_Sonia01_06,"어이쿠, 소니아구나! "
E_C19_Feb_Sonia01_07,"무슨 급한 일이라도 있는 거니?"
