KEY,"English"
Sub1_Rephy_1_1_1,"Guide of Blue Star"
Sub1_Rephy_1_1_2,"Behind every life is a soul."
Sub1_Rephy_1_1_3,"Although life comes to an end,"
Sub1_Rephy_1_1_4,"the soul remains in this World of Light."
Sub1_Rephy_1_1_5,"They all return to the home of souls,"
Sub1_Rephy_1_1_6,"the Blue Star."
Sub1_Rephy_1_1_7,"In the garden of Asiphia, Queen of Blue Star,"
Sub1_Rephy_1_1_8,"they rest peacefully in the garden of rest."
Sub1_Rephy_1_1_9,"They wait until they are called again by Lua"
Sub1_Rephy_1_1_10,"to go back to the World of Light."
Sub1_Rephy_1_1_11,"Of course, not all souls succeed."
Sub1_Rephy_1_1_12,"Only pure souls who managed to cross the Starlight Bridge"
Sub1_Rephy_1_1_13,"are able to go to the Blue Star."
Sub1_Rephy_1_1_14,"Souls that lose their way to Starlight Bridge"
Sub1_Rephy_1_1_15,"will be stained with darkness."
Sub1_Rephy_1_1_16,"That is why they need spiritual guides."
Sub1_Rephy_1_1_17,"So that the souls do not lose their way,"
Sub1_Rephy_1_1_18,"with lamps that light up Misty Hills..."
Sub1_Rephy_1_1_19,"............................................."
Sub1_Rephy_1_1_20,"Are you listening?"
Sub1_Rephy_1_1_21,"Rephy... Rephy! Rephy!"
Sub1_Rephy_1_2_1,"Huh? I wasn't sleeping. I wasn't!"
Sub1_Rephy_1_2_2,"Rephy! How could you!? How many times is this now?"
Sub1_Rephy_1_2_3,"I'm telling you about our most important work in the Tamian Tribe, and you're dozing off..."
Sub1_Rephy_1_2_4,"What? No! Rephy was listening this whole time!"
Sub1_Rephy_1_2_5,"We can use the God's Lamp that the Sentinel of Blue Star gave to us"
Sub1_Rephy_1_2_6,"and light up some Misty Hills... on fire?"
Sub1_Rephy_1_2_7,"What in the world are you talking about?"
Sub1_Rephy_1_2_8,"Listen! We light up the Misty Hills like a beacon, with bright light!"
Sub1_Rephy_1_2_9,"Then, we get Starlight Bridge glowing again, and those lost souls can find their way to the Blue Star..."
Sub1_Rephy_1_2_10,"Zzz... Zzz..."
