KEY,"ChineseSimplified"
E_C19_Jan_Fray01_01,"…今年还是又来到这了呢…"
E_C19_Jan_Fray01_02,"明明什么也不会记得…我也真是…"
E_C19_Jan_Fray01_03,"你是？？…圣光牧师芙莱儿？"
E_C19_Jan_Fray01_04,"罗兰，您这段时间过得好吗？"
E_C19_Jan_Fray01_05,"呵呵…多亏有你们辛苦的付出，我这段时间过得很安稳。"
E_C19_Jan_Fray01_06,"…这么快就长成大人了…那时明明还是个小婴儿。"
E_C19_Jan_Fray01_07,"啊？？？您怎么知道那个？？？"
E_C19_Jan_Fray01_08,"艾莉丝没有说吗？"
E_C19_Jan_Fray01_09,"第一个在这世界树下发现你的人就是我。"
E_C19_Jan_Fray01_10,"我…什么都不记得…只知道自己是被丢在世界树底下，被人发现…"
E_C19_Jan_Fray01_11,"哎呦…艾莉丝怎么…但我到现在还记忆犹新。"
E_C19_Jan_Fray01_12,"那天格外的温暖，即使是在这样寒冷的冬天里。"
E_C19_Jan_Fray01_13,"托那天气的福，我从一大早就急着巡视世界树。"
E_C19_Jan_Fray01_14,"但是…当时那个地方有散发着黄金光芒的天使在。"
E_C19_Jan_Fray01_15,"天使？"
E_C19_Jan_Fray01_16,"对！我看到世界树根部有神圣的光环在闪着光，"
E_C19_Jan_Fray01_17,"过去一看原来是一个全身闪着黄金光芒的漂亮小婴儿。"
E_C19_Jan_Fray01_18,"刚开始我还以为是天堂神族，但却没看到翅膀。"
E_C19_Jan_Fray01_19,"但是那个小婴儿发出的光芒可不是普通的人所能拥有的。"
E_C19_Jan_Fray01_20,"......................................."
E_C19_Jan_Fray01_21,"所以我赶紧告诉了艾莉丝。"
E_C19_Jan_Fray01_22,"后来就听说被送到了圣骑士团团长运营的孤儿院。"
E_C19_Jan_Fray01_23,"是的，在那之后我就在瑞卡德爷爷的膝下长大。"
E_C19_Jan_Fray01_24,"和克劳斯哥哥，还有凯瑟一起。"
E_C19_Jan_Fray01_25,"但是…艾莉丝…为什么从来没有向我说过这件事呢？"
E_C19_Jan_Fray01_26,"一定是有什么原因的。"
E_C19_Jan_Fray01_27,"艾莉丝所有的一切都听命于露亚大人…"
E_C19_Jan_Fray01_28,"…原来是这样…谢谢您。这真的是我一直想知道的事。"
E_C19_Jan_Fray01_29,"不用客气，但在对你这么重要的日子，我好像因为些无谓的事情扰乱了你的心情。"
E_C19_Jan_Fray01_30,"那请祝你充满光明…不对，人类世界的问候是不一样的吧。"
E_C19_Jan_Fray01_31,"生日快乐呀，芙莱儿。"
E_C19_Jan_Fray01_32,"…谢谢。"
E_C19_Jan_Fray01_33,"..................................................."
E_C19_Jan_Fray01_34,"…我并不是感到现在不幸福。"
