KEY,ChineseTraditional
SKILL_DESC_91000110,[審判之刃]冷卻時間減少30%，每次使用傷害量增加4%，此效果最多可堆疊10次。
SKILL_DESC_91000111,[審判之刃]冷卻時間減少30%，每次使用傷害量增加4.8%，此效果最多可堆疊10次。
SKILL_DESC_91000112,[審判之刃]冷卻時間減少30%，每次使用傷害量增加5.8%，此效果最多可堆疊10次。
SKILL_DESC_91000113,[審判之刃]冷卻時間減少30%，每次使用傷害量增加7%，此效果最多可堆疊10次。
SKILL_DESC_91000114,[審判之刃]冷卻時間減少30%，每次使用傷害量增加8.4%，此效果最多可堆疊10次。
SKILL_DESC_91000115,[審判之刃] 冷卻時間減少30%，每次使用傷害量增加10%，此效果最多可堆疊10次。
SKILL_DESC_91000210,[神跡之光]治癒量增加50%，並使對象於1秒內呈現傷害免疫狀態。
SKILL_DESC_91000211,[神跡之光]治癒量增加50%，並使對象於1.2秒內呈現傷害免疫狀態。
SKILL_DESC_91000212,[神跡之光]治癒量增加50%，並使對象於1.4秒內呈現傷害免疫狀態。
SKILL_DESC_91000213,[神跡之光]治癒量增加50%，並使對象於1.7秒內呈現傷害免疫狀態。
SKILL_DESC_91000214,[神跡之光]治癒量增加50%，並使對象於2.1秒內呈現傷害免疫狀態。
SKILL_DESC_91000215,[神跡之光]治癒量增加50%，並使對象於2.5秒內呈現傷害免疫狀態。
SKILL_DESC_91000310,[火焰鑽刺]將攻擊目標轉換為攻擊力最高的敵人，並使其魔力減少100。
SKILL_DESC_91000311,[火焰鑽刺]將攻擊目標轉換為攻擊力最高的敵人，並使其魔力減少120。
SKILL_DESC_91000312,[火焰鑽刺]將攻擊目標轉換為攻擊力最高的敵人，並使其魔力減少140。
SKILL_DESC_91000313,[火焰鑽刺]將攻擊目標轉換為攻擊力最高的敵人，並使其魔力減少170。
SKILL_DESC_91000314,[火焰鑽刺]將攻擊目標轉換為攻擊力最高的敵人，並使其魔力減少210。
SKILL_DESC_91000315,[火焰鑽刺]將攻擊目標轉換為攻擊力最高的敵人，並使其魔力減少250。
SKILL_DESC_91000410,[無情]解除被施予的負面效果，並在施展暴擊時回復魔力200。
SKILL_DESC_91000411,[無情]解除被施予的負面效果，並在施展暴擊時回復魔力240。
