KEY,German
E_C19_May_Lucias_01,"Hast du mich gefunden, Sir Ricardo?"
E_C19_May_Lucias_02,Du verlässt dein Plätzchen dieser Tage scheinbar ziemlich oft.
E_C19_May_Lucias_03,"Die jüngste Schlacht mit den Dämonen hinterließ eine Menge zivile Verluste, ebenso wie heilige Krieger."
E_C19_May_Lucias_04,"Ich wurde aufgehalten, weil ich mich um die Bedürftigen kümmerte. Verzeihung."
E_C19_May_Lucias_05,"Haha! Kein Grund, sich zu entschuldigen!"
E_C19_May_Lucias_06,"Ich weiß längst, dass du niemanden ignorieren kannst, der Hilfe braucht."
E_C19_May_Lucias_07,"Wie dem auch sei, Lucias, ich habe herausgefunden, dass du heute Geburtstag hast!"
E_C19_May_Lucias_08,"Ich hätte schon eher eine Feier vorbereitet,"
E_C19_May_Lucias_09,"aber ich scheine solche Anlässe öfter zu vergessen, je älter ich werde, haha!"
E_C19_May_Lucias_10,"Tut mir leid, dass ich zu spät bin."
E_C19_May_Lucias_11,"Es ist nicht viel, aber hier ist eine Kleinigkeit für dich."
E_C19_May_Lucias_12,Vielen Dank.
E_C19_May_Lucias_13,"... Aber woher wusstest du, dass heute mein Geburtstag ist?"
E_C19_May_Lucias_14,Ein Brief vom Magier von Stardust erreichte mich heute.
E_C19_May_Lucias_15,"Er muss einer deiner Freunde sein, wenn er sich an deinen Geburtstag erinnert. Der Kerl scheint mir sehr interessant zu sein."
E_C19_May_Lucias_16,Haha ... Ja ... Schätze schon.
E_C19_May_Lucias_17,"Übrigens, besuchst du eigentlich je deinen Heimatort?"
E_C19_May_Lucias_18,"Nein, ich hatte nie die Gelegenheit dazu."
E_C19_May_Lucias_19,"Alle Eltern scheinen sich nach ihren Kindern zu sehnen, sobald diese flügge werden."
E_C19_May_Lucias_20,Sie sorgen sich dauernd um die Gesundheit und Sicherheit ihrer Kinder.
E_C19_May_Lucias_21,Und das wiederum raubt ihnen nachts den Schlaf.
E_C19_May_Lucias_22,Und heute scheint ein wichtiger Tag für dich zu sein.
