KEY,ChineseSimplified
Sub1_Crow_1_1_1,一切就是从那时候开始的...
Sub1_Crow_1_1_2,当我一如往常地进行熟悉的任务时。
Sub1_Crow_1_2_1,喂，老头～
Sub1_Crow_1_2_2,制服呢？
Sub1_Crow_1_2_3,我穿这件更舒服。
Sub1_Crow_1_2_4,嗯，应该没关係。
Sub1_Crow_1_2_5,你应该已经知道任务内容了吧？
Sub1_Crow_1_2_6,不是跟平常一样吗？如果是目标就杀掉他，如果是物品就把它抢过来，对吧？
Sub1_Crow_1_2_7,...
Sub1_Crow_1_2_8,唉～你还真是没有人情味。
Sub1_Crow_1_2_9,你应该也很清楚吧？10分钟后就要开始执行任务。
Sub1_Crow_1_2_10,你最好利用这段时间熟悉一下任务内容。
Sub1_Crow_1_2_11,真是严肃~只要和平常一样咻～碰！沙～碰！乾脆俐落完成任务就行了...
Sub1_Crow_1_2_12,...
Sub1_Crow_1_2_13,23点10分收到任务。
Sub1_Crow_1_2_14,收购者猎犬部队1号组长米特拉少尉。
Sub1_Crow_1_2_15,23点整任务开始，预计24点整抵达目标位置后从据点3回收目标物品，\n并在1点10分顺利移交运输部队。
Sub1_Crow_1_2_16,任务失败时，于00点40分返回据点1，等候另外指示。
Sub1_Crow_1_2_17,全都记清楚了。
Sub1_Crow_1_2_18,走吧。
Sub1_Crow_1_3_1,看吧，每次我们都这样赌上性命帮他们完成他们无法完成的任务
Sub1_Crow_1_3_2,而且还这么隐密地进行，但他们却不知感恩！
Sub1_Crow_1_3_3,我也不想这么说，但是什么肮脏事不都是我们在做吗？
Sub1_Crow_1_3_4,...
Sub1_Crow_1_3_5,虽然我只要负责扫射就够了...
Sub1_Crow_1_3_6,咦？这么一说好像也没什么耶？
Sub1_Crow_1_3_7,...跟贾克司讲话...的确会把注意力转移到战争以外的事情。
Sub1_Crow_1_3_8,对啊，我怎么会对这种事不满呢？还真稀奇。
Sub1_Crow_1_3_9,那个人真的很奇妙，每次都说个不停，而且都不会累耶？ ！
Sub1_Crow_1_3_10,他说这么做是为了在战后得到创伤后应激障碍的诊断书。
Sub1_Crow_1_3_11,潘希洛奈没有说过那种话。
Sub1_Crow_1_3_12,那是因为他老是逃跑！贾克司大概也半放弃了吧。
Sub1_Crow_1_3_13,对了！既然谈到了这件事，不要一直把我和那该死的小鬼扯在一起。
Sub1_Crow_1_3_14,上次那该死的家伙竟然完全失控，不分敌我看见人就想杀，造成了很大的损失。
Sub1_Crow_1_3_15,你这家伙应该不会在意队友的状况吧。
