KEY,French
E_C19_Apr_Morrah09_01,...
E_C19_Apr_Morrah09_02,Maria... n'est pas là.
E_C19_Apr_Morrah09_03,"Ah, ce doit être aujourd'hui..."
E_C19_Apr_Morrah09_04,Ce qui veut dire... qu'elle doit être là-bas...
E_C19_Apr_Morrah09_05,Auprès de sa tombe...
E_C19_Apr_Morrah09_06,J'avais l'impression de traverser un épais brouillard de sang.
E_C19_Apr_Morrah09_07,Il n'y avait aucune raison de réfléchir.
E_C19_Apr_Morrah09_08,Il n'y avait pas besoin de réfléchir.
E_C19_Apr_Morrah09_09,Il fallait simplement que j'affronte quelqu'un.
E_C19_Apr_Morrah09_10,Le Seigneur des ténèbres m'avait ordonné de traquer les dragons et de dépeupler la terre.
E_C19_Apr_Morrah09_11,"Pour arriver à mes fins, j'ai absorbé la puissance d'innombrables dragons."
E_C19_Apr_Morrah09_12,L'armée de draconics se renforçait toujours un peu plus.
E_C19_Apr_Morrah09_13,"Mais au cours de l'ultime combat contre le guerrier et son groupe, j'ai..."
E_C19_Apr_Morrah09_14,... Hum ? Que fais-tu ici ?
E_C19_Apr_Morrah09_15,"... ? Maria, je croyais que tu t'étais rendue sur la tombe d'Oricana..."
E_C19_Apr_Morrah09_16,"Je l'ai fait, cette année comme les 100 précédentes..."
E_C19_Apr_Morrah09_17,...
E_C19_Apr_Morrah09_18,"Je peux te poser une question, Maria ?"
E_C19_Apr_Morrah09_19,Oui ?
E_C19_Apr_Morrah09_20,... Est-ce que... tu m'en veux ?
E_C19_Apr_Morrah09_21,D'avoir tué... celui qui était ton autre moitié...
E_C19_Apr_Morrah09_22,...
E_C19_Apr_Morrah09_23,*Pfff* Nous en avons déjà parlé.
E_C19_Apr_Morrah09_24,... Évidemment que je t'ai maudite pendant un moment.
E_C19_Apr_Morrah09_25,Mais d'un autre côté... tu es le dernier souvenir qu'il a laissé.
E_C19_Apr_Morrah09_26,Et puis... tu n'es plus la même.
E_C19_Apr_Morrah09_27,Tu as beaucoup changé... je ne peux pas te faire porter la responsabilité de tes anciens méfaits.
E_C19_Apr_Morrah09_28,...
E_C19_Apr_Morrah09_29,Être libérée du Seigneur des ténèbres... et la révélation de ma vraie nature...
E_C19_Apr_Morrah09_30,Ce sont les derniers cadeaux d'Oricana.
E_C19_Apr_Morrah09_31,Même si notre aventure a commencé par de la rancœur et des injures...
E_C19_Apr_Morrah09_32,Nous n'en sommes plus là à présent.
E_C19_Apr_Morrah09_33,"Oricana nous a quittées... mais je t'ai encore, toi."
E_C19_Apr_Morrah09_34,C'est pour cette raison que le jour où il est parti... correspond à ton anniversaire.
E_C19_Apr_Morrah09_35,Cette tradition humaine est peut-être futile...
E_C19_Apr_Morrah09_36,"En tout cas, excuse-moi de ne pas avoir pris soin de toi plus tôt."
E_C19_Apr_Morrah09_37,...
E_C19_Apr_Morrah09_38,"Merci, Maria."
E_C19_Apr_Mediana07_01,"Alors, je vais mélanger un peu de ça... et ensuite..."
E_C19_Apr_Mediana07_02,"Ah ah, mon nouveau remède est bientôt terminé..."
E_C19_Apr_Mediana07_03,"Oh, que j'ai hâte de le tester !"
E_C19_Apr_Mediana07_04,...
E_C19_Apr_Mediana07_05,"Hum, hum."
E_C19_Apr_Mediana07_06,Joyeux anniversaire !
E_C19_Apr_Mediana07_07,?!
E_C19_Apr_Mediana07_08,Hein ? Depuis quand êtes-vous là ?
E_C19_Apr_Mediana07_09,Et de quoi parles-tu ? Mon anniversaire ?
E_C19_Apr_Mediana07_10,C'est déjà mon anniversaire ?
E_C19_Apr_Mediana07_11,"Ah ah ah, tes travaux t'ont encore fait oublier ton anniversaire ?"
E_C19_Apr_Mediana07_12,"Hi hi hi, ce n'est pas la première fois que ça t'arrive..."
E_C19_Apr_Mediana07_13,"L'année dernière, tu étais partie cueillir des herbes, nous n'avons même pas pu le fêter correctement."
E_C19_Apr_Mediana07_14,C'est vrai ! C'est pour cela que j'ai proposé d'organiser une grosse fête cette année !
E_C19_Apr_Mediana07_15,"Et nous ne sommes pas venues les mains vides, hé hé !"
E_C19_Apr_Mediana07_16,Tada !
E_C19_Apr_Mediana07_17,"Oh, purée..."
E_C19_Apr_Mediana07_18,Tu es sûre de vouloir m'offrir une chose aussi précieuse ?
E_C19_Apr_Mediana07_19,"Bien sûr ! C'est peut-être rare, mais les marchands connaissent les bonnes adresses pour ce genre de choses !"
E_C19_Apr_Mediana07_20,Et je sais où en trouver d'autres.
E_C19_Apr_Mediana07_21,Ah ah ah...
E_C19_Apr_Mediana07_22,"Je n'ai peut-être pas de poison à t'offrir pour ton travail, Mediana..."
E_C19_Apr_Mediana07_23,"Mais comme c'est ton anniversaire, je t'ai préparé un gâteau."
E_C19_Apr_Mediana07_24,"Oh, quel beau gâteau !"
