KEY,German
E_C19_July_Maria01_1,"Also, bist du dir wirklich sicher, dass das funktionieren wird?"
E_C19_July_Maria01_2,"*Kicher* Natürlich. Was auch immer du geplant hast, alles wird glattgehen."
E_C19_July_Maria01_3,"Sie ist auch für mich wichtig und besonders, weißt du."
E_C19_July_Maria01_4,"Ich spiele vor ihr nicht den Narren, anders als du."
E_C19_July_Maria01_5,...
E_C19_July_Maria01_6,Ich bin aber immer noch ein wenig neugierig. Warum willst du nicht mit ihr feiern?
E_C19_July_Maria01_7,"Ich bin eine Drakonische, die den Heiligen Drachen Oricana geschlachtet und verspeist hat."
E_C19_July_Maria01_8,"Es steht mir nicht zu, die Geburt einer so edlen Person zu feiern."
E_C19_July_Maria01_9,*Kicher* So denkst du? Was bist du doch bezaubernd.
E_C19_July_Maria01_10,Halt den Mund.
E_C19_July_Maria01_11,"Meine Geschäfte mit dir sind erledigt. Ich habe bezahlt, was ich schuldig war. Geh."
E_C19_July_Maria01_12,*Kicher* Wie in aller Welt könnte ich jetzt gehen?
E_C19_July_Maria01_13,"Ich kann wohl kaum verpassen, was ich jetzt zu sehen bekomme, oder?"
E_C19_July_Maria01_14,"Wo warst du, Morrah? Ich habe überall nach dir gesucht."
E_C19_July_Maria01_15,"Ich bitte um Entschuldigung. Ich war gerade auf dem Weg, um dir ein Geschenk zu bringen."
E_C19_July_Maria01_16,Ein Geschenk?
E_C19_July_Maria01_17,"Ich hoffe, das gefällt dir."
E_C19_July_Maria01_18,Urgs ...!
E_C19_July_Maria01_19,Warte! Was ist das?
E_C19_July_Maria01_20,"Morrah, hör auf!"
E_C19_July_Maria01_21,Maria ...
E_C19_July_Maria01_22,Wer bist du ...?
E_C19_July_Maria01_23,"Ich bin’s, Oricana."
E_C19_July_Maria01_24,"Mit der Hilfe des Wesens, das meinen Geist innehat,"
E_C19_July_Maria01_25,und deiner Freundin
E_C19_July_Maria01_26,"ist es mir möglich, etwas Zeit mit dir zu verbringen."
E_C19_July_Maria01_27,Oricana ...
E_C19_July_Maria01_28,Alles Gute zum Geburtstag.
E_C19_July_Maria01_29,"Ich bin froh, dass ich dir persönlich gratulieren kann."
E_C19_July_Maria01_30,"Danke, Oricana."
E_C19_July_Maria01_31,Dann lächle. Ich will dein Lächeln sehen.
E_C19_July_Maria01_32,"Ich werde auf deiner Reise über dich wachen,"
E_C19_July_Maria01_33,"und auf den Tag warten, an dem du endlich dein Glück findest."
E_C19_July_Maria01_34,Oricana! Bitte bleib!
E_C19_July_Maria01_35,Ah ...!
E_C19_July_Maria01_36,Du bist ...
E_C19_July_Maria01_37,Argh ...
E_C19_July_Maria01_38,Mein Kopf bringt mich um. Wo ist Maria?
E_C19_July_Maria01_39,"Maria, geht es dir gut?"
E_C19_July_Maria01_40,"Also, wie hat dir gefallen, was ich für dich vorbereitet habe?"
E_C19_July_Maria01_41,...
E_C19_July_Maria01_42,Maria ...?
E_C19_July_Maria01_43,Morrah.
E_C19_July_Maria01_44,"Ich sage nicht, dass ich dein Geschenk hasse."
