KEY,ChineseTraditional
Sub1_Prisila_1_1_1,充滿不安的金色瞳孔。
Sub1_Prisila_1_1_2,我會死在這裡嗎？
Sub1_Prisila_1_1_3,這不是看起來連十歲都不到的孩子該問的事。
Sub1_Prisila_1_1_4,面對少女不安的視線，
Sub1_Prisila_1_1_5,我不自覺地就咬起了下嘴唇。
Sub1_Prisila_1_1_6,這雙小手的主人背負改變一切的命運
Sub1_Prisila_1_1_7,讓人不禁覺得荒唐與悲傷。
Sub1_Prisila_1_1_8,請放心吧，不會有事的。
Sub1_Prisila_1_1_9,如往常一樣說出的一句話。
Sub1_Prisila_1_1_10,就像習慣一般、就像咒文一般
Sub1_Prisila_1_1_11,對信任且追隨自己的人說的那一句話。
Sub1_Prisila_1_1_12,放心吧！不會發生任何事的。
Sub1_Prisila_1_1_13,少女呆滯的凝視她走下馬車。
Sub1_Prisila_1_1_14,可以知道門外的雨勢如同暴風雨一般。
Sub1_Prisila_1_1_15,我是接下來要服侍小姐的普莉西拉。
Sub1_Prisila_1_1_16,回頭望著少女，簡潔有力地說著。
Sub1_Prisila_1_1_17,不過，那句話讓少女深信對方一定會保護自己。
Sub1_Prisila_1_1_18,謝、謝謝。
Sub1_Prisila_1_1_19,少女不自覺地點頭回應。
Sub1_Prisila_1_1_20,她讓少女坐在後方，然後搭上馬車。
Sub1_Prisila_1_1_21,經過多久了呢...
Sub1_Prisila_1_1_22,鏘鏘-！！
Sub1_Prisila_1_1_23,尖銳的鐵聲使整個馬車都晃動了。
Sub1_Prisila_1_1_24,他們的慘叫聲淹沒在雨聲中。
Sub1_Prisila_1_1_25,又過了一段時間，敲打在馬車上的雨聲不知不覺中停止了。
Sub1_Prisila_1_1_26,砰咚-
Sub1_Prisila_1_1_27,全身淋濕的她爬上馬車。
Sub1_Prisila_1_1_28,然後少女嚎啕大哭。
Sub1_Prisila_1_1_29,謝...謝謝...
Sub1_Prisila_1_1_30,面對哭得如此悲傷的少女...
Sub1_Prisila_1_1_31,她不知所措地望著...
Sub1_Prisila_1_1_32,小心翼翼的伸出手抱住少女。
Sub1_Prisila_1_1_33,少女很嬌小，哭聲更小。
Sub1_Prisila_1_1_34,沒事，從現在起我會一直陪伴在小姐身邊。
Sub1_Prisila_2_1_1,嗚嗯-
Sub1_Prisila_2_1_2,魔物撕裂耳朵般的尖叫聲
Sub1_Prisila_2_1_3,黏稠且令人作嘔的血噴灑在空中。
Sub1_Prisila_2_1_4,純白的美麗斧戟早已被血染色，失去原本的色澤。
Sub1_Prisila_2_1_5,軍隊最需要怎樣的人？
Sub1_Prisila_2_1_6,沒有自己想法的人。
Sub1_Prisila_2_1_7,不具有自我意識的人。
Sub1_Prisila_2_1_8,好，那你認為自己是種人呢？
Sub1_Prisila_2_1_9,擁有自信的人。
Sub1_Prisila_2_1_10,具備信念的人。
Sub1_Prisila_2_1_11,擁有強烈的自我，
Sub1_Prisila_2_1_12,且讓大家都陷入危險的人。
Sub1_Prisila_2_1_13,普莉西拉少校，在我眼中你就是這樣的人。
Sub1_Prisila_2_1_14,選擇權在你！
Sub1_Prisila_2_1_15,是你呢？還是要讓所有追隨你的人
Sub1_Prisila_2_1_16,變不幸呢？
Sub1_Prisila_2_1_17,混帳...
Sub1_Prisila_2_1_18,喔？來了！
Sub1_Prisila_2_1_19,隊長，在這邊~
Sub1_Prisila_2_1_20,士兵們在遠處高興地揮手迎接普莉西拉，
Sub1_Prisila_2_1_21,大部分都累到倒下，
Sub1_Prisila_2_1_22,其他人小心翼翼地照顧受傷的同伴，
Sub1_Prisila_2_1_23,或是為死去的同伴挖墳墓。
Sub1_Prisila_2_1_24,這是誰的位子呢？
Sub1_Prisila_2_1_25,是艾羅科茲的位子。
Sub1_Prisila_2_1_26,如果沒有蓋上泥土就會變成烏鴉的食物吧。
Sub1_Prisila_2_1_27,她答應會回來把遺骸全都帶回祖國，
Sub1_Prisila_2_1_28,挖好的墳墓多達數十個。
Sub1_Prisila_2_1_29,這是經常發生的事。
Sub1_Prisila_2_1_30,一開始部隊的人數多達八十幾名，
Sub1_Prisila_2_1_31,隨著戰鬥時間不斷地延長，士兵的數量慢慢減少了，
Sub1_Prisila_2_1_32,而且沒有補充任何人員。
Sub1_Prisila_2_1_33,前往更骯髒的地方，
Sub1_Prisila_2_1_34,前往更危險的地方，
Sub1_Prisila_2_1_35,起初只是討伐程度的戰鬥，
Sub1_Prisila_2_1_36,逐漸變成為了生存的戰鬥。
Sub1_Prisila_2_1_37,大家都沒事嗎？
Sub1_Prisila_2_1_38,那當然囉！你當我們是誰？
Sub1_Prisila_2_1_39,我們可是百戰百勝的勇士耶！
Sub1_Prisila_2_1_40,雖然士兵們愉快地回答，
Sub1_Prisila_2_1_41,但一時之間想不到該回應什麼，
