KEY,Vietnamese
E1_Pancironne_1_1_1,Nhanh! Nhanh! Nhanh! Nhanh lênnn!
E1_Pancironne_1_1_2,Nhanh! Nhanh! Nhanh! Nhanh lênnn!
E1_Pancironne_1_1_3,"Haizz, chán quá đi..."
E1_Pancironne_1_1_4,Đào đất thì có gì cực mà lê lết như vầy hả?
E1_Pancironne_1_1_5,Hây.. mới đó mà được mấy tháng rồi.
E1_Pancironne_1_1_6,À... thưa thiếu úy.
E1_Pancironne_1_1_7,À ừm... Tuy đây là khu vực bắt đầu làm còn chưa được 5 phút nhưng mà...
E1_Pancironne_1_1_8,với lại mọi người cũng mấy ngày rồi không được nghỉ ngơi...
E1_Pancironne_1_1_9,Dù sao thì đây là khu vực hoàn toàn không thể bắt được tín hiệu năng lượng...
E1_Pancironne_1_1_10,Xin hãy đợi thêm ít nữa...
E1_Pancironne_1_1_11,Lắm lời nhỉ?
E1_Pancironne_1_1_12,Vâ..Vâng..?!
E1_Pancironne_1_1_13,Cháy rụi điiii!
E1_Pancironne_1_1_14,Ahhhhh!!
E1_Pancironne_1_1_15,Xin... xin lỗi ạ!
E1_Pancironne_1_1_16,Bực mình thật!!
E1_Pancironne_1_1_17,Ngươi có biết là mệt lắm không khi mà cứ phải nói đi nói lại cùng một lời!!
E1_Pancironne_1_1_18,Cái thời gian mà lảm nhảm đó thì đi đào đất đi!
E1_Pancironne_1_1_19,Nhanh! Nhanh! Nhanh! Nhanh lênnn!!!!!!!!
E1_Pancironne_1_1_20,Ặcc!!!!
E1_Pancironne_1_1_21,Hà cớ gì lại đi bổ nhiệm cấp trên điên rồ như vậy!
E1_Pancironne_1_1_22,Nghe nói là sẽ được chăm lo hậu hĩnh nên ta mới quyết tâm đến đây haiz..
E1_Pancironne_1_1_23,Việc thì mệt như chó..
E1_Pancironne_1_1_24,Đào rồi lại đào mà tới con kiến còn không thấy..
E1_Pancironne_1_1_25,Hừ! Ta không làm đâu.
E1_Pancironne_1_1_26,Giờ chỉ cần nhìn thấy đất thôi cũng thấy mắc ói rồi!
E1_Pancironne_1_1_27,Hự... cho ta đi ngủ đi....
E1_Pancironne_1_1_28,Ui còn không cho ta ngồi một xíu thôi cũng được!!
E1_Pancironne_1_1_29,Ở đây có khác gì chiến trường không?
E1_Pancironne_1_1_30,"À không, thà là cho ta ra chiến trường còn hơn!!"
E1_Pancironne_1_1_31,Không thể nh.. nhịn được nữa mà!
E1_Pancironne_1_1_32,Cứ làm việc kiểu này có ngày chết không hay!
E1_Pancironne_1_1_33,Đi thôi!!
E1_Pancironne_1_1_34,Lại vậy nữa rồi..
E1_Pancironne_1_1_35,Tụi mình chết mất thôi.
E1_Pancironne_1_1_36,Saoo?
E1_Pancironne_1_1_37,Làm.. làm ơn cho chúng tôi nghỉ ngơi với ạ!
E1_Pancironne_1_1_38,Mệt quá chúng tôi không làm nổi đâu!
E1_Pancironne_1_1_39,Nếu mà cứ như này thì xin hãy cho chúng tôi quay về đế quốc ạ!
E1_Pancironne_1_1_40,Dù cho có đào xới hết toàn bộ những khu vực mà thiếu úy chỉ thị thì cũng không lòi ra được gì đâu!
E1_Pancironne_1_1_41,Việc này không liên quan gì đến năng lực cả ạ!
E1_Pancironne_1_1_42,Ờ hở?
E1_Pancironne_1_1_43,Đúng vậy!! Dù chúng tôi là binh sĩ nhưng hãy thôi việc hành hạ bắt chúng tôi làm những việc biết trước là không có thành quả gì đi ạ!
E1_Pancironne_1_1_44,"Nếu cô vẫn không chịu nghe chúng tôi nói,"
E1_Pancironne_1_1_45,thì.. thì ngoài cách này ra không còn cách nào nữa ạ!
E1_Pancironne_1_1_46,À ha.. Có vẻ thú vị đây?
E1_Pancironne_1_2_1,Nào!! Ai muốn chết trước giơ tay nào!
E1_Pancironne_1_3_1,Ặccccccc!
E1_Pancironne_1_3_2,"Hê hê, cái hồi nãy thấy sao hả?"
E1_Pancironne_1_3_3,Mông của tôi bốc hỏa rồi!!
E1_Pancironne_1_3_4,Phải tiêm thuốc cho những tên bị ốm chứ!
E1_Pancironne_1_3_5,Ta tan! Đây là đơn thuốc đặc hiệu của Pansirone có vấn đề về năng lực!
E1_Pancironne_1_3_6,Bước ra tiếp tiếp nữa điii!
E1_Pancironne_1_3_7,Khahaha!
E1_Pancironne_1_3_8,Xin cứu mạng!!!!
E1_Pancironne_1_4_1,Hai tháng sau khi Đội quân Chó Săn giải tán.
E1_Pancironne_1_4_2,Kết cục thì Đội quân Chó Săn cũng đã bị giải tán.
E1_Pancironne_1_4_3,"Tuy đó là quyết định có thể phần nào hiểu được,"
E1_Pancironne_1_4_4,nhưng mà tan tác như này thì thật đáng tiếc cho những nhân tài đó mà.
E1_Pancironne_1_4_5,Đặc biệt là thủ lĩnh thì càng càng tiếc hơn nữa.
E1_Pancironne_1_4_6,Hình như là cô ấy hiện đang gặp nguy hiểm với cấp trên của quân đội.
E1_Pancironne_1_4_7,"Nếu là một người đã đánh mất thứ quan trọng nhất, thì dù có thế nào cũng không có thứ gì có thể làm người đó để tâm được."
E1_Pancironne_1_4_8,Là hiểm nguy hay lợi lộc thì còn phụ thuộc vào cách dụng người mù quáng phục thù đó như thế nào.
E1_Pancironne_1_4_9,"Trái lại trong mắt ta, không thấy gì ngoài việc mấy tên phía trên sợ cô ta đến mức chân run thấp thỏm."
E1_Pancironne_1_4_10,Chắc là có mùi gì đó không bình thường kéo đến đây mà.
E1_Pancironne_1_4_11,...
E1_Pancironne_1_4_12,"Với lại, dù có nghĩ sao thì cũng thấy thật đáng tiếc."
E1_Pancironne_1_4_13,...Sớm muộn gì ta cũng trực tiếp đi gặp cô ta thì tốt hơn.
E1_Pancironne_1_4_14,Vâng?...
E1_Pancironne_1_4_15,Các thành viên đội quân được chỉ thị đi điều tra không biết tung tích sao rồi.
E1_Pancironne_1_4_16,À à dạ vâng.
E1_Pancironne_1_4_17,"Kết quả theo dõi, là thiếu úy Kibera đã dùng tên của phụ tá Idrian để đi qua Orvelia rồi ạ."
E1_Pancironne_1_4_18,Tuy không rõ lý do là gì nhưng có thể thấy rằng đó là vấn đề mang tính riêng tư ạ.
E1_Pancironne_1_4_19,Theo như tôi tìm hiểu thì vốn dĩ cũng không phải là người của đế quốc
E1_Pancironne_1_4_20,Nếu không phải vì nhiệm vụ của đội quân thì là một người không hề có lí do nào để lưu lại nơi này.
E1_Pancironne_1_4_21,Dù là lúc rời bản quốc do phán đoán ít hiểm nguy sau này thì có vẻ quân đội cũng không có biện pháp gì hay ho cả.
E1_Pancironne_1_4_22,Thật đáng tiếc khi không có mấy người nhận ra được vẻ đẹp của Veralta.
E1_Pancironne_1_4_23,Thiếu úy Mitra giờ đang không rõ tung tích ạ.
E1_Pancironne_1_4_24,Vốn dĩ nổi tiếng là một người hay gây chuyện nên nghe nói là đang thăm dò ở trong quân đội ạ.
E1_Pancironne_1_4_25,Ôi thấy rõ mồn một cái đầu tóc trắng đó. Hihi.
E1_Pancironne_1_4_26,Vấn đề... là người này ạ.
E1_Pancironne_1_4_27,Hahaha. Đội quân này thật là vui mà.
