KEY,"ChineseSimplified"
E_C19_Mar_Veronica01_01,"额嗯～今天的公会管理行程…果然还是很紧凑啊。"
E_C19_Mar_Veronica01_02,"…每天都是如此，生日也别想能休息…"
E_C19_Mar_Veronica01_03,"天哪！现在不是这样的时候。快开始吧！！"
E_C19_Mar_Veronica01_04,"啊？训练图鉴都已经整理完了？"
E_C19_Mar_Veronica01_05,"是的，今天有人来帮忙。"
E_C19_Mar_Veronica01_06,"帮忙？"
E_C19_Mar_Veronica01_07,"是值得信任的人，请不要担心。"
E_C19_Mar_Veronica01_08,"嗯唔…知道了，那我明天再过来。"
E_C19_Mar_Veronica01_09,"那接下来去杜岚那就行了吗？啊对了！今天杜岚休假吧～"
E_C19_Mar_Veronica01_10,"那要直接去库牧洛那吗？"
E_C19_Mar_Veronica01_11,"咦？？？刚才那个是？"
E_C19_Mar_Veronica01_12,"？？？账簿都整理好了吗？"
E_C19_Mar_Veronica01_13,"当然～当然～我早就做好了～"
E_C19_Mar_Veronica01_14,"您一向是在下班前才交给我的…这次这么快？"
E_C19_Mar_Veronica01_15,"不要担心，今天可是有两个人确认过的～"
E_C19_Mar_Veronica01_16,"…我知道了，那明天再见。"
E_C19_Mar_Veronica01_17,"嗯～今天就悠哉地度过吧～"
E_C19_Mar_Veronica01_18,"大家都怪怪的，这是怎么了…"
E_C19_Mar_Veronica01_19,"................................"
E_C19_Mar_Veronica01_20,"对不起，哈贝洛。这次实在没能找到伊科喜爱的特别食物。"
E_C19_Mar_Veronica01_21,"嗯？你在说什么？都已经收到红鳗鱼了。"
E_C19_Mar_Veronica01_22,"刚才我们伊科吃得可香了，呵呵…"
E_C19_Mar_Veronica01_23,"鳗鱼身上留有独特的伤口，这是在这个大陆上从未看过的手艺呢。"
E_C19_Mar_Veronica01_24,"呵呵…果然如此。"
E_C19_Mar_Veronica01_25,"生日快乐啊。你交了个不错的朋友。"
E_C19_Mar_Veronica01_26,"谢谢，呵呵…我也是这样想的。"
E_C19_Mar_Veronica01_27,"那个稍等！！！杜岚！！！停下来！！！！"
E_C19_Mar_Veronica01_28,"唉～被发现了。"
E_C19_Mar_Veronica01_29,"我怎么可能不知道，你今天休假还到处帮我的忙吗？"
E_C19_Mar_Veronica01_30,"今天是你的生日，但事情实在是太多了。"
E_C19_Mar_Veronica01_31,"来到这个陌生的地方后一直受到你的帮助…我也一直希望能帮到你。"
E_C19_Mar_Veronica01_32,"希望今天您可以好好休息。"
E_C19_Mar_Veronica01_33,"呼呼…谢谢你。但这些是我的义务啊！！！"
E_C19_Mar_Veronica01_34,"下次就别再这么辛苦地躲躲藏藏了。"
E_C19_Mar_Veronica01_35,"对不起，薇若妮卡。"
E_C19_Mar_Veronica01_36,"不不不，谢谢你为我担心！"
E_C19_Mar_Veronica01_37,"今天托杜岚的福应该能准时下班！！！我们一起去吃好吃的吧！"
E_C19_Mar_Veronica01_38,"我忙到现在都还没正式地和你说一声。"
E_C19_Mar_Veronica01_39,"生日快乐，薇若妮卡！明年我也会跟妳說的。"
E_C19_Mar_Veronica01_40,"呵呵，谢谢，杜岚！明年我也会期待的。"
E_C19_Mar_Kaulah01_01,"呵呵…无人岛…挺温暖的，不错。"
E_C19_Mar_Kaulah01_02,"虽然是因为生日被半强迫地来观光，"
E_C19_Mar_Kaulah01_03,"但果然没有什么比独自度过的悠闲时光还要更好的了。"
E_C19_Mar_Kaulah01_04,"非常…好…Zzzzzzzzzz…"
