KEY,Russian
Sub1_Crow_1_1_1,Все началось еще тогда.
Sub1_Crow_1_1_2,Впереди нас ждало обычное задание.
Sub1_Crow_1_2_1,"Привет, старик!"
Sub1_Crow_1_2_2,Что у тебя с формой?
Sub1_Crow_1_2_3,Мне так нравится. Так гораздо удобнее.
Sub1_Crow_1_2_4,"Что ж, ладно."
Sub1_Crow_1_2_5,"Могу поспорить, ты в курсе, какое у нас сегодня задание."
Sub1_Crow_1_2_6,"Как обычно: если это что-то живое – убиваем, а если вещь – крадем, разве нет?"
Sub1_Crow_1_2_7,...
Sub1_Crow_1_2_8,"Ох, из твоих уст это звучит особенно сурово."
Sub1_Crow_1_2_9,"Как ты уже знаешь, мы приступаем к заданию через 10 минут."
Sub1_Crow_1_2_10,"У тебя есть время обдумать план своих действий перед тем, как мы начнем."
Sub1_Crow_1_2_11,"Ты всегда такой серьезный!\nМы всего лишь постреляем, перезарядим, постреляем еще и свалим оттуда."
Sub1_Crow_1_2_12,...
Sub1_Crow_1_2_13,Задание получено в 23:10.
Sub1_Crow_1_2_14,Исполняющий: командир первого отряда спецподразделения «Гончая» младший лейтенант Митра.
Sub1_Crow_1_2_15,Задание началось в 23:00. Расчетное время прибытия на место: 24:00. Захватить объект в точке 3 и доставить его к транспортному средству не позднее 01:10.
Sub1_Crow_1_2_16,В случае провала вернуться в начальную точку к 00:40 и ждать дальнейших указаний.
Sub1_Crow_1_2_17,Слушаюсь.
Sub1_Crow_1_2_18,Идем.
Sub1_Crow_1_3_1,"Слушай, мы постоянно выполняем все эти опасные задания, рискуем своими жизнями."
Sub1_Crow_1_3_2,"Втайне ото всех делаем эту грязную работу. И хоть бы раз они нас отблагодарили. Почему так, а?"
Sub1_Crow_1_3_3,"Я, конечно, не жалуюсь, но работенка у нас врагу не пожелаешь."
Sub1_Crow_1_3_4,...
Sub1_Crow_1_3_5,"Ну ладно, по крайней мере, я могу стрелять в людей столько, сколько захочу..."
Sub1_Crow_1_3_6,Хоть какой-то плюс во всем этом.
Sub1_Crow_1_3_7,"А ты пообщайся с Джексом: начнешь замечать что-то еще, кроме сражений."
Sub1_Crow_1_3_8,"Уж на что, а на отсутствие общения с ним я точно не жалуюсь."
Sub1_Crow_1_3_9,Он и правда странный. Постоянно меня куда-то зовет и приглашает.
Sub1_Crow_1_3_10,"Говорит, нужно снимать посттравматический стресс после заданий."
Sub1_Crow_1_3_11,"Хм, от Пансироны я о таком никогда не слышал."
Sub1_Crow_1_3_12,"Это потому, что она избегает его как только может! Видимо, Джекс в конце концов оставил ее в покое."
Sub1_Crow_1_3_13,"Кстати, пользуясь случаем, хотел бы попросить, чтобы ты не отправлял меня на задания в паре с этим чудиком."
Sub1_Crow_1_3_14,В прошлый раз он совсем слетел с катушек и стал палить во все вокруг!\nДаже в наших союзников!
Sub1_Crow_1_3_15,"Пф, с каких это пор тебя заботят твои союзники?"
Sub1_Crow_1_3_16,"Честно сказать, мне на них наплевать, я просто о себе беспокоюсь."
Sub1_Crow_1_3_17,Хм-м...
Sub1_Crow_1_3_18,"Ладно, будешь тогда ходить в паре с Киберой..."
Sub1_Crow_1_3_19,"Нет-нет, мне бы с Пансироной! Мне она очень нравится!"
Sub1_Crow_1_3_20,"Ну или могу выполнять задания с тобой, старик, вот как сейчас."
Sub1_Crow_1_3_21,Странно...
Sub1_Crow_1_3_22,"Обычные солдаты не справились бы с этим заданием должным образом, но зачем им было посылать именно нас?"
Sub1_Crow_1_3_23,"Хм, ну а как иначе? Парочка стрелков, опасное задание. По правде говоря..."
Sub1_Crow_1_3_24,...
Sub1_Crow_1_3_25,"Эй, старик, ты меня слушаешь?"
Sub1_Crow_1_3_26,Начинаем.
Sub1_Crow_1_3_27,"Ну вот, даже договорить не дал."
Sub1_Crow_1_4_1,Подтверждение цели...
Sub1_Crow_1_4_2,Цель подтверждена.
Sub1_Crow_1_4_3,"Этот кулон только что засветился, нет?"
Sub1_Crow_1_4_4,Хм? Что это? Какое-то зелье?
Sub1_Crow_1_4_5,Это же... кровь.
Sub1_Crow_1_4_6,Кровь? Какого черта она там делает? Кто-то залил туда кровь?
Sub1_Crow_1_4_7,"Э? Что за дьявольщина, эта кровь только что пошевелилась!"
Sub1_Crow_1_4_8,...
Sub1_Crow_1_4_9,Ну и жуть!
