KEY,"Thai"
E_C19_August_Phillop01_01,"สุขสันต์วันเกิดท่าน Phillop!"
E_C19_August_Phillop01_02,"สุขสันต์วันเกิด ฮ่าๆ"
E_C19_August_Phillop01_03,"ขอบใจมาก เพื่อนๆ บาบาเรียน!"
E_C19_August_Phillop01_04,"รู้ได้อย่างไรว่าข้าชอบดื่ม สุดยอด!"
E_C19_August_Phillop01_05,"ข่าวลือที่ว่าราชาคนแคระเป็นยอดนักดื่มนั้นดังทั่วเมือง"
E_C19_August_Phillop01_06,"ถ้าไม่ใช่บาบาเรียนแล้วล่ะก็ ใครจะรับเรื่องดื่มของคนแคระกันล่ะ!"
E_C19_August_Phillop01_07,"ข้าเลี้ยงเป็นของขวัญวันเกิด เชิญดื่มให้เต็มที่เลย!"
E_C19_August_Phillop01_08,"ก่อนหน้านี้ข้าหาเงินได้เยอะเลยล่ะ"
E_C19_August_Phillop01_09,"บอกว่าอย่ามอง Phillop ด้วยสายตาอย่างนั้นไงเล่า!"
E_C19_August_Phillop01_10,"ถึงแม้ว่าข้าจะไม่มีเงินจริงๆนั่นแหล่ะ ฮ่าๆๆ"
E_C19_August_Phillop01_drink1,"แก้วที่ 1"
E_C19_August_Phillop01_drink2,"แก้วที่ 5"
E_C19_August_Phillop01_drink3,"แก้วที่ 13"
E_C19_August_Phillop01_11,"กองทัพดราโกนิคกำลังมาครั้งที่ 35 จากฝั่งตรงข้ามภูเขา Trina!!!"
E_C19_August_Phillop01_12,"ข้าจะจัดการให้ราบคาบ!!! แล้วแยกหัวซะ!!"
E_C19_August_Phillop01_13,"เจ้าพวกโง่ น่าตลกจริงๆ ที่หนีไปพร้อมกับพวกนี้!! หึหึหึ!!"
E_C19_August_Phillop01_14,"ก่อนหน้านี้ไม่ได้บอกว่าครั้งที่ 28 คืออันสุดท้ายหรอ"
E_C19_August_Phillop01_15,"พวกเจ้าฟังผิดน่ะสิ! บอกว่าครั้งที่ 35 คืออันสุดท้ายไง!"
E_C19_August_Phillop01_16,"อืม.. ข่าวลือที่ว่าเป็นนักดื่ม สงสัยจะตั้งขึ้นมาเองสินะ"
E_C19_August_Phillop01_17,"แต่ว่าข้าเพิ่งกลับมาจากการรบที่ยิ่งใหญ่เลยนะ!!"
E_C19_August_Phillop01_18,"พวกลูกสาวข้าก็บอกว่าเหม็นกลิ่นเหงื่อข้าและบอกให้ข้าไปไกลๆ!!!"
E_C19_August_Phillop01_19,"พูดอย่างนี้กับพ่อลงได้ยังไง!! อ๋องๆๆ!!"
E_C19_August_Phillop01_20,"Gau พอแค่นี้แล้วกลับกันไหม"
E_C19_August_Phillop01_21,"ให้ดื่มมากกว่านี้น่าจะไม่ดีแน่"
E_C19_August_Phillop01_22,"แต่.. แต่ว่าร้องขนาดนั้น... ถ้าปล่อยไว้คนเดียว.."
E_C19_August_Phillop01_23,"เดี๋ยวก่อน!!!!!!!!"
E_C19_August_Phillop01_24,"ตกใจหมด!"
E_C19_August_Phillop01_25,"ยังเหลือเรื่องที่สำคัญอีก!!"
E_C19_August_Phillop01_26,"นี่เป็นความลับสุดยอด ต้องคุยอย่างลับๆ"
E_C19_August_Phillop01_27,"ห้ามให้ใครรู้เป็นอันขาด"
E_C19_August_Phillop01_29,"กองทัพดราโกนิคกำลังมาครั้งที่ 41 จากฝั่งตรงข้ามภูเขา Trina!!!"
E_C19_August_Phillop01_30,"Juno คิดเงินโต๊ะนี้ด้วย"
E_C19_August_Phillop01_31,"เมามากแล้ว กลับห้องเถอะ"
