KEY,Spanish
SKILL_DESC_91000110,[Cuchilla del juicio] Reduce el tiempo de reutilización en un 30 % y aumenta el Daño en un 4 % por utilización. Este efecto se puede acumular hasta 10 veces.
SKILL_DESC_91000111,[Cuchilla del juicio] Reduce el tiempo de reutilización en un 30 % y aumenta el Daño en un 4.8 % por utilización. Este efecto se puede acumular hasta 10 veces.
SKILL_DESC_91000112,[Cuchilla del juicio] Reduce el tiempo de reutilización en un 30 % y aumenta el Daño en un 5.8 % por utilización. Este efecto se puede acumular hasta 10 veces.
SKILL_DESC_91000113,[Cuchilla del juicio] Reduce el tiempo de reutilización en un 30 % y aumenta el Daño en un 7 % por utilización. Este efecto se puede acumular hasta 10 veces.
SKILL_DESC_91000114,[Cuchilla del juicio] Reduce el tiempo de reutilización en un 30 % y aumenta el Daño en un 8.4 % por utilización. Este efecto se puede acumular hasta 10 veces.
SKILL_DESC_91000115,[Cuchilla del juicio] Reduce el tiempo de reutilización en un 30 % y aumenta el Daño en un 10 % por utilización. Este efecto se puede acumular hasta 10 veces.
SKILL_DESC_91000210,[Luz milagrosa] Aumenta la Tasa de curación en un 50 % y vuelve inmune al Daño del objetivo durante 1 segundo.
SKILL_DESC_91000211,"[Luz milagrosa] Aumenta la Tasa de curación en un 50 % y vuelve inmune al Daño del objetivo durante 1,2 segundo."
SKILL_DESC_91000212,"[Luz milagrosa] Aumenta la Tasa de curación en un 50 % y vuelve inmune al Daño del objetivo durante 1,4 segundo."
SKILL_DESC_91000213,"[Luz milagrosa] Aumenta la Tasa de curación en un 50 % y vuelve inmune al Daño del objetivo durante 1,7 segundo."
SKILL_DESC_91000214,"[Luz milagrosa] Aumenta la Tasa de curación en un 50 % y vuelve inmune al Daño del objetivo durante 2,1 segundo."
SKILL_DESC_91000215,"[Luz milagrosa] Aumenta la Tasa de curación en un 50 % y vuelve inmune al Daño del objetivo durante 2,5 segundo."
SKILL_DESC_91000310,[Aguja de fuego] Cambia el objetivo al enemigo con el Ataque más alto y reduce el Mana del objetivo en 100.
SKILL_DESC_91000311,[Aguja de fuego] Cambia el objetivo al enemigo con el Ataque más alto y reduce el Mana del objetivo en 120.
SKILL_DESC_91000312,[Aguja de fuego] Cambia el objetivo al enemigo con el Ataque más alto y reduce el Mana del objetivo en 140.
SKILL_DESC_91000313,[Aguja de fuego] Cambia el objetivo al enemigo con el Ataque más alto y reduce el Mana del objetivo en 170.
SKILL_DESC_91000314,[Aguja de fuego] Cambia el objetivo al enemigo con el Ataque más alto y reduce el Mana del objetivo en 210.
SKILL_DESC_91000315,[Aguja de fuego] Cambia el objetivo al enemigo con el Ataque más alto y reduce el Mana del objetivo en 250.
SKILL_DESC_91000410,[Sin piedad] Elimina todos los efectos negativos del lanzador y recupera Mana en 200 con el Golpe crítico.
SKILL_DESC_91000411,[Sin piedad] Elimina todos los efectos negativos del lanzador y recupera Mana en 240 con el Golpe crítico.
SKILL_DESC_91000412,[Sin piedad] Elimina todos los efectos negativos del lanzador y recupera Mana en 290 con el Golpe crítico.
SKILL_DESC_91000413,[Sin piedad] Elimina todos los efectos negativos del lanzador y recupera Mana en 350 con el Golpe crítico.
SKILL_DESC_91000414,[Sin piedad] Elimina todos los efectos negativos del lanzador y recupera Mana en 420 con el Golpe crítico.
SKILL_DESC_91000415,[Sin piedad] Elimina todos los efectos negativos del lanzador y recupera Mana en 500 con el Golpe crítico.
SKILL_DESC_91000510,[Triturar] Reduce el Ataque del objetivo en un 20 % y aumenta el Daño físico que recibe en un 10 % durante 10 segundos.
SKILL_DESC_91000511,[Triturar] Reduce el Ataque del objetivo en un 20 % y aumenta el Daño físico que recibe en un 12 % durante 10 segundos.
SKILL_DESC_91000512,[Triturar] Reduce el Ataque del objetivo en un 20 % y aumenta el Daño físico que recibe en un 14 % durante 10 segundos.
SKILL_DESC_91000513,[Triturar] Reduce el Ataque del objetivo en un 20 % y aumenta el Daño físico que recibe en un 17 % durante 10 segundos.
SKILL_DESC_91000514,[Triturar] Reduce el Ataque del objetivo en un 20 % y aumenta el Daño físico que recibe en un 21 % durante 10 segundos.
SKILL_DESC_91000515,[Triturar] Reduce el Ataque del objetivo en un 20 % y aumenta el Daño físico que recibe en un 25 % durante 10 segundos.
SKILL_DESC_91000610,[Colisión] Reduce la Resistencia al control de multitudes del objetivo en 250 y el Bloqueo físico en 200 durante 10 seg.
SKILL_DESC_91000611,[Colisión] Reduce la Resistencia al control de multitudes del objetivo en 250 y el Bloqueo físico en 240 durante 10 seg.
SKILL_DESC_91000612,[Colisión] Reduce la Resistencia al control de multitudes del objetivo en 250 y el Bloqueo físico en 290 durante 10 seg.
SKILL_DESC_91000613,[Colisión] Reduce la Resistencia al control de multitudes del objetivo en 250 y el Bloqueo físico en 350 durante 10 seg.
SKILL_DESC_91000614,[Colisión] Reduce la Resistencia al control de multitudes del objetivo en 250 y el Bloqueo físico en 420 durante 10 seg.
SKILL_DESC_91000615,[Colisión] Reduce la Resistencia al control de multitudes del objetivo en 250 y el Bloqueo físico en 500 durante 10 seg.
SKILL_DESC_91000710,[Disparo rápido] Aumenta el Daño en un 50 % y aumenta el Daño físico que recibe en un 10 % durante 10 segundos.
SKILL_DESC_91000711,[Disparo rápido] Aumenta el Daño en un 50 % y aumenta el Daño físico que recibe en un 12 % durante 10 segundos.
SKILL_DESC_91000712,[Disparo rápido] Aumenta el Daño en un 50 % y aumenta el Daño físico que recibe en un 14 % durante 10 segundos.
SKILL_DESC_91000713,[Disparo rápido] Aumenta el Daño en un 50 % y aumenta el Daño físico que recibe en un 17 % durante 10 segundos.
SKILL_DESC_91000714,[Disparo rápido] Aumenta el Daño en un 50 % y aumenta el Daño físico que recibe en un 21 % durante 10 segundos.
SKILL_DESC_91000715,[Disparo rápido] Aumenta el Daño en un 50 % y aumenta el Daño físico que recibe en un 25 % durante 10 segundos.
SKILL_DESC_91000810,[Rayo] Reduce la Tasa de curación del objetivo en un 30 % y el Mana del objetivo en 100 durante 10 seg.
SKILL_DESC_91000811,[Rayo] Reduce la Tasa de curación del objetivo en un 30 % y el Mana del objetivo en 120 durante 10 seg.
SKILL_DESC_91000812,[Rayo] Reduce la Tasa de curación del objetivo en un 30 % y el Mana del objetivo en 140 durante 10 seg.
SKILL_DESC_91000813,[Rayo] Reduce la Tasa de curación del objetivo en un 30 % y el Mana del objetivo en 170 durante 10 seg.
SKILL_DESC_91000814,[Rayo] Reduce la Tasa de curación del objetivo en un 30 % y el Mana del objetivo en 210 durante 10 seg.
SKILL_DESC_91000815,[Rayo] Reduce la Tasa de curación del objetivo en un 30 % y el Mana del objetivo en 250 durante 10 seg.
SKILL_DESC_91000910,[Golpe absorbente] Aumenta el Daño en un 20 % y aumenta el Ataque en un 20 % al matar a un enemigo durante 10 segundos. El aumento de Ataque se puede acumular hasta 3 veces.
SKILL_DESC_91000911,[Golpe absorbente] Aumenta el Daño en un 24 % y aumenta el Ataque en un 20 % al matar a un enemigo durante 10 segundos. El aumento de Ataque se puede acumular hasta 3 veces.
SKILL_DESC_91000912,[Golpe absorbente] Aumenta el Daño en un 29 % y aumenta el Ataque en un 20 % al matar a un enemigo durante 10 segundos. El aumento de Ataque se puede acumular hasta 3 veces.
SKILL_DESC_91000913,[Golpe absorbente] Aumenta el Daño en un 35 % y aumenta el Ataque en un 20 % al matar a un enemigo durante 10 segundos. El aumento de Ataque se puede acumular hasta 3 veces.
SKILL_DESC_91000914,[Golpe absorbente] Aumenta el Daño en un 42 % y aumenta el Ataque en un 20 % al matar a un enemigo durante 10 segundos. El aumento de Ataque se puede acumular hasta 3 veces.
SKILL_DESC_91000915,[Golpe absorbente] Aumenta el Daño en un 50 % y aumenta el Ataque en un 20 % al matar a un enemigo durante 10 segundos. El aumento de Ataque se puede acumular hasta 3 veces.
SKILL_DESC_91001010,[Lluvia de flechas] Reduce el Costo de Mana en 1 y el Tiempo de reutilización en 1 segundo.
SKILL_DESC_91001011,"[Lluvia de flechas] Reduce el Costo de Mana en 1 y el Tiempo de reutilización en 1,2 segundo."
SKILL_DESC_91001012,"[Lluvia de flechas] Reduce el Costo de Mana en 1 y el Tiempo de reutilización en 1,4 segundo."
SKILL_DESC_91001013,"[Lluvia de flechas] Reduce el Costo de Mana en 1 y el Tiempo de reutilización en 1,7 segundo."
SKILL_DESC_91001014,"[Lluvia de flechas] Reduce el Costo de Mana en 1 y el Tiempo de reutilización en 2,1 segundo."
SKILL_DESC_91001015,"[Lluvia de flechas] Reduce el Costo de Mana en 1 y el Tiempo de reutilización en 2,5 segundo."
SKILL_DESC_91001110,[Tormenta de cuervos] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce el Mana del objetivo en 100.
SKILL_DESC_91001111,[Tormenta de cuervos] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce el Mana del objetivo en 120.
SKILL_DESC_91001112,[Tormenta de cuervos] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce el Mana del objetivo en 140.
SKILL_DESC_91001113,[Tormenta de cuervos] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce el Mana del objetivo en 170.
SKILL_DESC_91001114,[Tormenta de cuervos] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce el Mana del objetivo en 210.
SKILL_DESC_91001115,[Tormenta de cuervos] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce el Mana del objetivo en 250.
SKILL_DESC_91001210,[¡Baaaam!] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce la Resistencia al golpe crítico físico del objetivo en 200 durante 10 segundos.
SKILL_DESC_91001211,[¡Baaaam!] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce la Resistencia al golpe crítico físico del objetivo en 240 durante 10 segundos.
SKILL_DESC_91001212,[¡Baaaam!] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce la Resistencia al golpe crítico físico del objetivo en 290 durante 10 segundos.
SKILL_DESC_91001213,[¡Baaaam!] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce la Resistencia al golpe crítico físico del objetivo en 350 durante 10 segundos.
SKILL_DESC_91001214,[¡Baaaam!] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce la Resistencia al golpe crítico físico del objetivo en 420 durante 10 segundos.
SKILL_DESC_91001215,[¡Baaaam!] Gana inmunidad al Control de multitudes mientras dura la habilidad y reduce la Resistencia al golpe crítico físico del objetivo en 500 durante 10 segundos.
SKILL_DESC_91001310,"[Bosque espinoso] Reduce el Costo de Mana en 1 y el Tiempo de reutilización en 0,8 segundos."
