KEY,German
E_C19_Apr_Morrah09_01,...
E_C19_Apr_Morrah09_02,Maria ... ist heute nicht hier.
E_C19_Apr_Morrah09_03,"Ah, ich schätze, es ist mal wieder dieser Tag ..."
E_C19_Apr_Morrah09_04,Das bedeutet ... sie muss dort sein ...
E_C19_Apr_Morrah09_05,An seinem Grab ...
E_C19_Apr_Morrah09_06,"Es war, als liefe man durch einen dicken Nebel aus Blut."
E_C19_Apr_Morrah09_07,"Es gab keinen Grund, zu denken."
E_C19_Apr_Morrah09_08,"Es gab kein Bedürfnis, zu denken."
E_C19_Apr_Morrah09_09,Ich brauchte nur jemanden zum Kämpfen. Das genügte mir.
E_C19_Apr_Morrah09_10,"Der Dunkle Lord befahl mir, Drachen zu jagen und von der Erde zu tilgen."
E_C19_Apr_Morrah09_11,Und so verschlang ich zahllose Drachen und absorbierte ihre Stärke.
E_C19_Apr_Morrah09_12,Die blutgierige Draconics-Armee nahm weiter an Stärke zu.
E_C19_Apr_Morrah09_13,"Doch während der letzten Schlacht gegen den Krieger und seine Gruppe, konnte ich ..."
E_C19_Apr_Morrah09_14,... Warum stehst du nur da?
E_C19_Apr_Morrah09_15,"...!? Maria, ich dachte, du wolltest Oricanas Grab besuchen ..."
E_C19_Apr_Morrah09_16,"Habe ich schon, wie so oft in den letzten 100 Jahren ..."
E_C19_Apr_Morrah09_17,...
E_C19_Apr_Morrah09_18,"Darf ich dich etwas fragen, Maria?"
E_C19_Apr_Morrah09_19,Hmm?
E_C19_Apr_Morrah09_20,... Verachtest ... du mich eigentlich nicht?
E_C19_Apr_Morrah09_21,"Für das Erschlagen des einen ... Jener, den sie dein Gegenstück nannten ..."
E_C19_Apr_Morrah09_22,...
E_C19_Apr_Morrah09_23,*Seufz* Haben wir darüber nicht schon gesprochen?
E_C19_Apr_Morrah09_24,"... Sicher, einst habe ich dich verachtet."
E_C19_Apr_Morrah09_25,"Aber ... du bist auch die letzte Erinnerung, die er dieser Welt hinterließ."
E_C19_Apr_Morrah09_26,Außerdem ... Du bist nicht die Sorte Mensch.
E_C19_Apr_Morrah09_27,"Du hast dich zu sehr verändert ... als dass es mir zustünde, von dir zu verlangen, dass du Verantwortung für frühere Sünden übernimmst."
E_C19_Apr_Morrah09_28,...
E_C19_Apr_Morrah09_29,Die Ketten des Dunklen Lords zu sprengen ... und das Erwachen meiner wahren Natur ...
E_C19_Apr_Morrah09_30,"Dies war das letzte Geschenk, das mir ... Oricana hinterließ."
E_C19_Apr_Morrah09_31,Selbst wenn unsere Reise aus Verachtung und Flüchen geboren war ...
E_C19_Apr_Morrah09_32,Die Dinge haben sich nun geändert.
E_C19_Apr_Morrah09_33,Oricana mag fort sein ... aber nun habe ich dich.
E_C19_Apr_Morrah09_34,Weshalb der Tag seines Abschieds im Prinzip zu deinem Geburtstag wurde.
E_C19_Apr_Morrah09_35,"Nun, vielleicht ist diese Art menschlicher Tradition irgendwie sinnfrei ..."
E_C19_Apr_Morrah09_36,"Es tut mir leid, dass ich mich bislang nicht um dich gekümmert habe."
E_C19_Apr_Morrah09_37,...
E_C19_Apr_Morrah09_38,Danke dir ... Maria.
E_C19_Apr_Mediana07_01,"Hmm, lass uns versuchen, ein wenig hiervon zu mischen ... und dann ..."
E_C19_Apr_Mediana07_02,"Haha, die neue Medizin ist beinahe fertig"
E_C19_Apr_Mediana07_03,"Ha, ich kann kaum erwarten, sie endlich zu erproben ..."
E_C19_Apr_Mediana07_04,...
E_C19_Apr_Mediana07_05,Ähem.
E_C19_Apr_Mediana07_06,Herzlichen Glückwunsch zum Geburtstag!
E_C19_Apr_Mediana07_07,!?
E_C19_Apr_Mediana07_08,"Huch, wann bist denn hier angekommen?"
E_C19_Apr_Mediana07_09,Wovon sprichst du? Geburtstag ... ?
E_C19_Apr_Mediana07_10,Ist es schon wieder Zeit dafür?
E_C19_Apr_Mediana07_11,"Hahaha, Hast du wegen deiner Forschungen schon wieder deinen Geburtstag vergessen?"
E_C19_Apr_Mediana07_12,"Nun, das ist nicht das erste Mal, dass dir das passiert, haha ..."
E_C19_Apr_Mediana07_13,"Du bist letztes Jahr auf der Suche nach ein paar Kräutern verschwunden, also hatten wir nicht einmal eine richtige Feier."
E_C19_Apr_Mediana07_14,"Deshalb habe ich vorgeschlagen, dass wir dieses Jahr eine große Party feiern, wenn sich die Gelegenheit bietet!"
E_C19_Apr_Mediana07_15,"Hehe, und wir haben natürlich ein paar Geschenke für dich!"
E_C19_Apr_Mediana07_16,Ta-daaah!
E_C19_Apr_Mediana07_17,"Oh, wow"
E_C19_Apr_Mediana07_18,"Bist du sicher, dass du mir etwas so Wertvolles geben willst ...?"
E_C19_Apr_Mediana07_19,"Sicher, es mag selten sein, aber Kaufleute haben ein Händchen dafür, solche Dinge zu finden!"
E_C19_Apr_Mediana07_20,Ich kann später noch mehr besorgen.
E_C19_Apr_Mediana07_21,Hahaha ...
E_C19_Apr_Mediana07_22,"Obwohl ich kein Gift für deine Forschungen habe, Mediana ..."
E_C19_Apr_Mediana07_23,"Ich habe etwas Kuchen gebacken, schließlich hast du Geburtstag."
E_C19_Apr_Mediana07_24,"Oh, was für ein schöner Kuchen."
E_C19_Apr_Mediana07_25,Ich danke euch beiden.
E_C19_Apr_Mediana07_26,"Ihr habt euch an meinen Geburtstag erinnert, und ich hab komplett vergessen ..."
E_C19_Apr_Mediana07_27,Hehe ...
E_C19_Apr_Mediana07_28,Hey!
E_C19_Apr_Mediana07_29,...? Ist das ...?
E_C19_Apr_Mediana07_30,"*Puh* Tut mir leid, mein Fehler."
E_C19_Apr_Mediana07_31,"Es war nicht einfach, das mitzunehmen, weil es so schwer ist."
E_C19_Apr_Mediana07_32,"Wow, das ist ein riesiges Monster ..."
E_C19_Apr_Mediana07_33,"Ah, ja. Es ist ein Monster namens Riesen-Höllenhund. Lebt in der Nähe des Vulkans."
E_C19_Apr_Mediana07_34,Es gilt als besonders zäh und gemeingefährlich.
E_C19_Apr_Mediana07_35,Oh ... und warum bringst du das Monster mit?
E_C19_Apr_Mediana07_36,"Ah, das ist eine dämonische Bestie, die aus dem Pandämonium herüberkam."
E_C19_Apr_Mediana07_37,"Ich habe mich erinnert, dass Mediana ihre Arzneien an Dämonen oder dämonischen Bestien erproben wollte ..."
E_C19_Apr_Mediana07_38,"Und es ist ihr Geburtstag, nicht wahr?"
E_C19_Apr_Mediana07_39,"Ich konnte einfach nicht auftauchen, ohne ihr etwas mitzubringen."
E_C19_Apr_Mediana07_40,...
E_C19_Apr_Mediana07_41,"Hahaha, vielen Dank euch allen."
E_C19_Apr_Mediana07_42,"Vielen Dank für die tollsten Geburtstagsgeschenke, die ich je bekommen habe."
E_C19_Apr_Mediana07_43,Also ... Wollen wir den Versuch beginnen?
E_C19_Apr_Mediana07_44,"Oh, ich kann nicht warten, Medianas Experiment persönlich zu erleben!"
E_C19_Apr_Mediana07_45,"Hahaha, das wundere ich mich auch immer ... Mediana liebt ihre Forschung einfach."
E_C19_Apr_Mediana07_46,Hahaha ...
E_C19_Apr_Roi01_01,"Oh, Cleo! Was für eine Aufgabe ist es diesmal?!"
E_C19_Apr_Roi01_02,"Ich hatte mich schon gefragt, warum sie heute so still war."
E_C19_Apr_Roi01_03,"Nun ... Ich schätze mal, das war während der früheren Geburtstage nicht anders ..."
E_C19_Apr_Roi01_04,Vor fünf Jahren
E_C19_Apr_Roi01_05,Ziel bestätigt. Nähert sich momentan dem zentralen Plaza.
E_C19_Apr_Roi01_06,Nähern uns dem Ziel jetzt. Seid ihr bereit?
E_C19_Apr_Roi01_07,W-Warte. Meine Absätze ... Ugh ...
E_C19_Apr_Roi01_08,Planänderung. Nähere mich dem Ziel.
E_C19_Apr_Roi01_09,"I-Ich hab dir doch gesagt, du sollst warten. Ich werde ihn diesmal nicht verlieren!"
E_C19_Apr_Roi01_10,Psst! Blök das hier nicht so rum ...
E_C19_Apr_Roi01_11,"Oh, Mist ... Sieht aus, als würde der Ehemann abhauen."
E_C19_Apr_Roi01_12,Wie schrecklich ... Seine junge Frau so zurückzulassen ...
E_C19_Apr_Roi01_13,... *seufz*
E_C19_Apr_Roi01_14,... Ziehen wir uns erst einmal zurück.
E_C19_Apr_Roi01_15,Vor drei Jahren
E_C19_Apr_Roi01_16,Das ist Bombe 44!
E_C19_Apr_Roi01_17,"... Also, warum hast du mich heute gerufen?"
E_C19_Apr_Roi01_18,Herzlichen Glückwunsch zum Geburtstag!
