KEY,French
E_C19_September_Gau01_01,Hein ? Yanne. Que faites-vous ici ?
E_C19_September_Gau01_02,Je prépare une fête surprise ! \nLes clients vont affluer le soir venu.
E_C19_September_Gau01_03,"Quoi ? Serait-ce un jour spécial, aujourd’hui ?"
E_C19_September_Gau01_04,Oui. C’est l’anniversaire de Gau.
E_C19_September_Gau01_05,Heein... C’est l’anniversaire de monsieur Gau ?
E_C19_September_Gau01_06,"Il m’en a parlé en passant, quand nous buvions ensemble."
E_C19_September_Gau01_07,"Ignorant cela, j’ai proposé à monsieur Gau de nous affronter dans un duel de cueillette de fraises des bois..."
E_C19_September_Gau01_08,Hmm... Est-ce donc pour cette raison qu’il boudait ?
E_C19_September_Gau01_09,Te semblait-il de mauvaise humeur ?
E_C19_September_Gau01_10,"Il n’était guère bavard, et il a paru morose durant tout l’après-midi."
E_C19_September_Gau01_11,"Il ressent encore de la culpabilité, sans doute."
E_C19_September_Gau01_12,Pardon ? Qu’a-t-il à se sentir coupable le jour de son anniversaire ?
E_C19_September_Gau01_13,"Il m’a raconté qu’il ne peut pas oublier la fois où il a sérieusement blessé ceux de sa tribu, en faisant du scandale le jour de son anniversaire."
E_C19_September_Gau01_14,"Ce souvenir lui est resté sur le cœur, je pense."
E_C19_September_Gau01_15,"Ce monsieur qui ressemble à un ourson, faire du scandale ???!!"
E_C19_September_Gau01_16,Il n’est même pas capable de lever ne serait-ce qu’un petit doigt à un moineau !
E_C19_September_Gau01_17,"Ah, tu n’es pas au courant, bien évidemment. "
E_C19_September_Gau01_18,"Bien qu’à présent il se comporte comme un monsieur poilu tout gentillet,"
E_C19_September_Gau01_19,il était renommé pour être le guerrier le plus brutal dans tout le royaume Barbare.
E_C19_September_Gau01_20,"Ouaaah, c’est impossible !"
E_C19_September_Gau01_21,Il était déjà célèbre quand j’étais enfant.
E_C19_September_Gau01_22,"Au passage du Barbare aux deux haches, tous les habitants s’enfermaient à l’intérieur de chez eux."
E_C19_September_Gau01_23,Monsieur Gau... Je ne peux pas le croire.
E_C19_September_Gau01_24,"Dans ce cas, le fait qu’il ait construit l’orphelinat, cela aussi est..."
E_C19_September_Gau01_25,Hmm... On peut supposer qu’il a voulu se faire pardonner pour les erreurs commises dans le passé...
E_C19_September_Gau01_26,J’ai toujours cru que monsieur Gau était un gaillard sans complication et généreux...
E_C19_September_Gau01_27,Il a porté un lourd fardeau...
E_C19_September_Gau01_28,"Je voudrais qu’à présent, Gau se défasse enfin de ce fardeau."
E_C19_September_Gau01_29,Il s'efforce également de reconstruire le royaume Barbare déchu...
E_C19_September_Gau01_30,"De nombreuses personnes se rappellent encore de Gau d’antan, mais..."
E_C19_September_Gau01_31,"Rodina, tu le sais, n’est-ce pas ?"
E_C19_September_Gau01_32,Tu sais qu’il est quelqu’un de chaleureux.
E_C19_September_Gau01_33,Bien sûr !
E_C19_September_Gau01_34,"Monsieur Gau est le plus chaleureux de tous ceux que je connaisse, au point de faire fondre cette montagne enneigée !"
E_C19_September_Gau01_35,"Ahaha, c’est pour cela ! Que j’ai fait appel aux invités spéciaux pour une fête surprise !"
E_C19_September_Gau01_36,"Bien que Kasel et ses amis, se trouvant au loin, n’aient pas pu être invités. "
E_C19_September_Gau01_37,Alors faisons une fête extraordinairement grisante !
E_C19_September_Gau01_38,Oui ! En quoi puis-je vous aider ?
E_C19_September_Gau01_39,"Puisque j’ai déjà préparé suffisamment de viande et de boisson alcoolisée,"
E_C19_September_Gau01_40,Pourrais-tu aller cueillir les fraises des bois que Gau apprécie tant ?
E_C19_September_Gau01_41,"Oui !!! Alors, je vais à la cueillette des fraises des bois de la montagne enneigée !"
E_C19_September_Gau01_42,Et je demanderai à Pavel de nous faire un gâteau glacé aux fraises des bois !
E_C19_September_Gau01_43,Magnifique idée !
E_C19_September_Gau01_44,Euh... Mais...
E_C19_September_Gau01_45,"Monsieur Gau viendra-t-il manger le gâteau, aujourd’hui ?"
E_C19_September_Gau01_46,Ne t’inquiète pas pour ça !\nJ’ai fait venir la seule invitée qui peut exercer de l’influence sur Gau !
E_C19_September_Gau01_47,"Tout à l’heure, me serais-je comporté rudement avec Rodina ?"
E_C19_September_Gau01_48,"Pff... Cependant, je n’étais pas d’humeur à faire quoi que soit..."
E_C19_September_Gau01_49,"Enfin, pourquoi avais-je agi de cette manière, cette fois-là ?"
E_C19_September_Gau01_50,Alors que c’était même le jour de mon anniversaire...
E_C19_September_Gau01_51,Qui suis-je pour traiter ainsi des personnes qui me sont chères...
E_C19_September_Gau01_52,... ?
E_C19_September_Gau01_53,Cette lumière rougeâtre...
E_C19_September_Gau01_54,"Gau, que fais-tu ici, tout piteux, le jour de ton anniversaire ?"
E_C19_September_Gau01_55,L-Lei ? 
E_C19_September_Gau01_56,Qu’est-ce qui t’amène en ce lieu...
E_C19_September_Gau01_57,"Tu peux rester déprimé toute la journée, cela ne changera pas le passé. "
E_C19_September_Gau01_58,"L’important, c’est le présent que tu es en train de vivre."
E_C19_September_Gau01_59,"Vas-tu gaspiller ton précieux temps, à chaque fois que ton passé te reviendra en mémoire ?"
E_C19_September_Gau01_60,"M-Mais... Moi, je..."
