KEY,Spanish
Sub1_Crow_1_1_1,Todo comenzó en ese momento.
Sub1_Crow_1_1_2,Se suponía que estábamos en una misión de rutina.
Sub1_Crow_1_2_1,"¡Hola, anciano!"
Sub1_Crow_1_2_2,¿Qué pasó con tu uniforme?
Sub1_Crow_1_2_3,Me gusta así. Es mucho más cómodo.
Sub1_Crow_1_2_4,"Bueno, debería salir bien."
Sub1_Crow_1_2_5,Me imagino que sabes cuál es la misión de hoy.
Sub1_Crow_1_2_6,"Como siempre, si el objetivo es una persona, la matamos;\nsi es una cosa, la robamos, ¿cierto?"
Sub1_Crow_1_2_7,...
Sub1_Crow_1_2_8,"Guau, suenas increíblemente frío."
Sub1_Crow_1_2_9,Ya sabes que la misión comienza en 10 minutos.
Sub1_Crow_1_2_10,Te sugiero que repases la misión mentalmente antes de que comencemos.
Sub1_Crow_1_2_11,"¡Siempre estás muy serio! Todo lo que tenemos que hacer es disparar, girar, disparar de nuevo y luego abandonar el lugar."
Sub1_Crow_1_2_12,...
Sub1_Crow_1_2_13,Misión recibida a las 2310.
Sub1_Crow_1_2_14,"Destinatario: Líder de la Primera Escuadra de la Unidad Sabueso, Segundo Teniente Mitra."
Sub1_Crow_1_2_15,Comienzo de la misión a las 2300. Hora prevista de llegada al destino: 2400. Recuperar el Objetivo en el Punto 3 y entregarlo a la unidad de transporte antes de las 0110.
Sub1_Crow_1_2_16,"Si no se cumple con el objetivo, regresar al primer punto antes de las 0040 y esperar a recibir órdenes."
Sub1_Crow_1_2_17,Entendido.
Sub1_Crow_1_2_18,Vamos.
Sub1_Crow_1_3_1,"Mira, estamos haciendo estas misiones peligrosas para ellos, poniendo nuestras vidas en peligro."
Sub1_Crow_1_3_2,Siempre hacemos el trabajo sucio en las sombras. ¿Por qué nunca lo agradecen?
Sub1_Crow_1_3_3,"No estoy quejándome, pero realmente estamos haciendo todo el trabajo sucio."
Sub1_Crow_1_3_4,...
Sub1_Crow_1_3_5,"Bueno, a mí me toca dispararle a la gente todo lo que quiero..."
Sub1_Crow_1_3_6,"Creo que eso lo equilibra, la verdad."
Sub1_Crow_1_3_7,"Cuando hablas con Jacks, comienzas a ver otras cosas además de solo el combate."
