KEY,"English"
CONVERSATION_TU_256_1,"Stop! Public access is restricted from here on."
CONVERSATION_TU_256_2,"No outsiders are allowed past this point!"
CONVERSATION_TU_256_3,"My name is Kasel, an apprentice knight in service to Orvelia."
CONVERSATION_TU_256,"What's going on here? These people seem tense for some reason."
CONVERSATION_TU_257,"You must not have heard. An old vault was found in the underground."
CONVERSATION_TU_257_1,"We believe it was where the ancient royal family kept their treasures safe. A team of investigators was dispatched right after the discovery,"
CONVERSATION_TU_257_2,"but the sudden appearance of monsters is keeping them from doing their job."
CONVERSATION_TU_258,"Of all places, why are monsters appearing in royal palace?"
CONVERSATION_TU_259,"Except for a few apprentice knights, almost all of the knights were called in to rid the monsters."
CONVERSATION_TU_260,"The knights will not be able to take care of any other business until everything is settled."
CONVERSATION_TU_261,"Kasel, don't you think we should leave for now?"
CONVERSATION_TU_262,"I don't think the knights can help anyone else in a situation like this."
CONVERSATION_TU_263,"Hm..."
CONVERSATION_TU_264,"I may just be an apprentice knight myself, but I'd like to do my part as a knight."
CONVERSATION_TU_265,"Is there anything I can do to help?"
CONVERSATION_TU_266,"As a matter of fact, we're currently recruiting capable warriors to take on the monsters."
CONVERSATION_TU_266_1,"The more help we can get, the faster the knights can resume their everyday duties."
CONVERSATION_TU_266_2,"His Majesty promised rewards to those who defeat the monsters."
CONVERSATION_TU_266_3,"If you think you're up for it, feel free to lend a hand."
CONVERSATION_TU_267,"When does the shift rotate again? Let's see... Only 7 years left? Great!"
CONVERSATION_TU_268,"Wow, an ancient tower in a place like this? Interesting."
CONVERSATION_TU_269,"Huh? Humans! All of you are humans, right?"
CONVERSATION_TU_270,"I've heard of the humans from storytellings before, but I did not expect to see one in my life."
CONVERSATION_TU_271,"It has been quite a while, Dosarta."
CONVERSATION_TU_272,"Sister? I'm so glad that you're here!"
CONVERSATION_TU_273,"Oh, and who are these people?"
CONVERSATION_TU_274,"Right. Let me introduce you to the warrior of the Holy Sword, and his companions."
CONVERSATION_TU_275,"The warrior... of the Holy Sword? Seriously?"
CONVERSATION_TU_276,"That's amazing! The great warrior, in front of my eyes!"
CONVERSATION_TU_277,"Hahaha... Please, I don't deserve to be addressed as 'great'."
CONVERSATION_TU_278,"Um, Dosarta just called you sister. Does that mean...?"
CONVERSATION_TU_279,"Yes, Dosarta here is my blood sister."
CONVERSATION_TU_280,"Here, the Tower of Challenge, is something our elven royal family has been taking care of."
CONVERSATION_TU_281,"It is the task of the royal children to keep watch. We have been doing it in shifts, each shift being 20 years long."
CONVERSATION_TU_282,"20 years...?"
CONVERSATION_TU_283,"No need to be surprised. 20 years of your lifespan is like 2 years to the elves."
CONVERSATION_TU_284,"Um, so the warrior of the Holy Sword in a place like this means..."
CONVERSATION_TU_285,"Yes, it's about time we open the gate of the Tower of Challenge."
CONVERSATION_TU_286,"Sweet! Then I'll be able to see these people often. Looks like I won't be bored from now on."
CONVERSATION_TU_287,"Sorry to interrupt, but mind telling us about this place?"
CONVERSATION_TU_288,"I've never seen or heard of such a tower standing so tall in Elidora Forest."
CONVERSATION_TU_289,"This tower existed long before people started recording history."
CONVERSATION_TU_290,"Our Elven Royal Family has been investigating this tower for a very long time,"
CONVERSATION_TU_291,"yet we still haven't discovered why, and when this tower was built."
CONVERSATION_TU_292,"However, during the investigation, we found the remains of ancient artifacts."
CONVERSATION_TU_293,"Furthermore, we even managed to restore the artifacts by putting together the pieces."
CONVERSATION_TU_294,"Only then did we discover that the artifacts possess unique and strong power."
CONVERSATION_TU_295,"Unique... and strong?"
CONVERSATION_TU_296,"Speaking of which, since our great warrior is here, let me tell you a story regarding the artifacts."
CONVERSATION_TU_297,"100 years ago, King Kyle of Orvelia was seeking power to fight off the Demons."
CONVERSATION_TU_298,"His search led him to the rumored Tower of Challenge. After arriving at the tower, he started climbing it alone. "
CONVERSATION_TU_299,"However, each floor of the tower was filled with fearsome monsters."
CONVERSATION_TU_300,"According to the investigations, these monsters emit an otherworldly aura."
CONVERSATION_TU_301,"Nonetheless, King Kyle had to defeat the monsters of the tower to acquire artifact pieces."
CONVERSATION_TU_302,"An otherworldly aura? So these monsters are from the other dimension?"
CONVERSATION_TU_303,"We don't know the details yet. Everything I've just said is simply inferences by the scholars."
CONVERSATION_TU_304,"Back to the story, King Kyle later managed to find all the artifact pieces."
CONVERSATION_TU_305,"And with the help of our Elven Royal Family, he got the artifacts restored."
CONVERSATION_TU_306,"Afterward, all of Elidora came to praise King Kyle for his victory against all the monsters in this tower,"
CONVERSATION_TU_307,"and as a tribute to his challenging spirit, this tower was named the 'Tower of Challenge.'"
CONVERSATION_TU_308,"That is quite a deep story."
CONVERSATION_TU_309,"Indeed. The monsters of the tower are still strong and savage."
CONVERSATION_TU_310,"At one point, the adventurers who had heard of King Kyle's heroic tales entered this tower."
CONVERSATION_TU_311,"Sadly, they all failed. Some even lost their lives."
CONVERSATION_TU_312,"That's why our Elven Royal Family has been guarding this tower to prevent anyone from entering it. "
CONVERSATION_TU_313,"However, now that the Demons threaten our land, and the Holy Sword Aea has shown itself once again,"
CONVERSATION_TU_314,"it is time for us to open the gate, so you can acquire the artifacts once again."
CONVERSATION_TU_315,"I hope this serves as an opportunity to strengthen your power and skill."
CONVERSATION_TU_316,"King Kyle of Orvelia came to the Tower of Challenge,"
CONVERSATION_TU_317,"requesting access because he needed strong powers to defeat the demons."
CONVERSATION_TU_318,"He took back the pieces of artifacts from the insane who were still calling for their 'precious',"
CONVERSATION_TU_319,"and put the pieces back together."
CONVERSATION_TU_320,"Wasn't Kyle cursed by touching the artifact?"
CONVERSATION_TU_321,"Upon putting together the artifacts, an analysis took place,"
CONVERSATION_TU_322,"and it revealed that when the artifacts had been destroyed, the curse too had disappeared."
CONVERSATION_TU_323,"And the curse will not return, even if those artifacts become whole?"
CONVERSATION_TU_324,"The analysis implied that the curse only worked while the artifact was inside the Tower of Challenge."
CONVERSATION_TU_325,"While it is believed that no artifacts remain whole as of now, we cannot be sure."
CONVERSATION_TU_326,"Since those undying cursed ones are still too dangerous,"
CONVERSATION_TU_327,"we have locked the gate of the Tower and watched over it."
CONVERSATION_TU_328,"But now, things are different. The holy sword showed up, which is a signal that the world is in danger."
CONVERSATION_TU_329,"Therefore, we are opening the gate today, allowing you to challenge the Tower."
CONVERSATION_CHPT01,"Chapter 1. The Beginning of the Journey"
CONVERSATION_1,"Common calendar year 700, Orvelia Kingdom, King's Plains"
CONVERSATION_SILENCE,"......."
CONVERSATION_SURPRISE,"!!!"
CONVERSATION_FLINCH,"...!"
CONVERSATION_INTRO_51,"About a century ago, a wizard opened the Demon's Gate"
CONVERSATION_INTRO_52,"and allowed demons to invade the entire continent."
CONVERSATION_INTRO_53,"The Dark Lord Angmund"
CONVERSATION_INTRO_54,"proclaimed himself King of the World"
CONVERSATION_INTRO_55,"and left the world covered in blood, tears, and screams."
CONVERSATION_INTRO_56,"But the righteous marched forth towards the Dark Lord's fortress,\n\nwading through pain and despair."
CONVERSATION_INTRO_57,"These heroes were King Kyle of Orvelia,\n\nthe last kingdom of humans, and his brave companions."
CONVERSATION_INTRO_58,"A fierce battle raged in front of Angmund's fortress."
CONVERSATION_INTRO_59,"While his companions desperately fought off the Dark Legion,"
CONVERSATION_INTRO_60,"Kyle walked into the Dark Lord's castle alone"
CONVERSATION_INTRO_61,"and stabbed Angmund's heart with the Holy Sword Aea."
CONVERSATION_INTRO_62,"Only the Holy Sword remained."
CONVERSATION_INTRO_63,"There was no trace of Kyle or Angmund."
CONVERSATION_INTRO_64,"Without their lord, the demons quickly weakened,"
CONVERSATION_INTRO_65,"and the war ended in victory\n\nfor the people of the land."
CONVERSATION_INTRO_66,"By the time peace was restored to the continent\n\nand the wounds of the old war had started to fade,"
CONVERSATION_INTRO_67,"an unknown darkness creeped around the Holy Sword Aea."
CONVERSATION_INTRO_68,"The heroes who fought alongside Kyle"
CONVERSATION_INTRO_69,"sealed the Holy Sword Aea inside the World Tree\n\nthat Lua, the Goddess of Light, had blessed"
CONVERSATION_INTRO_70,"and prayed for everlasting protection from the Darkness."
CONVERSATION_INTRO_71,"Now, a hundred years have passed after the Demon's Gate opened."
CONVERSATION_INTRO_72,"and the traces of war had long since disappeared in Orvelia, the kingdom of humans."
CONVERSATION_INTRO_73,"Although humankind believed this peace would continue for a long time,"
CONVERSATION_INTRO_74,"a shroud of darkness\n\nhad already begun to creep in around the World Tree."
