KEY,English
E_C19_Mar_Veronica01_01,"Ah, there are just too many things to do in the guild."
E_C19_Mar_Veronica01_02,I'll never get to take a day off for my birthday...
E_C19_Mar_Veronica01_03,Ah! There's no time for this. I should get started!
E_C19_Mar_Veronica01_04,Huh? You've already finished organizing the training manuals?
E_C19_Mar_Veronica01_05,That's right. We had a helping hand today.
E_C19_Mar_Veronica01_06,A helping hand?
E_C19_Mar_Veronica01_07,Someone really reliable pitched in. Don't worry about it.
E_C19_Mar_Veronica01_08,"Hmm... Alright. I'll see you tomorrow, then."
E_C19_Mar_Veronica01_09,"Umm... Turan is next, I believe...? ...Oh, dear! She's not on duty today!"
E_C19_Mar_Veronica01_10,"It's Mr. Kumuro, then."
E_C19_Mar_Veronica01_11,Um? What was that just now?
E_C19_Mar_Veronica01_12,Huh? No more bookkeeping work for today?
E_C19_Mar_Veronica01_13,Of course! It's all finished!
E_C19_Mar_Veronica01_14,Already? You normally hand them to me just before I punch out.
E_C19_Mar_Veronica01_15,Don't worry about it. We actually had two different people on the job today.
E_C19_Mar_Veronica01_16,"...Okay. See you tomorrow, then."
E_C19_Mar_Veronica01_17,See you. I hope you have a relaxing day today!
E_C19_Mar_Veronica01_18,Hmm... What's happening today...?
E_C19_Mar_Veronica01_19,................................
E_C19_Mar_Veronica01_20,"I'm sorry, Mr. Havelock. I couldn't get Ikko's favorite food this time."
E_C19_Mar_Veronica01_21,Hmm? What do you mean? I already received the red eel.
E_C19_Mar_Veronica01_22,Ikko just finished chowing it down. Hahaha!
E_C19_Mar_Veronica01_23,The eel has a very peculiar scar on it. I have never seen such a skill in this continent.
E_C19_Mar_Veronica01_24,Hahaha... That figures.
E_C19_Mar_Veronica01_25,Happy birthday. You've got a pretty good friend.
E_C19_Mar_Veronica01_26,"Thank you. Haha, I think so, too."
E_C19_Mar_Veronica01_27,"Hey, wait! Turan, stop!"
E_C19_Mar_Veronica01_28,"Ah, you got me."
E_C19_Mar_Veronica01_29,How could I not know? You were helping me with my work on your day off?
E_C19_Mar_Veronica01_30,"It's your birthday, but there's too much work."
E_C19_Mar_Veronica01_31,"You helped me, even though I was a stranger here. I wanted to help, too."
E_C19_Mar_Veronica01_32,I want you to get some rest. At least for today.
E_C19_Mar_Veronica01_33,"Heh heh. Thank you, but this is just how I do things."
E_C19_Mar_Veronica01_34,Don't try to hide next time.
E_C19_Mar_Veronica01_35,"I'm sorry, Veronica."
E_C19_Mar_Veronica01_36,Please don't be. Thank you for your kind words.
E_C19_Mar_Veronica01_37,"I can call it a day, thanks to you! Let's go grab something good to eat!"
E_C19_Mar_Veronica01_38,I just want to say this.
E_C19_Mar_Veronica01_39,"Happy birthday, Veronica! I'll say this again next year, too."
E_C19_Mar_Veronica01_40,"*Giggle* Thank you, Turan! I'll look forward to it!"
E_C19_Mar_Kaulah01_01,"Hahaha, a lonely island! It's warm and nice."
E_C19_Mar_Kaulah01_02,"Taking a break was not entirely my choice,"
E_C19_Mar_Kaulah01_03,but this is nice! There's nothing like a relaxing day on the beach!
E_C19_Mar_Kaulah01_04,"Very... good, Zzz… Zzz…"
E_C19_Mar_Kaulah01_05,"Hmm, are you sure you can pull this off this time?"
E_C19_Mar_Kaulah01_06,My friend! When have I ever lied to... *Clears throat* Trust me this time.
E_C19_Mar_Kaulah01_07,We're here on this deserted island to prevent possible accidents.
E_C19_Mar_Kaulah01_08,This warp experiment can tell us if we're living in a multi-dimensional world.
E_C19_Mar_Kaulah01_09,A world like this in a different dimension! How exciting is that?
E_C19_Mar_Kaulah01_10,"Hmm, I've brought Rephy like you told me to, but..."
E_C19_Mar_Kaulah01_11,"Wow! It's the sea! Uncle Oddy, can I go swimming?"
E_C19_Mar_Kaulah01_12,"Wait a second, fur boy. Could you please do me a favor first?"
E_C19_Mar_Kaulah01_13,Yes? What do you want Rephy to do?
E_C19_Mar_Kaulah01_14,"You know any adventurous souls out there? One that might want to travel to another world, maybe?"
E_C19_Mar_Kaulah01_15,Of course! There are many! You want me to call them?
E_C19_Mar_Kaulah01_16,"Then, could you tell your friends to see what's on the other side of that hole?"
E_C19_Mar_Kaulah01_17,"That's easy! Souls, help me!"
E_C19_Mar_Kaulah01_18,"Rephy, wouldn't that be a bit dangerous?"
E_C19_Mar_Kaulah01_19,It's alright as long as I just leave out the souls of people taking a nap!
E_C19_Mar_Kaulah01_20,Huh? No! Noooo! What do I do? A sleeping soul just went inside it!
E_C19_Mar_Kaulah01_21,What?????!!!!!!
E_C19_Mar_Kaulah01_22,Umm.. Where am I?
E_C19_Mar_Kaulah01_23,"Good morning, teacher!"
E_C19_Mar_Kaulah01_24,"Hey, it's the dean! Run!"
E_C19_Mar_Kaulah01_25,Where in the world am I?
E_C19_Mar_Kaulah01_26,"Mr. Kaulah, what's wrong?"
E_C19_Mar_Kaulah01_27,"Today is the day our new semester... Umm, your soul seems different today."
E_C19_Mar_Kaulah01_28,Where am I...? I was just taking a nap on that island...
E_C19_Mar_Kaulah01_29,"Hahaha, wake up, Mr. Kaulah!"
E_C19_Mar_Kaulah01_30,"Don't you know? You're... at Orvelia High School, remember?"
E_C19_Mar_Kaulah01_31,Are you serious?
E_C19_Mar_Kaulah01_32,What an absurd dream... It is too much for a birthday gift.
E_C19_Mar_Kaulah01_33,Could it be… a precognitive dream?!
E_C19_Mar_Artemia01_01,"Welcome, Your Majesty! It's been a long time!"
E_C19_Mar_Artemia01_02,"Nice to see you, Juno. I heard that someone wanted to see me today."
E_C19_Mar_Artemia01_03,"Yes, a VIP is waiting for you, Your Majesty. This way, please."
E_C19_Mar_Artemia01_04,"Greetings, Your Majesty, the Empress of Light. It's been a long time."
E_C19_Mar_Artemia01_05,Greetings to you. I believe that last time we spoke was over tea.
E_C19_Mar_Artemia01_06,"How have you been, Princess of Silver?"
E_C19_Mar_Artemia01_07,"...Pft! Ha, hahahaha!"
E_C19_Mar_Artemia01_08,"We agreed to talk without all these formalities, didn't we?"
E_C19_Mar_Artemia01_09,"And yet here we are, all stiff and solemn."
E_C19_Mar_Artemia01_10,"Let's take it slow, Scarlet."
E_C19_Mar_Artemia01_11,"As you say, Artemia."
E_C19_Mar_Artemia01_12,Are you okay being out here without your guards?
E_C19_Mar_Artemia01_13,It's better this way. Scouting for demon activities will be much more difficult if my identity was revealed.
E_C19_Mar_Artemia01_14,"By the way, what brings you here today? Did the Dark Legion start making moves?"
E_C19_Mar_Artemia01_15,"They didn't, but what I'm here for is no less important."
E_C19_Mar_Artemia01_16,What is it?
E_C19_Mar_Artemia01_17,"Juno, please bring it here!"
E_C19_Mar_Artemia01_18,"Yes, Your Highness. Here it is!"
E_C19_Mar_Artemia01_19,"I hereby present to you, Juno's Special, Royal Plaaned Cake!"
E_C19_Mar_Artemia01_20,Goodness gracious!!!!!! This is the Penteonian royal family's cake!
E_C19_Mar_Artemia01_21,"Hahaha, happy birthday, Artemia!"
E_C19_Mar_Artemia01_22,Do you like it?
E_C19_Mar_Artemia01_23,"I love it! Thank you, Scarlet..."
E_C19_Mar_Artemia01_24,I've never imagined that I'd be able to eat this cake in Orvel. I used to have this on my birthdays when I was young...
E_C19_Mar_Artemia01_25,"Oh, the taste is exactly the same! How did you do this?"
E_C19_Mar_Artemia01_26,"The Plaan spice is a key ingredient, but the plant only grows in Penteonia."
E_C19_Mar_Artemia01_27,"Oh, a friend of mine happens to be a superb alchemist."
E_C19_Mar_Artemia01_28,"Oh, please introduce me to your friend. I would love to buy some of this spice as well."
E_C19_Mar_Artemia01_29,"Hahaha, I'll ask if there's any left."
E_C19_Mar_Artemia01_30,Please help yourself.
E_C19_Mar_Artemia01_31,"Thank you so much! Here, have some with me, Scarlet."
E_C19_Mar_Artemia01_32,"Oh, I'm okay. It's my birthday gift for you, so..."
E_C19_Mar_Artemia01_33,"Oh no, birthday cakes are meant to be shared! Please, here!"
E_C19_Mar_Artemia01_34,"Oh, o-okay, then..."
E_C19_Mar_Artemia01_35,Juno's Room inside the Inn
E_C19_Mar_Artemia01_36,Poor Princess Scarlet...
E_C19_Mar_Artemia01_37,"Requina, can you make more of that Plaan spice?"
E_C19_Mar_Artemia01_38,"Hmm, I need to rip this into tiny pieces and dry them."
E_C19_Mar_Artemia01_39,Her Highness helped me a lot before. It'll be impossible to do it on my own.
E_C19_Mar_Artemia01_40,This must be cut into more than 100 pieces and then processed to neutralize the toxin.
E_C19_Mar_Artemia01_41,I really don't get the strange taste of royal families...
E_C19_Mar_Artemia01_42,"Please be safe, Your Highness."
E_C19_Mar_Leo01_01,"Since Princess Scarlet went out to subdue some demons today,"
E_C19_Mar_Leo01_02,the castle should be almost empty by now.
E_C19_Mar_Leo01_03,................................................................
