KEY,"German"
Sub1_Prisila_1_1_1,"In den glänzenden Augen spiegelt sich die Furcht."
Sub1_Prisila_1_1_2,"Werde ich hier sterben?"
Sub1_Prisila_1_1_3,"Nicht gerade das, was sich ein zehnjähriges Kind fragen sollen müsste."
Sub1_Prisila_1_1_4,"Reflexartig biss ich mir auf die Lippen"
Sub1_Prisila_1_1_5,"während ich das ängstliche kleine Kind anstarrte."
Sub1_Prisila_1_1_6,"Dieses kleine Mädchen hielt also die Macht in seinen kleinen Händchen, alles zu verändern."
Sub1_Prisila_1_1_7,"Ich spürte, wie zweck- und sinnlos all das war, und doch empfand ich Mitleid mit ihr."
Sub1_Prisila_1_1_8,"Hab keine Angst. Alles wird wieder gut."
Sub1_Prisila_1_1_9,"So endete es ja schließlich immer."
Sub1_Prisila_1_1_10,"Ich pflegte das allen zu sagen, die mir vertrauten und folgten."
Sub1_Prisila_1_1_11,"Es war zu einer Art Gewohnheit geworden."
Sub1_Prisila_1_1_12,"Keine Angst. Alles wird wieder gut."
Sub1_Prisila_1_1_13,"Das Mädchen starrte sie abwesend an, während sie aus dem Wagen stieg."
Sub1_Prisila_1_1_14,"Draußen regnete es aus Strömen."
Sub1_Prisila_1_1_15,"Ich bin Priscilla, kleine Dame, und ich werde dir von nun an dienen."
Sub1_Prisila_1_1_16,"Die Frau schaute sich zu dem Mädchen um und sprach mit kalter, emotionsloser Stimme."
Sub1_Prisila_1_1_17,"Die Worte waren steif und förmlich, aber die Stimme, die sie aussprach, strahlte Vertrauen und Verlässlichkeit aus."
Sub1_Prisila_1_1_18,"D... danke sehr."
Sub1_Prisila_1_1_19,"Das Mädchen nickte"
Sub1_Prisila_1_1_20,"und die Frau stieg aus dem Wagen, ohne sich noch einmal umzusehen."
Sub1_Prisila_1_1_21,"Wenige Momente später begann die Luft um den Wagen, sich zu verändern."
Sub1_Prisila_1_1_22,"Krach!"
Sub1_Prisila_1_1_23,"Das kreischende Geräusch von Metall erschütterte den Wagen."
Sub1_Prisila_1_1_24,"Die Schreie gingen im Rauschen des Regens unter."
Sub1_Prisila_1_1_25,"Eine lange Zeit verstrich und schließlich ließ der Regen nach."
Sub1_Prisila_1_1_26,"*Klick*"
Sub1_Prisila_1_1_27,"Völlig durchnässt setzte sich die Frau wieder in den Wagen."
Sub1_Prisila_1_1_28,"Das Mädchen brach augenblicklich in Tränen aus."
Sub1_Prisila_1_1_29,"Danke sehr. Danke, danke, danke!"
Sub1_Prisila_1_1_30,"Die Frau wusste nicht, was sie tun sollte,"
Sub1_Prisila_1_1_31,"während dem Kind große Tränen der Erleichterung über das Gesicht rollten."
Sub1_Prisila_1_1_32,"Still zog sie das Kind zu sich heran und umarmte es fest."
Sub1_Prisila_1_1_33,"Das Kind war klein, und auch sein Weinen hörte sich klein und schwach an."
Sub1_Prisila_1_1_34,"Ist ja gut. Ich werde immer an deiner Seite sein."
Sub1_Prisila_2_1_1,"Ugh ..."
Sub1_Prisila_2_1_2,"Der ohrenbetäubende Schrei der bösartigen Kreatur hallte noch lange nach,"
Sub1_Prisila_2_1_3,"während ihr zähflüssiges, widerliches Blut umherspritzte."
Sub1_Prisila_2_1_4,"Das Rot des Bluts befleckte das wunderschöne Perlmuttweiß der Hellebardenklinge."
Sub1_Prisila_2_1_5,"Welche Art von Soldat brauchen wir wohl in der Armee? Was meint Ihr?"
Sub1_Prisila_2_1_6,"Solche, die nicht eigenständig denken."
Sub1_Prisila_2_1_7,"Solche, die sich selbst nicht als Individuen betrachten."
Sub1_Prisila_2_1_8,"Und, für welche Art Soldat haltet Ihr Euch?"
Sub1_Prisila_2_1_9,"Jemand mit eigenen Gedanken und Vorstellungen."
Sub1_Prisila_2_1_10,"Jemand, die an etwas Bestimmtes glaubt."
Sub1_Prisila_2_1_11,"Jemandem, die sich selbst als Individuum mit einer Meinung sieht."
Sub1_Prisila_2_1_12,"Jemandem, die andere in Gefahr bringt."
Sub1_Prisila_2_1_13,"Für so jemanden halte ich Euch, Leutnant Priscilla."
Sub1_Prisila_2_1_14,"Die Entscheidung liegt ganz bei Euch."
Sub1_Prisila_2_1_15,"Ihr entscheidet, wer den steinigen Weg gehen wird."
Sub1_Prisila_2_1_16,"Ihr selbst, oder all diejenigen, die Euch folgen."
Sub1_Prisila_2_1_17,"Diese Mistkerle ..."
Sub1_Prisila_2_1_18,"Oh, da kommt sie ja."
Sub1_Prisila_2_1_19,"Kommandantin, hier!"
Sub1_Prisila_2_1_20,"Die Soldaten winkten Priscilla aus der Ferne zu."
Sub1_Prisila_2_1_21,"Einige von ihnen lagen erschöpft auf dem Boden oder"
Sub1_Prisila_2_1_22,"kümmerten sich um ihre verwundeten Kameraden."
Sub1_Prisila_2_1_23,"Andere hoben letzte Ruhestätten aus für die, die es nicht mehr schaffen würden."
Sub1_Prisila_2_1_24,"Wessen Grab ist das?"
Sub1_Prisila_2_1_25,"Das ist für Erox."
Sub1_Prisila_2_1_26,"Die Raben zerfleddern die Leichen, wenn sie nicht ordentlich begraben werden."
Sub1_Prisila_2_1_27,"Es gab zahlreiche solcher Stätten, wo sie Soldaten begraben mussten,"
Sub1_Prisila_2_1_28,"obwohl ich versichert hatte, sie heil wieder nach Hause zu bringen."
Sub1_Prisila_2_1_29,"Es war wahrlich kein seltenes Ereignis."
Sub1_Prisila_2_1_30,"Mein Trupp hatte anfangs ungefähr 80 Soldaten."
Sub1_Prisila_2_1_31,"Die endlosen Schlachten dezimierten die Leute aber immer weiter"
Sub1_Prisila_2_1_32,"und es gab keine Aussicht auf Verstärkung oder Hilfe."
Sub1_Prisila_2_1_33,"Wir wurden an immer gefährlichere Orte geschickt,"
Sub1_Prisila_2_1_34,"wo wir unser Leben aufs Spiel setzen mussten."
Sub1_Prisila_2_1_35,"Eigentlich sollten wir Eroberungsschlachten schlagen,"
Sub1_Prisila_2_1_36,"aber tatsächlich kämpften wir nur um das nackte Überleben."
Sub1_Prisila_2_1_37,"Ist alles in Ordnung hier?"
Sub1_Prisila_2_1_38,"Selbstverständlich. Was denkt Ihr denn, mit wem Ihr sprecht?"
Sub1_Prisila_2_1_39,"Wir sind Krieger, die schon Hunderte von Schlachten gesehen haben."
Sub1_Prisila_2_1_40,"Es war eine unerwartet fröhliche Antwort,"
Sub1_Prisila_2_1_41,"auf die ich nichts erwidern konnte."
Sub1_Prisila_2_1_42,"Also starrte ich die Soldaten einfach nur an."
Sub1_Prisila_2_1_43,"Der Soldat, der ihr geantwortet hatte,"
Sub1_Prisila_2_1_44,"war ebenfalls verletzt und trug einen Verband um den Kopf."
Sub1_Prisila_2_1_45,"Scheint ja so, als würde euer Ego schneller wachsen als eure Fähigkeiten."
Sub1_Prisila_2_1_46,"Haha, nun kommt schon."
Sub1_Prisila_2_1_47,"Die Soldaten kratzten sich verlegen am Kopf und lachten beschämt."
Sub1_Prisila_2_1_48,"Bei diesem Anblick fühlte ich einen stechenden Schmerz in der Brust."
Sub1_Prisila_2_1_49,"Dieser Ort ist schlimmer als alle Schlachtfelder, auf denen wir zuvor gekämpft haben."
Sub1_Prisila_2_1_50,"Ich fürchte, diese Dinger werden einfach ohne Vorwarnung irgendwo aus dem Boden brechen."
Sub1_Prisila_2_1_51,"Du weißt schon, so wie vor 100 Jahren ..."
Sub1_Prisila_2_1_52,"Hey, jetzt red nicht auch noch das Unglück herbei!"
Sub1_Prisila_2_1_53,"Tröööt!"
Sub1_Prisila_2_1_54,"Ein einzelnes, langes Röhren eines Horns ertönte."
Sub1_Prisila_2_1_55,"Dann zwei weitere in kurzen Abständen, gefolgt von einem letzten, sehr langen Röhren."
Sub1_Prisila_2_1_56,"Der Feind war da. Und es waren viele."
Sub1_Prisila_2_1_57,"Siehst du? Du musstest es ja beschreien!"
Sub1_Prisila_2_1_58,"Machst du jetzt wirklich mich dafür verantwortlich?"
Sub1_Prisila_2_1_59,"Das kam unerwartet."
Sub1_Prisila_2_1_60,"Die vorherigen Untersuchungen hatten"
Sub1_Prisila_2_1_61,"keine Anzeichen gefunden, dass so etwas passieren könnte."
Sub1_Prisila_2_1_62,"Aber sie konnte sich denken,"
Sub1_Prisila_2_1_63,"Was hier vor sich ging."
Sub1_Prisila_2_1_64,"Es war Absicht."
Sub1_Prisila_2_1_65,"Es war volle Absicht ..."
Sub1_Prisila_2_1_66,"Ich konnte förmlich die arrogante Stimme des Mannes hören,"
Sub1_Prisila_2_1_67,"der von seinem hohen Ross auf mich herabblickte."
Sub1_Prisila_2_1_68,"Nun, Eure Soldaten machen ja nichts falsch. Sie befolgen einfach nur Befehle."
Sub1_Prisila_2_1_69,"Hofft nicht darauf, dass Ihr von nun an noch irgendwelche Unterstützung erhaltet."
Sub1_Prisila_2_1_70,"Wir haben weder die Zeit noch Energie, uns mit Verrätern zu befassen."
Sub1_Prisila_2_1_71,"Er hatte uns von Anfang an in der Hoffnung hergeschickt, dass wir alle umkommen würden."
Sub1_Prisila_2_1_72,"Verflucht! Hört dieser Ansturm denn nie auf?"
Sub1_Prisila_2_1_73,"Die Soldaten klopften sich beim Aufstehen mit leicht zitternden Händen"
Sub1_Prisila_2_1_74,"den Staub von den Hosen."
Sub1_Prisila_2_1_75,"Priscilla stellte sich vor die versammelte Truppe"
Sub1_Prisila_2_1_76,"und begann ihre Ansprache mit sanfter Stimme."
Sub1_Prisila_2_1_77,"Vielen Dank für alles, was ihr bisher geleistet habt."
Sub1_Prisila_2_1_78,"Was redet sie da?"
Sub1_Prisila_2_1_79,"Reiß dich gefälligst zusammen!"
Sub1_Prisila_2_1_80,"Ob es ihr nicht gut geht, weil sie über und über mit Blut verkrustet ist?"
Sub1_Prisila_2_1_81,"Bestimmt. Dieses Dämonenblut sieht nicht gerade gesund aus."
Sub1_Prisila_2_1_82,"Ich glaube, ich habe auch etwas Fieber."
Sub1_Prisila_2_1_83,"He, hört auf, herumzualbern und holt etwas Wasser."
Sub1_Prisila_2_1_84,"Sieht so aus, als wäre es dieses Mal ein richtig großer Haufen."
Sub1_Prisila_2_1_85,"Die machen uns keine Probleme, solange wir keine Dummheiten anstellen."
Sub1_Prisila_2_1_86,"Schau her! Da übersteigt jemandes Ego seine Fähigkeiten ganz gehörig!"
Sub1_Prisila_2_1_87,"..."
Sub1_Prisila_2_1_88,"Kommandantin, hier ist etwas Wasser!"
Sub1_Prisila_2_1_89,"Danke sehr."
Sub1_Prisila_2_1_90,"Das Blut ran herab, als Priscilla sich das Wasser über den Kopf goss."
Sub1_Prisila_2_1_91,"Das Wasser lief durch die Haare und ihren Hals herunter"
Sub1_Prisila_2_1_92,"und entblößte so ihre helle Haut."
Sub1_Prisila_2_1_93,"Uff ..."
Sub1_Prisila_2_1_94,"Priscilla wirkte wie eine auf dem Schlachtfeld wiedergeborene Göttin."
Sub1_Prisila_2_1_95,"Habt keine Angst. Alles wird wieder gut."
Sub1_Prisila_3_1_1,"Hm?!"
Sub1_Prisila_3_1_2,"Verbündete?!"
Sub1_Prisila_3_1_3,"Bewegung! Das sind keine ..."
Sub1_Prisila_3_1_4,"Grrrr."
Sub1_Prisila_3_1_5,"Gugh!"
Sub1_Prisila_3_1_6,"W... Was ist das?!"
Sub1_Prisila_3_1_7,"Muahh!"
Sub1_Prisila_3_1_8,"Krach!"
Sub1_Prisila_3_1_9,"Argh!"
Sub1_Prisila_3_2_1,"Ein Überlebender?"
Sub1_Prisila_3_2_2,"Bewegung, du stehst im Weg!"
Sub1_Prisila_3_2_3,"Hm?!"
Sub1_Prisila_3_2_4,"Bewegung, du stehst im Weg!"
Sub1_Prisila_3_2_5,"..."
Sub1_Prisila_3_3_1,"Sie begrub die Leichen,"
Sub1_Prisila_3_3_2,"damit die Raben sie nicht zerfledderten."
Sub1_Prisila_3_3_3,"Sie versprach, eines Tages zurückzukehren,"
Sub1_Prisila_3_3_4,"während sie die Leichen vergrub."
Sub1_Prisila_3_3_5,"Waren das deine Leute?"
Sub1_Prisila_3_3_6,"Ach, eigentlich eh eine dumme Frage."
Sub1_Prisila_3_3_7,"Das ist das Projekt Evil Knights."
Sub1_Prisila_3_3_8,"... Ich weiß."
Sub1_Prisila_3_3_9,"... Du weißt es?"
Sub1_Prisila_3_3_10,"Verstehe. Die haben das also getan, um dich zum Schweigen zu bringen."
Sub1_Prisila_3_3_11,"(Eine riesige Hellebarde ... Das ist also Orvelias Sturm. Was für eine junge Frau ...)"
Sub1_Prisila_3_3_12,"Ich will gar nicht wissen, woher du es weißt."
Sub1_Prisila_3_3_13,"Aber sage mir, welche Informationen du hast."
Sub1_Prisila_3_3_14,"Warum sollte ich das tun?"
Sub1_Prisila_3_3_15,"Diese Dinge werden immer wieder passieren."
Sub1_Prisila_3_3_16,"Zuerst auf großen Schlachtfeldern, wo jeder sterben wird,"
Sub1_Prisila_3_3_17,"dann in kleineren Gefechten,"
Sub1_Prisila_3_3_18,"und am Ende überall. Ihr einziger Zweck ist es, Leben auszulöschen."
Sub1_Prisila_3_3_19,"Am Ende wirst du dein Schwert gegen die erheben müssen, die du zu beschützen geschworen hast."
Sub1_Prisila_3_3_20,"Aber gewiss hast du das mittlerweile schon verstanden."
Sub1_Prisila_3_3_21,"..."
Sub1_Prisila_3_3_22,"... Wer bist du?"
