KEY,Portuguese
E_C19_Oct_Laudia01_01,Finalizamos aquele lado.
E_C19_Oct_Laudia01_02,"Este lado também. Uf... dizem que o número de monstros reduziu, mas a batalha não tem fim."
E_C19_Oct_Laudia01_03,"Caso o poder dos demônios não seja destruído, continuará assim... Desculpe pelo trabalho que está dando."
E_C19_Oct_Laudia01_04,Está tudo bem. Estou apenas cumprindo meu papel.
E_C19_Oct_Laudia01_05,Acredito que já é o suficiente por hoje. Não gostaria de retornar?
E_C19_Oct_Laudia01_06,"Afinal, hoje é seu aniversário, Laudia."
E_C19_Oct_Laudia01_07,"Tudo bem. Assim como você disse, Zafir, este também é meu trabalho."
E_C19_Oct_Laudia01_08,Mas...
E_C19_Oct_Laudia01_09,"Está tudo bem, de verdade. E tem um lugar que eu gostaria de ir."
E_C19_Oct_Laudia01_10,Que lugar?
E_C19_Oct_Laudia01_11,Um lugar que costumava ir quando criança... Gostaria de me acompanhar?
E_C19_Oct_Laudia01_12,"Deve ser um lugar especial. Então acompanharei, se não se importa."
E_C19_Oct_Laudia01_13,Não sabia que havia um lugar como esse...
E_C19_Oct_Laudia01_14,Está muito bem cuidado. É um local usado para rituais?
E_C19_Oct_Laudia01_15,"Apesar de eu estar cuidando deste lugar, não é para isso."
E_C19_Oct_Laudia01_16,É uma espécie de esconderijo secreto da minha infância... Hum... é uma longa história.
E_C19_Oct_Laudia01_17,"Se não se importa, gostaria de escutá-la. Fiquei curioso."
E_C19_Oct_Laudia01_18,"Bem, é uma história de quando eu era bem jovem..."
E_C19_Oct_Laudia01_19,Você também já ouviu falar sobre a história do Dragão-Deus que adormeceu no Santuário do Fluxo?
E_C19_Oct_Laudia01_20,"Ah, sim. Sempre escutava essa história antes de dormir quando era criança."
E_C19_Oct_Laudia01_21,"Como era na infância, jamais imaginei que poderia ser real."
E_C19_Oct_Laudia01_22,"Tinha apenas uma admiração pelo maravilhoso Dragão-Deus devido à vaga ideia de que trazia chuva ao deserto,"
E_C19_Oct_Laudia01_23,E pensava em preparar-lhe um local de descanso para quando despertasse.
E_C19_Oct_Laudia01_24,"Pensando agora, não faz sentido nenhum."
E_C19_Oct_Laudia01_25,"Bem... você era criança. Se Laias ouvisse essa história iria apenas sorrir, não?"
E_C19_Oct_Laudia01_26,"Obrigada. Na procura por um lugar especial, acabei vindo até aqui."
E_C19_Oct_Laudia01_27,Comecei a limpar o local imaginando que poderíamos brincar juntas assim que ela despertasse.
E_C19_Oct_Laudia01_28,"Mas só depois de um pouco crescida, percebi uma coisa."
E_C19_Oct_Laudia01_29,O quê?
E_C19_Oct_Laudia01_30,Que este é um local muito pequeno para o Dragão-Deus.
E_C19_Oct_Laudia01_31,Hahaha... isso é verdade.
E_C19_Oct_Laudia01_32,"Mas como gosto de ver o jardim com as flores e a grama bem-cuidadas,"
E_C19_Oct_Laudia01_33,venho aqui sempre que posso.
E_C19_Oct_Laudia01_34,Entendo... então vem sempre aqui no dia do seu aniversário?
