KEY,Japanese
MONTHLYHERO_FREY_BIRTHDAY_TITLE,～静かな朝～
MONTHLYHERO_TANYA_BIRTHDAY_TITLE,～今日も追跡中～
MONTHLYHERO_LOMAN_BIRTHDAY_TITLE,～勤務中、異常なし～
MONTHLYHERO_PRISCILLA_BIRTHDAY_TITLE,～可愛い女性(？)～
MONTHLYHERO_DEMIA_BIRTHDAY_TITLE,～上司の誕生日とは？～
MONTHLYHERO_LEWISIA_BIRTHDAY_TITLE,～赤き光の一夜～
MONTHLYHERO_SONIA_BIRTHDAY_TITLE,～ミリアンヌを捕まえろ！～
MONTHLYHERO_VERONICA_BIRTHDAY_TITLE,～思いがけない休暇～
MONTHLYHERO_KAULAH_BIRTHDAY_TITLE,～不思議の国のカウラ？～
MONTHLYHERO_YURIA_BIRTHDAY_TITLE,～女王の訪問～
MONTHLYHERO_ARTEMIA_BIRTHDAY_TITLE,～デザートタイム～
MONTHLYHERO_LEO_BIRTHDAY_TITLE,～延滞はいけません～
MONTHLYHERO_CASSANDRA_BIRTHDAY_TITLE,～あなたをご招待します～
MONTHLYHERO_ROI_BIRTHDAY_TITLE,～縁起のいい日～
MONTHLYHERO_MEDIANA_BIRTHDAY_TITLE,～実験パーティー～
MONTHLYHERO_MORRAH_BIRTHDAY_TITLE,～邪竜大将軍の回想～
MONTHLYHERO_THEO_BIRTHDAY_TITLE,～作ってくれる人～
MONTHLYHERO_ANNETTE_BIRTHDAY_TITLE,～幸せなプレゼント～
MONTHLYHERO_JANE_BIRTHDAY_TITLE,～忘れられた純白の夢～
MONTHLYHERO_GLENWYS_BIRTHDAY_TITLE,～帝国の騎士たち～
MONTHLYHERO_LAKRAK_BIRTHDAY_TITLE,～起･承･転･火薬～
MONTHLYHERO_LUCIAS_BIRTHDAY_TITLE,～聖者の苦悩～
MONTHLYHERO_LORRAINE_BIRTHDAY_TITLE,～賢者様のために皆で～
MONTHLYHERO_LAVRIL_BIRTHDAY_TITLE,～初めての誕生日～
MONTHLYHERO_KARA_BIRTHDAY_TITLE,～ビックリした？～
MONTHLYHERO_MIRURU_BIRTHDAY_TITLE,～海賊団員からのお祝い～
MONTHLYHERO_SHAMILLA_BIRTHDAY_TITLE,～目的のために～
MONTHLYHERO_EZEKIEL_BIRTHDAY_TITLE,～作ろうとする人～
MONTHLYHERO_FLUSS_BIRTHDAY_TITLE,～緊急召集！～
MONTHLYHERO_DIMAEL_BIRTHDAY_TITLE,～伝えられた気持ち～
MONTHLYHERO_SHEA_BIRTHDAY_TITLE,～じゅ…準備できました～
MONTHLYHERO_NICKY_BIRTHDAY_TITLE,～彼らだけのリーグ～
MONTHLYHERO_YANNE_BIRTHDAY_TITLE,～今日1日は、料理人～
MONTHLYHERO_FREY_BIRTHDAY_DESC,数年前から、誕生日の朝に突然いなくなるフレイ。\n彼女がこっそり向かった場所とは？
MONTHLYHERO_TANYA_BIRTHDAY_DESC,暗殺団の任務を後回しにして、独断でロイを追い続けるターニャ。ふと、かつてロイと過ごした誕生日のことを思い出すのだが…
MONTHLYHERO_LOMAN_BIRTHDAY_DESC,誕生日の日もいつものように働いているロマン。そんな彼の誕生日を祝いたいと思う人々がいた…
MONTHLYHERO_PRISCILLA_BIRTHDAY_DESC,メイの雑貨店に超VIPのお客様がやってきた！プリシラと共にやってきたアイシャがメイに頼んだある「もの」とは？
MONTHLYHERO_DEMIA_BIRTHDAY_DESC,静かな誕生日を過ごしたいデミア。しかし、守護騎士団の隊長に静かな誕生日などあり得ないのだ。
MONTHLYHERO_LEWISIA_BIRTHDAY_DESC,満月の夜。ひっそりとした湖のほとりで、小さくも大きな出会いの場が設けられる。
MONTHLYHERO_SONIA_BIRTHDAY_DESC,朝から姿が見えないミリアンヌ。彼女を追うソニア！ミリアンヌの陰謀を暴け！
MONTHLYHERO_VERONICA_BIRTHDAY_DESC,働き者のベロニカは、誕生日の日もいつものように忙しい。そんなベロニカに救いの手が？
MONTHLYHERO_KAULAH_BIRTHDAY_DESC,暖かい南の島で誕生日を過ごすカウラ。平和な休暇に一体何が？
MONTHLYHERO_YURIA_BIRTHDAY_DESC,長い旅の末、故郷の国を訪れたユリア。だが、彼女の部屋には…
MONTHLYHERO_ARTEMIA_BIRTHDAY_DESC,誕生日当日、英雄の宿屋に招待されたアルテミア。こっそり彼女を待っていた人物とは？
MONTHLYHERO_LEO_BIRTHDAY_DESC,王室の面々が不在の、レオの誕生日。1人で誕生日を過ごすことになって落ち込んでいるレオのもとを訪ねた客人とは？
MONTHLYHERO_CASSANDRA_BIRTHDAY_DESC,帝国最大規模の酒場「金塊亭」の主人、カサンドラ。ミステリアスな彼女はどうやって誕生日を過ごすか？
MONTHLYHERO_ROI_BIRTHDAY_DESC,毎年誕生日に奇怪な事件に巻き込まれるロイ。果たして、今年の誕生日は無事に過ごせるかな？
MONTHLYHERO_MEDIANA_BIRTHDAY_DESC,毎日が実験の連続であるメディアナ。彼女の誕生日にやってきた新たなチャンスとは…！？
MONTHLYHERO_MORRAH_BIRTHDAY_DESC,過去と現在。変わり果てた自分を顧みるモーラ…
MONTHLYHERO_THEO_BIRTHDAY_DESC,偶然聞かれた「誕生日はいつだ」という質問に、今日だと答えたテオであったが…
MONTHLYHERO_ANNETTE_BIRTHDAY_DESC,誕生日の朝、目を覚ましたアネットのもとを訪れた、見慣れたシルエットとは？
MONTHLYHERO_JANE_BIRTHDAY_DESC,昔、はるか遠い昔…
MONTHLYHERO_GLENWYS_BIRTHDAY_DESC,いつも1人で訪れる食堂にやってきたグレンウィス。そこで彼女を待っていたものは…
MONTHLYHERO_LAKRAK_BIRTHDAY_DESC,ラクラックの誕生日を祝うため、サプライズイベントを用意したロイ。だが、ラクラックは火薬をぞんざいに扱った彼に、神への冒涜だと怒り出すが…
