KEY,Korean
E_C19_Apr_Morrah09_01,…
E_C19_Apr_Morrah09_02,마리아님은…안 계시는군.
E_C19_Apr_Morrah09_03,"아아, 오늘은 그날이구나…"
E_C19_Apr_Morrah09_04,그렇다면…그곳에 가 계시겠군…
E_C19_Apr_Morrah09_05,그의 무덤에…
E_C19_Apr_Morrah09_06,짙은 피안개 속을 걸어가는 기분이었다.
E_C19_Apr_Morrah09_07,생각할 이유가 없었다.
E_C19_Apr_Morrah09_08,생각할 필요도 없었다.
E_C19_Apr_Morrah09_09,"그저 싸울 상대만 있으면, 그것으로 충분했다."
E_C19_Apr_Morrah09_10,"마왕은 드래곤을 사냥하고, 지상을 짓밟으라 명했다."
E_C19_Apr_Morrah09_11,"나는 수십 마리의 드래곤을 잡아먹고, 그 힘을 취했다."
E_C19_Apr_Morrah09_12,"피에 굶주린 악룡부대는, 점점 힘을 불려 나갔다."
E_C19_Apr_Morrah09_13,"하지만, 나는 용사와 그의 일행과의 마지막 결전에서…"
E_C19_Apr_Morrah09_14,…음? 거기서 왜 멍하니 서 있는 거지?
E_C19_Apr_Morrah09_15,"…?! 마리아님, 오리카나의 무덤에 간 게 아니었…"
E_C19_Apr_Morrah09_16,갔다 왔지. 지난 백 년간 계속해왔던 것처럼…
E_C19_Apr_Morrah09_17,…
E_C19_Apr_Morrah09_18,"한 가지 물어봐도 될까요, 마리아님."
E_C19_Apr_Morrah09_19,음? 
E_C19_Apr_Morrah09_20,…절…원망하지 않습니까.
E_C19_Apr_Morrah09_21,당신의 반신이라고도 부를 수 있는 그를…죽인 저를…
E_C19_Apr_Morrah09_22,…
E_C19_Apr_Morrah09_23,"후우, 그 이야기는 전에도 하지 않았던가?"
E_C19_Apr_Morrah09_24,"…물론, 과거에는 널 원망했었다."
E_C19_Apr_Morrah09_25,"하지만…그가 마지막으로 남겨준 유산 역시, 너다."
E_C19_Apr_Morrah09_26,"게다가…너는 이제, 과거의 네가 아니다."
E_C19_Apr_Morrah09_27,"과거의 죄를, 지금의 네게 묻기는…너는 너무 변했다."
E_C19_Apr_Morrah09_28,…
E_C19_Apr_Morrah09_29,마왕의 지배력으로부터의 해방…그리고 진정한 자아의 각성…
E_C19_Apr_Morrah09_30,"오리카나가 마지막으로 남겨준, 선물…이었죠."
E_C19_Apr_Morrah09_31,우리 둘의 여정은 원망과 저주에서 시작했지만…
E_C19_Apr_Morrah09_32,이제는 좀 달라졌지.
E_C19_Apr_Morrah09_33,오리카나는 이제 없지만…이젠 네가 있다.
E_C19_Apr_Morrah09_34,그렇기에 그가 떠난 날은…네 생일이나 마찬가지.
E_C19_Apr_Morrah09_35,의미 없는 인간의 풍습일 뿐이지만…
E_C19_Apr_Morrah09_36,"그동안은…못 챙겨줘서, 미안하다."
E_C19_Apr_Morrah09_37,…
E_C19_Apr_Morrah09_38,감사합니다…마리아님.
E_C19_Apr_Mediana07_01,"흐흐흠~이것을 조금 섞어보고…아, 다음 조합은…"
E_C19_Apr_Mediana07_02,"후후, 새로운 주사약의 완성이 머지않았군요…"
E_C19_Apr_Mediana07_03,"아아, 벌써 실험해보고 싶다는 생각이 새록새록…"
E_C19_Apr_Mediana07_04,…
E_C19_Apr_Mediana07_05,에헴.
E_C19_Apr_Mediana07_06,생일 축하합니다~~!!!!!!!!!!!!!!!!!!!!!!
E_C19_Apr_Mediana07_07,?!
E_C19_Apr_Mediana07_08,어라? 언제부터 와계셨나요?
E_C19_Apr_Mediana07_09,"그보다, 생일이라니…"
E_C19_Apr_Mediana07_10,벌써 그렇게 시간이 흘렀던가요?
E_C19_Apr_Mediana07_11,"헤헤헤, 또 연구에 너무 몰두한 나머지 생일이라는 것을 잊으셨나요?"
E_C19_Apr_Mediana07_12,이번이 처음은 아니니까요. 헤헤헤…
E_C19_Apr_Mediana07_13,작년에는 약재를 찾는다고 홀연히 떠나셔서 축하 파티도 제대로 못 열어 드렸잖아요?
E_C19_Apr_Mediana07_14,"그래서 올해는, 기회가 있으면 꼭 파티를 열자고 했었죠!"
E_C19_Apr_Mediana07_15,"헤헹, 물론 선물도 준비했습니다!"
E_C19_Apr_Mediana07_16,짜잔~
E_C19_Apr_Mediana07_17,"어머, 이건…"
E_C19_Apr_Mediana07_18,정말 이런 희귀한 걸 주셔도 괜찮으신 건가요…?
E_C19_Apr_Mediana07_19,"물론요~ 구하긴 힘든 물건이지만, 상인은 정보에 귀가 밝은 법!"
E_C19_Apr_Mediana07_20,얼마든지 또 구할 수 있겠죠.
E_C19_Apr_Mediana07_21,아하하하…
E_C19_Apr_Mediana07_22,"저는 메디아나께서 연구에 쓰실만한 그…독이나, 이런 건 없지만…"
E_C19_Apr_Mediana07_23,"일단 생일이니까, 케이크를 만들었어요."
E_C19_Apr_Mediana07_24,"어머, 예쁜 케이크네요."
E_C19_Apr_Mediana07_25,"정말 감사합니다, 두 분."
E_C19_Apr_Mediana07_26,저도 잊고 있던 제 생일을…
E_C19_Apr_Mediana07_27,헤헤헤…
E_C19_Apr_Mediana07_28,우앗!
E_C19_Apr_Mediana07_29,…? 혹시…
E_C19_Apr_Mediana07_30,"이야아, 미안 미안."
E_C19_Apr_Mediana07_31,"워낙 무거운 놈이라서 말이지, 끌고 오는데 고생했다고."
E_C19_Apr_Mediana07_32,"흐에에, 커다란 몬스터군요…"
E_C19_Apr_Mediana07_33,"아, 응. 그 뭐야, 화산 쪽에서 사는 거대한 헬하운드라는 몬스터인데,"
E_C19_Apr_Mediana07_34,"워낙 생명력도 질기고, 성질이 난폭하기로 유명해서 말이지."
E_C19_Apr_Mediana07_35,호오…그런데 어쩐 일로 이런 몬스터를?
E_C19_Apr_Mediana07_36,"아, 얘는 정식으로 말하자면 마계에서 넘어온 마수란 말이지."
E_C19_Apr_Mediana07_37,마족이나 마수에게 잘 통하는 약을 실험해보고 싶다는 메디아나의 말을 기억해서…
E_C19_Apr_Mediana07_38,그리고 생일이잖아?
E_C19_Apr_Mediana07_39,빈손으로 올 수는 없을 것 같아서.
E_C19_Apr_Mediana07_40,…
E_C19_Apr_Mediana07_41,"후후후…여러분 모두, 정말 감사해요. "
E_C19_Apr_Mediana07_42,"최고의 생일 선물, 정말 감사드립니다."
E_C19_Apr_Mediana07_43,자 그럼…바로 실험을 시작해볼까요~?
E_C19_Apr_Mediana07_44,"오오, 메디아나의 실험을 볼 수 있다니, 흥미진진하군요!"
E_C19_Apr_Mediana07_45,"하하하, 언제나 생각하는 거지만…메디아나는 정말 연구를 좋아하는구나."
E_C19_Apr_Mediana07_46,아하하하…
E_C19_Apr_Roi01_01,또 무슨 심부름을 시키는 거야. 클레오 녀석!
E_C19_Apr_Roi01_02,오늘만큼은 조용히 넘어가나 싶었다.
E_C19_Apr_Roi01_03,하긴...이전에 생일들은...
E_C19_Apr_Roi01_04,5년 전
E_C19_Apr_Roi01_05,타깃 확인. 광장 중앙으로 접근 중.
E_C19_Apr_Roi01_06,지금 타깃에게 접근한다. 준비됐나?
E_C19_Apr_Roi01_07,기...기다려라. 신발 굽이...윽..
