KEY,Portuguese
E_C19_Jun_Fluss01_01,Que frio! Por que temos que vir para essa montanha gélida tão cedo assim?!
E_C19_Jun_Fluss01_02,Hã? Rodina?!
E_C19_Jun_Fluss01_03,"Saudações, Mitra. Há quanto tempo."
E_C19_Jun_Fluss01_04,"Ouvi dizer que você tinha se afastado, mas não esperava encontrá-lo aqui."
E_C19_Jun_Fluss01_05,"Uhum, eu não esperava esbarrar com você fora da Competição de Tiro do Império."
E_C19_Jun_Fluss01_06,O que traz você aqui?
E_C19_Jun_Fluss01_07,Vim ajudar o Fluss hoje.
E_C19_Jun_Fluss01_08,Hã? Você também?
E_C19_Jun_Fluss01_09,"Nossa! Estou um pouco atrasado. Vocês dois estão aqui, então falta só mais um."
E_C19_Jun_Fluss01_10,"Ei! O que é isso tudo? Eu vim aqui porque o velhote me ordenou, mas não me deram detalhes..."
E_C19_Jun_Fluss01_11,"Espero só mais um pouquinho. Oh, ela está aqui!"
E_C19_Jun_Fluss01_12,Desculpaaaaa! A Luna está atrasada?
E_C19_Jun_Fluss01_13,"(Nossa, que fofa!)"
E_C19_Jun_Fluss01_14,"Ah, não. Qual é a dessa criança? O que vamos fazer?"
E_C19_Jun_Fluss01_15,"Hoje, todos vocês vão me ajudar a fazer isso!"
E_C19_Jun_Fluss01_16,"Nós vamos encontrar a Rosa da Imortalidade, que cresce somente nessa montanha gélida."
E_C19_Jun_Fluss01_17,"Primeiro, Luna? Consegue se lembrar do cheiro e encontrá-la debaixo da neve?"
E_C19_Jun_Fluss01_18,Tá bom! Luna consegue sentir o cheiro na neve também! Oh! Posso cheirar ali também!
E_C19_Jun_Fluss01_19,Parece que só essa criança é o suficiente para encontrá-la. Por que estamos aqui?
E_C19_Jun_Fluss01_20,Não é tão simples. Logo vocês verão. Preparem-se.
E_C19_Jun_Fluss01_21,????
E_C19_Jun_Fluss01_22,Aqui! A rosa está aqui! Aaaaa! Vai embora! Monstro!
E_C19_Jun_Fluss01_23,"Vamos, depressa!"
E_C19_Jun_Fluss01_24,"Droga! Você está bem, criança?"
E_C19_Jun_Fluss01_25,"Ei, o que é aquele monstro?"
E_C19_Jun_Fluss01_26,Diria que é uma espécie de guardião que protege a Rosa da Imortalidade.
E_C19_Jun_Fluss01_27,"É um inimigo que inevitavelmente teremos que derrotar para consegui a Rosa. Ei, mostrem-me do que são capazes."
E_C19_Jun_Fluss01_28,Estamos fazendo tudo isso só para pegar uma flor?
E_C19_Jun_Fluss01_29,"É um tanto rude dizer isso sobre a rosa que nunca perde sua beleza, mesmo após ser arrancada."
E_C19_Jun_Fluss01_30,Às suas... ordens.
E_C19_Jun_Fluss01_31,"Eu deveria saber que aconteceria alguma coisa quando o velhote me disse para vir... Droga, que saco."
E_C19_Jun_Fluss01_32,Luna vai lutar também!
E_C19_Jun_Fluss01_33,"Uhum, eles realmente são os melhores do Império."
E_C19_Jun_Fluss01_34,"Então, vamos para a próxima rosa agora!"
E_C19_Jun_Fluss01_35,Na noite daquele dia.
E_C19_Jun_Fluss01_36,Eu não sei quem é você.
E_C19_Jun_Fluss01_37,Eu só... conheço você como uma bela dama de uma história que meu avô costumava me contar...
E_C19_Jun_Fluss01_38,"Graças ao seu sacrifício, eu e nossa família podemos estar aqui hoje."
E_C19_Jun_Fluss01_39,"Posso não ser capaz de encontrar você,"
E_C19_Jun_Fluss01_40,mas eu lhe admiro e lhe respeito do fundo do meu coração.
E_C19_Jun_Fluss01_41,"Por favor, vamos celebrar meu aniversário juntos. Dama Imortal..."
E_C19_Jun_Shea01_01,"Hoje é o dia, Sr. Schute!"
E_C19_Jun_Shea01_02,"Sim, Shea! Hoje é o dia. Estou muito nervoso. Você está pronta?"
E_C19_Jun_Shea01_03,Claro! Eu fiz uma promessa ao Sr. Schute no ano passado!
E_C19_Jun_Shea01_04,"No 16º aniversário, eu cantaria uma canção nessa praça."
E_C19_Jun_Shea01_05,"Uh, ummm. O Fá sustenido é aqui, e o Sol aqui..."
E_C19_Jun_Shea01_06,"Ai, meus ouvidos! Haha, olha só os seus dedos, estão tremendo! Não se preocupe, é só fazermos conforme praticamos."
E_C19_Jun_Shea01_07,Mas eu tremo toda quando encaro uma plateia.
E_C19_Jun_Shea01_08,"Acalme-se, Shea. Nós temos tempo, então vamos praticar um pouco mais."
E_C19_Jun_Shea01_09,"Certo, vamos para um lugar mais quieto."
E_C19_Jun_Shea01_10,Posso cantar o que quiser aqui!
E_C19_Jun_Shea01_11,"*Ruído*, *Batida*, *Batida*... *Ruído*"
E_C19_Jun_Shea01_12,Alguém está vindo!
E_C19_Jun_Shea01_13,Ouço... essa melodia divina...
E_C19_Jun_Shea01_14,"Esse lugar é meio assustador, mas ninguém vai vir aqui, não é, Sr. Schute?"
E_C19_Jun_Shea01_15,"Hum, sinto uma forte energia demoníaca aqui, mas é bom para melhorar nossa coragem. Vamos começar!"
E_C19_Jun_Shea01_16,Vamos!
E_C19_Jun_Shea01_17,*Baque*! *Estrondo*!
E_C19_Jun_Shea01_18,O quê?! Alguém realmente está vindo!
E_C19_Jun_Shea01_19,Eu odeio fantasmas! Sem chance!
E_C19_Jun_Shea01_20,Bem agora... Essa canção era uma cantiga de ninar de minha mãe.
E_C19_Jun_Shea01_21,*Tosse* Shea! Onde estamos? Isso é uma tempestade de areia?
E_C19_Jun_Shea01_22,"Perdão, Sr. Schute. Eu estava procurando por um lugar sem ninguém e acabei aqui."
E_C19_Jun_Shea01_23,"Vamos praticar uma última vez! Depois disso, voltaremos à praça."
E_C19_Jun_Shea01_24,"*Baque*, *Batida*, *Batida* Kyaaa!"
E_C19_Jun_Shea01_25,Aaaaa! Dra... Dragão?
E_C19_Jun_Shea01_26,"Ei, não tema! Eu só queria saber o que é essa canção. Espera!"
E_C19_Jun_Shea01_27,O que aconteceu...? Já é noite!
E_C19_Jun_Shea01_28,Não tem ninguém aqui. Sr. Schute. Eu queria... *soluço* cantar para todo mundo...
E_C19_Jun_Shea01_29,Eu deveria esquecer essa coisa de canto. Não posso ser uma barda.
E_C19_Jun_Shea01_30,Não existem bardos tímidos como eu... Ninguém é.
E_C19_Jun_Shea01_31,Shea...
E_C19_Jun_Shea01_32,Não diga isso!
E_C19_Jun_Shea01_33,Nenhuma musa nos céus tem uma voz como a sua.
E_C19_Jun_Shea01_34,É verdade! Sua canção... Ela me faz lembrar das cantigas de ninar que minha mãe cantava.
E_C19_Jun_Shea01_35,Não consigo nem dizer quando foi a última vez que meu coração sentiu tamanha paz. Foi muito comovente ouvir a sua canção.
E_C19_Jun_Shea01_36,Ei! Não ouse pensar em desistir de cantar.
E_C19_Jun_Shea01_37,"Sua canção foi a melhor! Bem, mas, a Laia canta, hã, melhor. Hem-hem!"
E_C19_Jun_Shea01_38,"Obrigada, pessoal..."
E_C19_Jun_Shea01_39,Mas quem são vocês?
E_C19_Jun_Shea01_40,"(... Um anjo, um demônio e um Dragão? Nem mesmo o Imperador conseguiria reunir um grupo desses. Shea.)"
E_C19_Jun_Shea01_41,(Agora temos mais 3 para o fã clube! Hehe!)
E_C19_Jun_Nicky01_01,É hoje!
E_C19_Jun_Nicky01_02,Será que é bom fazer uma faxina?
E_C19_Jun_Nicky01_03,"Agradeço por comparecerem ao evento de hoje, que só acontece uma vez por ano."
E_C19_Jun_Nicky01_04,"Senhoras e senhores, sejam bem-vindos ao Campeonato de Luta com Disfarces!"
E_C19_Jun_Nicky01_05,"Deixe-me apresentá-los à nossa campeã do ano passado, a Bela Viking!"
E_C19_Jun_Nicky01_06,"Patético. Vão embora, seus tolos!"
E_C19_Jun_Nicky01_07,"Aaaaaa! Por favor, pise neles!"
E_C19_Jun_Nicky01_08,"E agora, a desafiante!"
E_C19_Jun_Nicky01_09,Eu a desafio.
E_C19_Jun_Nicky01_10,Ela é! A novata que foi a segunda finalista há 2 anos!
E_C19_Jun_Nicky01_11,Lá vem a Noiva Primaveril!
E_C19_Jun_Nicky01_12,"Estava esperando por esse momento! Nic... Digo, Bela Viking!"
E_C19_Jun_Nicky01_13,... Só não me entedie.
E_C19_Jun_Nicky01_14,Urgh... Vou treinar ainda mais...
E_C19_Jun_Nicky01_15,"Hum, até que foi bom. Mas você precisa de mais uns cem anos para me derrotar."
E_C19_Jun_Nicky01_16,A vitória vai para a Bela Viking!
E_C19_Jun_Nicky01_17,Algum outro desafiante?
E_C19_Jun_Nicky01_18,Eu vou enfrentar a campeã.
E_C19_Jun_Nicky01_19,"Uau! Uma bela criminosa dos mares! É uma nova competidora, a Pirata Loira!"
E_C19_Jun_Nicky01_20,Renda-se se tem amor à sua vida. Minha espada não tem misericórdia.
E_C19_Jun_Nicky01_21,Hah! Você é confiante e descontraída.
E_C19_Jun_Nicky01_22,Veremos o quanto você consegue se manter assim!
E_C19_Jun_Nicky01_23,"Urgh... Eu admito, perdi."
E_C19_Jun_Nicky01_24,"Haha... Mas você foi decente, Pirata Loira."
E_C19_Jun_Nicky01_25,"Nossa campeã, Bela Viking! Ninguém pode detê-la."
E_C19_Jun_Nicky01_26,"Agora, está na hora de nosso evento principal!"
E_C19_Jun_Nicky01_27,O fundador do Campeonato de Combate com Disfarces!
E_C19_Jun_Nicky01_28,"O antigo Campeão e segundo colocado do ano passado, o Amante Felino!"
E_C19_Jun_Nicky01_29,"Hahaha, quanto tempo, pessoal!"
E_C19_Jun_Nicky01_30,"Como tem passado, Nicky?"
E_C19_Jun_Nicky01_31,"Cala a boca, seu gato estúpido! Me chame de Bela Viking!"
E_C19_Jun_Nicky01_32,"Ah, é! Não é pra usarmos nossos nomes reais!"
E_C19_Jun_Nicky01_33,"Tanto faz! Vamos lutar, Campeã!"
E_C19_Jun_Nicky01_34,"Uhum, é isso o que eu quero."
E_C19_Jun_Nicky01_35,Ugh! Droga!
E_C19_Jun_Nicky01_36,"Haha! Nicky, você ainda é muito boa, mas eu venci dessa vez!"
E_C19_Jun_Nicky01_37,"Urgh, não me chame pelo meu nome verdadeiro! Seu gatuno!"
E_C19_Jun_Nicky01_38,Aí vem nosso campeão!
E_C19_Jun_Nicky01_39,O campeão desse ano é o Amante Felino!
E_C19_Jun_Nicky01_40,Uuaarggh!
E_C19_Jun_Nicky01_41,"Hahaha! Obrigado, pessoal! Foi divertido!"
E_C19_Jun_Nicky01_42,"Oh, Bela Viking! Espero rever você no ano que vem!"
E_C19_Jun_Nicky01_43,"Haha, gato estúpido. É bom manter suas garras afiadas."
E_C19_Jun_Nicky01_44,"O título do ano que vem será meu, não se esqueça disso!"
E_C19_Jun_Yanne01_01,Boas-vindas! Pode entrar!
E_C19_Jun_Yanne01_02,Hoje é o único dia para experimentar nossos pratos especiais!
E_C19_Jun_Yanne01_03,A lanchonete dos Caça-Dragões!
E_C19_Jun_Yanne01_04,Lanchonete? O que vocês estão vendendo?
E_C19_Jun_Yanne01_05,"Todos os tipos de pratos, feitos com ingredientes raros que preparei!"
E_C19_Jun_Yanne01_06,Um sabor reconhecido por verdadeiros gastrônomos! Serão vendidos apenas hoje!
