KEY,Vietnamese
E_C19_September_Gau01_01,Cô Yanne. Cô đang làm gì ở đây vậy?
E_C19_September_Gau01_02,Đang chuẩn bị tiệc bất ngờ~ \nĐến tầm tối thì khách sẽ đông lên đó.
E_C19_September_Gau01_03,Ơ? Hôm nay là ngày gì à?
E_C19_September_Gau01_04,Ừ. Hôm nay là sinh nhật Gau.
E_C19_September_Gau01_05,Ơ.. Hôm nay là sinh nhật chú ấy ạ?!
E_C19_September_Gau01_06,Gau có lần nói bâng quơ trong lúc uống rượu ấy.
E_C19_September_Gau01_07,Cháu không biết chuyện đó mà lại còn rủ chú ấy thi hái dâu rừng nữa cơ..
E_C19_September_Gau01_08,Hừm.. Hay là lúc nãy chú ấy giận vì mình không biết ta?
E_C19_September_Gau01_09,Trông Gau có vẻ không vui à?
E_C19_September_Gau01_10,"Chú ấy không nhiệt tình đáp lời, rồi cả buổi sáng trông buồn buồn."
E_C19_September_Gau01_11,Hay là vì cảm giác mình có lỗi.
E_C19_September_Gau01_12,Gì ạ? Sao lại thấy có lỗi trong ngày sinh nhật mình?
E_C19_September_Gau01_13,"Bảo là vẫn còn đau đáu chuyện trong ngày sinh nhật mình, gây náo động rồi làm nhiều người trong bộ tộc bị thương."
E_C19_September_Gau01_14,Hình như vẫn còn ám ảnh chuyện đó thì phải.
E_C19_September_Gau01_15,Cô đang nói đến cái chú to như con gấu ấy ạ???!!
E_C19_September_Gau01_16,Chú ấy đến một con chim sẻ cũng không đụng vào mà rốt cục...
E_C19_September_Gau01_17,"À, dĩ nhiên là Rodina chưa biết rồi."
E_C19_September_Gau01_18,"Gau hiện giờ có thể nhìn như một ông chú bờm xờm tốt bụng,"
E_C19_September_Gau01_19,Nhưng ngày xưa thì nổi tiếng là chiến binh hung bạo nhất của vương quốc Barbarian đó.
E_C19_September_Gau01_20,"Aaaa, có chuyện đó nữa ạ!"
E_C19_September_Gau01_21,Chắc là nổi tiếng từ khi ta còn nhỏ rồi.
E_C19_September_Gau01_22,Đến mức hễ Barbarian cầm rìu hai lưỡi đi ngang là người dân phải chốt cửa khóa chặt.
E_C19_September_Gau01_23,Chú ấy.. Khó tin thật.
E_C19_September_Gau01_24,Vậy việc xây dựng trại trẻ mồ côi trước đây cũng...
E_C19_September_Gau01_25,Ừm.. Chắc là muốn chuộc lại lỗi lầm theo cách đó chứ gì?
E_C19_September_Gau01_26,Tôi cứ nghĩ chú Gau đơn giản chỉ là một người cởi mở và hào hiệp thôi chứ..
E_C19_September_Gau01_27,Thì ra gánh nặng trong lòng chú lớn như thế..
E_C19_September_Gau01_28,Giá như giờ Gau có thể bỏ bớt gánh nặng ấy đi.
E_C19_September_Gau01_29,Cả việc cố gắng xây dựng lại vương quốc Barbarian đã bị diệt vong ấy nữa..
E_C19_September_Gau01_30,Ở thế gian tuy vẫn còn người nhớ đến Gau của ngày đó..
E_C19_September_Gau01_31,Rodina cũng biết mà phải không?
E_C19_September_Gau01_32,Chuyện Gau là người rất ấm áp ấy.
E_C19_September_Gau01_33,Đúng vậy ạ!
E_C19_September_Gau01_34,"Chú ấy là người ấm áp hơn bất kì ai, à không, ấm tới mức chắc có thể làm tan chảy cả núi tuyết này luôn ấy chứ!"
E_C19_September_Gau01_35,"Ahaha, thế cho nên là... tôi đã gọi một vài vị khách đặc biệt đến để mở một buổi tiệc bất ngờ!"
E_C19_September_Gau01_36,Tuy là không thể mời nhóm của Kasel được vì đang ở quá xa.
E_C19_September_Gau01_37,Thôi tối nay mình hãy tổ chức một buổi tiệc thật vui nào!
E_C19_September_Gau01_38,Vâng!! Có cần cháu giúp gì không ạ?!
E_C19_September_Gau01_39,"Rượu và thịt thì ta đã chuẩn bị đủ rồi nên,"
E_C19_September_Gau01_40,Rodina có thể hái giúp ta loại dâu rừng mà Gau yêu thích được không?
E_C19_September_Gau01_41,"Vâng!!! Vậy thì, cháu sẽ đi hái thật nhiều dâu rừng trên núi tuyết về!"
E_C19_September_Gau01_42,Rồi nhờ Pavel làm bánh kem dâu rừng lạnh nữa!!
E_C19_September_Gau01_43,Quá tuyệt!
E_C19_September_Gau01_44,Ơ.. Nhưng mà..
E_C19_September_Gau01_45,Hôm nay liệu chú ấy có đến ăn bánh kem không ạ?
E_C19_September_Gau01_46,Đừng lo chuyện đó!\nTa đã bàn với vị khách duy nhất có thể điều khiển được Gau trước rồi!
E_C19_September_Gau01_47,Lúc nãy mình có đối xử lạnh nhạt với Rodina quá không ta...
E_C19_September_Gau01_48,Haiza.. Nhưng đúng là không có hứng làm gì cả.
E_C19_September_Gau01_49,Rốt cục lúc đó sao mình lại thế nhỉ..
E_C19_September_Gau01_50,Thậm chí ngay vào ngày sinh nhật đáng ra phải vui cũng...
E_C19_September_Gau01_51,Mình là gì mà làm cho những người mình yêu quí...
E_C19_September_Gau01_52,...?
E_C19_September_Gau01_53,Ánh sáng đỏ kia..
E_C19_September_Gau01_54,"Gau, ngày sinh nhật mà làm gì thểu não ở đây vậy."
E_C19_September_Gau01_55,Le.. Lei?
E_C19_September_Gau01_56,Đến đây có việc gì thế..
E_C19_September_Gau01_57,Cứ u sầu như thế mãi thì quá khứ đã qua cũng không thay đổi được đâu.
E_C19_September_Gau01_58,Thứ quan trọng là hiện tại mà Gau đang sống.
E_C19_September_Gau01_59,"Mỗi khi quá khứ có cơ hội hiện về như lần này, là ông lại ngồi gặm nhấm thời gian quí báu của hiện tại thế hả?"
E_C19_September_Gau01_60,Nhưng.. Nhưng mà... tôi..
E_C19_September_Gau01_61,Tôi sẽ cho ông thấy ông hiện giờ đang sống thế nào.
E_C19_September_Gau01_62,"Nhắm mắt lại, cầm tay tôi và từ từ đi theo xem."
E_C19_September_Gau01_63,Ơ.. Tự... tự nhiên... 
E_C19_September_Gau01_64,Le.. Lei.. Rốt cục là đang đi đâu vậy.
E_C19_September_Gau01_65,"Giờ thì, mở mắt ra đi nào."
E_C19_September_Gau01_66,Gau! Chúc mừng sinh nhật!
E_C19_September_Gau01_67,Chúc mừng sinh nhật chú!!
E_C19_September_Gau01_68,Cháu đã làm bánh kem bằng dâu rừng mà chú thích đây ạ!
E_C19_September_Gau01_69,"Barbarian, chắc tôi phải làm harmonica bằng đá không tan cho quá."
E_C19_September_Gau01_70,Khà khà khà! Sinh nhật chú em thì ta phải đến chứ!
E_C19_September_Gau01_71,Bia đá lạnh nhãn núi tuyết ở đây chắc cũng rất cừ đây!
E_C19_September_Gau01_72,A... 
E_C19_September_Gau01_73,Nhân sinh nhật của Gau tất cả đều đã cùng chạy về đây.
E_C19_September_Gau01_74,"Gau của hiện tại, là người được chào đón nồng nhiệt thế này đấy?"
E_C19_September_Gau01_75,Tôi.. Tôi... thật sự rất..
E_C19_September_Gau01_76,"Cảm ơn, tất cả mọi người..."
E_C19_September_Gau01_77,Còn sớm để cảm động quá. Hoho
E_C19_September_Gau01_78,Tôi vẫn chưa công khai quà của tôi mà.
E_C19_September_Gau01_79,Ơ..?
