KEY,Vietnamese
E_C19_Dec_Pavel01_01,...
E_C19_Dec_Pavel01_02,"Cái này... là thật chứ, dường như muôn vàn cảm xúc đan xen với nhau."
E_C19_Dec_Pavel01_03,Vừa vô vọng nhưng không bao giờ muốn buông bỏ...
E_C19_Dec_Pavel01_04,Cái cảm giác mơ hồ thế này... như thể cứ quanh quẩn trong đầu.
E_C19_Dec_Pavel01_05,"(Đây, thân xác Arlette chắc sẽ ngủ yên vĩnh viễn trong lòng đất lạnh.)"
E_C19_Dec_Pavel01_06,(Chỉ có thi thể lạnh lẽo không nhúc nhích... sẽ thay thế chỗ trống của cô ấy.)
E_C19_Dec_Pavel01_07,(Nhưng...)
E_C19_Dec_Pavel01_08,Lạnh thật...
E_C19_Dec_Pavel01_09,Đã nghĩ là vĩnh viễn không có việc gì chạm đến được mình như khí lạnh của nơi này...
E_C19_Dec_Pavel01_10,Cái giá lạnh khắc nghiệt thấu tận xương tủy cứ len lỏi khắp cơ thể mình...
E_C19_Dec_Pavel01_11,Khi mở mắt ra là mùa đông thứ chín mươi đang đến.
E_C19_Dec_Pavel01_12,Và... Và hôm nay là mùa đông thứ một trăm rồi.
E_C19_Dec_Pavel01_13,... Hóa ra là vậy.
E_C19_Dec_Pavel01_14,Cái bộ dạng đó thừa biết là có thể chết nhưng vẫn chĩa ngọn giáo vào tôi...
E_C19_Dec_Pavel01_15,"Trong khoảng thời gian trôi qua không hứa hẹn gì, dù có ăn mòn tâm trí nhưng không thể nào rũ bỏ được..."
E_C19_Dec_Pavel01_16,Thật là lạnh lùng đến xé lòng.
E_C19_Dec_Pavel01_17,Nhưng nỗi nhớ mà người đàn ông đó cảm nhận...
E_C19_Dec_Pavel01_18,Nó tồn tại khác biệt hẳn với nỗi nhớ mà tôi cảm thấy bây giờ.
E_C19_Dec_Pavel01_19,"Và với sự khác biệt đó,"
E_C19_Dec_Pavel01_20,mức độ nỗi đau phải chịu đựng quả cũng khác nhau đúng không...
E_C19_Dec_Pavel01_21,(Cảm xúc muốn gặp người trân quý đang sống ở đâu đó...)
E_C19_Dec_Pavel01_22,(Cái cảm xúc rời đi đưa tiễn người mà không thể nào gặp lại...)
E_C19_Dec_Pavel01_23,Tôi lo cho cậu quá.
E_C19_Dec_Pavel01_24,Giờ ở cùng nhau thế này nhưng...
E_C19_Dec_Pavel01_25,Nếu chúng tôi rời đi... cậu sẽ lại chỉ còn một mình đúng không?
E_C19_Dec_Pavel01_26,(Đúng vậy... Tôi nhớ ra rồi.)
E_C19_Dec_Pavel01_27,(Cô xuất hiện cùng với những người sống sót của đất nước diệt vong nào đó mang hình hài tiều tụy.)
E_C19_Dec_Pavel01_28,(Nhưng cô khác với những con người khác.)
E_C19_Dec_Pavel01_29,(Tôi coi cô là vật trở ngại và định đuổi đi... Cô thì bao giờ cũng đối xử mềm mỏng.)
E_C19_Dec_Pavel01_30,(Thật ra thì cũng từng phiền hà và bực bội nhưng...)
E_C19_Dec_Pavel01_31,(Dù vậy tôi đã nghĩ là không sao vì có khoảng thời gian cùng cô trò chuyện.)
E_C19_Dec_Pavel01_32,Ngẫm ra thế này thì tôi nhớ ra rồi.
E_C19_Dec_Pavel01_33,"Hôm nay trong bánh có gì, và yêu thích Kyle từ bao giờ..."
E_C19_Dec_Pavel01_34,"Hơn nữa khi còn bé, Kyle đã dẫn cô và Maria đi đâu đó chơi..."
E_C19_Dec_Pavel01_35,Giờ nhìn lại thì nó cũng chỉ là những câu chuyện cực kỳ riêng tư.
E_C19_Dec_Pavel01_36,(Nhưng nghe câu chuyện của cô ấy... kỳ lạ là lại không thấy chán.)
E_C19_Dec_Pavel01_37,"Này, Pavel..."
E_C19_Dec_Pavel01_38,Lúc nào đó... người mà hiểu cho cậu...
E_C19_Dec_Pavel01_39,Lúc nãy là gì vậy nhỉ? Dường như là ký ức rất quan trọng...
E_C19_Dec_Pavel01_40,... Không có ai cả ư?
E_C19_Dec_Pavel01_41,Lewisia hình như vẫn chưa có tin tức gì...
E_C19_Dec_Pavel01_42,Còn Rodina thì...
E_C19_Dec_Pavel01_43,Hehe! May thật vì có thể tìm ra nhanh hơn dự đoán!
E_C19_Dec_Pavel01_44,Mong là Pavel sẽ thích nó!
E_C19_Dec_Pavel01_45,Rodina.
E_C19_Dec_Pavel01_46,Pavel đã đến trước rồi ư! May quá. Cũng vừa lúc đưa cho ngài...
E_C19_Dec_Pavel01_47,Pavel?
E_C19_Dec_Pavel01_48,... Ngày bão tuyết lớn như hôm nay thì tốt hơn là nên về sớm.
E_C19_Dec_Pavel01_49,"Pavel, liệu bây giờ đang lo lắng cho tôi đấy à?"
E_C19_Dec_Pavel01_50,"Vì tôi có chút việc cần làm ở ngôi làng nên mới trễ, đừng quá lo lắng nhé."
E_C19_Dec_Pavel01_51,Và hơn nữa là có thứ muốn tặng ngài.
E_C19_Dec_Pavel01_52,Thứ muốn tặng?
E_C19_Dec_Pavel01_53,"Chúc mừng sinh nhật, Pavel! Tôi đã đặc biệt chuẩn bị cho ngài bởi dạo này trông ngài im ắng quá."
E_C19_Dec_Pavel01_54,Sinh nhật...?
E_C19_Dec_Pavel01_55,Cách đây không lâu không phải Pavel đã kể tôi nghe sao?
E_C19_Dec_Pavel01_56,Nói là nhớ có nhận quà của ai đó cỡ tầm chừng này.
E_C19_Dec_Pavel01_57,Nói vậy không có nghĩa là hôm nay là sinh nhật ngài ư?
E_C19_Dec_Pavel01_58,Ơ... Chả lẽ tôi nhầm lẫn gì rồi ư?
E_C19_Dec_Pavel01_59,Một lúc nào đó dù không có tôi...
E_C19_Dec_Pavel01_60,Giá như xuất hiện người có thể hiểu cho cậu được thì hay quá.
E_C19_Dec_Pavel01_61,"Sẽ vì cậu mà nổi giận, rồi có lúc lại tặng quà..."
E_C19_Dec_Pavel01_62,Ước gì có người như vậy cạnh cậu tốt biết mấy.
E_C19_Dec_Pavel01_63,(Hóa ra là vậy... Lúc đó Arlette... rõ ràng đã nói với mình như vậy.)
E_C19_Dec_Pavel01_64,(Người hiểu mình... và đồng hành với mình...)
E_C19_Dec_Pavel01_65,Pavel...?
E_C19_Dec_Pavel01_66,Tôi sẽ sử dụng tốt nó mà.
E_C19_Dec_Rodina01_01,......
E_C19_Dec_Rodina01_02,Lâu quá nhỉ Rodina. Có lệnh phái đi đến nơi nhận nhiệm vụ mới ngay ngày sinh nhật nên vất vả nhiều nhỉ.
E_C19_Dec_Rodina01_03,Trung sĩ Rodina Klein! Xin ra mắt đội phó đội hiệp sĩ hộ vệ!
E_C19_Dec_Rodina01_04,Đã bảo là ở chỗ riêng tư thì không cần cứng nhắc như thế.
E_C19_Dec_Rodina01_05,"Vậy thì... lâu rồi mới gặp, anh Fluss."
E_C19_Dec_Rodina01_06,Ừa. Mục đích là quà sinh nhật? Hay là vì nhiệm vụ đảm nhận lần này đấy?
E_C19_Dec_Rodina01_07,"À, thì là, quà thì không phải. Em vì nhiệm vụ mà tìm đến gặp."
E_C19_Dec_Rodina01_08,Đầu tiên rõ ràng nghe là nhiệm vụ hộ vệ.
E_C19_Dec_Rodina01_09,Nhưng rồi sau khi đồng ý và nghe câu chuyện chi tiết thì cái này...
E_C19_Dec_Rodina01_10,Trên thực tế là nhiệm vụ canh giữ chứ gì.
E_C19_Dec_Rodina01_11,......
E_C19_Dec_Rodina01_12,"Em canh giữ... Xin lỗi, em có biết nhân vật mà mình đảm nhận hộ vệ là nhân vật nào không?"
E_C19_Dec_Rodina01_13,Vâng. Em nghe nói là phù thủy vĩ đại đến mức đế quốc phải trực tiếp đứng ra canh giữ.
E_C19_Dec_Rodina01_14,Ừa. Không có nhân vật nào có thể thắng khi ở trong tầm ngắm của anh ta. Ít ra là ở đế quốc hiện tại.
E_C19_Dec_Rodina01_15,Vì thế mới ra lệnh cho em đó.
E_C19_Dec_Rodina01_16,Bởi vì nếu là em – tay bắn tỉa hàng đầu của đất nước này thì có thể bắn tỉa thoải mái dù ở ngoài tầm ngắm của phép thuật.
E_C19_Dec_Rodina01_17,......
E_C19_Dec_Rodina01_18,Có lẽ vấn đề là em đã cầm lấy súng trường để bảo vệ mọi người rồi chứ?
E_C19_Dec_Rodina01_19,Nếu là cái đó thì không cần phải lo lắng.
E_C19_Dec_Rodina01_20,Chỉ cần hành động như quân nhân thường làm là được.
E_C19_Dec_Rodina01_21,Ra là... thế à? Em biết rồi. Vậy thì em sẽ cố hết sức với nhiệm vụ đã nhận.
E_C19_Dec_Rodina01_22,Xa... hơn mình nghĩ... và cũng lạnh... hơn mình nghĩ!
E_C19_Dec_Rodina01_23,Nếu phù thủy rồng băng sống ở nơi như thế này...
E_C19_Dec_Rodina01_24,......
E_C19_Dec_Rodina01_25,......Hình như là người đó...
E_C19_Dec_Rodina01_26,"Xin chào, tôi là trung sĩ Rodina Klein được đế quốc phái đến."
E_C19_Dec_Rodina01_27,Ngài là Pavel đúng không ạ?
E_C19_Dec_Rodina01_28,......Đúng vậy.
E_C19_Dec_Rodina01_29,Nhiệm vụ hộ vệ lần này do tôi đảm nhận. Mong ngài giúp đỡ cho!
E_C19_Dec_Rodina01_30,Không cần hộ vệ nhưng... Thôi được rồi.
E_C19_Dec_Rodina01_31,Ta ghét nhất là ồn ào nên mong để ý chỉ điều đó thôi.
E_C19_Dec_Rodina01_32,"Vâng, tôi biết rồi ạ!"
E_C19_Dec_Rodina01_33,Nhiệm vụ lần này có vẻ khó khăn đây...
E_C19_Dec_Rodina01_34,Mình có thể thân thiết được với người đó không...?
E_C19_Dec_Rodina01_35,Rodina! Có đó không?
E_C19_Dec_Rodina01_36,"Xin chào, cô Yanne! Mời vào ạ."
E_C19_Dec_Rodina01_37,Lần này có việc gì thế ạ?
E_C19_Dec_Rodina01_38,Ta nhận được lời nhờ vả của một vị cao quý của đế quốc.
E_C19_Dec_Rodina01_39,Nhờ chuyển quà sinh nhật cho cháu.
E_C19_Dec_Rodina01_40,Một vị cao quý tặng quà sinh nhật cho cháu ư? Liệu có phải...
E_C19_Dec_Rodina01_41,Ờ...
E_C19_Dec_Rodina01_42,Cho cháu tất cả chừng này ư...?
E_C19_Dec_Rodina01_43,À. Tuy những thứ này toàn bộ không phải người đó gửi...
E_C19_Dec_Rodina01_44,Đây. Có thư này.
E_C19_Dec_Rodina01_45,Quả nhiên là anh Fluss.
E_C19_Dec_Rodina01_46,......Lần này cũng viết đầy những lời lẽ rùng mình gửi đi...
E_C19_Dec_Rodina01_47,Và đây là... gia đình gửi cho.
E_C19_Dec_Rodina01_48,Hết chừng đó à? Nhiều quá đi mất! Ta xem một chút được chứ?
E_C19_Dec_Rodina01_49,A... Hóa ra Rodina là con gái út của một đại gia đình. Hèn gì nhiều thế này!
E_C19_Dec_Rodina01_50,"Uhm, thật ra ta cũng có thứ cho cháu."
E_C19_Dec_Rodina01_51,Cô Yanne nói cho cháu à?
E_C19_Dec_Rodina01_52,Xin lỗi vì nó chẳng đáng gì. Vì ta chuẩn bị vội quá. Chúc mừng sinh nhật.
E_C19_Dec_Rodina01_53,Không đâu ạ. Thật sự cám ơn cô!
E_C19_Dec_Rodina01_54,"Ôi, chưa gì đã đầy ắp quà rồi ư. Lẽ nào tiệc sinh nhật đã kết thúc rồi hả?"
E_C19_Dec_Rodina01_55,Lewisia? Mời vào ạ. Nhưng cô biết sinh nhật tôi mà đến à?
E_C19_Dec_Rodina01_56,Có người hỏi tôi quà sinh nhật thường nên tặng gì. Thế là tự nhiên tôi biết được.
E_C19_Dec_Rodina01_57,"Nào, chúc mừng sinh nhật, Rodina."
E_C19_Dec_Rodina01_58,Ơ... ừa... Quà của công chúa...
E_C19_Dec_Rodina01_59,Nhờ cô mà Pavel vui vẻ hơn trước.
E_C19_Dec_Rodina01_60,Cám ơn vì đã làm những điều mà bạn cũ như chúng tôi cũng không thể làm được.
E_C19_Dec_Rodina01_61,Quá... quá lời rồi ạ. Thành thật cám ơn cô.
E_C19_Dec_Rodina01_62,...Ồn ào quá.
E_C19_Dec_Rodina01_63,"Ặc, Pavel. Ồn lắm đúng không ạ?"
E_C19_Dec_Rodina01_64,Không sao. ...Chúc mừng sinh nhật nhé!
E_C19_Dec_Rodina01_65,Hử? Tôi đã hết lòng cho lời khuyên. Thế mà anh lờ đi và chọn theo ý mình sao?
E_C19_Dec_Rodina01_66,...Tôi cũng tham khảo rồi. Chỉ là cái này có vẻ hợp với Rodina hơn.
E_C19_Dec_Rodina01_67,Hừmm!
E_C19_Dec_Rodina01_68,......Trước đây......
E_C19_Dec_Rodina01_69,Tôi... thất lễ rồi ạ.
E_C19_Dec_Rodina01_70,Gì đây ta?
E_C19_Dec_Rodina01_71,"Đó là, hôm nay sinh nhật của tôi."
E_C19_Dec_Rodina01_72,...Thì sao?
E_C19_Dec_Rodina01_73,"Gia đình có gói cho bánh kem, ngài cùng ăn chứ ạ?"
E_C19_Dec_Rodina01_74,Không cần đâu.
E_C19_Dec_Rodina01_75,Tôi... biết rồi...
E_C19_Dec_Rodina01_76,Ngài Pavel. Ngài có nghe tôi nói không ạ?
E_C19_Dec_Rodina01_77,Có chuyện gì?
E_C19_Dec_Rodina01_78,Hôm nay là sinh nhật tôi nên có nhận được bánh kem.
E_C19_Dec_Rodina01_79,Ngài có muốn cùng ăn không ạ?
E_C19_Dec_Rodina01_80,...Ta từ chối.
E_C19_Dec_Rodina01_81,Tôi biết rồi...
E_C19_Dec_Rodina01_82,"Dù tôi có mở lời nhưng ngài cũng không có phản ứng, cũng hầu như không trả lời câu hỏi."
E_C19_Dec_Rodina01_83,Nhưng bắt đầu chịu nghe mình nói từng chút một.
E_C19_Dec_Rodina01_84,Sau này chắc sẽ trả lời mình thôi.
E_C19_Dec_Rodina01_85,Thật sự là từng chút một nhưng... Pavel đã thay đổi rất nhiều.
E_C19_Dec_Rodina01_86,Lewisia nói chuyện ngài ấy có thân thiện hơn nếu ý đó là cái này thì...
E_C19_Dec_Rodina01_87,Và nếu nghĩ là nỗ lực của mình góp thêm sức mạnh cho hình dáng này thì...
E_C19_Dec_Rodina01_88,Đây cũng như là món quà sinh nhật tốt nhất rồi.
E_C19_Dec_Rodina01_89,...Lần này có vẻ như sẽ cũng nhau ăn...
E_C19_Dec_Viska01_01,"Khỉ thật, ở đây không có lấy một ác quỷ mạnh nào à?"
E_C19_Dec_Viska01_02,"Dạo này liên tục mất công vô ích... Ư ư, bực quá."
E_C19_Dec_Viska01_03,...Nhân tiện về làng để giải tỏa tâm trạng cũng phải ăn thỏa thuê món gì đó ngon ngon.
E_C19_Dec_Viska01_04,...
