KEY,Spanish
E_C19_Apr_Morrah09_01,…
E_C19_Apr_Morrah09_02,Maria... todavía no ha llegado.
E_C19_Apr_Morrah09_03,"Ah, supongo que es ese día otra vez..."
E_C19_Apr_Morrah09_04,Eso significa... que ella debe estar allí...
E_C19_Apr_Morrah09_05,En su tumba...
E_C19_Apr_Morrah09_06,Fue como deambular a través de una niebla espesa de sangre.
E_C19_Apr_Morrah09_07,No había motivo para pensar.
E_C19_Apr_Morrah09_08,No había necesidad de pensar.
E_C19_Apr_Morrah09_09,Todo lo que necesitaba era alguien con quien pelear. Con eso me bastaría.
E_C19_Apr_Morrah09_10,El Señor oscuro me había ordenado que cazara a los dragones y diezmara la tierra.
E_C19_Apr_Morrah09_11,"Así, devoré innumerables dragones y absorbí sus poderes."
E_C19_Apr_Morrah09_12,El sanguinario Ejército de Draconics continuó fortaleciéndose.
E_C19_Apr_Morrah09_13,"No obstante, durante la batalla final contra el guerrero y su compañía, yo..."
E_C19_Apr_Morrah09_14,¿Umm? ¿Por qué estás parada allí?
E_C19_Apr_Morrah09_15,"¡¿...?! Maria, pensé que habías ido a visitar la tumba de Oricana..."
E_C19_Apr_Morrah09_16,Ya lo hice. Tal como lo he estado haciendo durante los últimos 100 años...
E_C19_Apr_Morrah09_17,…
E_C19_Apr_Morrah09_18,"¿Puedo preguntarte algo, Maria?"
E_C19_Apr_Morrah09_19,¿Umm?
E_C19_Apr_Morrah09_20,...¿Tú... me odias?
E_C19_Apr_Morrah09_21,Por haber matado a aquel... considerado como tu otra mitad...
E_C19_Apr_Morrah09_22,…
E_C19_Apr_Morrah09_23,*Suspiro* ¿Acaso ya no hablamos de esto?
E_C19_Apr_Morrah09_24,...Por supuesto. Solía despreciarte.
E_C19_Apr_Morrah09_25,Pero... también eres el último recuerdo que dejó.
E_C19_Apr_Morrah09_26,Además... ya no eres esa persona.
E_C19_Apr_Morrah09_27,Has cambiado mucho... por el hecho de pedirte que asumas la responsabilidad de tus pecados pasados.
E_C19_Apr_Morrah09_28,…
E_C19_Apr_Morrah09_29,Ser desatada por el Señor oscuro... y el despertar de mi verdadera naturaleza...
E_C19_Apr_Morrah09_30,Fue el último regalo... que me dejó Oricana.
E_C19_Apr_Morrah09_31,A pesar de que nuestro camino comenzó desde el resentimiento y las maldiciones...
E_C19_Apr_Morrah09_32,Ahora las cosas han cambiado.
E_C19_Apr_Morrah09_33,Es cierto que Oricana no está... pero ahora te tengo a ti.
E_C19_Apr_Morrah09_34,Por lo cual el día que él se fue... técnicamente se convirtió en tu cumpleaños.
