KEY,"Russian"
INFORM,"Уведомление"
LEAGUE,"Лига"
ERROR,"Ошибка"
SCORE_POSTFIX,"оч."
OVER_POSTFIX,"и выше"
UNDER_POSTFIX,"и ниже"
MATCH.RANK_POSTFIX,"место"
MATCH.RANK_POSTFIX_1,"место"
MATCH.RANK_POSTFIX_2,"место"
MATCH.RANK_POSTFIX_3,"место"
BUY,"Купить"
NUMBER_COUNT,"{1} р."
NICK_VALID_MESSAGE,"[00FF00]Это имя можно использовать."
NICK_INVALID_MESSAGE,"[FF0000]Это имя нельзя использовать."
NICK_CONFIRM_TITLE,"Используемое имя"
NICK_CONFIRM_MESSAGE,"Использовать это имя?\n[FFFF00]{1}[-]"
LOGIN_BY_GUEST,"Войти как ГОСТЬ"
UI_ENTER_NICKNAME,"Введите имя."
UI_NICKNAME_RULE_DESC,"Имя может содержать только буквы и цифры. От 2 до 12 символов."
GUILD_REQTEAMLEVEL,"Уровень группы от {1}"
GUILD_RANK_MEMBER,"Члены гильдии"
GUILD_RANK_ADMIN,"Администратор"
GUILD_RANK_MASTER,"Глава"
GUILD_LASTLOGINTIME_TODAY,"Сегодня"
GUILD_LASTLOGINTIME_DAY,"{1} д."
GUILD_MERCENARY_REGISTER_ELAPSED_HOUR,"{1} ч."
GUILD_MERCENARY_REGISTER_HOUR_NOT_ELAPSED,"Менее 1 ч."
GUILD_MERCENARY_REGISTER_CONFIRM,"Наемники не входят в состав отрядов.\nРегистрировать героя как наемника?"
GUILD_WITHDRAW_POPUP_MESSAGE,"Хотите выйти из гильдии?\nЕсли вы покинете гильдию, доступ к возможностям гильдии будет ограничен на {1} ч."
GUILD_DESTROY_CONFIRM,"[FF0000]Если вы закроете Гильдию,\nвсе ваши старания будут впустую.\nВы уверены, что хотите закрыть Гильдию?\n \nПосле закрытия Гильдии, вы не сможете пользоваться Гильдийским контентом в теч. 7 дней."
GUILD_MERCENARY_RETURN_REWARD,"Герой завершил миссию и вернулся."
GUILD_DELEGATE_MASTER,"{1} займет ваше место.\nВы согласны?"
GUILD_FREE_JOIN,"Свободно"
