KEY,ChineseSimplified
Sub1_Rephy_1_1_1,蓝星引渡者
Sub1_Rephy_1_1_2,所有生命都有灵魂。
Sub1_Rephy_1_1_3,就算生命终结，
Sub1_Rephy_1_1_4,灵魂也会停留在光之世界。
Sub1_Rephy_1_1_5,所有灵魂都需要回归，
Sub1_Rephy_1_1_6,最终故乡就在蓝星。
Sub1_Rephy_1_1_7,蓝星女王伊诗琵亚的
Sub1_Rephy_1_1_8,安息庭院里平稳地长存。
Sub1_Rephy_1_1_9,直到接受露亚女神的召唤，
Sub1_Rephy_1_1_10,才会再次回到光之世界。
Sub1_Rephy_1_1_11,但不是所有灵魂都会如此。
Sub1_Rephy_1_1_12,只有平安穿越星光之桥的
Sub1_Rephy_1_1_13,纯洁灵魂才可以回到蓝星。
Sub1_Rephy_1_1_14,在星光之桥上迷失的灵魂
Sub1_Rephy_1_1_15,会沾染上黑暗的气息，
Sub1_Rephy_1_1_16,所以才会需要我们这些灵魂的引渡者。
Sub1_Rephy_1_1_17,灵魂引渡者不会在路途中迷失，
Sub1_Rephy_1_1_18,在＂幽暗丘陵＂闪耀着灯火...
Sub1_Rephy_1_1_19,.............................................
Sub1_Rephy_1_1_20,你有在听吗？
Sub1_Rephy_1_1_21,乐皮...乐皮！...乐皮！！
Sub1_Rephy_1_2_1,啊？！我...我没有睡着！我没有睡着啦！！
Sub1_Rephy_1_2_2,乐皮！！你这家伙！！自己说！第几次了！！
Sub1_Rephy_1_2_3,我现在在跟你说灵鹿族最重要的使命，你居然给我打瞌睡...
Sub1_Rephy_1_2_4,没有啦～不是这样的～我都有在听唷！
Sub1_Rephy_1_2_5,我们就接过蓝星守卫给的＂神之灯火＂，然后在＂幽暗丘陵＂里唰～～
Sub1_Rephy_1_2_6,放火就可以了对吧？
Sub1_Rephy_1_2_7,在胡言乱语个什么啊！
Sub1_Rephy_1_2_8,给我仔细听好！在＂幽暗丘陵＂里把灯点亮！！像灯塔一样照亮指引人！！
