KEY,"German"
E_C19_August_Phillop01_01,"Alles Gute zum Geburtstag! Phillop!"
E_C19_August_Phillop01_02,"Alles Gute zum Geburtstag. Haha."
E_C19_August_Phillop01_03,"Vielen Dank, ihr Barbarenfreunde!"
E_C19_August_Phillop01_04,"Woher ihr wusstet, dass ich gerne trinke, hahaha!"
E_C19_August_Phillop01_05,"Jeder weiß, dass der König der Zwerge gerne trinkt."
E_C19_August_Phillop01_06,"Außerdem würde außer einem Barbaren, keiner mit Euch mithalten können!"
E_C19_August_Phillop01_07,"Trinkt so viel Ihr möchtet! Heute geht das auf mich."
E_C19_August_Phillop01_08,"Wisst ihr, ich habe nämlich viel Geld verdient."
E_C19_August_Phillop01_09,"Unterschätze mich nicht!"
E_C19_August_Phillop01_10,"Aber ich werde nicht die Verantwortung übernehmen, wenn du leer stehen solltest! Hahaha"
E_C19_August_Phillop01_drink1,"1. Glas"
E_C19_August_Phillop01_drink2,"5. Glas"
E_C19_August_Phillop01_drink3,"13. Glas"
E_C19_August_Phillop01_11,"Die Draconics-Armee griff zum 35. Mal jenseits des Trina-Hügels an!"
E_C19_August_Phillop01_12,"Ich schwang diese Axt!!!! Und zerschlug den Kopf!!"
E_C19_August_Phillop01_13,"Diese Dummköpfe, wie lustig es war ihnen beim Weglaufen zuzusehen!! Hahaha!!"
E_C19_August_Phillop01_14,"Vorhin meintet Ihr noch, dass es der 28. Angriff war!"
E_C19_August_Phillop01_15,"Hahaha, da hast du nicht gut zugehört! Der 35. Angriff war der letzte!"
E_C19_August_Phillop01_16,"Hmm ... Das Gerücht, dass er ein starker Trinker sei, ist wohl seine eigene Einbildung gewesen."
E_C19_August_Phillop01_17,"Dann als ich siegreich zurückgekommen bin!!"
E_C19_August_Phillop01_18,"Sagten meine Töchter, ich solle gehen, weil ich stinke würde!!!"
E_C19_August_Phillop01_19,"Wie können sie sowas zu ihrem Papa sagen!! (Weint)"
E_C19_August_Phillop01_20,"Gau, sollen wir zurückgehen?"
E_C19_August_Phillop01_21,"Ich denke, er sollte nicht mehr trinken."
E_C19_August_Phillop01_22,"Aber... aber er weint ... Ihn alleine zu lassen, wäre keine gute Idee..."
E_C19_August_Phillop01_23,"Wartet!!!!!!!"
E_C19_August_Phillop01_24,"Erschreck uns doch nicht so!"
E_C19_August_Phillop01_25,"Eine wichtige Sache bleibt noch!"
E_C19_August_Phillop01_26,"Es handelt sich um ein großes Geheimnis. Ihr dürft es niemanden verraten."
E_C19_August_Phillop01_27,"Egal was passiert, ihr müsst es für euch behalten."
E_C19_August_Phillop01_29,"Die Draconics-Armee war zum 41. Mal auf dem Weg zum Trina-Hügel!"
E_C19_August_Phillop01_30,"Juno, wir würden gerne zahlen."
E_C19_August_Phillop01_31,"Bitte bring ihn in sein Zimmer. Er hat für heute genug."
E_C19_August_Phillop01_32,"Ha! Phillop! Habt Ihr schon wieder zu viel getrunken?"
