KEY,"ChineseTraditional "
CONVERSATION_TU_256,"我來辦理騎士團退團手續了。"
CONVERSATION_TU_257,"目前修練騎士相關人事業務是終止的狀態呢。"
CONVERSATION_TU_258,"什麼？那麼修練騎士們該怎麼辦呢？"
CONVERSATION_TU_259,"等到現在的狀況穩定下來後會重新整備人員。"
CONVERSATION_TU_260,"現在的狀況？您現在說的是什麼意思呢？"
CONVERSATION_TU_261,"在王室的地下發現了隱藏的金庫。"
CONVERSATION_TU_262,"雖然有大量的財寶，不過因為那些怪物而難以接近。"
CONVERSATION_TU_263,"因此，國王陛下便命令將王室所有的工作暫停"
CONVERSATION_TU_264,"將這件事視為首要任務。"
CONVERSATION_TU_265,"若能將怪物消滅，王室便會給予謝禮"
CONVERSATION_TU_266,"因此你也想要謝禮的話就參加吧。"
CONVERSATION_TU_267,"讓我看看…還剩下多少日子才能從這裏出去呢…"
CONVERSATION_TU_268,"哇嗚！現在剛好剩下整整７年就能交替了呢～！"
CONVERSATION_TU_269,"啊啊…剛來到這裡的時候還覺得時間過得很慢呢…"
CONVERSATION_TU_270,"竟然已經是13年前的事了。"
CONVERSATION_TU_271,"天啊～這種地方竟然有個古老的塔。"
CONVERSATION_TU_272,"哇嗚！人類！？你們是人類沒錯吧？"
CONVERSATION_TU_273,"哇～！！我竟然能在死前看到這珍貴的畫面。"
CONVERSATION_TU_274,"竟然把我們當作展示品看待。"
CONVERSATION_TU_275,"啊啊！不…不好意思。"
CONVERSATION_TU_276,"我獨自在這個地方待了13年，太無聊了才…"
CONVERSATION_TU_277,"而且也很想念親朋好友們……"
CONVERSATION_TU_278,"在這鬱悶的處境下竟能看到這樣的存在，因為太開心了才……"
CONVERSATION_TU_279,"辛苦了，朵莎爾妲。"
CONVERSATION_TU_280,"啊啊！姊姊！？哇～不只看到了人類，還能見到姊姊。"
CONVERSATION_TU_281,"心情像獲得了假期一樣呢。"
CONVERSATION_TU_282,"妳說的姊姊…"
CONVERSATION_TU_283,"您也是精靈的公主嗎？"
CONVERSATION_TU_284,"是的。妖精王國的子弟們每20年輪流一次守護這挑戰之塔。"
CONVERSATION_TU_285,"呃，20年……"
CONVERSATION_TU_286,"以人類的年齡來算，大概是2年左右吧。"
CONVERSATION_TU_287,"打招呼呀，朵莎爾妲。這位就是聖劍的勇士大人。"
CONVERSATION_TU_288,"真的嗎？成功了呢，姊姊。妳從小就相當喜歡聖劍的故事呢。"
CONVERSATION_TU_289,"等等，這麼一來…"
CONVERSATION_TU_290,"是啊，現在就是打開挑戰之塔大門的時候了。"
CONVERSATION_TU_291,"那麼…這幾位將會持續拜訪這裡嗎？"
CONVERSATION_TU_292,"再也不會感到無聊了。"
CONVERSATION_TU_293,"兄弟姊妹中我們一定是最幸運的孩子。"
CONVERSATION_TU_294,"姊姊見到了憧憬的聖劍勇士，我在工作期間也能夠不這麼無聊～。"
CONVERSATION_TU_295,"是呀。"
CONVERSATION_TU_296,"那麼由我來向勇士大人說明挑戰之塔相關事項。"
CONVERSATION_TU_297,"好的，那麼開始囉。"
CONVERSATION_TU_298,"在挑戰之塔被寫入歷史之前。就是在遠古時期便存在的塔。"
CONVERSATION_TU_299,"第一個發現這塔的人，雖然不清楚他是什麼種族"
CONVERSATION_TU_300,"不過因為當他進入塔中時，喊著「挑戰！」，因此便被稱為挑戰之塔。"
CONVERSATION_TU_301,"另外，他也發現了被保管於這座塔的那些散發著強烈能量的遺物。"
CONVERSATION_TU_302,"傳聞就在霎那間被傳了出去，這些人為了挖掘那些遺物"
CONVERSATION_TU_303,"便進入了挑戰之塔。"
CONVERSATION_TU_304,"但是！！"
CONVERSATION_TU_305,"那些遺物上都被下了詛咒。"
CONVERSATION_TU_306,"是會令生命體的貪欲增加的詛咒！"
CONVERSATION_TU_307,"在塔裡，各自為了能夠佔據更多的遺物而打了起來。"
CONVERSATION_TU_308,"邊大喊著全部都是我的寶物！整個場面亂成了一團。"
CONVERSATION_TU_309,"在大家打成一團之間，原本作為目的的遺物也全部毀滅"
CONVERSATION_TU_310,"而那些發瘋的人也未能從塔裡離開。"
CONVERSATION_TU_311,"這是什麼塔啊，真可怕。"
CONVERSATION_TU_312,"我們的皇室最後也決定要管制挑戰之塔。"
CONVERSATION_TU_313,"便將大門鎖上，任何人都無法進入。"
CONVERSATION_TU_314,"這麼長的一段時間以來，都由我們王國的子弟們輪流守護著挑戰之塔。"
CONVERSATION_TU_315,"就在100年前，魔族們闖進來時"
CONVERSATION_TU_316,"奧勒貝利亞的王，凱爾說，若需要對抗魔族，就需要強大的力量"
CONVERSATION_TU_317,"便進入了挑戰之塔"
CONVERSATION_TU_318,"從那些依舊喊著「我的寶物！」的發瘋之人手中"
CONVERSATION_TU_319,"拿走遺物碎片，並將之復原。"
CONVERSATION_TU_320,"凱爾王似乎未受到詛咒呢。"
CONVERSATION_TU_321,"將凱爾王帶回來的遺物碎片中無法復原的部分進行研究後，"
CONVERSATION_TU_322,"結論是遺物已經破損，詛咒已不復存在。"
CONVERSATION_TU_323,"看來就算復原了遺物，也找不到詛咒了呢。"
CONVERSATION_TU_324,"整體來說，完整的遺物放置於塔中才會有那詛咒的存在。"
CONVERSATION_TU_325,"雖然現在似乎已經沒有完整的遺物，卻並不代表已經確實控制住了"
CONVERSATION_TU_326,"因為那些受到我的寶物！詛咒，且怎麼樣也死不了的那些人太過危險"
CONVERSATION_TU_327,"才會將塔的大門關上並由我們守護著。"
CONVERSATION_TU_328,"不過既然那證明世界身處危機的聖劍出現"
CONVERSATION_TU_329,"現在就必須打開塔的大門，讓勇士一行人展開挑戰。"
CONVERSATION_CHPT01,"第1章，啟程"
CONVERSATION_1,"公曆700年，奧勒貝利亞王國，王之平原"
CONVERSATION_SILENCE,"……"
CONVERSATION_SURPRISE,"！！！"
CONVERSATION_FLINCH,"…！"
CONVERSATION_INTRO_51,"100年前，某個魔法師打開了煉魔界的大門"
CONVERSATION_INTRO_52,"釋放了魔族，佔領了全大陸。"
