KEY,ChineseTraditional
E_C19_Jun_Fluss01_01,啊…好冷。到底是什麼事，要在一大清早的把人叫來雪山啊？
E_C19_Jun_Fluss01_02,嗯？妳是！羅迪娜？
E_C19_Jun_Fluss01_03,米特拉，您好，好久不見。
E_C19_Jun_Fluss01_04,我聽說您退役了，沒想到又在這裡見到您。
E_C19_Jun_Fluss01_05,呵呵…沒想到我們會在帝國射擊大賽以外的這種地方相遇。
E_C19_Jun_Fluss01_06,不過妳來這裡有什麼事嗎？
E_C19_Jun_Fluss01_07,我今天是來幫助弗魯斯大人的。
E_C19_Jun_Fluss01_08,咦？妳也是嗎？
E_C19_Jun_Fluss01_09,哎呀～我來晚了。已經來了兩個人，再等一個人就好了。
E_C19_Jun_Fluss01_10,喂！什麼委託啊？我雖然聽老頭的話來了，但我還不曉得到底要做什麼耶～
E_C19_Jun_Fluss01_11,呵！你等等嘛～啊！剛好人到了！
E_C19_Jun_Fluss01_12,對～～不起！露娜遲到了嗎？
E_C19_Jun_Fluss01_13,（好…好可愛！）
E_C19_Jun_Fluss01_14,不…不對，這孩子是誰？現在要做什麼啊？
E_C19_Jun_Fluss01_15,今天諸位…我是說大家！大家要幫我的事情就是！
E_C19_Jun_Fluss01_16,尋找只生長在這雪山上的不滅的玫瑰。
E_C19_Jun_Fluss01_17,首先，露娜！妳可以記住這玫瑰的味道，然後到雪地中找找嗎？
E_C19_Jun_Fluss01_18,嗯～～露娜我的嗅覺連在雪地裡也很靈敏～啊！那邊又散發出味道了！
E_C19_Jun_Fluss01_19,要找特殊玫瑰的話，光靠那個孩子就夠了吧？何必連我們也叫來？
E_C19_Jun_Fluss01_20,事情可沒那麼簡單。你們很快就會明白的，先備戰吧！
E_C19_Jun_Fluss01_21,????
E_C19_Jun_Fluss01_22,這裡有玫瑰花～！哇啊啊啊啊！怪物啊！走開！
E_C19_Jun_Fluss01_23,好！我們快過去！
E_C19_Jun_Fluss01_24,可惡！小不點！妳還好嗎？
E_C19_Jun_Fluss01_25,喂！那怪物是怎麼搞的？
E_C19_Jun_Fluss01_26,那怪物可以說是…不滅的玫瑰的守護者？
E_C19_Jun_Fluss01_27,也就是想獲得玫瑰的話必需除掉的敵人。好了，諸位！展現你們的實力吧！
E_C19_Jun_Fluss01_28,所謂的委託…就是為了得到那個玫瑰？
E_C19_Jun_Fluss01_29,你這樣說太失禮了，那可是摘下來之後也能永保美麗的玫瑰啊！
E_C19_Jun_Fluss01_30,…遵命。
E_C19_Jun_Fluss01_31,老頭叫我過來的時候我就知道了…果然是這種麻煩事，可惡…
E_C19_Jun_Fluss01_32,露娜也要戰鬥！
E_C19_Jun_Fluss01_33,呵呵…你們果然是帝國最有實力的人。
E_C19_Jun_Fluss01_34,好啦～那麼來尋找下一朵玫瑰吧！
E_C19_Jun_Fluss01_35,當天晚上
E_C19_Jun_Fluss01_36,我不知道您是位怎麼樣的人，
E_C19_Jun_Fluss01_37,只是…爺爺在我兒時告訴過我您的故事，一位高尚純潔的女士…
E_C19_Jun_Fluss01_38,因為您的犧牲，我們的家族，還有我…才得以存在。
E_C19_Jun_Fluss01_39,雖然我無法與您相見，
E_C19_Jun_Fluss01_40,但我內心總是對您有著深深地嚮往。
E_C19_Jun_Fluss01_41,願您也能一同祝福我的生日，不滅的女士…
E_C19_Jun_Shea01_01,這一天終於來了，修特！
E_C19_Jun_Shea01_02,是啊，希婭！就是今天了！我好緊張啊…都準備好了吧？
E_C19_Jun_Shea01_03,當然！去年我就跟修特約好了，
E_C19_Jun_Shea01_04,在我16歲生日時…一定要在這裡的廣場上唱歌…
E_C19_Jun_Shea01_05,所…所以說…F#調…G和弦…在這裡…
E_C19_Jun_Shea01_06,啊啊！耳朵好痛！真是…看妳手指抖成什麼樣子了…按照我們練習的進行就好！
E_C19_Jun_Shea01_07,可是…只要站在人群前面…我就會很緊張…
E_C19_Jun_Shea01_08,希婭，妳冷靜。我們還有時間，再多練習一下就行了。
E_C19_Jun_Shea01_09,好…那我到安靜的地方去…
E_C19_Jun_Shea01_10,在這裡就可以盡情高歌了～
E_C19_Jun_Shea01_11,窸窸窣窣…沙沙…沙沙…窸窸窣窣…
E_C19_Jun_Shea01_12,啊！好像有人來了！
E_C19_Jun_Shea01_13,…我明明聽到了…天籟般的旋律…
E_C19_Jun_Shea01_14,這裡雖然有些陰森…不過應該不會有人吧？修特你覺得呢？
E_C19_Jun_Shea01_15,嗯…這裡的魔氣也太強了吧？不過正好適合拿來練膽量。來，開始吧！
E_C19_Jun_Shea01_16,好，開始！
E_C19_Jun_Shea01_17,嗚答答答答！轟隆轟隆！
E_C19_Jun_Shea01_18,…呃啊！有…有人來了！
E_C19_Jun_Shea01_19,該不會是…幽靈！討厭～～～！
E_C19_Jun_Shea01_20,…剛才…那個是…母親唱給我聽的搖籃曲……
E_C19_Jun_Shea01_21,咳咳…咳…！希婭…！這是什麼地方？這陣風沙…！
E_C19_Jun_Shea01_22,對不起，修特…我為了找個沒有人的地方，結果就跑到這來了。
E_C19_Jun_Shea01_23,這真的是最後的練習，練習完我就會去廣場。
E_C19_Jun_Shea01_24,哐啷！嘩啦啦！颯颯！咿耶耶耶耶！
E_C19_Jun_Shea01_25,哇啊啊啊！龍…有龍！
E_C19_Jun_Shea01_26,喂！別怕！我只是想知道…那是什麼曲子…別跑啊！
E_C19_Jun_Shea01_27,怎麼會…這麼快就到晚上了…！
E_C19_Jun_Shea01_28,一個人…也沒有。修特…嗚…說好了…我今天…要在廣場的群眾面前…
E_C19_Jun_Shea01_29,看來…我得放棄唱歌了。我…我沒有成為吟遊詩人的資格。
E_C19_Jun_Shea01_30,…世界上哪有像我這種…這麼容易害羞的吟遊詩人…
E_C19_Jun_Shea01_31,…希婭……
E_C19_Jun_Shea01_32,不是那樣子的。
E_C19_Jun_Shea01_33,天上的任何一位繆思，都比不上妳的歌聲。
E_C19_Jun_Shea01_34,沒錯！妳的歌聲…就好像小時候母親為我吟唱的搖籃曲。
E_C19_Jun_Shea01_35,這麼多年來，我的內心第一次變得如此平靜，太感人了！
E_C19_Jun_Shea01_36,喂！別說什麼要放棄的喪氣話！
E_C19_Jun_Shea01_37,妳的歌曲是最棒的！當然我姐姐的歌曲更美妙…嗯嗯…
E_C19_Jun_Shea01_38,…大家…謝謝你們…
E_C19_Jun_Shea01_39,不過……請問各位是？
E_C19_Jun_Shea01_40,（…天堂神族…魔族？…竟然還有龍族…希婭…這是連皇帝也辦不到的大集合啊…）
E_C19_Jun_Shea01_41,（總而言之，粉絲後援會新增3名成員！呵呵呵…）
E_C19_Jun_Nicky01_01,哈哈！就是今天啊。
E_C19_Jun_Nicky01_02,好久沒有清理垃圾了，我來收拾一下吧～
E_C19_Jun_Nicky01_03,感謝各位今天來到這裡觀看我們一年一度的競賽！
E_C19_Jun_Nicky01_04,參與最強格鬥王大賽的各位！
E_C19_Jun_Nicky01_05,讓我來介紹去年的冠軍──美女維京人！
E_C19_Jun_Nicky01_06,真沒用…膽小鬼全都給我滾！
E_C19_Jun_Nicky01_07,哇啊！姐姐！踐踏一切吧！
E_C19_Jun_Nicky01_08,那麼，想奪取美女維京人冠軍寶座的挑戰者站出來吧！
E_C19_Jun_Nicky01_09,我要挑戰！
E_C19_Jun_Nicky01_10,這位是！前年的亞軍，如旋風般崛起的新星！
E_C19_Jun_Nicky01_11,春風新娘登場！
E_C19_Jun_Nicky01_12,我就是在等這一天，覺悟吧！妮、妮…不對，美女維京人！
E_C19_Jun_Nicky01_13,…少說廢話～
E_C19_Jun_Nicky01_14,…呼……我…我的修練還不夠…
E_C19_Jun_Nicky01_15,哼～還可以啦，不過想贏我的話，還早了一百年。
E_C19_Jun_Nicky01_16,美女維京人獲勝！
E_C19_Jun_Nicky01_17,還有人要挑戰嗎？還有嗎？
E_C19_Jun_Nicky01_18,我要挑戰。
E_C19_Jun_Nicky01_19,哦哦！美麗海洋的不法之徒！新的挑戰者──金髮海盜！
E_C19_Jun_Nicky01_20,想活命就快逃吧，我的刀劍可是不留情的。
E_C19_Jun_Nicky01_21,哈！還真是從容不迫啊！
E_C19_Jun_Nicky01_22,我倒要看看…妳能從容到什麼時候！
E_C19_Jun_Nicky01_23,呃……我輸了。
E_C19_Jun_Nicky01_24,呵呵…金髮海盜，不過妳的身手還是挺不錯的。
E_C19_Jun_Nicky01_25,不愧是冠軍美女維京人！無人能敵啊！
E_C19_Jun_Nicky01_26,那麼，今天各位期待已久的高潮！
E_C19_Jun_Nicky01_27,讓我們整整引頸期盼一年的最強格鬥王大賽始祖！
E_C19_Jun_Nicky01_28,讓我們歡迎前年的冠軍、去年的亞軍──貓薄荷愛好者！
E_C19_Jun_Nicky01_29,啊哈哈哈！大家好久不見了！
E_C19_Jun_Nicky01_30,哎呀～妮琪妳過得好嗎？
E_C19_Jun_Nicky01_31,閉嘴！你這隻笨貓！叫我美女維京人啦！
E_C19_Jun_Nicky01_32,啊！對了！不能叫妳原本的名字，是吧？
E_C19_Jun_Nicky01_33,哼，那又怎樣！來打一場吧，冠軍！
E_C19_Jun_Nicky01_34,呵呵…正合我意！
E_C19_Jun_Nicky01_35,呃……可惡…
E_C19_Jun_Nicky01_36,哈哈！妮琪，妳的實力依然很好啊！這次是我贏了！
E_C19_Jun_Nicky01_37,呃…不要叫我的名字！你這隻該死的貓！
E_C19_Jun_Nicky01_38,好～！新的冠軍誕生了！
E_C19_Jun_Nicky01_39,今年的最強格鬥王是貓薄荷愛好者！
E_C19_Jun_Nicky01_40,哇啊啊啊啊啊啊啊！
E_C19_Jun_Nicky01_41,哈哈哈！謝謝大家！哎呀～好久沒有玩得這麼開心了！
E_C19_Jun_Nicky01_42,啊！美女維京人！明年也請多多指教唷！
E_C19_Jun_Nicky01_43,哼…愚蠢的貓，把你自己的貓爪磨利再說吧！
E_C19_Jun_Nicky01_44,別忘了，明年的冠軍會是我。
E_C19_Jun_Yanne01_01,歡迎光臨！請！
E_C19_Jun_Yanne01_02,今天是各位品嚐特色美食的大好機會！
E_C19_Jun_Yanne01_03,歡迎來到屠龍者的餐車！
E_C19_Jun_Yanne01_04,嗯？餐車？那是在賣什麼食物的？
E_C19_Jun_Yanne01_05,全部都是用我親自取得的珍貴材料製成的食物！
E_C19_Jun_Yanne01_06,美食老饕也認可的味道！限定販售，只在今天。
E_C19_Jun_Yanne01_07,收益將全數捐給野蠻人孤兒院，請大家多多捧場。
E_C19_Jun_Yanne01_08,哦哦…那我就來吃看看吧！
E_C19_Jun_Yanne01_09,嗯嗯～好香的味道…這是什麼啊？
E_C19_Jun_Yanne01_10,啊！那個食物是有點奇特…類似牛血的東西，妳知道嗎？
E_C19_Jun_Yanne01_11,就像是用血做成的布丁…地獄犬的血加上烈火烤過的香味、辣椒粉凝固而成。
E_C19_Jun_Yanne01_12,血…妳是說血嗎？
E_C19_Jun_Yanne01_13,這個多少錢？全都給我！現在！快點！
E_C19_Jun_Yanne01_14,呃…好，我知道了。來！都給妳！
E_C19_Jun_Yanne01_15,呵呵…可以輕鬆一段時間，都不用去狩獵囉～
E_C19_Jun_Yanne01_16,每次都會剩下的料理…竟然瞬間售完，哈哈…
E_C19_Jun_Yanne01_17,難道…這股沉悶又帶點憂鬱的風味！這個咖啡！
E_C19_Jun_Yanne01_18,這是帝國第一的咖啡忘憂果！這裡怎麼會有？
E_C19_Jun_Yanne01_19,嗯？啊！妳是說用卡爾庫斯沼澤地帶史萊姆吞下的咖啡果實製成的那個東西吧？
E_C19_Jun_Yanne01_20,不久前我接了好多狩獵史萊姆的委託，自然就有一大堆了。
E_C19_Jun_Yanne01_21,原來這東西這麼有名啊…
E_C19_Jun_Yanne01_22,…這種東西就算有錢也不見得能買到，而且妳還賣這麼便宜？
E_C19_Jun_Yanne01_23,我也是順便得到的～妳喜歡的話，就儘管買吧～
E_C19_Jun_Yanne01_24,謝謝，那我就買…差不多這麼多。
E_C19_Jun_Yanne01_25,呵呵～今天生意挺不錯的嘛？
E_C19_Jun_Yanne01_26,看來這次可以買禮物給孤兒院的孩子了。
E_C19_Jun_Yanne01_27,…嗅嗅…嗅……好吃的味道…嗅…嗅……
E_C19_Jun_Yanne01_28,歡迎光臨！妳在找什麼食物嗎？
E_C19_Jun_Yanne01_29,…肉！是好吃的肉！
E_C19_Jun_Yanne01_30,哎呀！要付錢才行啊，狂龍肉可不是免費的！
E_C19_Jun_Yanne01_31,錢？…什麼是錢？自從我來到這裡，人們老是跟我要錢…
E_C19_Jun_Yanne01_32,我的故鄉沒有錢這種東西…大家都是直接抓來吃…
E_C19_Jun_Yanne01_33,嗯…是從外地來的嗎…
E_C19_Jun_Yanne01_34,那個，不管怎樣，妳想吃販售的食物就要付錢。
E_C19_Jun_Yanne01_35,……所以…我…不能吃肉…？
E_C19_Jun_Yanne01_36,……我從昨天…就什麼都…沒有吃……
E_C19_Jun_Yanne01_37,……咕嚕嚕嚕嚕……………
E_C19_Jun_Yanne01_38,……呃……啊啊……不管啦！
E_C19_Jun_Yanne01_39,反正我本來也是打算幫助小孩子…
E_C19_Jun_Yanne01_40,今天是我生日，我就特別關照妳一回吧。
E_C19_Jun_Yanne01_41,真的嗎？謝謝妳！我最喜歡肉了！
