KEY,Vietnamese
Sub1_Rephy_1_1_1,Dẫn lối Ngôi sao xanh
Sub1_Rephy_1_1_2,Đằng sau mỗi sinh mệnh là một linh hồn.
Sub1_Rephy_1_1_3,"Dù cho sinh mệnh chấm dứt,"
Sub1_Rephy_1_1_4,thì linh hồn vẫn hiện hữu trong Thế giới ánh sáng này.
Sub1_Rephy_1_1_5,"Chúng đều trở về với xứ sở linh hồn,"
Sub1_Rephy_1_1_6,Ngôi sao xanh.
Sub1_Rephy_1_1_7,"Trong khu vườn của Asiphia, Nữ hoàng Ngôi sao xanh,"
Sub1_Rephy_1_1_8,chúng yên giấc trong khu vườn an nghỉ.
Sub1_Rephy_1_1_9,Chúng đợi cho đến khi Lua triệu hồi lần nữa
Sub1_Rephy_1_1_10,để trở về với Thế giới ánh sáng.
Sub1_Rephy_1_1_11,"Dĩ nhiên, không phải linh hồn nào cũng làm được như vậy."
Sub1_Rephy_1_1_12,Chỉ những linh hồn thuần khiết vượt qua được Cầu ánh sao
Sub1_Rephy_1_1_13,mới có thể đến với Ngôi sao xanh.
Sub1_Rephy_1_1_14,Những linh hồn lạc lối ở Cầu ánh sao
Sub1_Rephy_1_1_15,sẽ bị bóng tối vấy bẩn.
Sub1_Rephy_1_1_16,"Bởi vậy, chúng cần đến người dẫn hồn."
Sub1_Rephy_1_1_17,Để các linh hồn không lạc lối
Sub1_Rephy_1_1_18,nhờ những ngọn đèn thắp sáng Dải đồi mờ sương...
Sub1_Rephy_1_1_19,.............................................
Sub1_Rephy_1_1_20,Cậu có nghe không thế?
Sub1_Rephy_1_1_21,Rephy... Rephy! Rephy!
Sub1_Rephy_1_2_1,Hả? Tôi có ngủ gật đâu. Thật đấy!
Sub1_Rephy_1_2_2,Rephy! Thằng nhóc này! Đây là lần thứ mấy rồi?
Sub1_Rephy_1_2_3,"Ta đang giảng về nhiệm vụ tối quan trọng của Bộ tộc Tamian, vậy mà cậu lại gật gù như thế..."
Sub1_Rephy_1_2_4,Gì cơ? Đâu có! Rephy vẫn nghe nãy giờ mà!
Sub1_Rephy_1_2_5,Ta có thể dùng Ngọn đèn thần mà Người gác Ngôi sao xanh đưa cho
Sub1_Rephy_1_2_6,để... thiêu cháy Dải đồi mờ sương?
Sub1_Rephy_1_2_7,Nói nhăng cuội gì vậy hả?
Sub1_Rephy_1_2_8,"Nghe này! Chúng ta thắp sáng Dải đồi mờ sương, như ngọn đèn báo hiệu ấy!"
Sub1_Rephy_1_2_9,"Rồi khi Cầu ánh sao tỏa sáng trở lại, những linh hồn lạc lối ấy sẽ tìm được đường đến Ngôi sao xanh..."
Sub1_Rephy_1_2_10,Khò... Khò...
Sub1_Rephy_1_2_11,Lại díp mắt vào rồi...
Sub1_Rephy_1_2_12,*Thở dài...* Vì sao hiền giả lại chọn tên nhóc biếng nhác này làm truyền nhân trước khi người đến với Ngôi sao xanh chứ...?
Sub1_Rephy_1_2_13,Mình có tội tình gì mà phải đèo bòng thế này?
Sub1_Rephy_1_2_14,Ơ? *Ngửi* Có... Có mùi lạ! Này! Có mùi gì ấy!
Sub1_Rephy_1_2_15,Hỗn nào!! Ta có bốc mùi đâu! Ta vừa mới tắm tháng trước...
Sub1_Rephy_1_2_16,Không... Khoan đã. Đây hẳn là...!
Sub1_Rephy_1_2_17,"Là mùi bóng tối... Đúng rồi, một thứ mùi rất ghê rợn!"
Sub1_Rephy_1_2_18,Chúng là linh hồn u tối!
Sub1_Rephy_1_2_19,Rephy! Dừng lại! Cậu không được đi một mình!
Sub1_Rephy_1_3_1,Thứ mùi dơ bẩn đó... Những linh hồn u tối đó. Chính là bọn ác quỷ!
Sub1_Rephy_1_3_2,Sao chúng dám mò đến Thị trấn gác đèn này!?
Sub1_Rephy_1_3_3,Hỡi linh hồn rừng! Hãy giúp ta!
Sub1_Rephy_1_4_1,He he! Ông thấy sức mạnh của Người dẫn hồn Rephy chưa? Được chứ hả?
Sub1_Rephy_1_4_2,Ai thế này!?
Sub1_Rephy_1_4_3,.....................................
Sub1_Rephy_1_4_4,Bạn là người Tamian... Sao lại biến thành linh hồn u tối được!?
Sub1_Rephy_1_4_5,Cùng đi nào... linh hồn ánh sáng... tất cả chúng ta...
Sub1_Rephy_1_4_6,đến... vực sâu tăm tối...
Sub1_Rephy_1_4_7,Không được! Bạn nghe thấy tôi không? Tỉnh lại đi!
Sub1_Rephy_1_4_8,Lối này! Hãy đi theo ngọn đèn! Đừng lại gần bóng tối!
Sub1_Rephy_1_5_1,Có chuyện gì vậy?
Sub1_Rephy_1_5_2,Ai muốn vào Thị trấn gác đèn trong Rừng Elidora đều phải hỏi chúng ta trước... Làm sao lũ ác quỷ đến đây được?
Sub1_Rephy_1_5_3,Linh hồn u tối đó là người trong tộc ư?
Sub1_Rephy_1_5_4,Đúng vậy...
Sub1_Rephy_1_5_5,Tôi... không cứu được cậu ấy. Tôi không ngừng bảo cậu ấy rằng phải tránh xa bóng tối...
Sub1_Rephy_1_5_6,Ngọn đèn thần cũng sáng lên rồi... Tại sao lại không được?
Sub1_Rephy_1_5_7,Chính ông bảo rằng chỉ cần ta thắp đèn là mọi linh hồn sẽ vượt qua Cầu ánh sao bình an cơ mà!
Sub1_Rephy_1_5_8,Rephy... Bình tĩnh lại. Chỉ Ngọn đèn thần thôi thì chưa đủ.
Sub1_Rephy_1_5_9,Ta đã nói rằng phải làm việc đó ở Dải đồi mờ sương thì họ mới đi theo ánh sáng lần nữa.
Sub1_Rephy_1_5_10,Vậy... Nếu tôi thắp đèn ở Dải đồi mờ sương...
Sub1_Rephy_1_5_11,"Thì mọi người sẽ về với Ngôi sao xanh, xứ sở linh hồn?"
Sub1_Rephy_1_5_12,"Đúng vậy. Cậu... Thực ra cậu có nghe giảng, đúng không?"
Sub1_Rephy_1_5_13,Những nơi tối tăm nhất dọc theo Cầu ánh sao chính là Dải đồi mờ sương.
Sub1_Rephy_1_5_14,"Nếu lạc lối ở đó, linh hồn sẽ trở nên u tối như vậy đấy."
Sub1_Rephy_1_5_15,Phù. Tạ ơn trời phật.
Sub1_Rephy_1_5_16,Vậy mà đã có lúc tôi nghĩ rằng câu chuyện về Ngọn đèn thần chỉ là nhảm nhí.
Sub1_Rephy_1_5_17,Nhảm nhí!? Ngọn đèn thần chính là báu vật vô giá của Bộ tộc Tamian đấy!
Sub1_Rephy_1_5_18,"Nhờ có nó mà bộ tộc chúng ta mới tiến hành được sứ mệnh thiêng liêng mà Thần rồng Giacobini, Người gác Ngôi sao xanh, giao phó!"
Sub1_Rephy_1_5_19,Chúng ta sẽ thắp đèn trên Cầu ánh sao để dẫn lối linh hồn ánh sáng đến với Ngôi sao xanh.
Sub1_Rephy_1_5_20,Tôi hiểu rồi. Ông Giaco quả là người uyên bác!
Sub1_Rephy_1_5_21,Ôi... Ta đau đầu quá. Biết vậy không nói cho rồi.
Sub1_Rephy_1_5_22,Mà cũng lạ thật... Ngay cả linh hồn người Tamian cũng bị bóng tối tha hóa...
Sub1_Rephy_1_5_23,Có khi Dải đồi mờ sương cũng sắp lâm nguy rồi... Khỉ thật.
Sub1_Rephy_1_5_24,"Thời khắc đã đến. E hèm! Nhân danh thủ lĩnh Bộ tộc Tamian, ta lệnh cho Người dẫn hồn Rephy!"
Sub1_Rephy_1_5_25,"Rõ, rõ. Rephy nghe đây. Có chuyện gì vậy?"
Sub1_Rephy_1_5_26,Ta lệnh cho cậu đi tìm Dải đồi mờ sương trong thế giới này rồi thắp Ngọn đèn thần ở đó.
Sub1_Rephy_1_5_27,Hãy rời khỏi Thị trấn gác đèn ngay.
Sub1_Rephy_1_5_28,"Được, vậy tôi đi đây. Hẹn gặp lại!"
Sub1_Rephy_1_5_29,Khoan đã! Đi công chuyện chứ không phải đi chơi đâu nhé. Rephy! Cậu đã ra khỏi thị trấn bao giờ đâu!
Sub1_Rephy_1_5_30,Để ta cho cậu biết thế giới ngoài kia nguy hiểm đến thế nào.
Sub1_Rephy_1_5_31,Đừng tùy tiện đi theo ai... Tránh xa người lạ. Tiền nong bỏ hết vào túi trong...
Sub1_Rephy_1_5_32,Rồi... Rồi... Khò khò...
Sub1_Rephy_1_5_33,Nhớ là không được đến gần Orvel. Ở đó đầy rẫy những linh hồn tà ác.
Sub1_Rephy_1_5_34,Người đáng tin cậy duy nhất là Nhà hiền triết Lorraine... Nào! Nhắc lại những gì ta vừa nói đi!
Sub1_Rephy_1_5_35,Hả? À thì... Nhà hiền triết... Nhà hiền triết Rephy sẽ đi... tìm Dải đồi mờ sương!
Sub1_Rephy_1_5_36,Đến Orvel... đầy những người đáng tin cậy!
Sub1_Rephy_1_5_37,"Thôi, tôi lên đường đây! Tạm biệt. Hẹn gặp lại!"
Sub1_Rephy_1_5_38,"Được. Bảo trọng nhé, Rephy! Cậu là hiền giả của Bộ tộc Tamian rồi đấy!"
Sub1_Rephy_1_5_39,Cái gì? Đợi đã! Đến Orvel là sao!?
Sub1_Rephy_1_5_40,Không được! Cậu phải đến gặp Nhà hiền triết Lorraine mới đúng!
Sub1_Rephy_1_5_41,Cậu ta... đi rồi.
Sub1_Rephy_1_5_42,Cầu mong Người gác Ngôi sao xanh... Nữ hoàng... cùng bậc tiên tổ... dõi theo đứa trẻ ấy.
Sub1_Rephy_2_1_1,Ôi! Orvel đây rồi!
Sub1_Rephy_2_1_2,Lớn thật đấy! Người dân đi lại nườm nượp!
Sub1_Rephy_2_1_3,Linh hồn cũng đông vô kể! Ủa? Linh hồn ánh sáng... Linh hồn u tối... Linh hồn xám...
Sub1_Rephy_2_1_4,Whoa! Đúng là thủ đô có khác!
Sub1_Rephy_2_1_5,Này... cậu kia. Ta chưa thấy loài nào giống cậu. Cậu đến Orvel làm gì?
Sub1_Rephy_2_1_6,Hử? Tôi là người Tamian. Anh không biết Bộ tộc Tamian sao?
Sub1_Rephy_2_1_7,"Bọn tôi là người dẫn hồn. Khi anh chết, tôi sẽ đưa anh đến Ngôi sao xanh."
Sub1_Rephy_2_1_8,Sao? Cái tên lông lá dị hợm này. Cậu mong ta chết ấy à?
